
[00:00:00.000 --> 00:00:03.000]  今年是馬年
[00:00:03.000 --> 00:00:06.000]  你們有沒有收到一些短訊說甚麼是馬年
[00:00:06.000 --> 00:00:08.000]  我收到一些很有趣的馬年
[00:00:08.000 --> 00:00:10.000]  它說其中一個就是
[00:00:10.000 --> 00:00:12.000]  馬年最厲害就是奧巴馬
[00:00:12.000 --> 00:00:14.000]  一個「馬」字
[00:00:14.000 --> 00:00:16.000]  不過馬年我們
[00:00:16.000 --> 00:00:18.000]  聖經裡面也有說「馬」
[00:00:18.000 --> 00:00:20.000]  就是馬太夫的「馬」字
[00:00:20.000 --> 00:00:22.000]  有兩個很出名的「馬」
[00:00:22.000 --> 00:00:24.000]  一個叫做「多馬」
[00:00:24.000 --> 00:00:25.000]  多爾
[00:00:25.000 --> 00:00:27.000]  一個叫「抵馬」
[00:00:27.000 --> 00:00:29.000]  甚麼都很抵 所以貪愛世界
[00:00:29.000 --> 00:00:31.000]  不要做這兩個「馬」
[00:00:31.000 --> 00:00:33.000]  所以我們有一個很好的
[00:00:33.000 --> 00:00:35.000]  聖經裡面也說到我們的神
[00:00:35.000 --> 00:00:39.000]  是不喜愛「馬」的力大人的腿快
[00:00:39.000 --> 00:00:41.000]  我們要依靠神
[00:00:41.000 --> 00:00:42.000]  所以感謝神
[00:00:42.000 --> 00:00:44.000]  這個「馬」是一個很好的象徵
[00:00:44.000 --> 00:00:47.000]  不過我們中國人就是不相信那些
[00:00:47.000 --> 00:00:50.000]  我們信徒是不相信那些命運的
[00:00:50.000 --> 00:00:53.000]  我們相信神是掌管前面
[00:00:53.000 --> 00:00:56.000]  所以今年希望大家更加能夠愛主
[00:00:56.000 --> 00:01:01.000]  更加活出一個有主的威嚴
[00:01:01.000 --> 00:01:03.000]  有主的那種榮耀當中
[00:01:03.000 --> 00:01:05.000]  所以跟大家分享
[00:01:05.000 --> 00:01:07.000]  今天的我們的講道
[00:01:07.000 --> 00:01:09.000]  叫做「秉行公義」
[00:01:09.000 --> 00:01:11.000]  「秉行公義」
[00:01:11.000 --> 00:01:16.000]  我們一起讀一節聖經
[00:01:16.000 --> 00:01:19.000]  尼加書第六章第八節
[00:01:19.000 --> 00:01:22.000]  我們一起開聲讀
[00:01:22.000 --> 00:01:24.000]  預備起
[00:01:24.000 --> 00:01:26.000]  世人啊
[00:01:26.000 --> 00:01:28.000]  我們只是讀後面
[00:01:28.000 --> 00:01:31.000]  我們由行公義開始
[00:01:31.000 --> 00:01:32.000]  預備起
[00:01:32.000 --> 00:01:34.000]  行公義好憐憫
[00:01:34.000 --> 00:01:36.000]  全謙卑的心
[00:01:36.000 --> 00:01:38.000]  與你的神同行
[00:01:38.000 --> 00:01:39.000]  我們再讀一次
[00:01:39.000 --> 00:01:41.000]  行公義好憐憫
[00:01:41.000 --> 00:01:43.000]  全謙卑的心
[00:01:43.000 --> 00:01:45.000]  與你的神同行
[00:01:45.000 --> 00:01:48.000]  我們大家記住這個聖經
[00:01:48.000 --> 00:01:51.000]  行公義好憐憫
[00:01:51.000 --> 00:01:54.000]  全謙卑的心與你的神同行
[00:01:54.000 --> 00:01:56.000]  這個你是說我們
[00:01:56.000 --> 00:01:57.000]  我們自己每一個人
[00:01:57.000 --> 00:01:59.000]  神要求我們什麼呢
[00:01:59.000 --> 00:02:01.000]  行公義好憐憫
[00:02:01.000 --> 00:02:05.000]  全謙卑的心與我們的神同行
[00:02:05.000 --> 00:02:07.000]  尼加書第六章第八節
[00:02:07.000 --> 00:02:09.000]  如果你忘記了幾章幾節也不要緊
[00:02:09.000 --> 00:02:12.000]  聖經裡面說經上幾著書就行了
[00:02:12.000 --> 00:02:13.000]  神的話語
[00:02:13.000 --> 00:02:14.000]  我們記得
[00:02:14.000 --> 00:02:15.000]  神的話語
[00:02:15.000 --> 00:02:18.000]  我們知道神要求我們這樣做
[00:02:19.000 --> 00:02:21.000]  今天我們跟大家講一個問題
[00:02:21.000 --> 00:02:24.000]  就是我們怎樣去發光
[00:02:24.000 --> 00:02:26.000]  我們這個講道的系列
[00:02:26.000 --> 00:02:29.000]  就講到燃點我們的生命
[00:02:29.000 --> 00:02:31.000]  上一次我們講到愛
[00:02:31.000 --> 00:02:33.000]  上個星期我們講到愛
[00:02:33.000 --> 00:02:34.000]  愛是很明顯的
[00:02:34.000 --> 00:02:36.000]  但有一樣東西也是很明顯的
[00:02:36.000 --> 00:02:38.000]  就是聖潔的生活
[00:02:38.000 --> 00:02:41.000]  所以今天跟大家講到罪的問題
[00:02:41.000 --> 00:02:46.000]  通常很多教會都不想講罪的事
[00:02:46.000 --> 00:02:48.000]  但我們不講不行的
[00:02:48.000 --> 00:02:50.000]  因為我們需要生命當中
[00:02:50.000 --> 00:02:54.000]  從罪當中悔改歸向神
[00:02:54.000 --> 00:02:56.000]  羅馬書三章二十三節說
[00:02:56.000 --> 00:02:59.000]  世人都犯了罪
[00:02:59.000 --> 00:03:02.000]  虧缺了神的榮耀
[00:03:02.000 --> 00:03:04.000]  323很容易記
[00:03:04.000 --> 00:03:06.000]  世人都犯了罪
[00:03:06.000 --> 00:03:09.000]  虧缺了神的榮耀
[00:03:09.000 --> 00:03:10.000]  大家都知道
[00:03:10.000 --> 00:03:11.000]  罪我們知道
[00:03:11.000 --> 00:03:13.000]  你說我沒有犯罪
[00:03:13.000 --> 00:03:15.000]  其實跟大家分享
[00:03:15.000 --> 00:03:17.000]  罪有分兩大種
[00:03:17.000 --> 00:03:20.000]  一種是你故意去做一些事
[00:03:20.000 --> 00:03:22.000]  是不對的
[00:03:22.000 --> 00:03:24.000]  Sin of commission
[00:03:24.000 --> 00:03:27.000]  第二種就是你達不到標準
[00:03:27.000 --> 00:03:29.000]  或者你疏忽了
[00:03:29.000 --> 00:03:31.000]  疏忽了也是罪
[00:03:31.000 --> 00:03:33.000]  好像交通燈
[00:03:33.000 --> 00:03:35.000]  有沒有試過我們紅燈看不到照過
[00:03:35.000 --> 00:03:37.000]  我試過
[00:03:37.000 --> 00:03:40.000]  如果你這樣被警察抓到
[00:03:40.000 --> 00:03:41.000]  都要給罰款的
[00:03:41.000 --> 00:03:42.000]  都要給罰單
[00:03:42.000 --> 00:03:44.000]  所以你說我不國語
[00:03:44.000 --> 00:03:47.000]  但是對不起
[00:03:47.000 --> 00:03:48.000]  Sin of omission
[00:03:48.000 --> 00:03:50.000]  就是你欠缺一些東西
[00:03:50.000 --> 00:03:53.000]  所以我們基督徒
[00:03:53.000 --> 00:03:54.000]  我們更加知道
[00:03:54.000 --> 00:03:56.000]  我們生命當中
[00:03:56.000 --> 00:03:58.000]  很多虧欠很多罪
[00:03:58.000 --> 00:04:00.000]  有時候不是我們故意去犯
[00:04:00.000 --> 00:04:04.000]  但是我們達不到神的標準
[00:04:04.000 --> 00:04:06.000]  達不到雄心標準
[00:04:06.000 --> 00:04:07.000]  都是罪
[00:04:07.000 --> 00:04:09.000]  我們中國人
[00:04:09.000 --> 00:04:11.000]  特別是我們的兒女
[00:04:11.000 --> 00:04:13.000]  或者你們長大都很明白
[00:04:13.000 --> 00:04:15.000]  你讀書讀到99分
[00:04:15.000 --> 00:04:16.000]  差這麼一分
[00:04:16.000 --> 00:04:18.000]  父母都當你有罪
[00:04:18.000 --> 00:04:20.000]  還差這麼一點
[00:04:20.000 --> 00:04:23.000]  我們經常有guilt feeling(憂愁)
[00:04:23.000 --> 00:04:24.000]  沒辦法
[00:04:24.000 --> 00:04:26.000]  是那種感觸
[00:04:26.000 --> 00:04:28.000]  所以我們這個罪是一個很大的問題
[00:04:28.000 --> 00:04:30.000]  其實世界的問題
[00:04:30.000 --> 00:04:32.000]  就是罪的問題
[00:04:32.000 --> 00:04:33.000]  是不是
[00:04:33.000 --> 00:04:35.000]  你們有沒有看新聞
[00:04:35.000 --> 00:04:38.000]  我看新聞經常看到屋輪
[00:04:38.000 --> 00:04:40.000]  經常開槍
[00:04:40.000 --> 00:04:42.000]  所以你們屋輪買菜要小心一點
[00:04:42.000 --> 00:04:44.000]  很多罪案發生
[00:04:44.000 --> 00:04:47.000]  這個世界就是罪的問題
[00:04:47.000 --> 00:04:48.000]  新聞報導
[00:04:48.000 --> 00:04:51.000]  大部分90%講到人的罪
[00:04:51.000 --> 00:04:52.000]  人的罪
[00:04:52.000 --> 00:04:54.000]  很多很多的罪
[00:04:54.000 --> 00:04:55.000]  影響著這個世界
[00:04:55.000 --> 00:04:58.000]  我們又活在一個罪的世界當中
[00:04:58.000 --> 00:05:01.000]  我們先不要講罪是怎麼進來的
[00:05:01.000 --> 00:05:03.000]  但是我們是一個罪的consequence(後果)
[00:05:03.000 --> 00:05:06.000]  就是說罪的影響下
[00:05:06.000 --> 00:05:07.000]  來生活
[00:05:07.000 --> 00:05:08.000]  很多的罪
[00:05:08.000 --> 00:05:10.000]  或者是上一代流傳下來
[00:05:10.000 --> 00:05:12.000]  或者是怎麼樣
[00:05:12.000 --> 00:05:16.000]  我們發覺我們人就是在一個罪的影響當中來生活
[00:05:16.000 --> 00:05:20.000]  所以神要我們分別為聖
[00:05:20.000 --> 00:05:22.000]  出來
[00:05:22.000 --> 00:05:23.000]  龜神
[00:05:23.000 --> 00:05:24.000]  分別為聖
[00:05:24.000 --> 00:05:28.000]  分別出來
[00:05:28.000 --> 00:05:30.000]  一個真的信徒
[00:05:30.000 --> 00:05:32.000]  他能夠分別為聖
[00:05:32.000 --> 00:05:34.000]  我們講到聖潔
[00:05:34.000 --> 00:05:38.000]  其實我們人生的過程
[00:05:38.000 --> 00:05:40.000]  我們在這個世界做什麼呢?
[00:05:40.000 --> 00:05:41.000]  是一個過程
[00:05:41.000 --> 00:05:45.000]  這個叫做Sanctification(神聖的過程)
[00:05:45.000 --> 00:05:47.000]  神聖的過程
[00:05:47.000 --> 00:05:48.000]  神聖的過程
[00:05:48.000 --> 00:05:50.000]  什麼叫做神聖的過程?
[00:05:50.000 --> 00:05:51.000]  講得很抽象
[00:05:51.000 --> 00:05:53.000]  神聖的過程就是說
[00:05:53.000 --> 00:05:55.000]  我們的生命裡面
[00:05:55.000 --> 00:05:56.000]  每一部分
[00:05:56.000 --> 00:05:58.000]  每一樣東西
[00:05:58.000 --> 00:06:01.000]  都可以歸還給神
[00:06:01.000 --> 00:06:03.000]  是神喜歡的
[00:06:03.000 --> 00:06:05.000]  這個就叫做神聖的過程
[00:06:05.000 --> 00:06:07.000]  所以我剛才講到奉獻
[00:06:07.000 --> 00:06:09.000]  其實我們想清楚
[00:06:09.000 --> 00:06:11.000]  是一個很開心的事
[00:06:11.000 --> 00:06:15.000]  我們的生命能夠奉獻給神
[00:06:15.000 --> 00:06:17.000]  你的錢奉獻給神
[00:06:17.000 --> 00:06:19.000]  神月立是好的事
[00:06:19.000 --> 00:06:21.000]  有些人的錢不見得光
[00:06:21.000 --> 00:06:23.000]  是不是?
[00:06:23.000 --> 00:06:24.000]  不可以奉獻的
[00:06:24.000 --> 00:06:27.000]  你的思維都可不可以奉獻給神呢?
[00:06:27.000 --> 00:06:29.000]  分別為聖奉獻給神
[00:06:29.000 --> 00:06:33.000]  這個是講到我們的生命有一個方向
[00:06:33.000 --> 00:06:38.000]  所以我們人不是獨善其身
[00:06:38.000 --> 00:06:41.000]  我們那種的聖潔觀
