
[00:00:00.000 --> 00:00:05.200]  三位記者16章 叫做「神不會忘記你」
[00:00:05.200 --> 00:00:08.960]  我不知道你人生之中經歷過最嚴重
[00:00:08.960 --> 00:00:11.200]  「不記得」東西
[00:00:11.200 --> 00:00:14.720]  是甚麼 或者最「烏龍」的是甚麼
[00:00:14.720 --> 00:00:20.800]  說笑一點 我家有個陳太姓林的
[00:00:20.800 --> 00:00:22.400]  英文名叫Angela
[00:00:22.400 --> 00:00:26.440]  有一次他出差去到機場
[00:00:26.440 --> 00:00:28.320]  臨落的士
[00:00:28.320 --> 00:00:30.880]  原來發現自己沒有帶錢包
[00:00:30.880 --> 00:00:35.120]  但飛機半小時就開了
[00:00:35.120 --> 00:00:37.200]  結果是怎樣呢
[00:00:37.200 --> 00:00:39.560]  結果他飛了 為甚麼呢
[00:00:39.560 --> 00:00:42.480]  我們試過一家去旅行
[00:00:42.480 --> 00:00:45.200]  臨上機 去到check in counter
[00:00:45.200 --> 00:00:49.040]  發現我們的旅行證件原來是過期的
[00:00:49.040 --> 00:00:50.360]  大家有試過嗎
[00:00:50.360 --> 00:00:52.560]  那是去不到的
[00:00:52.560 --> 00:00:54.360]  沒有帶都可能去到的
[00:00:54.360 --> 00:00:59.080]  我又聽過有些弟兄姊妹說自己一個人住
[00:00:59.080 --> 00:01:05.760]  有一晚將自己家裡的垃圾扔到後樓梯時
[00:01:05.760 --> 00:01:08.240]  見到有些鄰居在聊天
[00:01:08.240 --> 00:01:09.480]  聊得很開心
[00:01:09.480 --> 00:01:12.080]  聊著聊著發現大風一吹
[00:01:12.080 --> 00:01:15.440]  門關了 也沒有大鑰匙
[00:01:15.440 --> 00:01:18.840]  結果聊了很久 剛才不是很久嗎
[00:01:18.840 --> 00:01:23.320]  我又聽過有人說為一個人搞神秘的殺戶會
[00:01:23.320 --> 00:01:25.800]  結果所有東西都準備好了
[00:01:25.800 --> 00:01:29.640]  忘記了叫主角
[00:01:29.640 --> 00:01:31.480]  因為大家都以為是他叫
[00:01:31.480 --> 00:01:33.360]  我又聽過一個挺有趣的
[00:01:33.360 --> 00:01:36.000]  現在有很多網課
[00:01:36.000 --> 00:01:38.520]  有個學生上課
[00:01:38.520 --> 00:01:40.200]  媽媽在家裡工作
[00:01:40.200 --> 00:01:45.440]  經過看到她兒子電腦上的人樣
[00:01:45.440 --> 00:01:47.480]  突然看一看就覺得不錯
[00:01:47.480 --> 00:01:49.440]  不過他也是這樣說的
[00:01:49.440 --> 00:01:52.480]  他說你老師的樣子挺壞的
[00:01:52.480 --> 00:01:54.480]  然後兒子看了一看
[00:01:54.480 --> 00:01:57.240]  原來是沒有教靜音的
[00:01:57.240 --> 00:01:59.000]  聽到了
[00:01:59.000 --> 00:02:01.720]  接著他老師的回應才厲害
[00:02:01.720 --> 00:02:04.600]  他老師的回應是這樣 很冷靜
[00:02:04.600 --> 00:02:05.920]  他老師就這樣說
[00:02:05.920 --> 00:02:10.280]  各位同學 請家裡教靜音
[00:02:10.280 --> 00:02:14.560]  我不知道你有沒有自己有些烏龍的事忘記些什麼
[00:02:14.560 --> 00:02:16.480]  今天到了第十六章
[00:02:16.480 --> 00:02:19.360]  說到有一個忘記是非常有趣的
[00:02:19.360 --> 00:02:21.640]  而藉著這種不同的忘記
[00:02:21.640 --> 00:02:24.960]  我們看到神不會忘記
[00:02:24.960 --> 00:02:27.000]  到了第十六章又正正是說
[00:02:27.000 --> 00:02:31.160]  新一任的領袖正被挑選
[00:02:31.160 --> 00:02:32.760]  我們重溫少少
[00:02:32.760 --> 00:02:34.600]  讓大家記得過去
[00:02:34.600 --> 00:02:36.440]  我們知道今天的重點
[00:02:36.440 --> 00:02:39.400]  本來是蘇羅做皇帝
[00:02:39.400 --> 00:02:40.560]  蘇羅王
[00:02:40.560 --> 00:02:43.520]  蘇羅王在第十三章
[00:02:43.520 --> 00:02:47.120]  我們看到當他不應該憲制的時候
[00:02:47.120 --> 00:02:49.440]  沒有等殺無疑
[00:02:49.440 --> 00:02:52.040]  所以在那個時候宣佈失去王朝
[00:02:52.040 --> 00:02:54.240]  失去王朝不等於失去王位
[00:02:54.240 --> 00:02:56.480]  不可以持久
[00:02:56.480 --> 00:02:58.480]  十四章說到
[00:02:58.480 --> 00:03:00.240]  他的管理很混亂
[00:03:00.240 --> 00:03:03.000]  所以令到人民的尊重失去
[00:03:03.000 --> 00:03:04.760]  梁牧師當時有說
[00:03:04.760 --> 00:03:06.760]  他應該做的事沒有做
[00:03:06.760 --> 00:03:10.440]  沒有做的事不應該做的事就做了
[00:03:10.440 --> 00:03:12.480]  到了第十五章就說到
[00:03:12.480 --> 00:03:17.520]  本來上帝要他殲滅一些很殘酷的民族
[00:03:17.520 --> 00:03:20.000]  讓那些民族不會再為人 叫做亞馬力人
[00:03:20.000 --> 00:03:23.480]  但是他殲滅了人就留下一些牛羊
[00:03:23.480 --> 00:03:24.720]  他什麼都不能留
[00:03:24.720 --> 00:03:27.520]  全部要毀滅
[00:03:27.520 --> 00:03:28.880]  他沒有這樣做
[00:03:28.880 --> 00:03:30.880]  所以在這種混亂的狀態
[00:03:30.880 --> 00:03:33.640]  在十五章第二十二二十三節
[00:03:33.640 --> 00:03:35.680]  上帝正式宣佈這件事
[00:03:35.680 --> 00:03:36.920]  不如我們一起讀
[00:03:36.920 --> 00:03:38.120]  我們這次讀
[00:03:38.120 --> 00:03:39.040]  慢慢讀
[00:03:39.040 --> 00:03:40.640]  聽聽隔壁的聲音
[00:03:40.640 --> 00:03:44.040]  因為很久沒聽過隔壁的人跟你一起讀經
[00:03:44.040 --> 00:03:45.360]  我就很享受
[00:03:45.360 --> 00:03:46.160]  好 我們一起讀
[00:03:46.160 --> 00:03:49.160]  一 二 三 殺無以恕
[00:03:49.160 --> 00:03:53.080]  耶和華乃喜悅派祭和平安祭
[00:03:53.080 --> 00:03:57.240]  喜悅喜悅人聽從他的話呢
[00:03:57.240 --> 00:03:59.600]  其名勝於念祭
[00:03:59.600 --> 00:04:02.800]  順從勝於供養的知人
[00:04:02.800 --> 00:04:06.800]  歡迎的罪與行者罪的罪相同
[00:04:06.800 --> 00:04:08.400]  還緊的罪
[00:04:08.400 --> 00:04:12.200]  與快樂的溫室和偶像的罪相同
