
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,早晨!
[00:00:02.000 --> 00:00:05.000]  圓神的恩惠常與你們同在。
[00:00:05.000 --> 00:00:12.000]  我們今天看聖經裡的智慧文學的第二卷書《諸言》。
[00:00:12.000 --> 00:00:18.000]  《諸言》大量對比智慧與愚昧,
[00:00:18.000 --> 00:00:23.000]  異人與惡人,努力向善,
[00:00:23.000 --> 00:00:27.000]  抑或自甘墮落,這兩種人生。
[00:00:28.000 --> 00:00:31.000]  道理講得非常明明白白了,
[00:00:31.000 --> 00:00:35.000]  但是自甘墮落的人依然是很多的。
[00:00:35.000 --> 00:00:39.000]  在智慧與愚昧的對比裡,
[00:00:39.000 --> 00:00:43.000]  《諸言》講出智慧的總綱,
[00:00:43.000 --> 00:00:45.000]  《諸言》第一章第七節,
[00:00:45.000 --> 00:00:46.000]  它說:
[00:00:46.000 --> 00:00:49.000]  《經威耶和華》是知識的開端,
[00:00:49.000 --> 00:00:53.000]  如網人藐視智慧和憤悔。
[00:00:53.000 --> 00:00:57.000]  另外,《諸言》第九章第十節這樣講,
[00:00:57.000 --> 00:01:01.000]  《經威耶和華》是智慧的開端,
[00:01:01.000 --> 00:01:05.000]  認識智慧者便是聰明。
[00:01:05.000 --> 00:01:10.000]  原來智慧的基礎不在智能,
[00:01:10.000 --> 00:01:12.000]  而是在敬畏。
[00:01:12.000 --> 00:01:15.000]  問題不是在智商,
[00:01:15.000 --> 00:01:20.000]  而是關乎人生的善惡的抉擇。
[00:01:20.000 --> 00:01:23.000]  對於智慧文學來說,
[00:01:23.000 --> 00:01:28.000]  愚昧不單是蠢的問題,
[00:01:28.000 --> 00:01:33.000]  也是善惡抉擇倫理的問題,
[00:01:33.000 --> 00:01:39.000]  而這個抉擇又關乎人生的終極信仰的問題。
[00:01:39.000 --> 00:01:44.000]  大賊通常都是很聰明的,
[00:01:44.000 --> 00:01:48.000]  但是我們又說他真的是愚昧,
[00:01:48.000 --> 00:01:51.000]  他的愚昧問題就不在智能,
[00:01:51.000 --> 00:01:55.000]  而是在他們選擇了邪惡的路。
[00:01:55.000 --> 00:01:58.000]  而他們這樣選擇,
[00:01:58.000 --> 00:02:03.000]  又反映到他們的人生中的終極信仰。
[00:02:03.000 --> 00:02:06.000]  我們讀智慧文學,
[00:02:06.000 --> 00:02:09.000]  一定要明白智慧或者愚昧,
[00:02:09.000 --> 00:02:13.000]  這些字眼其實與倫理抉擇,
[00:02:13.000 --> 00:02:16.000]  以及他的神學信念,
[00:02:16.000 --> 00:02:18.000]  全部都有關。
[00:02:18.000 --> 00:02:20.000]  三者合一,
[00:02:20.000 --> 00:02:24.000]  智慧、倫理、神學,
[00:02:24.000 --> 00:02:25.000]  三者合一。
[00:02:25.000 --> 00:02:28.000]  我們先看兩節《真言》的經文,
[00:02:28.000 --> 00:02:30.000]  這是今天講到的重點。
[00:02:30.000 --> 00:02:35.000]  經文印在程序表後面的部分。
[00:02:35.000 --> 00:02:39.000]  我們看《真言》第26章第4節和第5節,
[00:02:39.000 --> 00:02:44.000]  一大段經文中間的部分,
[00:02:44.000 --> 00:02:46.000]  這是今天講到的重點。
[00:02:46.000 --> 00:02:49.000]  《真言》第26章第4節第5節,
[00:02:50.000 --> 00:02:53.000]  「不要照愚昧人的愚妄話回答他,
[00:02:53.000 --> 00:02:56.000]  恐怕你與他一樣。
[00:02:56.000 --> 00:03:00.000]  要照愚昧人的愚妄話回答他,
[00:03:00.000 --> 00:03:04.000]  免得他自為有智慧。」
[00:03:04.000 --> 00:03:07.000]  《真言》是不是很有趣呢?
[00:03:07.000 --> 00:03:15.000]  到底要不要照愚妄人的愚妄話回答他呢?
[00:03:15.000 --> 00:03:19.000]  當你在茶樓開餐的時候,
[00:03:19.000 --> 00:03:23.000]  旁邊的人問你:「你開餐嗎?」
[00:03:23.000 --> 00:03:27.000]  要回答他,還是不回答他呢?
[00:03:27.000 --> 00:03:34.000]  我上網找找如何回答愚蠢的問題,
[00:03:34.000 --> 00:03:41.000]  發現原來很多是教男人回答女人的愚蠢問題,
[00:03:41.000 --> 00:03:48.000]  而女人問男人最愚蠢的問題是問:「你是不是覺得我很愚蠢?」
[00:03:48.000 --> 00:03:53.000]  當然我們知道,對著這些問題,
[00:03:53.000 --> 00:04:00.000]  一定要記得《真言》的告誡,千萬不要回答,
[00:04:00.000 --> 00:04:04.000]  因為一回答就比問的人更愚蠢。
