
[00:00:00.000 --> 00:00:01.000]  早安
[00:00:01.000 --> 00:00:03.000]  各位弟兄姐妹早安
[00:00:03.000 --> 00:00:06.000]  如果有人問你怎麼形容香港的教會
[00:00:06.000 --> 00:00:08.000]  那你怎麼回答他呢
[00:00:08.000 --> 00:00:11.000]  如果有人問你怎樣形容香港的教會
[00:00:11.000 --> 00:00:12.000]  你怎麼回答
[00:00:12.000 --> 00:00:20.000]  不知道怎麼回答
[00:00:20.000 --> 00:00:21.000]  不知道怎麼回答
[00:00:21.000 --> 00:00:23.000]  是前面的弟兄
[00:00:23.000 --> 00:00:24.000]  前面的弟兄
[00:00:24.000 --> 00:00:28.000]  你會怎麼回答呢
[00:00:28.000 --> 00:00:30.000]  很匆忙
[00:00:30.000 --> 00:00:32.000]  很匆忙
[00:00:32.000 --> 00:00:33.000]  很匆忙
[00:00:33.000 --> 00:00:37.000]  原來在台灣教會裡有一句繪製人口的說話
[00:00:37.000 --> 00:00:41.000]  原來在台灣教會裡有一句繪製人口的
[00:00:41.000 --> 00:00:43.000]  形容教會
[00:00:43.000 --> 00:00:44.000]  形容教會
[00:00:44.000 --> 00:00:47.000]  他們說台灣的教會是讚美的教會
[00:00:47.000 --> 00:00:49.000]  他們形容台灣的教會是讚美的教會
[00:00:49.000 --> 00:00:53.000]  是因為台灣的教會特別注重敬拜對
[00:00:53.000 --> 00:00:56.000]  因為台灣的教會特別注重敬拜對
[00:00:56.000 --> 00:00:58.000]  他們喜歡以歌聲來讚美主
[00:00:58.000 --> 00:01:01.000]  他們喜歡以歌聲來讚美主
[00:01:01.000 --> 00:01:05.000]  而日本的教會被稱為神學的教會
[00:01:05.000 --> 00:01:08.000]  而日本的教會被稱為神學的教會
[00:01:08.000 --> 00:01:10.000]  因為在日本的教會中
[00:01:10.000 --> 00:01:12.000]  因為在日本的教會裡面
[00:01:12.000 --> 00:01:16.000]  基督徒偏好閱讀和研究神學的知識
[00:01:16.000 --> 00:01:20.000]  基督徒比較偏好閱讀和研究神學的知識
[00:01:20.000 --> 00:01:23.000]  他們非常注重神學的研究
[00:01:23.000 --> 00:01:25.000]  他們非常注重神學的研究
[00:01:25.000 --> 00:01:26.000]  翻譯
[00:01:26.000 --> 00:01:27.000]  翻譯
[00:01:27.000 --> 00:01:28.000]  還有出版
[00:01:28.000 --> 00:01:29.000]  還有出版
[00:01:29.000 --> 00:01:33.000]  至於韓國的教會被稱為祈禱的教會
[00:01:33.000 --> 00:01:36.000]  至於韓國的教會被稱為禱告的教會
[00:01:36.000 --> 00:01:40.000]  那裡的基督徒他們以祈禱開始一天的生活
