
[00:00:00.000 --> 00:00:02.540]  菩提姐妹讓我們先聽神的禱言
[00:00:02.540 --> 00:00:04.000]  讓我們先同心會禱告
[00:00:04.000 --> 00:00:05.880]  弟兄姊妹讓我們先聽神的禱告之前
[00:00:05.880 --> 00:00:07.240]  先同心禱告
[00:00:07.240 --> 00:00:09.900]  慈悲父神多謝祢
[00:00:09.900 --> 00:00:13.280]  讓我們能夠再次回到祢的說話當中
[00:00:13.280 --> 00:00:14.980]  彼此去學習
[00:00:14.980 --> 00:00:18.760]  求祢的說話成為我們腳前的燈籠上的光
[00:00:18.760 --> 00:00:20.520]  成為我們的鼓勵
[00:00:20.520 --> 00:00:22.320]  也成為我們的督責
[00:00:22.320 --> 00:00:25.780]  使我們能夠重新歸回到主祢的真道裏面
[00:00:25.780 --> 00:00:27.280]  求祢與我們同在
[00:00:27.680 --> 00:00:32.000]  我們親愛的天父感謝祢讓我們今天能夠再次回到祢的話語的當中
[00:00:32.000 --> 00:00:37.400]  讓我們不單能夠有祢的說話成為我們腳前的燈籠上的光
[00:00:37.400 --> 00:00:42.080]  同時也讓祢的說話成為我們的鼓勵和責備
[00:00:42.080 --> 00:00:46.920]  使我們明白到我們的生命應當怎麼樣來到走在祢的跟前
[00:00:46.920 --> 00:00:51.800]  能夠真的活出屬於祢的指明的應當的生命
[00:00:51.800 --> 00:00:54.520]  我們把這段時間恭敬的交響
[00:00:54.520 --> 00:00:58.000]  求祢的聖靈幫助我們引導我們每一個
[00:00:58.000 --> 00:01:03.080]  無論是我們已經信的還是來到報到的
[00:01:03.080 --> 00:01:05.920]  我們都能夠同樣蒙主祢的安慰
[00:01:05.920 --> 00:01:08.040]  我們打個封主耶穌的名球
[00:01:08.040 --> 00:01:09.040]  阿們
[00:01:09.040 --> 00:01:12.760]  今天會和大家繼續思想一個題目
[00:01:12.760 --> 00:01:18.000]  就是我們怎麼樣在神的同在當中去侍奉祂
[00:01:18.000 --> 00:01:20.400]  今天跟大家一起分享一個題目
[00:01:20.400 --> 00:01:23.240]  就是只要在神的時候怎樣一起跟祂侍奉
[00:01:23.520 --> 00:01:24.760]  不過談到這個題目
[00:01:24.760 --> 00:01:29.840]  就讓我想起很多有關於去談道或者傳道的經驗
[00:01:29.840 --> 00:01:33.720]  因為談到這個題目就經常涉及到很多談道的經驗
[00:01:33.720 --> 00:01:36.560]  今天可能我們因為讀的書多
[00:01:36.560 --> 00:01:38.520]  可能是因為讀的書多
[00:01:38.520 --> 00:01:39.800]  開始多了學識
[00:01:39.800 --> 00:01:43.560]  我們就很著重做什麼我們都要去學
[00:01:43.560 --> 00:01:45.680]  就覺得好像知道了很多
[00:01:45.680 --> 00:01:48.160]  覺得做什麼東西都要先去學
[00:01:48.160 --> 00:01:49.680]  譬如我要做醫生
[00:01:49.680 --> 00:01:51.880]  那我就要學好藥了,是不是?
[00:01:51.880 --> 00:01:55.040]  做醫生要先學懂知道所有的醫藥
[00:01:55.040 --> 00:01:56.400]  學病理學
[00:01:56.400 --> 00:01:57.400]  也有病理學
[00:01:57.400 --> 00:02:01.360]  如果我們是做弄汽車的
[00:02:01.360 --> 00:02:03.320]  做修汽車的
[00:02:03.320 --> 00:02:07.280]  我們就要去學識這些汽車的科技
[00:02:07.280 --> 00:02:09.560]  要知道汽車的科技
[00:02:09.560 --> 00:02:11.280]  如果我是工程師的
[00:02:11.280 --> 00:02:12.320]  如果是工程師
[00:02:12.320 --> 00:02:16.000]  我們就要去學識什麼叫做工程學
[00:02:16.000 --> 00:02:18.120]  就要明白什麼是工程學
[00:02:18.120 --> 00:02:20.440]  所以如果我們要去跟人談道
[00:02:20.440 --> 00:02:22.280]  如果你要跟人談道
[00:02:22.280 --> 00:02:25.560]  我們就要學學怎麼跟人談道理了
[00:02:25.560 --> 00:02:28.440]  你就只要學會怎樣去跟人談道理
[00:02:28.440 --> 00:02:31.080]  這個其實不是一個什麼問題
[00:02:31.080 --> 00:02:33.720]  問題也是一個很正路的做法
[00:02:33.720 --> 00:02:35.040]  因為這也不是什麼問題
[00:02:35.040 --> 00:02:36.920]  這是一個很正確的做法
[00:02:36.920 --> 00:02:38.800]  但問題就是很多時候
[00:02:38.800 --> 00:02:40.800]  也因為這個思想
[00:02:40.800 --> 00:02:43.640]  有些東西我們還不知道怎麼學
[00:02:43.640 --> 00:02:45.360]  還不知道怎麼做
[00:02:45.360 --> 00:02:47.440]  那我們就不去做
[00:02:47.440 --> 00:02:48.840]  不敢做了
[00:02:48.840 --> 00:02:52.200]  很多時候就是說我們不知道怎麼去做
[00:02:52.200 --> 00:02:53.400]  也不知道是如何去做
[00:02:53.400 --> 00:02:55.480]  而就是不敢去做了
[00:02:55.480 --> 00:02:57.680]  其實我自己是這麼看的
[00:02:57.680 --> 00:02:59.120]  其實我是這樣看的
[00:02:59.120 --> 00:03:00.800]  有關於傳道的事情
[00:03:00.800 --> 00:03:05.960]  其實只不過是將你怎麼信主的關鍵點告訴別人
[00:03:05.960 --> 00:03:10.640]  其實是要將你自己怎麼信主的關鍵點告訴別人
[00:03:10.640 --> 00:03:11.600]  而去跟人談道
[00:03:11.600 --> 00:03:14.480]  其實應該是談的是上帝的道理
[00:03:14.480 --> 00:03:17.680]  不是你自己的故事這麼簡單
[00:03:17.680 --> 00:03:19.360]  因為是要講上帝的道理
[00:03:19.360 --> 00:03:22.320]  而不是說你是你自己的故事這麼簡單
[00:03:22.320 --> 00:03:26.160]  基督徒去談道是目的是想將上帝介紹給他們知道
[00:03:26.160 --> 00:03:30.280]  基督徒談道是要將上帝的道介紹給大家知道
[00:03:30.280 --> 00:03:32.360]  你知道多少
[00:03:32.360 --> 00:03:35.080]  你就將你所知道的告訴別人就可以了
[00:03:35.080 --> 00:03:38.000]  你要將你所知道的講給別人知道就可以了
[00:03:38.000 --> 00:03:39.920]  如果你覺得不足夠的話
[00:03:39.920 --> 00:03:41.080]  如果你覺得不夠的話
[00:03:41.080 --> 00:03:42.520]  那你就繼續去學
[00:03:42.520 --> 00:03:43.520]  就要繼續去學
[00:03:43.520 --> 00:03:44.680]  一邊去學
[00:03:44.680 --> 00:03:45.360]  一邊學
[00:03:45.360 --> 00:03:48.840]  一邊去繼續努力去將你所知道的
[00:03:48.840 --> 00:03:50.320]  新知舊知
[00:03:50.320 --> 00:03:51.880]  都一起去介紹
[00:03:51.880 --> 00:03:55.880]  將你所知道的新的和舊的都給人家知道
[00:03:55.880 --> 00:04:00.320]  曾經有一個婆婆在我們教會裡面去傳福音的時候
[00:04:00.320 --> 00:04:02.560]  她就這樣分享過
[00:04:02.560 --> 00:04:06.160]  曾經有一個婆婆在我們教會分享的時候
[00:04:06.160 --> 00:04:07.280]  跟我這樣分享過
[00:04:07.280 --> 00:04:09.760]  最初我去傳福音的時候
[00:04:09.760 --> 00:04:10.680]  我也很害怕的
[00:04:10.680 --> 00:04:12.280]  因為我又不是牧師
[00:04:12.280 --> 00:04:13.960]  讀過這麼多神學
[00:04:13.960 --> 00:04:16.200]  剛開始跟別人分享的時候
[00:04:16.200 --> 00:04:17.120]  都有一些怕
[00:04:17.120 --> 00:04:20.680]  因為不像牧師那麼有神學的道理
[00:04:20.680 --> 00:04:22.800]  不過我知道我為什麼信主
[00:04:22.800 --> 00:04:24.720]  但是我知道我是怎麼信的
[00:04:24.720 --> 00:04:26.800]  所以我每一次去見到人的時候
[00:04:26.800 --> 00:04:28.960]  我都只是講這番話而已
[00:04:28.960 --> 00:04:30.320]  所以我見到人的時候
[00:04:30.320 --> 00:04:31.800]  我都是分享這些話
[00:04:31.800 --> 00:04:33.960]  當她見到一個人
[00:04:33.960 --> 00:04:34.560]  她就會說
[00:04:34.560 --> 00:04:38.000]  我因為知道自己的罪可以有耶穌贖
[00:04:38.000 --> 00:04:40.080]  所以我見到人的時候就跟人家分享說
[00:04:40.080 --> 00:04:43.360]  我因為自己的罪而認識耶穌
[00:04:43.360 --> 00:04:45.360]  透過認識耶穌
[00:04:45.360 --> 00:04:47.120]  所以我的罪得到赦免了
[00:04:47.120 --> 00:04:49.640]  所以我的罪透過耶穌得到赦免了
[00:04:49.640 --> 00:04:53.080]  所以我只是想把這件事告訴你而已
[00:04:53.080 --> 00:04:55.360]  所以我只是將這件事告訴你知道
[00:04:55.360 --> 00:04:57.120]  不過詳情呢?
[00:04:57.120 --> 00:04:58.160]  如果詳情呢
[00:04:58.160 --> 00:04:59.560]  你就去問牧師了
[00:04:59.560 --> 00:05:00.960]  所以你一定要去問牧師
[00:05:00.960 --> 00:05:03.480]  我覺得她這個說法很有智慧
[00:05:03.480 --> 00:05:06.240]  我知道她覺得她這麼講很有智慧
[00:05:06.240 --> 00:05:08.680]  她知道多少就說多少
[00:05:08.680 --> 00:05:10.040]  不知道的
[00:05:10.040 --> 00:05:10.600]  不知道的
[00:05:10.600 --> 00:05:13.440]  她坐底都曉得介紹你去找誰找
[00:05:13.440 --> 00:05:14.440]  介紹多一點給你知道
[00:05:14.440 --> 00:05:17.320]  她最少是要知道你要去找誰
[00:05:17.320 --> 00:05:18.080]  這樣介紹
[00:05:18.080 --> 00:05:20.960]  所以弟兄姊妹不要以為她用這個為擋箭牌
[00:05:20.960 --> 00:05:22.920]  然後什麼都找牧師了
[00:05:22.920 --> 00:05:25.720]  弟兄姊妹不要拿這個擋箭牌
[00:05:25.720 --> 00:05:27.440]  不要什麼事情都去找牧師
[00:05:27.440 --> 00:05:28.560]  你知道多少
