
[00:00:00.000 --> 00:00:02.000]  (主席) 各位姊妹主女平安
[00:00:02.000 --> 00:00:05.000]  (主席) 各位心女今早又跟大家一齊來敬拜主
[00:00:05.000 --> 00:00:07.000]  (主席) 今年的章林奇
[00:00:07.000 --> 00:00:09.000]  (主席) 我們頭三個星期的講道
[00:00:09.000 --> 00:00:12.000]  (主席) 都是用了尼加書的
[00:00:12.000 --> 00:00:13.000]  (主席) 第一篇
[00:00:13.000 --> 00:00:16.000]  (主席) 不知道你記不記得誰講第一篇呢
[00:00:16.000 --> 00:00:19.000]  (主席) 第一篇 梁珮生傳道 Casper
[00:00:19.000 --> 00:00:22.000]  (主席) 他說尼加書一至第二章
[00:00:22.000 --> 00:00:23.000]  (主席) 他的講題是
[00:00:23.000 --> 00:00:26.000]  (主席) 章林奇 醒察等候
[00:00:26.000 --> 00:00:28.000]  (主席) 當中講到人的貪婪
[00:00:28.000 --> 00:00:31.000]  (主席) 三南大神有他的拯救
[00:00:31.000 --> 00:00:34.000]  (主席) 第二篇是由江穆斯所講的
[00:00:34.000 --> 00:00:36.000]  (主席) 尼加書第三至到第五章
[00:00:36.000 --> 00:00:37.000]  (主席) 講題是
[00:00:37.000 --> 00:00:42.000]  (主席) 章林奇絕望裏面唯一的盼望
[00:00:42.000 --> 00:00:44.000]  (主席) 當中講到人雖然不義
[00:00:44.000 --> 00:00:48.000]  (主席) 但是上帝仍然賜下救恩
[00:00:48.000 --> 00:00:51.000]  (主席) 今日我會和大家講尼加書第六到第七章
[00:00:51.000 --> 00:00:54.000]  (主席) 當中講到人離棄了上帝
[00:00:54.000 --> 00:00:58.000]  (主席) 但是上帝仍然是拯救我們
[00:00:58.000 --> 00:00:59.000]  (主席) 我今日的講題是
[00:00:59.000 --> 00:01:03.000]  (主席) 章林奇 我們喜樂的泉源
[00:01:03.000 --> 00:01:05.000]  (主席) 可能你們都曾經經歷過
[00:01:05.000 --> 00:01:08.000]  (主席) 有些人 特別是我們的長輩
[00:01:08.000 --> 00:01:11.000]  (主席) 或者爸爸媽媽都會這樣和你講
[00:01:11.000 --> 00:01:13.000]  (主席) 為什麼你不聽我說
[00:01:13.000 --> 00:01:15.000]  (主席) 為什麼你不用我的意見
[00:01:15.000 --> 00:01:16.000]  (主席) 我意見這麼好
[00:01:16.000 --> 00:01:19.000]  (主席) 為什麼你經常覺得我煩著你
[00:01:19.000 --> 00:01:21.000]  (主席) 有沒有經歷過
[00:01:21.000 --> 00:01:24.000]  (主席) 我想這個不只是我的問題
[00:01:24.000 --> 00:01:26.000]  (主席) 我們可能都會經歷過
[00:01:26.000 --> 00:01:28.000]  (主席) 為什麼你不聽我說
[00:01:28.000 --> 00:01:31.000]  (主席) 經常都不聽我說
[00:01:31.000 --> 00:01:32.000]  (主席) 我想問一下
[00:01:32.000 --> 00:01:35.000]  (主席) 為什麼我們會有這樣的態度呢
[00:01:35.000 --> 00:01:36.000]  (主席) 當我們細心去看的時候
[00:01:36.000 --> 00:01:37.000]  (主席) 可能是因為
[00:01:37.000 --> 00:01:39.000]  (主席) 我們覺得他根本不明白我們
[00:01:39.000 --> 00:01:41.000]  (主席) 他不體諒我們
[00:01:41.000 --> 00:01:45.000]  (主席) 他的意見都不合時宜
[00:01:45.000 --> 00:01:46.000]  (主席) 他們的意見
[00:01:46.000 --> 00:01:49.000]  (主席) 不能夠即時解決我們當前的問題
[00:01:49.000 --> 00:01:51.000]  (主席) 我經常說快速解決
[00:01:51.000 --> 00:01:53.000]  (主席) 一句說完
[00:01:53.000 --> 00:01:55.000]  (主席) 覺得他們很煩
[00:01:55.000 --> 00:01:56.000]  (主席) 是不是
[00:01:56.000 --> 00:01:58.000]  (主席) 不要煩著我
[00:01:58.000 --> 00:02:00.000]  (主席) 我想以上各樣的原因之下
[00:02:00.000 --> 00:02:03.000]  (主席) 我們都會對那些很關心我們的人
[00:02:03.000 --> 00:02:05.000]  (主席) 去加以拒絕
[00:02:05.000 --> 00:02:07.000]  (主席) 但是你有沒有發覺往往
[00:02:07.000 --> 00:02:08.000]  (主席) 這些關心我們的人
[00:02:08.000 --> 00:02:11.000]  (主席) 不是只是一次地跟你說
[00:02:11.000 --> 00:02:13.000]  (主席) 他一定是一次又一次
[00:02:13.000 --> 00:02:15.000]  (主席) 不斷地去提醒你
[00:02:15.000 --> 00:02:16.000]  (主席) 用了很長的時間
[00:02:16.000 --> 00:02:19.000]  (主席) 希望去表達他對你的關心幫助
[00:02:19.000 --> 00:02:21.000]  (主席) 只不過
[00:02:21.000 --> 00:02:23.000]  (主席) 因為他不斷地這樣說
[00:02:23.000 --> 00:02:24.000]  (主席) 就到了一個地步
[00:02:24.000 --> 00:02:25.000]  (主席) 你忍無可忍
[00:02:25.000 --> 00:02:27.000]  (主席) 就說 唉呀 很煩啊
[00:02:27.000 --> 00:02:31.000]  (主席) 而當我們說別人很煩的時候
[00:02:31.000 --> 00:02:33.000]  (主席) 你會不會記起
[00:02:33.000 --> 00:02:35.000]  (主席) 他以前對你有多好
[00:02:35.000 --> 00:02:37.000]  (主席) 你會不會還記得呢
[00:02:37.000 --> 00:02:39.000]  (主席) 嘩 不是喔
[00:02:39.000 --> 00:02:40.000]  (主席) 他雖然很煩
[00:02:40.000 --> 00:02:42.000]  (主席) 算了 我忍他一鋪
[00:02:42.000 --> 00:02:44.000]  (主席) 都接納他的意見
[00:02:44.000 --> 00:02:46.000]  (主席) 因為他真的為我好的
[00:02:46.000 --> 00:02:48.000]  (主席) 老實說
[00:02:48.000 --> 00:02:49.000]  (主席) 如果你懂得這樣想
[00:02:49.000 --> 00:02:50.000]  (主席) 你就不會覺得很煩
[00:02:50.000 --> 00:02:51.000]  (主席) 是不是
[00:02:51.000 --> 00:02:54.000]  (主席) 在這一刻我們只覺得他
[00:02:54.000 --> 00:02:56.000]  (主席) 唉呀 真的太煩了
[00:02:56.000 --> 00:02:58.000]  (主席) 拜託你不要說那麼多
[00:02:58.000 --> 00:02:59.000]  (主席) 甚至覺得 唉呀
[00:02:59.000 --> 00:03:02.000]  (主席) 最好他馬上在我面前消失
[00:03:02.000 --> 00:03:05.000]  (主席) 總之有時候我們對人會是這樣
[00:03:05.000 --> 00:03:09.000]  (主席) 因為我們覺得他根本都不明白
[00:03:09.000 --> 00:03:11.000]  (主席) 我們在想什麼
[00:03:11.000 --> 00:03:13.000]  (主席) 都不知道我們要什麼
[00:03:13.000 --> 00:03:16.000]  (主席) 完全提的意見都不合用
[00:03:16.000 --> 00:03:18.000]  (主席) 不過
[00:03:18.000 --> 00:03:20.000]  (主席) 不過
[00:03:20.000 --> 00:03:24.000]  (主席) 我們有沒有曾經都對上帝這樣呢
[00:03:24.000 --> 00:03:29.000]  (主席) 我們覺得上帝都不了解我們
[00:03:29.000 --> 00:03:33.000]  (主席) 我們覺得上帝離我們很遠
[00:03:33.000 --> 00:03:37.000]  (主席) 他都不能夠滿足我們內心的需要
[00:03:37.000 --> 00:03:42.000]  (主席) 又未能夠即時解決我們眼前的問題
[00:03:43.000 --> 00:03:46.000]  (主席) 總是等著他 希望他這樣做
[00:03:46.000 --> 00:03:49.000]  (主席) 他都是沒有幫我們做得到
[00:03:49.000 --> 00:03:52.000]  (主席) 但另一方面又覺得
[00:03:52.000 --> 00:03:56.000]  (主席) 如果我們要實踐基督的信仰
[00:03:56.000 --> 00:03:58.000]  (主席) 我們作為一個信徒的時候
[00:03:58.000 --> 00:04:01.000]  (主席) 我們又覺得 嘩 有很多要求
[00:04:01.000 --> 00:04:05.000]  (主席) 很多東西令我們都好像很難做得到
[00:04:05.000 --> 00:04:09.000]  (主席) 所以心就產生很多的煩厭
[00:04:10.000 --> 00:04:13.000]  (主席) 我們有時可能會因為這樣厭倦了
[00:04:13.000 --> 00:04:15.000]  (主席) 作為信徒
[00:04:15.000 --> 00:04:19.000]  (主席) 我們厭倦了 甚至到了一個地步
[00:04:19.000 --> 00:04:21.000]  (主席) 我們想放下這個信仰
[00:04:21.000 --> 00:04:25.000]  (主席) 我們想離開這個信仰
[00:04:25.000 --> 00:04:30.000]  (主席) 這個就是昔日 先知尼加對以色列人說
[00:04:30.000 --> 00:04:33.000]  (主席) 上帝去和他們爭辯
[00:04:33.000 --> 00:04:38.000]  (主席) 其實爭辯 原文的意思是質問他們
[00:04:38.000 --> 00:04:40.000]  (主席) 控訴他們
[00:04:40.000 --> 00:04:42.000]  (主席) 尼加書第六章第三節
[00:04:42.000 --> 00:04:44.000]  (主席) 不如我們一起讀
[00:04:44.000 --> 00:04:47.000]  (主席) 我的百姓 我向你作了什麼呢
[00:04:47.000 --> 00:04:51.000]  (主席) 我在什麼事上使你厭煩呢
[00:04:51.000 --> 00:04:53.000]  (主席) 新普及譯本說
[00:04:53.000 --> 00:04:57.000]  (主席) 我的子民 究竟我對你做了什麼
[00:04:57.000 --> 00:05:01.000]  (主席) 究竟我做了什麼令你這麼厭倦我
[00:05:01.000 --> 00:05:03.000]  (主席) 回答我
[00:05:03.000 --> 00:05:05.000]  (主席) 上帝很清楚地說
[00:05:05.000 --> 00:05:07.000]  (主席) 告訴我 回答我
[00:05:09.000 --> 00:05:11.000]  (主席) 今天
[00:05:11.000 --> 00:05:15.000]  (主席) 你細心問問自己
[00:05:15.000 --> 00:05:18.000]  (主席) 上帝有沒有在問你
[00:05:18.000 --> 00:05:20.000]  (主席) 你告訴我
[00:05:20.000 --> 00:05:25.000]  (主席) 為什麼你開始覺得厭倦了做基督徒
[00:05:25.000 --> 00:05:27.000]  (主席) 為什麼你好像覺得
[00:05:27.000 --> 00:05:29.000]  (主席) 你的信仰可有可無
[00:05:29.000 --> 00:05:33.000]  (主席) 你甚至想離開這個信仰 離開神
[00:05:34.000 --> 00:05:38.000]  (主席) 究竟是什麼令你有這樣的感受
[00:05:38.000 --> 00:05:42.000]  (主席) 是因為你不滿意現在身處的環境
[00:05:42.000 --> 00:05:45.000]  (主席) 是因為你不滿意上帝
[00:05:45.000 --> 00:05:51.000]  (主席) 還是因為你仍然沉溺在罪裡面
[00:05:51.000 --> 00:05:56.000]  (主席) 所以你想離開這個信仰
[00:05:56.000 --> 00:06:03.000]  (主席) 當那些關心你的人跟你說
