
[00:00:00.000 --> 00:00:02.000]  我們一起開始做一個祈禱
[00:00:02.000 --> 00:00:06.000]  我們天父很感謝你呼召我們來到我們面前
[00:00:06.000 --> 00:00:09.000]  向你祈求
[00:00:09.000 --> 00:00:11.000]  為教會向你祈求
[00:00:11.000 --> 00:00:13.000]  為我們自己向你祈求
[00:00:13.000 --> 00:00:16.000]  為我們的主要學向你祈求
[00:00:16.000 --> 00:00:22.000]  為我們主要學裡面的老師、同學向你祈求
[00:00:22.000 --> 00:00:24.000]  所以我們需要祈禱
[00:00:24.000 --> 00:00:26.000]  我們真的很需要祈禱
[00:00:26.000 --> 00:00:32.000]  然而祈禱對我們來說是一個很大的掙扎
[00:00:32.000 --> 00:00:37.000]  但你的教會需要學習祈禱
[00:00:37.000 --> 00:00:40.000]  成為一個真正祈禱的教會
[00:00:40.000 --> 00:00:44.000]  所以我們不敢說我們現在在這裡
[00:00:44.000 --> 00:00:49.000]  會是整間教會最重要的一個活動
[00:00:49.000 --> 00:00:54.000]  但我們知道它是其中一個不可少的活動
[00:00:54.000 --> 00:00:57.000]  而這個不是一個普通的活動
[00:00:57.000 --> 00:00:59.000]  不是一個會議
[00:00:59.000 --> 00:01:02.000]  不是在說一些計劃
[00:01:02.000 --> 00:01:06.000]  甚至不是在說一些預備我們的教材等等
[00:01:06.000 --> 00:01:11.000]  而是純粹是你的子民、你的兒女來到你面前
[00:01:11.000 --> 00:01:13.000]  傾倒我們的心
[00:01:13.000 --> 00:01:16.000]  去求你的國、你的義
[00:01:16.000 --> 00:01:18.000]  來到這個世界
[00:01:18.000 --> 00:01:20.000]  通過你的教會來到這個世界
[00:01:20.000 --> 00:01:24.000]  願接著這一兩個小時的時間
[00:01:24.000 --> 00:01:26.000]  短短的時間
[00:01:26.000 --> 00:01:33.000]  成為我們生命的一個新開始的一個記號
[00:01:33.000 --> 00:01:38.000]  願這個記號不斷在我們教會的年曆裡面出現
[00:01:38.000 --> 00:01:42.000]  成為我們教會的DNA
[00:01:42.000 --> 00:01:51.000]  讓我們可以相聚一起為你的教會獻上祈求
[00:01:51.000 --> 00:01:53.000]  祝福我們一起的時間
[00:01:53.000 --> 00:01:56.000]  我們今天祈禱是奉Jesu基督明求
[00:01:56.000 --> 00:02:00.000]  好,很歡迎大家一起來到我們今天
[00:02:00.000 --> 00:02:03.000]  很簡單的,我們坐在這裡都是弟兄姊妹
[00:02:03.000 --> 00:02:08.000]  我們在這裡想一起去做祈禱的工作
[00:02:08.000 --> 00:02:13.000]  我想看看我的預約
[00:02:13.000 --> 00:02:17.000]  如果你打算我們只祈禱兩個小時
[00:02:17.000 --> 00:02:19.000]  可能會有點失望
[00:02:19.000 --> 00:02:21.000]  因為你會發現我們大概
[00:02:21.000 --> 00:02:22.000]  你祈禱的時間
[00:02:22.000 --> 00:02:24.000]  無論個人或者小組的時間
[00:02:24.000 --> 00:02:26.000]  加起來都是一個小時左右
[00:02:26.000 --> 00:02:27.000]  還有另外一小時的時候
[00:02:27.000 --> 00:02:32.000]  其實你要聽一些聖經
[00:02:32.000 --> 00:02:34.000]  如何教導我們祈禱
[00:02:34.000 --> 00:02:36.000]  我覺得這件事是重要的
[00:02:36.000 --> 00:02:38.000]  因為我們第一次見面
[00:02:38.000 --> 00:02:39.000]  不是第一次見面
[00:02:39.000 --> 00:02:43.000]  我們第一次嘗試去做這個祈禱的工作
[00:02:43.000 --> 00:02:46.000]  所以我想我們有一些基礎的東西
[00:02:46.000 --> 00:02:51.000]  需要一起經歷去思想
[00:02:51.000 --> 00:02:54.000]  所以我們接下來有15分鐘的時候
[00:02:54.000 --> 00:02:56.000]  我會想做一個預約
[00:02:56.000 --> 00:02:59.000]  就是想介紹一下究竟怎樣去祈禱
[00:02:59.000 --> 00:03:04.000]  然後我們有兩段教導的時間
[00:03:04.000 --> 00:03:09.000]  有兩句可能大家都很熟悉的關於祈禱的金句
[00:03:09.000 --> 00:03:11.000]  包括在保羅的祈禱裡面
[00:03:11.000 --> 00:03:14.000]  不住祈禱凡事謝恩
[00:03:14.000 --> 00:03:17.000]  每間教會的祈禱會
[00:03:17.000 --> 00:03:19.000]  其中一個主題一定是這個
[00:03:19.000 --> 00:03:22.000]  另外一個就是耶穌所教導的祈禱
[00:03:22.000 --> 00:03:25.000]  叫做上上祈禱不可灰心
[00:03:25.000 --> 00:03:27.000]  我想和你一起去
[00:03:27.000 --> 00:03:30.000]  用很簡短的時間去看這兩段聖經
[00:03:30.000 --> 00:03:33.000]  究竟它在教導我們怎樣去祈禱
[00:03:33.000 --> 00:03:35.000]  是不是我們平時所想像的呢
[00:03:35.000 --> 00:03:39.000]  還是完全和這件事根本無關的呢
[00:03:39.000 --> 00:03:43.000]  接著講完之後
[00:03:43.000 --> 00:03:45.000]  我們有一段時間
[00:03:45.000 --> 00:03:51.000]  第一段時間是個人的默想和祈禱
[00:03:51.000 --> 00:03:54.000]  接著最後我們有一段時間
[00:03:54.000 --> 00:03:56.000]  希望大家成為小組
[00:03:56.000 --> 00:03:59.000]  我們在小組裡面一起去祈禱
[00:03:59.000 --> 00:04:03.000]  開始進入想講一下這個祈禱的事情
[00:04:03.000 --> 00:04:07.000]  我仍然要彈這句話出來
[00:04:07.000 --> 00:04:14.000]  因為我猜我對祈禱的思想
[00:04:14.000 --> 00:04:19.000]  可能不是那麼普遍大家都這樣想的
[00:04:19.000 --> 00:04:23.000]  曾幾何時我在北宣做Monday School的時候
[00:04:23.000 --> 00:04:25.000]  我都會講一些關於祈禱
[00:04:25.000 --> 00:04:29.000]  或者回答學生一些回祈禱的問題的時候
[00:04:29.000 --> 00:04:31.000]  我記得有一次我有一位同學
[00:04:31.000 --> 00:04:33.000]  完成之後他走過來跟我說
[00:04:33.000 --> 00:04:36.000]  「穆斯基,你知不知道你在反教會?」
[00:04:36.000 --> 00:04:38.000]  我說「我不知道」
[00:04:38.000 --> 00:04:40.000]  「我不懂教會是怎樣祈禱的」
[00:04:40.000 --> 00:04:43.000]  「我只是講我自己所明白的」
[00:04:43.000 --> 00:04:45.000]  當然我有一點雜草辦夢
[00:04:45.000 --> 00:04:48.000]  我當然知道教會是怎樣祈禱
[00:04:48.000 --> 00:04:50.000]  但是我覺得聖經是在挑戰我們
[00:04:50.000 --> 00:04:53.000]  究竟我們祈禱是怎樣祈禱
[00:04:53.000 --> 00:04:56.000]  所以要留意這一點
[00:04:56.000 --> 00:05:00.000]  我做了一個頗為有趣的題目
[00:05:00.000 --> 00:05:04.000]  叫做「講就天下無敵,禱告全身無力」
[00:05:04.000 --> 00:05:07.000]  但是你要記得最後有一個問號
[00:05:07.000 --> 00:05:10.000]  就是說我們是不是這樣的呢?
[00:05:10.000 --> 00:05:12.000]  當然答案就是不是的
[00:05:12.000 --> 00:05:16.000]  題目還有一個NOLA
[00:05:16.000 --> 00:05:19.000]  我們不要做一個講就天下無敵
[00:05:19.000 --> 00:05:22.000]  禱告全身無力的教會
[00:05:22.000 --> 00:05:24.000]  我們要成為一個不一樣的教會
[00:05:24.000 --> 00:05:27.000]  我們要從這個影子裡面走出來
[00:05:27.000 --> 00:05:32.000]  所以我幫你設計了一個NOLA的祈禱箱
[00:05:32.000 --> 00:05:34.000]  我們現在這裡有一群人在
[00:05:34.000 --> 00:05:37.000]  一會兒我們也會分開有單獨的時間
[00:05:37.000 --> 00:05:39.000]  但是我想你
[00:05:39.000 --> 00:05:42.000]  想像你其實在一間黑房裡面與上帝相聚
[00:05:42.000 --> 00:05:45.000]  這是耶穌教導我們
[00:05:45.000 --> 00:05:47.000]  我想你真的花時間
[00:05:47.000 --> 00:05:51.000]  當這個世界其他人不存在在這間房裡面
[00:05:51.000 --> 00:05:53.000]  或者你可以到隔壁房都可以
[00:05:53.000 --> 00:05:55.000]  找一個安靜的地方
[00:05:55.000 --> 00:05:57.000]  進去去聽
[00:05:57.000 --> 00:05:59.000]  去反省
[00:05:59.000 --> 00:06:01.000]  因為我會講一些東西
[00:06:01.000 --> 00:06:04.000]  接著再從上帝的話語裡面
[00:06:04.000 --> 00:06:06.000]  再重新想我應該怎樣去祈禱
[00:06:06.000 --> 00:06:09.000]  接著向神祈禱
[00:06:09.000 --> 00:06:14.000]  最後有一個目標
[00:06:14.000 --> 00:06:18.000]  目標就是我們再不是一個講就天下無敵
[00:06:18.000 --> 00:06:20.000]  禱告全身無力的教會
[00:06:20.000 --> 00:06:22.000]  相反我們要成為一個什麼呢
[00:06:22.000 --> 00:06:24.000]  我們要成為一個
[00:06:24.000 --> 00:06:26.000]  各人沉靜學道
[00:06:26.000 --> 00:06:30.000]  禱告渾身是勁的教會
[00:06:30.000 --> 00:06:33.000]  你看看我怎樣設定這個目標的時候
[00:06:33.000 --> 00:06:36.000]  你已經看到一件事就是說
[00:06:36.000 --> 00:06:39.000]  其實那個祈禱的開始
[00:06:39.000 --> 00:06:42.000]  是在於學道
[00:06:42.000 --> 00:06:45.000]  我們與其他的宗教很不一樣的地方
[00:06:45.000 --> 00:06:47.000]  就是我們的本聖經
[00:06:47.000 --> 00:06:50.000]  聖經教導我們怎樣去祈禱
[00:06:50.000 --> 00:06:52.000]  我們的祈禱
