
[00:00:00.000 --> 00:00:03.000]  希伯來書十一章第八節我們一同來唸
[00:00:03.000 --> 00:00:08.000]  亞伯拉罕因著信蒙昭的時候就遵命出去
[00:00:08.000 --> 00:00:11.000]  往將來要得為業的地方去
[00:00:11.000 --> 00:00:14.000]  出去的時候還不知往哪裡去
[00:00:14.000 --> 00:00:16.000]  我們就讀到這裡
[00:00:16.000 --> 00:00:20.000]  今天在人生每一個層面裡面
[00:00:20.000 --> 00:00:24.000]  其實我們都需要某一種的跨越
[00:00:24.000 --> 00:00:27.000]  學習是一種跨越
[00:00:27.000 --> 00:00:30.000]  成長是一種跨越
[00:00:30.000 --> 00:00:33.000]  突破更是一種跨越
[00:00:33.000 --> 00:00:36.000]  在聖經當中當神呼召亞伯拉罕
[00:00:36.000 --> 00:00:39.000]  離開他的本族父家
[00:00:39.000 --> 00:00:42.000]  到他所不知道的應許之地的時候
[00:00:42.000 --> 00:00:46.000]  我們看見神沒有選錯人
[00:00:46.000 --> 00:00:51.000]  亞伯拉罕的確是敢於在生命當中
[00:00:51.000 --> 00:00:54.000]  不斷跨越的人
[00:00:54.000 --> 00:00:56.000]  我們看見亞伯拉罕的一生當中
[00:00:56.000 --> 00:01:01.000]  他跨越了一個未知的界線
[00:01:01.000 --> 00:01:03.000]  事實上當神呼召他
[00:01:03.000 --> 00:01:05.000]  要去一個應許之地的時候
[00:01:05.000 --> 00:01:07.000]  這裡說他出去的時候
[00:01:07.000 --> 00:01:10.000]  還不知道要往哪裡去
[00:01:10.000 --> 00:01:13.000]  他能夠憑信心跨越一個
[00:01:13.000 --> 00:01:16.000]  不可知的一個界線
[00:01:16.000 --> 00:01:19.000]  他也跨越了一個不可能的界線
[00:01:19.000 --> 00:01:22.000]  事實上我們看見亞伯拉罕跟薩拉
[00:01:22.000 --> 00:01:25.000]  他們早就過了生育的年齡
[00:01:25.000 --> 00:01:28.000]  在人看是不可能再懷孕
[00:01:28.000 --> 00:01:32.000]  但他們滿心相信神的應許
[00:01:32.000 --> 00:01:34.000]  神應許他說你的子孫
[00:01:34.000 --> 00:01:37.000]  要像天上的星那樣多
[00:01:37.000 --> 00:01:39.000]  地上的沙那樣多
[00:01:39.000 --> 00:01:44.000]  他滿心相信神所應許的必要成就
[00:01:44.000 --> 00:01:48.000]  他跨越了一個不可能的界線
[00:01:48.000 --> 00:01:52.000]  他更跨越了一個屬世的界線
[00:01:52.000 --> 00:01:55.000]  他深深的相信他在地上
[00:01:55.000 --> 00:01:57.000]  只不過是一個寄居的人
[00:01:57.000 --> 00:02:01.000]  他羨慕在天上有一個更美的家鄉
[00:02:01.000 --> 00:02:06.000]  他一生是要奔向這樣一個更美的家鄉
[00:02:06.000 --> 00:02:09.000]  他跨越了一個屬世的界線
[00:02:09.000 --> 00:02:11.000]  正是因為亞伯拉罕在一生當中
[00:02:11.000 --> 00:02:14.000]  他是一個不斷跨越的人
[00:02:14.000 --> 00:02:16.000]  以至於在他一生當中
[00:02:16.000 --> 00:02:19.000]  他也經歷了神突破的恩典
[00:02:19.000 --> 00:02:23.000]  我常常覺得今天在一個充滿危機的世代裡面
[00:02:23.000 --> 00:02:26.000]  如果我們想經歷神突破的恩典
[00:02:26.000 --> 00:02:31.000]  我們也必須要有這樣一種不斷跨越的心態
[00:02:31.000 --> 00:02:35.000]  那你說我們要在哪些方面來做跨越
[00:02:35.000 --> 00:02:38.000]  今天早上從四方面跟大家分享
[00:02:38.000 --> 00:02:40.000]  在生命的哪一些層面
[00:02:40.000 --> 00:02:43.000]  我們需要學習跨越的功課
[00:02:43.000 --> 00:02:45.000]  第一個要跨越埋怨
[00:02:45.000 --> 00:02:49.000]  跟你們說要跨越埋怨
[00:02:49.000 --> 00:02:54.000]  埋怨是我們人生命當中第一大仇敵
[00:02:54.000 --> 00:02:58.000]  你知道以色列人在曠野之所以失敗
[00:02:58.000 --> 00:03:01.000]  最主要的原因就是埋怨
[00:03:01.000 --> 00:03:03.000]  沒有肉吃的時候埋怨
[00:03:03.000 --> 00:03:05.000]  有肉吃還是埋怨
[00:03:05.000 --> 00:03:07.000]  沒有水喝的時候埋怨
[00:03:07.000 --> 00:03:10.000]  有水喝還是埋怨
[00:03:10.000 --> 00:03:13.000]  事實上這種埋怨是會傳染的
[00:03:13.000 --> 00:03:15.000]  從一個人傳到一個家族
[00:03:15.000 --> 00:03:18.000]  從一個家族傳到整個民族
[00:03:18.000 --> 00:03:23.000]  以至於後來以色列人因著埋怨就不肯跟隨神
[00:03:23.000 --> 00:03:27.000]  面對迦南美帝神應許之地的時候
[00:03:27.000 --> 00:03:30.000]  以色列人因著埋怨不肯進入
[00:03:30.000 --> 00:03:31.000]  他們埋怨什麼呢
[00:03:31.000 --> 00:03:35.000]  他們埋怨那個地方人像巨人一樣
[00:03:35.000 --> 00:03:38.000]  他們在巨人面前像個蚱蜢
[00:03:38.000 --> 00:03:42.000]  因著埋怨他們不肯進入迦南美帝
[00:03:42.000 --> 00:03:47.000]  因著埋怨他們後來在曠野四十年漂流
[00:03:47.000 --> 00:03:51.000]  直到那一代的人都死在曠野之中
[00:03:51.000 --> 00:03:55.000]  無法進入神應許的恩典裡面
[00:03:55.000 --> 00:03:57.000]  弟兄姊我常常看見埋怨
[00:03:57.000 --> 00:04:02.000]  是我們無法經歷神恩典一個最大的原因
[00:04:02.000 --> 00:04:07.000]  而今天你我也常常容易落在埋怨當中不是嗎
[00:04:07.000 --> 00:04:10.000]  我看見很多人在沒有工作的時候埋怨
[00:04:10.000 --> 00:04:13.000]  找到了工作還是埋怨
[00:04:13.000 --> 00:04:14.000]  沒有結婚的時候埋怨
[00:04:14.000 --> 00:04:18.000]  結了婚更加埋怨
[00:04:18.000 --> 00:04:22.000]  我越來越看見埋怨是我們在生命成長當中
[00:04:22.000 --> 00:04:26.000]  經歷突破一個最大的攔阻
[00:04:26.000 --> 00:04:30.000]  因為一旦我們今天找到任何一個對象
[00:04:30.000 --> 00:04:32.000]  我們可以埋怨
[00:04:32.000 --> 00:04:35.000]  我們就不會去改進自己
[00:04:35.000 --> 00:04:39.000]  我們也不願意去在生命當中經歷突破
[00:04:39.000 --> 00:04:41.000]  我們也不會怪罪別人
[00:04:41.000 --> 00:04:42.000]  都是因為這個人
[00:04:42.000 --> 00:04:43.000]  都是因為那個人
[00:04:43.000 --> 00:04:44.000]  都是因為這件事情
[00:04:44.000 --> 00:04:47.000]  都是因為那件事情
[00:04:47.000 --> 00:04:52.000]  常常埋怨使我們的眼目好像盲目
[00:04:52.000 --> 00:04:57.000]  讓我們看不見神所為我們預備的機會
[00:04:57.000 --> 00:05:01.000]  弟兄姊今天我們真的需要重新回轉到神的面前
[00:05:01.000 --> 00:05:05.000]  來學習信靠神
