
[00:00:00.000 --> 00:00:02.800]  我們很少講到系列只有兩堂
[00:00:02.800 --> 00:00:04.600]  因為就感恩節的緣故
[00:00:04.600 --> 00:00:06.560]  上個星期我們講
[00:00:06.560 --> 00:00:09.100]  為什麼我們要時時感恩
[00:00:09.100 --> 00:00:11.840]  這個星期我們和大家分享
[00:00:11.840 --> 00:00:16.140]  如何能夠時時感恩
[00:00:16.140 --> 00:00:19.520]  我看到一個很經典的故事
[00:00:19.520 --> 00:00:21.180]  可能如果你在教會裡面久一點
[00:00:21.180 --> 00:00:25.080]  你經常聽到一個很出名的英國解經家
[00:00:25.080 --> 00:00:26.920]  叫做Matthew Henry
[00:00:26.920 --> 00:00:31.900]  在上網很容易找到Matthew Henry Commentary
[00:00:31.900 --> 00:00:34.100]  他有一次被人打劫
[00:00:34.100 --> 00:00:35.700]  被人打劫之後
[00:00:35.700 --> 00:00:39.740]  他就寫下了一個經典的感恩名句
[00:00:39.740 --> 00:00:41.320]  他是被人打劫的
[00:00:41.320 --> 00:00:42.860]  被人打劫之後
[00:00:42.860 --> 00:00:45.760]  他竟然向天父感恩
[00:00:45.760 --> 00:00:48.300]  有四樣東西他要感謝的
[00:00:48.300 --> 00:00:49.540]  不知道大家有沒有聽過
[00:00:49.540 --> 00:00:51.360]  第一樣東西天父我要感謝你
[00:00:51.360 --> 00:00:55.040]  因為我從來沒被人打劫過
[00:00:55.040 --> 00:00:56.360]  第二樣東西
[00:00:56.360 --> 00:01:01.280]  雖然這些劫匪搶了我的錢包
[00:01:01.280 --> 00:01:03.280]  但是沒拿了我的命
[00:01:03.280 --> 00:01:05.560]  第三樣東西要感謝天父的是什麼呢
[00:01:05.560 --> 00:01:08.020]  雖然他拿走了我的錢
[00:01:08.020 --> 00:01:09.820]  不過也不是很多
[00:01:09.820 --> 00:01:12.340]  第四樣東西他要感謝天父的
[00:01:12.340 --> 00:01:14.980]  因為我是被打劫的那個
[00:01:14.980 --> 00:01:17.340]  不是去打劫人的那個
[00:01:17.340 --> 00:01:20.360]  聽下去就覺得很有意思
[00:01:20.360 --> 00:01:22.160]  這些是阿Q精神
[00:01:22.160 --> 00:01:23.700]  像不像阿Q精神
[00:01:23.700 --> 00:01:25.240]  你有沒有聽過阿Q精神
[00:01:25.240 --> 00:01:26.480]  我們小時候讀書的時候
[00:01:26.480 --> 00:01:27.680]  老訓的名著
[00:01:27.680 --> 00:01:29.520]  阿Q正傳
[00:01:29.520 --> 00:01:32.420]  阿Q是一個很窮的人
[00:01:32.420 --> 00:01:38.120]  他將一些發生在他身上不愉快的事
[00:01:38.120 --> 00:01:39.620]  一個現實的情況
[00:01:39.620 --> 00:01:41.260]  將它扭曲
[00:01:41.260 --> 00:01:43.540]  來自我安慰一番
[00:01:43.540 --> 00:01:44.760]  比如說
[00:01:44.760 --> 00:01:46.380]  明明被人打了
[00:01:46.380 --> 00:01:47.500]  兒子打父親
[00:01:47.500 --> 00:01:48.340]  被人打
[00:01:48.340 --> 00:01:49.580]  不過你是兒子打父親
[00:01:49.580 --> 00:01:50.520]  我是你父親
[00:01:50.520 --> 00:01:52.380]  不過你兒子打我
[00:01:52.380 --> 00:01:55.320]  或者他明明是被人欺負的
[00:01:55.320 --> 00:01:57.600]  被人剝削
[00:01:57.600 --> 00:01:58.620]  被人欺壓
[00:01:58.620 --> 00:02:00.480]  他說這人太沒有眼光了
[00:02:00.480 --> 00:02:02.240]  不知道我這麼有本事
[00:02:02.240 --> 00:02:03.760]  不懂得欣賞我的才華
[00:02:03.760 --> 00:02:05.580]  他蠢而已
[00:02:05.580 --> 00:02:07.200]  諸如此類
[00:02:07.200 --> 00:02:08.320]  用這樣的方法
[00:02:08.320 --> 00:02:11.740]  讓自己能夠得到一些安慰
[00:02:11.740 --> 00:02:14.000]  或者是精神上的勝利
[00:02:14.000 --> 00:02:16.560]  這個叫阿Q精神
[00:02:16.560 --> 00:02:19.240]  不過如果留心去看Matthew Henry
[00:02:19.240 --> 00:02:23.200]  剛才我們講這個人的故事的時候
[00:02:23.200 --> 00:02:25.160]  他的情況其實是不一樣的
[00:02:25.160 --> 00:02:27.580]  他不是純粹的阿Q精神
[00:02:27.580 --> 00:02:29.000]  Matthew Henry是一個神學家
[00:02:29.000 --> 00:02:32.180]  是一個一心跟著主服事神的人
[00:02:32.180 --> 00:02:34.040]  他深深相信
[00:02:34.040 --> 00:02:38.720]  天父上帝是不會讓任何事情無故發生的
[00:02:38.720 --> 00:02:40.240]  每一件事的出現
[00:02:40.240 --> 00:02:44.720]  其實都有神的安排和神的美意
[00:02:44.720 --> 00:02:47.080]  所以Matthew Henry
[00:02:47.080 --> 00:02:51.700]  是根據他對上帝的認識
[00:02:51.700 --> 00:02:55.360]  重新去解讀現實的環境
[00:02:55.360 --> 00:02:59.820]  所以他能夠凡事借因
[00:02:59.820 --> 00:03:01.620]  如這個Matthew Henry同期
[00:03:01.620 --> 00:03:02.820]  有另一個神學家
[00:03:02.820 --> 00:03:04.000]  比較年輕一點
[00:03:04.000 --> 00:03:05.140]  叫William Law
[00:03:05.140 --> 00:03:07.420]  也是來自英國的
[00:03:07.420 --> 00:03:08.600]  他在這裡說一件事
[00:03:08.600 --> 00:03:10.480]  我覺得也很有意思
[00:03:10.480 --> 00:03:12.020]  我先讀一次英文
[00:03:12.020 --> 00:03:16.020]  He said "Would you know who is the greatest saint in the world?"
[00:03:16.020 --> 00:03:19.600]  你知不知道誰是世界上最偉大的聖徒呢?
[00:03:19.600 --> 00:03:20.800]  接著他就說
[00:03:20.800 --> 00:03:25.280]  It is not he who prays most or fasts most
[00:03:25.280 --> 00:03:28.320]  It is not he who gives most alms
[00:03:28.320 --> 00:03:33.240]  or is most eminent for temperaments, chastity, or justice
[00:03:33.240 --> 00:03:37.360]  But it is he who is always thankful to God
[00:03:37.360 --> 00:03:40.040]  who wills everything that God wills
[00:03:40.040 --> 00:03:44.640]  who receives everything as an instance of God's goodness
[00:03:44.640 --> 00:03:50.520]  and has a heart always ready to praise God for it
[00:03:50.520 --> 00:03:51.300]  他的意思是什麼呢?
[00:03:51.300 --> 00:03:54.640]  他說你知不知道世界上最偉大的聖徒是誰呢?
[00:03:54.640 --> 00:03:57.140]  並不是那些祈禱最多
[00:03:57.140 --> 00:04:00.080]  或者是禁食最長的基督徒
[00:04:00.080 --> 00:04:03.320]  也不是那些周濟窮人很多
[00:04:03.320 --> 00:04:05.200]  或者脾氣很好
[00:04:05.200 --> 00:04:09.240]  很清潔、很公正的一些聖徒
[00:04:09.240 --> 00:04:11.640]  他說世界上最偉大的基督徒
[00:04:11.640 --> 00:04:17.240]  就是那些經常能夠感謝上帝萬事以神的旨意為依歸
[00:04:17.240 --> 00:04:22.160]  接受每一件事都是上帝的安排和美意
[00:04:22.160 --> 00:04:27.460]  而且隨時準備好去感謝、贊美神的人
[00:04:27.460 --> 00:04:33.000]  所以他說最偉大的聖徒是那些能夠事事感謝神的人
[00:04:33.000 --> 00:04:35.220]  今天我們來這裡敬拜
[00:04:35.220 --> 00:04:37.240]  我們來敬拜其中一件事
[00:04:37.240 --> 00:04:39.440]  希望看看神有什麼信息給我們
[00:04:39.440 --> 00:04:41.120]  然後我們嘗試去做
[00:04:41.120 --> 00:04:44.040]  我們希望學會了一個好的基督徒
[00:04:44.040 --> 00:04:47.320]  是神所育立的一個兒女
[00:04:47.320 --> 00:04:50.400]  如果你是抱著這樣的心態來的話
[00:04:50.400 --> 00:04:52.120]  我們就必須要學習
[00:04:52.120 --> 00:04:54.680]  如何能夠成為一個事事
[00:04:54.680 --> 00:04:59.360]  可以感謝天父上帝的肅神的兒女
[00:04:59.360 --> 00:05:01.320]  上個星期
[00:05:01.320 --> 00:05:02.800]  馮牧師講到
[00:05:02.800 --> 00:05:05.520]  他在結束的時候叫我們
[00:05:05.520 --> 00:05:07.720]  將一件感恩的事
[00:05:07.720 --> 00:05:09.200]  寫在回應卡里
[00:05:09.200 --> 00:05:10.840]  然後交給我們
[00:05:10.840 --> 00:05:12.560]  記得嗎?
[00:05:12.560 --> 00:05:16.560]  上個星期我們收到很多回應卡
[00:05:16.560 --> 00:05:18.640]  平時大家沒怎麼寫東西
[00:05:18.640 --> 00:05:21.680]  上個星期我們收到很多回應卡
[00:05:21.680 --> 00:05:23.200]  破紀錄了
[00:05:23.200 --> 00:05:25.240]  多少張?
[00:05:25.240 --> 00:05:27.880]  119張
[00:05:27.880 --> 00:05:30.360]  119張裡面
[00:05:30.360 --> 00:05:31.800]  3條1
[00:05:31.800 --> 00:05:36.840]  有111張上面寫著感恩的事
[00:05:36.840 --> 00:05:40.920]  另外8張只有代禱事項
[00:05:40.920 --> 00:05:43.440]  沒有寫感恩的事
[00:05:43.440 --> 00:05:46.680]  其中111張
[00:05:46.680 --> 00:05:50.880]  是有感恩的事項跟我們分享
[00:05:50.880 --> 00:05:52.480]  敵俠禁木同工說
[00:05:52.480 --> 00:05:57.640]  馮牧師的回應卡很厚啊
[00:05:57.640 --> 00:05:59.960]  我說是嗎?
[00:05:59.960 --> 00:06:02.440]  不過我坐下想一想
[00:06:02.440 --> 00:06:05.240]  上個星期主日兩堂崇拜
[00:06:05.240 --> 00:06:09.400]  我們最少有四五百個大人坐著
[00:06:09.400 --> 00:06:13.000]  但我們只收到119張
[00:06:13.000 --> 00:06:17.040]  而且只有111張是有感恩的事
[00:06:17.040 --> 00:06:20.040]  那其他人呢?
[00:06:20.040 --> 00:06:24.240]  其他人是不是沒什麼可以感恩呢?
[00:06:24.240 --> 00:06:25.960]  或者我們懶得去寫
[00:06:25.960 --> 00:06:27.240]  有時候我們人也懶得
[00:06:27.240 --> 00:06:28.080]  沒法理解的
[00:06:28.080 --> 00:06:30.080]  有時候我也懶得寫
[00:06:30.080 --> 00:06:33.360]  或者甚至我們懶得去想
[00:06:33.360 --> 00:06:37.680]  或者我們根本沒留意到
[00:06:37.680 --> 00:06:42.840]  天父上帝給我們什麼恩典
[00:06:42.840 --> 00:06:44.280]  牧師你太negative了
[00:06:44.280 --> 00:06:47.240]  牧師你猜錯了
[00:06:47.240 --> 00:06:49.440]  可能我們坐著一定這樣想
[00:06:49.440 --> 00:06:52.200]  牧師你知不知道我多煩
[00:06:52.200 --> 00:06:54.200]  你知不知道我多痛苦
[00:06:54.200 --> 00:06:56.480]  多優心
[00:06:56.480 --> 00:06:57.880]  我說不出感恩的話
[00:06:57.880 --> 00:07:02.280]  你知不知道牧師
[00:07:02.280 --> 00:07:07.280]  如果你是這樣的人
[00:07:07.280 --> 00:07:09.760]  我很開心你今天能夠在這裡
[00:07:09.760 --> 00:07:11.880]  參加我們的敬拜
[00:07:11.880 --> 00:07:14.080]  因為我想告訴你
[00:07:14.080 --> 00:07:15.960]  其實我明白我知道
[00:07:15.960 --> 00:07:19.280]  而且有一個人比我更加清楚
[00:07:19.280 --> 00:07:23.480]  就是今天你來這裡去敬拜耶穌基督
[00:07:23.480 --> 00:07:25.160]  如果你是這樣的人
[00:07:25.160 --> 00:07:26.200]  我想告訴你
[00:07:26.200 --> 00:07:29.160]  其實耶穌絕對能夠明白
[00:07:29.160 --> 00:07:32.280]  能夠瞭解你心中的苦況
[00:07:32.280 --> 00:07:33.560]  因為聖經告訴我們
[00:07:33.560 --> 00:07:35.800]  耶穌也曾經憂患
[00:07:35.800 --> 00:07:36.960]  與我們一樣
[00:07:36.960 --> 00:07:40.920]  而且我告訴你
[00:07:40.920 --> 00:07:41.880]  聖經告訴我們
[00:07:41.880 --> 00:07:46.040]  耶穌所承擔身體心靈的痛苦
[00:07:46.040 --> 00:07:49.280]  比我們任何一個人所承受的
[00:07:49.280 --> 00:07:50.560]  都多
[00:07:50.560 --> 00:07:51.720]  都大
[00:07:51.720 --> 00:07:54.400]  都重
[00:07:54.400 --> 00:07:55.120]  所以我告訴你
[00:07:55.120 --> 00:07:58.040]  祂能夠去明白你
[00:07:58.040 --> 00:07:59.320]  這也是為什麼
[00:07:59.320 --> 00:08:03.120]  祂將你今天帶來這個地方
[00:08:03.120 --> 00:08:09.880]  因為祂想告訴你一件很重要的事
[00:08:09.880 --> 00:08:15.040]  感恩的心乃是良藥
[00:08:15.040 --> 00:08:20.760]  感恩的心能醫治你這些問題
[00:08:20.760 --> 00:08:23.440]  我發覺很多時候
[00:08:23.440 --> 00:08:25.440]  我們來聽道
[00:08:25.440 --> 00:08:28.440]  我想想大家來聽道很恢復
[00:08:28.440 --> 00:08:30.400]  很多人都希望來到教會聽道
