
[00:00:00.000 --> 00:00:02.000]  哈雷路亞
[00:00:02.000 --> 00:00:07.420]  跟你旁邊說不要懼怕
[00:00:07.420 --> 00:00:17.780]  舅姊妹妳
[00:00:17.780 --> 00:00:20.320]  有的人
[00:00:20.320 --> 00:00:22.320]  從小就怕黑
[00:00:22.320 --> 00:00:25.480]  有的人從小就
[00:00:25.480 --> 00:00:29.640]  怕失敗
[00:00:29.640 --> 00:00:31.640]  每個人都有怕的
[00:00:31.640 --> 00:00:33.640]  你最怕什麼
[00:00:33.640 --> 00:00:35.640]  問一下你旁邊的人
[00:00:35.640 --> 00:00:56.640]  聖經當中一共有
[00:00:56.640 --> 00:00:58.640]  四十九次
[00:00:58.640 --> 00:01:00.640]  說到
[00:01:00.640 --> 00:01:02.640]  不要懼怕
[00:01:02.640 --> 00:01:04.640]  其實你會怕
[00:01:04.640 --> 00:01:06.640]  懼怕、憂慮、擔心
[00:01:06.640 --> 00:01:08.640]  害怕
[00:01:08.640 --> 00:01:10.640]  它是連著來的
[00:01:10.640 --> 00:01:12.640]  也許講懼怕你說我沒什麼好怕
[00:01:12.640 --> 00:01:14.640]  我天不怕、地不怕、老婆也不怕
[00:01:14.640 --> 00:01:20.640]  但是會不會擔心呢
[00:01:20.640 --> 00:01:22.640]  會不會害怕呢
[00:01:22.640 --> 00:01:24.640]  會不會worry呢
[00:01:24.640 --> 00:01:26.640]  會不會有時候心裡面會覺得
[00:01:26.640 --> 00:01:28.640]  身上長一個瘤
[00:01:28.640 --> 00:01:30.640]  馬上就想是
[00:01:30.640 --> 00:01:32.640]  良性、惡性
[00:01:32.640 --> 00:01:34.640]  到了一個年紀的時候
[00:01:34.640 --> 00:01:36.640]  你就會發現身上有個什麼東西
[00:01:36.640 --> 00:01:38.640]  你就開始很注意了
[00:01:38.640 --> 00:01:40.640]  年輕受驅無所謂
[00:01:40.640 --> 00:01:44.640]  人生當中有很多的擔心
[00:01:44.640 --> 00:01:48.640]  所以十篇、二十七篇
[00:01:48.640 --> 00:01:50.640]  大衛他在這邊提到
[00:01:50.640 --> 00:01:52.640]  他也很擔心
[00:01:52.640 --> 00:01:54.640]  他也很害怕
[00:01:54.640 --> 00:01:56.640]  他一開始他就講了說
[00:01:56.640 --> 00:01:58.640]  他說什麼呢
[00:01:58.640 --> 00:02:00.640]  耶和華是我的亮光 耶和華是我這些
[00:02:00.640 --> 00:02:02.640]  他為什麼講這些東西呢
[00:02:02.640 --> 00:02:04.640]  他說你看
[00:02:04.640 --> 00:02:06.640]  他接著第三節就講說
[00:02:06.640 --> 00:02:08.640]  雖有軍兵安然攻擊我
[00:02:08.640 --> 00:02:10.640]  我的心也不害怕
[00:02:10.640 --> 00:02:16.640]  他的心裡面有很多的擔心、害怕
[00:02:16.640 --> 00:02:20.640]  大衛為什麼他擔心、害怕
[00:02:20.640 --> 00:02:22.640]  在這個四篇裡面
[00:02:22.640 --> 00:02:24.640]  你可以了解到
[00:02:24.640 --> 00:02:26.640]  大衛面臨到一個很險惡的環境
[00:02:26.640 --> 00:02:28.640]  他真的應該擔心
[00:02:28.640 --> 00:02:30.640]  是不是
[00:02:30.640 --> 00:02:34.640]  在這裡他提到說
[00:02:34.640 --> 00:02:36.640]  第二節他說
[00:02:36.640 --> 00:02:38.640]  我的仇敵前來吃我的肉
[00:02:38.640 --> 00:02:40.640]  第三節提到說
[00:02:40.640 --> 00:02:42.640]  有軍兵安然
[00:02:42.640 --> 00:02:44.640]  興起刀兵攻擊我
[00:02:44.640 --> 00:02:48.640]  軍兵安然是什麼意思
[00:02:50.640 --> 00:02:52.640]  如果這個部隊
[00:02:52.640 --> 00:02:54.640]  打的時候
[00:02:54.640 --> 00:02:56.640]  他就是這樣打過來了
[00:02:56.640 --> 00:03:00.640]  那打完就沒了
[00:03:00.640 --> 00:03:02.640]  但是軍兵安然是什麼意思
[00:03:02.640 --> 00:03:04.640]  詐淫
[00:03:04.640 --> 00:03:06.640]  這個場仗怎麼樣
[00:03:06.640 --> 00:03:08.640]  準備給你打持久戰
[00:03:08.640 --> 00:03:12.640]  所以這個困難不是一時之間的
[00:03:12.640 --> 00:03:14.640]  這個困難是長期的
[00:03:14.640 --> 00:03:16.640]  我們有沒有面臨到一些的難處
[00:03:16.640 --> 00:03:18.640]  雖然可能我們沒有敵軍來打
[00:03:18.640 --> 00:03:20.640]  我們沒有面臨一個軍隊的征戰
[00:03:20.640 --> 00:03:22.640]  但是弟兄姊妹在我們外面
[00:03:22.640 --> 00:03:24.640]  會不會有這些的難處
[00:03:24.640 --> 00:03:26.640]  會不會有這些的挑戰
[00:03:26.640 --> 00:03:28.640]  會不會有一些的問題
[00:03:28.640 --> 00:03:30.640]  會不會
[00:03:30.640 --> 00:03:34.640]  今天早上我們在上廁所的時候
[00:03:34.640 --> 00:03:38.640]  聽了兩個廣東人
[00:03:38.640 --> 00:03:42.640]  廣東人怎麼說
[00:03:42.640 --> 00:03:46.640]  廣東人
[00:03:46.640 --> 00:03:48.640]  我們兩個弟兄
[00:03:48.640 --> 00:03:50.640]  都是從香港來的
[00:03:50.640 --> 00:03:52.640]  在談香港的問題
[00:03:52.640 --> 00:03:56.640]  我們不是看笑話
[00:03:56.640 --> 00:03:58.640]  我想你如果注意的話
[00:03:58.640 --> 00:04:00.640]  你天天看你心裡面在香港的人
[00:04:00.640 --> 00:04:02.640]  我相信你們心裡面一定很擔心
