
[00:00:00.000 --> 00:00:03.480]  再次在此恭祝大家
[00:00:03.480 --> 00:00:06.760]  有一個非常快樂感恩的復活節
[00:00:06.760 --> 00:00:12.680]  聖經記載耶穌死後第三天復活
[00:00:12.680 --> 00:00:17.040]  剛好在剛過去的星期五晚
[00:00:17.040 --> 00:00:21.080]  我們在此舉行了紀念主耶穌
[00:00:21.080 --> 00:00:24.680]  受難、受苦、受死的聚會
[00:00:24.680 --> 00:00:28.240]  亦在三天之後的今天
[00:00:28.240 --> 00:00:33.080]  主日裏面我們舉行紀念主復活的敬拜聚會
[00:00:33.080 --> 00:00:40.040]  這些安排都是歷代教會的傳統
[00:00:40.040 --> 00:00:42.280]  是非常有意義的
[00:00:42.280 --> 00:00:45.800]  因為這樣做正是可以見證到
[00:00:45.800 --> 00:00:50.520]  聖經所記載關於耶穌基督復活的史實
[00:00:50.520 --> 00:00:52.520]  是真確可信的
[00:00:57.440 --> 00:01:03.800]  剛才我們唱歌、讀聖經時也提到
[00:01:03.800 --> 00:01:10.920]  耶穌基督的死是粉碎人類的死亡
[00:01:10.920 --> 00:01:15.360]  有一首詩歌的歌詞是這樣說的
[00:01:15.360 --> 00:01:20.840]  「耶穌基督復活,以死亡打破死亡」
[00:01:20.840 --> 00:01:23.560]  是不是很有意思?
[00:01:26.440 --> 00:01:28.120]  我們後世的信徒
[00:01:28.120 --> 00:01:31.800]  當我們特別是在受苦節的時候
[00:01:31.800 --> 00:01:35.320]  我們去思想耶穌基督的受難的時候
[00:01:35.320 --> 00:01:36.640]  我們讀到聖經說
[00:01:36.640 --> 00:01:40.120]  耶穌基督釘死在十字架上的時候
[00:01:40.120 --> 00:01:47.160]  我們其實心裏都知道
[00:01:47.160 --> 00:01:49.320]  耶穌基督將會復活的
[00:01:49.320 --> 00:01:55.920]  我們其實比當時的信徒幸福得多
[00:01:56.600 --> 00:02:01.680]  我們讀到耶穌基督為我們受難、受死的時候
[00:02:01.680 --> 00:02:03.520]  我們雖然是難過
[00:02:03.520 --> 00:02:11.120]  但是我們心裏始終還是有一些喜樂、有希望
[00:02:11.120 --> 00:02:13.120]  特別是感恩
[00:02:13.120 --> 00:02:20.320]  但是在當年耶穌基督的門徒
[00:02:20.320 --> 00:02:22.320]  他們就不是了,他們就慘了
[00:02:23.640 --> 00:02:28.640]  他們眼見等了很久才來到的尼塞亞
[00:02:28.640 --> 00:02:32.160]  卻竟然被人釘死在十字架上
[00:02:32.160 --> 00:02:37.040]  你想想他們的心情是怎樣的
[00:02:37.040 --> 00:02:41.640]  他們是極度的悲傷、難過和恐懼
[00:02:41.640 --> 00:02:44.360]  還有絕望
[00:02:44.360 --> 00:02:52.160]  我們這些心情和當時的門徒的心情
[00:02:52.160 --> 00:02:55.160]  你想想在比較之下是極大的分別
[00:02:55.160 --> 00:03:00.440]  正正就是這種分別是值得我們去思考的
[00:03:00.440 --> 00:03:01.600]  是很有心意的
[00:03:01.600 --> 00:03:07.240]  我們想想,如果耶穌沒有復活
[00:03:07.240 --> 00:03:09.240]  我們還會不會信耶穌呢?
[00:03:09.240 --> 00:03:12.520]  或者也會的
[00:03:12.520 --> 00:03:16.800]  就好像很多人信其他的宗教一樣
[00:03:16.800 --> 00:03:19.680]  但是不會再說有永生
[00:03:22.360 --> 00:03:23.360]  又想想
[00:03:23.360 --> 00:03:26.360]  如果耶穌沒有復活
[00:03:26.360 --> 00:03:30.360]  那些門徒會不會繼續去傳耶穌的道呢?
[00:03:30.360 --> 00:03:33.560]  我相信也不會吧
[00:03:33.560 --> 00:03:39.960]  我們知道那些門徒是被捉拿、被壓迫
[00:03:39.960 --> 00:03:43.960]  沒什麼好處的,為什麼還要繼續傳呢?
[00:03:43.960 --> 00:03:49.960]  沒有耶穌復活,就沒有什麼好的福音去傳
[00:03:49.960 --> 00:03:51.960]  沒有永生的信仰
[00:03:51.960 --> 00:03:53.960]  就好像其他宗教一樣
[00:03:53.960 --> 00:03:55.960]  信什麼也無所謂
[00:03:55.960 --> 00:03:57.960]  總之分別不大
[00:03:57.960 --> 00:04:00.960]  總之做個好人就行了
[00:04:00.960 --> 00:04:03.960]  但是我們知道不是
[00:04:03.960 --> 00:04:05.960]  信耶穌是很特別的
[00:04:05.960 --> 00:04:08.960]  因為信耶穌可以得到永生
[00:04:08.960 --> 00:04:10.960]  就是這一點
[00:04:10.960 --> 00:04:17.960]  因為永生令到信耶穌和其他的宗教有天淵之別
[00:04:22.960 --> 00:04:28.960]  至於復活對我們今天的信徒有什麼意義呢?
[00:04:28.960 --> 00:04:30.960]  我們應該怎樣回應呢?
[00:04:30.960 --> 00:04:37.960]  上星期
[00:04:37.960 --> 00:04:40.960]  上星期當我預備資料的時候
[00:04:40.960 --> 00:04:42.960]  我看到一段文章
[00:04:42.960 --> 00:04:44.960]  是這樣記載的
[00:04:44.960 --> 00:04:51.960]  他是去比較兩位美國早期的總統
[00:04:51.960 --> 00:04:54.960]  他們信仰的程度
[00:04:54.960 --> 00:04:58.960]  一個是傑弗遜
[00:04:58.960 --> 00:05:00.960]  Thomas Jefferson
[00:05:00.960 --> 00:05:02.960]  另外一個是華盛頓
[00:05:02.960 --> 00:05:04.960]  George Washington
[00:05:04.960 --> 00:05:10.960]  傑弗遜是美國第三任的總統
[00:05:10.960 --> 00:05:13.960]  他是一個相當好的人
[00:05:14.960 --> 00:05:18.960]  他很仰慕耶穌的教訓
[00:05:18.960 --> 00:05:22.960]  他將頭三本的福音書
[00:05:22.960 --> 00:05:27.960]  將裡面有關耶穌教訓的道德方面的東西
[00:05:27.960 --> 00:05:29.960]  全部抽出來
[00:05:29.960 --> 00:05:31.960]  編成自己用的一本書
[00:05:31.960 --> 00:05:38.960]  有人甚至會叫那本書叫傑弗遜版的福音書
[00:05:39.960 --> 00:05:44.960]  但是他不相信是有神蹟奇事
[00:05:44.960 --> 00:05:48.960]  所以他更加不相信耶穌會復活
[00:05:48.960 --> 00:05:52.960]  所以他那本書的結尾最後那一句
[00:05:52.960 --> 00:05:53.960]  是怎樣的呢?
[00:05:53.960 --> 00:05:55.960]  英文是這樣的
[00:05:55.960 --> 00:06:03.960]  翻譯成中文就是
[00:06:03.960 --> 00:06:07.960]  他們將耶穌安放在墳墓裡
[00:06:07.960 --> 00:06:09.960]  就離去了
[00:06:09.960 --> 00:06:15.960]  傑弗遜所認識的耶穌
[00:06:15.960 --> 00:06:19.960]  就是這樣完結在墳墓裡
[00:06:19.960 --> 00:06:21.960]  就沒有了
[00:06:21.960 --> 00:06:29.960]  這個是一個令人難過的一個技術
[00:06:29.960 --> 00:06:32.960]  甚至是令人失望的一個技術
[00:06:32.960 --> 00:06:36.960]  也是一個失真的技術
[00:06:37.960 --> 00:06:40.960]  正確的記錄是怎樣的呢?
[00:06:40.960 --> 00:06:47.960]  真實的記錄就是今天我們剛才所讀的經文
[00:06:47.960 --> 00:06:51.960]  我們再看看路加福音24章第五節
[00:06:51.960 --> 00:06:54.960]  這一節聖經說
[00:06:54.960 --> 00:06:57.960]  那兩個天使對婦女們說
[00:06:57.960 --> 00:07:00.960]  為什麼在死人中找活人呢?
[00:07:00.960 --> 00:07:01.960]  第六節
