
[00:00:00.000 --> 00:00:02.000]  我們一齊祈禱
[00:00:02.000 --> 00:00:07.000]  耶穌感謝祢
[00:00:07.000 --> 00:00:10.000]  因為我們知道無論我們是什麼境況
[00:00:10.000 --> 00:00:14.000]  我們的幫助是從做天地的耶和華而來
[00:00:14.000 --> 00:00:17.000]  不是靠方法
[00:00:17.000 --> 00:00:19.000]  不是靠其他的東西
[00:00:19.000 --> 00:00:21.000]  主要我們唯一的盼望就在祢那裡
[00:00:21.000 --> 00:00:23.000]  我們深信當我們這樣盼望的時候
[00:00:23.000 --> 00:00:26.000]  祢就會按著祢的心意為我們成就
[00:00:26.000 --> 00:00:30.000]  祈求祢帶領我們進入我們的港島裡
[00:00:30.000 --> 00:00:33.000]  與我們同在 開我們的心 開我們的眼睛
[00:00:33.000 --> 00:00:35.000]  讓我們看見 讓我們遇見祢
[00:00:35.000 --> 00:00:37.000]  我們這樣禱告 交託 仰望
[00:00:37.000 --> 00:00:40.000]  奉救主耶穌基督得勝的名詞求
[00:00:40.000 --> 00:00:41.000]  Amen
[00:00:41.000 --> 00:00:47.000]  逆中有望
[00:00:47.000 --> 00:00:52.000]  我以為不用用逆字了
[00:00:54.000 --> 00:00:57.000]  幾個月前說過 以為應該過了
[00:00:57.000 --> 00:00:59.000]  依然是用逆字
[00:00:59.000 --> 00:01:03.000]  疫情有些不同的轉變
[00:01:03.000 --> 00:01:07.000]  下面那張是我精心自己做的
[00:01:07.000 --> 00:01:11.000]  叫做天佑不測之風雲
[00:01:11.000 --> 00:01:15.000]  有些不算嚴重 但大家都覺得
[00:01:15.000 --> 00:01:20.000]  糟糕了 旅行計劃取消 婚禮取消
[00:01:20.000 --> 00:01:23.000]  小朋友喜歡玩遊戲機 不專心上課
[00:01:23.000 --> 00:01:25.000]  有些告訴我
[00:01:25.000 --> 00:01:29.000]  與一些不戴口罩的人開會也是一種逆境
[00:01:29.000 --> 00:01:31.000]  都會是
[00:01:31.000 --> 00:01:34.000]  另外 嚴重一點的就是裁員
[00:01:34.000 --> 00:01:38.000]  這幾天都收到一些不同的訊息
[00:01:38.000 --> 00:01:40.000]  可能在Facebook給我
[00:01:40.000 --> 00:01:42.000]  家裡老公沒工作了
[00:01:42.000 --> 00:01:44.000]  代業找不到工作
[00:01:44.000 --> 00:01:46.000]  經營的公司倒閉
[00:01:46.000 --> 00:01:49.000]  家人患病 困獸鬥
[00:01:49.000 --> 00:01:52.000]  天佑不測之風雲
[00:01:52.000 --> 00:01:54.000]  有人說是一個危機
[00:01:54.000 --> 00:01:56.000]  坊間如何詮釋危機呢
[00:01:56.000 --> 00:01:58.000]  讓你看看
[00:01:58.000 --> 00:02:00.000]  韋氏辭典說
[00:02:00.000 --> 00:02:05.000]  危機是一件事情的轉機和惡化的分水嶺
[00:02:05.000 --> 00:02:08.000]  是決定性和關鍵的一刻
[00:02:08.000 --> 00:02:11.000]  也是生死存亡的關頭
[00:02:11.000 --> 00:02:15.000]  它不穩定 時間不穩定 狀態不穩定
[00:02:15.000 --> 00:02:20.000]  迫使人在最短時間內做出決定和處理
[00:02:20.000 --> 00:02:22.000]  大家覺得現在好像這樣嗎
[00:02:22.000 --> 00:02:24.000]  真是一個這樣的時間
[00:02:24.000 --> 00:02:28.000]  上一次說「逆中有信」
[00:02:28.000 --> 00:02:30.000]  不知道還記不記得五個唯獨
[00:02:30.000 --> 00:02:34.000]  其中上帝的說話 上帝的應許
[00:02:34.000 --> 00:02:37.000]  今天說「逆中有望」
[00:02:37.000 --> 00:02:42.000]  和大家分享的經文是詩篇39篇
[00:02:42.000 --> 00:02:44.000]  說一點背景
[00:02:44.000 --> 00:02:47.000]  詩篇39篇
[00:02:47.000 --> 00:02:51.000]  是大衛的詩「教與領長爺杜頓」
[00:02:51.000 --> 00:02:56.000]  這個原來是大衛設立的領班
[00:02:56.000 --> 00:02:59.000]  詩歌的領班 我想是大敬拜那些
[00:02:59.000 --> 00:03:01.000]  三個領袖之中的一個
[00:03:01.000 --> 00:03:04.000]  詩篇62篇和77篇
[00:03:04.000 --> 00:03:09.000]  都是叫「領長爺杜頓」的詩歌
[00:03:09.000 --> 00:03:11.000]  不過我最喜歡下面的描述
[00:03:11.000 --> 00:03:15.000]  它是最幽怨又最優美的個人愛國
[00:03:15.000 --> 00:03:19.000]  我選擇了 因為我又喜歡幽怨又喜歡優美
[00:03:19.000 --> 00:03:21.000]  適合我
[00:03:21.000 --> 00:03:23.000]  「逆中有望」
[00:03:23.000 --> 00:03:25.000]  第七節
[00:03:25.000 --> 00:03:28.000]  主啊 如今我等甚安呢
[00:03:28.000 --> 00:03:31.000]  我的指望在乎你
[00:03:31.000 --> 00:03:34.000]  背了它 很好的經文
[00:03:34.000 --> 00:03:37.000]  有四點很想和大家分享
[00:03:37.000 --> 00:03:41.000]  我將整個詩篇分成四段
[00:03:41.000 --> 00:03:45.000]  承認個人的仇苦 看透世事的虛幻
[00:03:45.000 --> 00:03:50.000]  指望在乎你 討求力量復原
[00:03:50.000 --> 00:03:54.000]  第一 承認個人的仇苦
[00:03:54.000 --> 00:03:58.000]  這裡 如果看這三節的經文
[00:03:58.000 --> 00:04:01.000]  以前常常下面有人讀
[00:04:01.000 --> 00:04:03.000]  現在也幫幫我 不是很多人
[00:04:03.000 --> 00:04:05.000]  和我一起讀 好不好
[00:04:05.000 --> 00:04:08.000]  我曾說 我要謹慎我的言行
[00:04:08.000 --> 00:04:10.000]  免得我洩頭犯罪
[00:04:10.000 --> 00:04:12.000]  惡人在我面前的時候
[00:04:12.000 --> 00:04:15.000]  我要用爵橫勒住我的口
[00:04:15.000 --> 00:04:19.000]  我默然無聲 連好話也不出口
[00:04:19.000 --> 00:04:22.000]  我的仇苦就發動了
