
[00:00:00.000 --> 00:00:05.000]  大家好,今天很高興能和大家一起來敬拜神
[00:00:05.000 --> 00:00:07.000]  我想先問大家一個問題
[00:00:07.000 --> 00:00:11.000]  你今天坐在這裡,你現在在等什麼呢?
[00:00:11.000 --> 00:00:14.000]  吃飯
[00:00:14.000 --> 00:00:17.000]  現在這個是你的答案
[00:00:17.000 --> 00:00:19.000]  希望到講完之後
[00:00:19.000 --> 00:00:22.000]  你看看會不會有第二個答案
[00:00:22.000 --> 00:00:27.000]  我們廣東話有一句俗話
[00:00:27.000 --> 00:00:30.000]  捉到鹿不懂脫角
[00:00:30.000 --> 00:00:32.000]  有沒有人聽過這句話?
[00:00:32.000 --> 00:00:34.000]  其實是講到
[00:00:34.000 --> 00:00:36.000]  人們捉到一隻鹿
[00:00:36.000 --> 00:00:38.000]  通常是指梅花鹿
[00:00:38.000 --> 00:00:41.000]  或者叫馬鹿這種動物
[00:00:41.000 --> 00:00:44.000]  牠們生了角
[00:00:44.000 --> 00:00:46.000]  我給大家看一張照片
[00:00:46.000 --> 00:00:48.000]  為什麼不行呢?
[00:00:48.000 --> 00:00:56.000]  這張照片是我九年前在河北成德的避暑山莊
[00:00:56.000 --> 00:00:58.000]  當時避暑山莊是皇帝去的
[00:00:58.000 --> 00:01:00.000]  這張照片不是告訴你
[00:01:00.000 --> 00:01:02.000]  我是捉到鹿不懂脫角
[00:01:02.000 --> 00:01:05.000]  而是純粹給你看梅花鹿
[00:01:05.000 --> 00:01:08.000]  頭上的角很有用
[00:01:08.000 --> 00:01:12.000]  它的角有一部分是微骨化
[00:01:12.000 --> 00:01:14.000]  帶著絨毛的幼角
[00:01:14.000 --> 00:01:18.000]  那一部分當你拿到就成功了
[00:01:18.000 --> 00:01:23.000]  因為那一部分是名貴的中藥鹿茸的所在
[00:01:23.000 --> 00:01:28.000]  鹿茸是鹿的身體裡最值錢的一部分
[00:01:28.000 --> 00:01:32.000]  所以我們說人捉到鹿都不懂脫角
[00:01:32.000 --> 00:01:37.000]  即是說牠得到一個很好的機會
[00:01:37.000 --> 00:01:39.000]  都不懂得把握
[00:01:39.000 --> 00:01:43.000]  白白地錯過了一些很好的事情
[00:01:43.000 --> 00:01:46.000]  如果一個人這樣的話
[00:01:46.000 --> 00:01:48.000]  牠聰不聰明?
[00:01:48.000 --> 00:01:50.000]  多聰明都有限
[00:01:50.000 --> 00:01:54.000]  我們今天的主人翁
[00:01:54.000 --> 00:01:58.000]  其實我覺得他也有類似的情況
[00:01:58.000 --> 00:02:02.000]  我們先看看這個人的背景
[00:02:02.000 --> 00:02:06.000]  故事發生的背景在一個不是大字裡
[00:02:06.000 --> 00:02:09.000]  這個人的情況是怎樣的呢?
[00:02:09.000 --> 00:02:11.000]  經文告訴我們
[00:02:11.000 --> 00:02:14.000]  他病了38年
[00:02:14.000 --> 00:02:17.000]  我想我們的系統也有跟著這個情況
[00:02:17.000 --> 00:02:19.000]  好像這個病人一樣病病的
[00:02:19.000 --> 00:02:20.000]  平時沒有黑色的
[00:02:20.000 --> 00:02:22.000]  不知為何今天出了黑色
[00:02:22.000 --> 00:02:24.000]  病了38年
[00:02:24.000 --> 00:02:28.000]  經文裡面沒有說明他是甚麼病
[00:02:28.000 --> 00:02:30.000]  但我們知道的就是
[00:02:30.000 --> 00:02:32.000]  他要麼是癱瘓的
[00:02:32.000 --> 00:02:33.000]  要麼是瘸子
[00:02:33.000 --> 00:02:36.000]  因為他不能夠自己走路
[00:02:36.000 --> 00:02:38.000]  不僅如此
[00:02:38.000 --> 00:02:41.000]  這個人還很絕望
[00:02:41.000 --> 00:02:44.000]  因為經文告訴我們
[00:02:44.000 --> 00:02:45.000]  為甚麼會這樣呢?
[00:02:45.000 --> 00:02:47.000]  有一部分還看不到
[00:02:47.000 --> 00:02:49.000]  我讀給大家聽
[00:02:49.000 --> 00:02:50.000]  經文說
[00:02:50.000 --> 00:02:53.000]  在耶路撒冷靠近陽門有一個水池
[00:02:53.000 --> 00:02:56.000]  希伯來話叫做不是大
[00:02:56.000 --> 00:02:59.000]  池邊有五條走廊
[00:02:59.000 --> 00:03:02.000]  在那裡睡了很多病人
[00:03:02.000 --> 00:03:06.000]  有盲的,有瘸子和癱子
[00:03:06.000 --> 00:03:09.000]  另外有一些抄本
[00:03:09.000 --> 00:03:11.000]  有一段這樣的說話
[00:03:11.000 --> 00:03:14.000]  有些有,有些抄本,有些沒有
[00:03:14.000 --> 00:03:17.000]  他說了甚麼呢?
[00:03:17.000 --> 00:03:22.000]  他說這些病人等待水動
[00:03:22.000 --> 00:03:25.000]  因為他們相信有主使者
[00:03:25.000 --> 00:03:28.000]  按時按後會下來攪動池水
[00:03:28.000 --> 00:03:30.000]  當水動的時候
[00:03:30.000 --> 00:03:32.000]  誰先下去呢?
[00:03:32.000 --> 00:03:33.000]  無論他有甚麼病
[00:03:33.000 --> 00:03:36.000]  都立刻可以得醫治
[00:03:36.000 --> 00:03:41.000]  這一段說話
[00:03:41.000 --> 00:03:43.000]  因為有些抄本,有些沒有
[00:03:43.000 --> 00:03:45.000]  所以具體我們不知道
[00:03:45.000 --> 00:03:47.000]  是否真的有這樣的事情
[00:03:47.000 --> 00:03:50.000]  但至少當時的人都是這樣相信
[00:03:50.000 --> 00:03:52.000]  不過可惜的是
[00:03:52.000 --> 00:03:54.000]  這個病了三十八年的人
[00:03:54.000 --> 00:03:56.000]  每次水動的時候
[00:03:56.000 --> 00:03:58.000]  他總是不夠快
[00:03:58.000 --> 00:04:00.000]  總是被人截足仙燈
[00:04:00.000 --> 00:04:01.000]  吃了頭一口湯
[00:04:01.000 --> 00:04:03.000]  他就沒有機會得到
[00:04:03.000 --> 00:04:05.000]  這個被醫治的機會
[00:04:05.000 --> 00:04:07.000]  所以當耶穌問他
[00:04:07.000 --> 00:04:10.000]  你要不要痊癒的時候
[00:04:10.000 --> 00:04:12.000]  他的回應是怎樣呢?
[00:04:12.000 --> 00:04:14.000]  他說:先生,水動的時候
[00:04:14.000 --> 00:04:16.000]  沒有人將我放在池裡
[00:04:16.000 --> 00:04:18.000]  我自己上去的時候
[00:04:18.000 --> 00:04:20.000]  總是被人搶先一步
[00:04:20.000 --> 00:04:22.000]  由他的回答裡
[00:04:22.000 --> 00:04:24.000]  我們可以感受到
[00:04:24.000 --> 00:04:27.000]  這個人是多麼絕望
[00:04:27.000 --> 00:04:28.000]  除了這個人
[00:04:28.000 --> 00:04:31.000]  我們聽起來都覺得他有點可憐
[00:04:31.000 --> 00:04:34.000]  但我又看到他同時有一些
[00:04:34.000 --> 00:04:38.000]  不太聰明,有些無知的地方
[00:04:38.000 --> 00:04:40.000]  從何見得呢?
[00:04:40.000 --> 00:04:42.000]  第一點
[00:04:42.000 --> 00:04:45.000]  我覺得他是焦點放錯了
[00:04:45.000 --> 00:04:47.000]  他的盼望
[00:04:47.000 --> 00:04:49.000]  在於那一次
[00:04:49.000 --> 00:04:51.000]  被他們視為能夠
[00:04:51.000 --> 00:04:53.000]  醫治人的池水的能力
[00:04:53.000 --> 00:04:58.000]  不是一個很強的神的能力
[00:04:58.000 --> 00:05:00.000]  他依靠人
[00:05:00.000 --> 00:05:02.000]  多於依靠神
[00:05:02.000 --> 00:05:05.000]  其實這件事
[00:05:05.000 --> 00:05:08.000]  很多時候都發生在我們身上
[00:05:08.000 --> 00:05:10.000]  我記得我們傳音堂
[00:05:10.000 --> 00:05:12.000]  開始了沒多久
[00:05:12.000 --> 00:05:14.000]  2月1日開始在這裡服侍
[00:05:14.000 --> 00:05:16.000]  到2月9日那天早上
[00:05:16.000 --> 00:05:18.000]  我回到辦公室
[00:05:18.000 --> 00:05:20.000]  因為很多瑣碎的事情要做
[00:05:20.000 --> 00:05:22.000]  因為當時幹事還沒有來
[00:05:22.000 --> 00:05:24.000]  只有我一個人
[00:05:24.000 --> 00:05:26.000]  所以我想到今天很多事情要做
[00:05:26.000 --> 00:05:28.000]  我一坐下就馬上開電腦
[00:05:28.000 --> 00:05:30.000]  打印文件
[00:05:30.000 --> 00:05:32.000]  但我試了很多次
[00:05:32.000 --> 00:05:34.000]  打印很多次都不成功
[00:05:34.000 --> 00:05:36.000]  我都覺得很煩
[00:05:36.000 --> 00:05:38.000]  馬上聽到一個聲音跟我說
[00:05:38.000 --> 00:05:40.000]  你去安靜
[00:05:40.000 --> 00:05:42.000]  你不用急
[00:05:42.000 --> 00:05:44.000]  你先去祈禱
[00:05:44.000 --> 00:05:46.000]  我真的跪在窗邊去祈禱
[00:05:46.000 --> 00:05:48.000]  我求神將一天的工作交給你
[00:05:48.000 --> 00:05:50.000]  我求你來帶領我
[00:05:50.000 --> 00:05:52.000]  我估不到當我祈禱之後
[00:05:52.000 --> 00:05:54.000]  我再一次去打印那份文件
[00:05:54.000 --> 00:05:56.000]  馬上就出來了
[00:05:56.000 --> 00:05:58.000]  所以這件事也提醒了我
[00:05:58.000 --> 00:06:00.000]  正如有一次
[00:06:00.000 --> 00:06:02.000]  我跟邵芳說的時候
[00:06:02.000 --> 00:06:04.000]  她也提醒我
[00:06:04.000 --> 00:06:06.000]  我們在這裡每一件事
[00:06:06.000 --> 00:06:08.000]  其實我們都是一個屬靈的爭戰
[00:06:08.000 --> 00:06:10.000]  這個地方是撒旦
[00:06:10.000 --> 00:06:12.000]  都跟我們競爭的一個地方
[00:06:12.000 --> 00:06:14.000]  我們要依靠神
[00:06:14.000 --> 00:06:16.000]  不是依靠人
[00:06:16.000 --> 00:06:18.000]  但這個病人就放錯了焦點
[00:06:18.000 --> 00:06:20.000]  第二
[00:06:20.000 --> 00:06:22.000]  就是他迴避了問題
[00:06:22.000 --> 00:06:24.000]  經文在十四節說
[00:06:24.000 --> 00:06:26.000]  耶穌在殿裡遇到這個人
[00:06:26.000 --> 00:06:28.000]  再跟他說
[00:06:28.000 --> 00:06:30.000]  你的病已經好了
[00:06:30.000 --> 00:06:32.000]  你不可以再犯罪
[00:06:32.000 --> 00:06:34.000]  免得招來更大的禍患
[00:06:34.000 --> 00:06:36.000]  很明顯
[00:06:36.000 --> 00:06:38.000]  這個人的光景
[00:06:38.000 --> 00:06:40.000]  就不是因為他病
[00:06:40.000 --> 00:06:42.000]  單單的一個病那麼簡單
[00:06:42.000 --> 00:06:44.000]  而是因為犯罪
[00:06:44.000 --> 00:06:46.000]  帶來的一個結果
[00:06:46.000 --> 00:06:48.000]  當然
[00:06:48.000 --> 00:06:50.000]  我這樣說的時候
[00:06:50.000 --> 00:06:52.000]  就不代表你說
[00:06:52.000 --> 00:06:54.000]  我今天病,死了,是不是我犯罪
[00:06:54.000 --> 00:06:56.000]  就不是這個意思
[00:06:56.000 --> 00:06:58.000]  只不過在這個個案裡面
[00:06:58.000 --> 00:07:00.000]  這個人的情況是這樣
[00:07:00.000 --> 00:07:02.000]  他明明是因為犯罪
[00:07:02.000 --> 00:07:04.000]  而帶來這樣的後果
[00:07:04.000 --> 00:07:06.000]  病了三十八年
[00:07:06.000 --> 00:07:08.000]  但是他沒有正視自己的問題
[00:07:08.000 --> 00:07:10.000]  只當自己是患病
[00:07:10.000 --> 00:07:14.000]  第三點
[00:07:14.000 --> 00:07:16.000]  他有一些忘恩負義
[00:07:16.000 --> 00:07:18.000]  當他被耶穌
[00:07:18.000 --> 00:07:20.000]  醫治之後
[00:07:20.000 --> 00:07:22.000]  他就拿起他的被褥
[00:07:22.000 --> 00:07:24.000]  就走了
[00:07:24.000 --> 00:07:26.000]  但因為當時是安息日
[00:07:26.000 --> 00:07:28.000]  他就被那些猶太人
[00:07:28.000 --> 00:07:30.000]  質問他
[00:07:30.000 --> 00:07:32.000]  你拿著被褥
[00:07:32.000 --> 00:07:34.000]  在安息日走是有問題
[00:07:34.000 --> 00:07:36.000]  你是犯了安息日的規條
[00:07:36.000 --> 00:07:38.000]  他就說
[00:07:38.000 --> 00:07:40.000]  不關我的事
[00:07:40.000 --> 00:07:42.000]  是因為那個醫好我的對我說
[00:07:42.000 --> 00:07:44.000]  要我拿起被褥走
[00:07:44.000 --> 00:07:46.000]  耶穌救了他
[00:07:46.000 --> 00:07:48.000]  不過到了一些危急關頭
[00:07:48.000 --> 00:07:52.000]  他就有點兒為了自保
[00:07:52.000 --> 00:07:54.000]  就把責任
[00:07:54.000 --> 00:07:56.000]  反而推在救他的人身上
[00:07:56.000 --> 00:07:58.000]  有點忘恩負義
[00:07:58.000 --> 00:08:00.000]  不單止這樣
[00:08:00.000 --> 00:08:02.000]  當耶穌第二次見到他
[00:08:02.000 --> 00:08:04.000]  叫他不要再犯罪的時候
[00:08:04.000 --> 00:08:06.000]  那一次他就知道
[00:08:06.000 --> 00:08:08.000]  這個人醫好我的是耶穌
[00:08:08.000 --> 00:08:10.000]  他接著還去猶太人那裡
[00:08:10.000 --> 00:08:12.000]  告訴他們
[00:08:12.000 --> 00:08:14.000]  醫治我這個人就是耶穌
[00:08:14.000 --> 00:08:18.000]  第四點
[00:08:18.000 --> 00:08:20.000]  他錯失了
[00:08:20.000 --> 00:08:22.000]  歸主的良機
[00:08:22.000 --> 00:08:24.000]  這個病人
[00:08:24.000 --> 00:08:26.000]  在他身上也找到
[00:08:26.000 --> 00:08:28.000]  一些可取的地方
[00:08:28.000 --> 00:08:30.000]  就是耶穌叫他
[00:08:30.000 --> 00:08:32.000]  拿起褥子走的時候
[00:08:32.000 --> 00:08:34.000]  他就真的起身走了
[00:08:34.000 --> 00:08:36.000]  因為
[00:08:36.000 --> 00:08:38.000]  如果他不走的話
[00:08:38.000 --> 00:08:40.000]  可能他一輩子也沒有機會
[00:08:40.000 --> 00:08:42.000]  好起來
[00:08:42.000 --> 00:08:44.000]  他總算遵從了耶穌的說話
[00:08:44.000 --> 00:08:46.000]  拿起被子就走了
[00:08:46.000 --> 00:08:48.000]  如果他不拿
[00:08:48.000 --> 00:08:50.000]  可能一輩子也站不起來
[00:08:50.000 --> 00:08:52.000]  不過
[00:08:52.000 --> 00:08:54.000]  很可惜的就是
[00:08:54.000 --> 00:08:56.000]  耶穌醫治他
