
[00:00:00.000 --> 00:00:05.680]  西面在聖經裏面記載一個背景
[00:00:05.680 --> 00:00:09.160]  又不知道他後來發生了甚麼事
[00:00:09.160 --> 00:00:12.080]  不過在耶穌基督降生的那段時間裏面
[00:00:12.080 --> 00:00:13.560]  有幾個人
[00:00:13.560 --> 00:00:16.160]  特別是馬達、盧家輝有提到的
[00:00:16.160 --> 00:00:21.560]  撒加利亞、伊利沙伯、瑪利亞、約瑟和西面
[00:00:21.560 --> 00:00:23.880]  還有一個就是女仙芝
[00:00:23.880 --> 00:00:27.560]  這幾位都是和耶穌基督降生有關的
[00:00:27.560 --> 00:00:31.040]  而西面特別是一個很特殊的例子
[00:00:31.040 --> 00:00:36.560]  就是他能夠看到一個嬰孩
[00:00:36.560 --> 00:00:40.000]  就很感謝神
[00:00:40.000 --> 00:00:45.360]  然後說我容許我講得通俗一點
[00:00:45.360 --> 00:00:48.560]  我死都平安了
[00:00:48.560 --> 00:00:53.240]  為甚麼一個人會見到一個嬰孩會講這句說話呢
[00:00:53.240 --> 00:00:55.080]  這是一個甚麼人來的呢
[00:00:55.080 --> 00:00:58.560]  還有在這段聖經裏面讓我看到
[00:00:58.560 --> 00:01:01.360]  神的律法所要求的
[00:01:01.360 --> 00:01:05.520]  耶穌的瑪利亞和約瑟
[00:01:05.520 --> 00:01:07.960]  照著律法所要求的
[00:01:07.960 --> 00:01:12.040]  讓這個嬰孩耶穌受割禮
[00:01:12.040 --> 00:01:14.680]  然後讓這個嬰孩耶穌
[00:01:14.680 --> 00:01:17.480]  去到聖殿奉獻
[00:01:17.480 --> 00:01:21.160]  照足摩西所吩咐去做
[00:01:21.160 --> 00:01:23.480]  所以耶穌基督在世上的時候說過一句話
[00:01:23.480 --> 00:01:25.400]  他說我來不是要廢掉律法
[00:01:25.400 --> 00:01:28.320]  而是要承傳律法
[00:01:28.320 --> 00:01:33.280]  這個承傳律法在耶穌基督身上就兌現了
[00:01:33.280 --> 00:01:38.160]  同樣這個西面在他的信心
[00:01:38.160 --> 00:01:40.920]  在他守律法的過程裏面
[00:01:40.920 --> 00:01:43.120]  他遇到這個救恩
[00:01:43.120 --> 00:01:45.040]  然後他接著說了一句話
[00:01:45.040 --> 00:01:47.760]  主啊,如今可以照你的話
[00:01:47.760 --> 00:01:50.960]  釋放僕人,安然去世
[00:01:50.960 --> 00:01:54.240]  很多人看到這句話以為西面是一個老人家
[00:01:54.240 --> 00:01:57.800]  但聖經裏面的考核就並沒有什麼明證
[00:01:57.800 --> 00:02:00.120]  他是一個老人家
[00:02:00.120 --> 00:02:01.520]  可能是一個壯年
[00:02:01.520 --> 00:02:03.480]  可能年紀大一點也不一定
[00:02:03.480 --> 00:02:08.600]  不過按照後來他為瑪利亞和約瑟祝福
[00:02:08.600 --> 00:02:11.800]  如果以他一個這樣謹守律法的人來說
[00:02:11.800 --> 00:02:14.320]  絕對不會有一個年輕人向老人家祝福
[00:02:14.320 --> 00:02:16.320]  向他一對父母祝福的
[00:02:16.320 --> 00:02:18.720]  所以一定他的年紀可能會比
[00:02:18.720 --> 00:02:21.440]  瑪利亞和約瑟大
[00:02:21.440 --> 00:02:29.160]  但是他有一個聖靈的恩賜在他身上
[00:02:29.160 --> 00:02:34.200]  他能夠見到、看到、能夠預知、預講一些東西
[00:02:34.200 --> 00:02:37.120]  這一位今天值得我們去看
[00:02:37.120 --> 00:02:41.960]  就是他怎麼說一個看到救恩而蒙福的西面
[00:02:41.960 --> 00:02:45.800]  今天我們有很多長者在我們中間聚會
[00:02:45.800 --> 00:02:47.920]  我想對長者來說
[00:02:47.920 --> 00:02:52.640]  我相信人生經歷了很多很多的事件
[00:02:52.640 --> 00:02:55.200]  其實經歷這麼多事件之後
[00:02:55.200 --> 00:02:57.560]  有些是開心的
[00:02:57.560 --> 00:02:59.760]  有些是不開心的
[00:02:59.760 --> 00:03:01.920]  但最重要的是
[00:03:01.920 --> 00:03:05.440]  當我們走完人生路程的時候
[00:03:05.440 --> 00:03:07.760]  無論開心也好、不開心也好
[00:03:07.760 --> 00:03:11.360]  我們可不可以安心
[00:03:11.360 --> 00:03:14.200]  好像這個西面的禱告一樣
[00:03:14.200 --> 00:03:18.560]  主啊,求祢照祢的話、神的應許
[00:03:18.560 --> 00:03:23.880]  我可以平安、很平安地離去
[00:03:23.880 --> 00:03:27.720]  這個我相信是一個年紀越來越大的人
[00:03:27.720 --> 00:03:29.480]  慢慢會想的問題
[00:03:29.480 --> 00:03:32.640]  年輕的時候不會想的
[00:03:32.640 --> 00:03:36.080]  我六十歲退休的時候
[00:03:36.080 --> 00:03:38.840]  我進地鐵,有些人讓位給我
[00:03:38.840 --> 00:03:41.040]  我覺得用不用啊?
[00:03:41.040 --> 00:03:43.600]  就是這樣想的
[00:03:43.600 --> 00:03:46.360]  到我拿長者卡的時候
[00:03:46.360 --> 00:03:48.720]  有些人讓位給我
[00:03:48.720 --> 00:03:52.680]  我覺得多謝,就坐下來
[00:03:52.680 --> 00:03:55.440]  我想再過五年、十年
[00:03:55.440 --> 00:03:56.800]  可能進去地鐵的時候
[00:03:56.800 --> 00:04:01.040]  希望別人讓位給你,是不是?
[00:04:01.040 --> 00:04:03.240]  這個是事實
[00:04:03.240 --> 00:04:08.000]  今天我相信作為一個神的兒女
[00:04:08.000 --> 00:04:09.840]  相信神的人
[00:04:09.840 --> 00:04:13.080]  真的很希望求主讓我們能夠
[00:04:13.080 --> 00:04:17.440]  在晚年的時候平安
[00:04:17.440 --> 00:04:20.880]  用平安這兩個字來渡過
[00:04:20.880 --> 00:04:23.840]  在教會裡面會很多時候聽到很多消息
[00:04:23.840 --> 00:04:25.400]  很多的
[00:04:25.400 --> 00:04:28.000]  今天我們受敬的長者九十幾位
[00:04:28.000 --> 00:04:29.760]  其實我們全教會大概
[00:04:29.760 --> 00:04:33.440]  超過七十歲的長者應該有一百九十幾位
[00:04:33.440 --> 00:04:36.840]  就是說可能那一百幾位有些來不了的
[00:04:36.840 --> 00:04:39.000]  有些可能在休養中間
[00:04:39.000 --> 00:04:41.920]  有些可能在病餓中間
[00:04:41.920 --> 00:04:43.240]  很多時候我會想
[00:04:43.240 --> 00:04:47.400]  神啊,是不是我們在這個世界上面生活的時候
[00:04:47.400 --> 00:04:49.720]  世界上人所經歷一切的事
[00:04:49.720 --> 00:04:51.680]  我們都是一定要有經歷呢?
[00:04:51.680 --> 00:04:53.520]  可能是真的會這樣
[00:04:53.520 --> 00:04:55.760]  但是如果按照聖經裡面記載
[00:04:55.760 --> 00:04:57.680]  西面那個禱告
[00:04:57.680 --> 00:05:00.320]  其實我們可以向神禱告的
[00:05:00.320 --> 00:05:02.360]  不過這個禱告的背後
[00:05:02.360 --> 00:05:03.720]  是有它的經歷
[00:05:03.720 --> 00:05:06.520]  就是西面一路遵行神的旨意
[00:05:06.520 --> 00:05:08.480]  它一路專注一件事情
[00:05:08.480 --> 00:05:09.880]  一會兒我會說的
[00:05:09.880 --> 00:05:12.320]  我看回剛才的《釋經文》
[00:05:12.320 --> 00:05:13.360]  滿了八天
[00:05:13.360 --> 00:05:15.800]  替這個孩子行國禮
[00:05:15.800 --> 00:05:18.120]  孩子替耶穌行國禮
[00:05:18.120 --> 00:05:19.880]  耶穌是神的兒子
[00:05:19.880 --> 00:05:21.760]  不例外地要仍然
[00:05:21.760 --> 00:05:22.840]  因為他是猶太人
[00:05:22.840 --> 00:05:24.400]  生在猶太人的家庭
[00:05:24.400 --> 00:05:27.160]  仍然照著猶太人的律法
[00:05:27.160 --> 00:05:29.560]  去完成這個國禮
[00:05:29.560 --> 00:05:32.160]  這個是耶和華神吩咐摩西
[00:05:32.160 --> 00:05:34.280]  摩西也說了這麼說
[00:05:34.280 --> 00:05:37.120]  耶和華對他子民的要求
[00:05:37.120 --> 00:05:40.600]  摩西曾經在律法上跟他們說了這件事情
[00:05:40.600 --> 00:05:43.080]  接著就是滿了潔淨日子
[00:05:43.080 --> 00:05:47.560]  是指孕婦產子之後
[00:05:47.560 --> 00:05:50.640]  滿了男孩子40天
[00:05:50.640 --> 00:05:52.040]  這個日子之後
[00:05:52.040 --> 00:05:55.000]  就要行這個禮
[00:05:55.000 --> 00:05:58.160]  以及將這個孩子奉獻給神
[00:05:58.160 --> 00:05:59.440]  聖經裡面記載說
[00:05:59.440 --> 00:06:03.480]  凡投生的男子必稱聖貴主
[00:06:03.480 --> 00:06:06.960]  這個是耶和華神吩咐以色列人
[00:06:06.960 --> 00:06:10.080]  當他們在埃及地
[00:06:10.080 --> 00:06:12.320]  最後一晚
[00:06:12.320 --> 00:06:15.040]  神的憤怒臨到埃及地
[00:06:15.040 --> 00:06:17.160]  擊殺長子的時候
[00:06:17.160 --> 00:06:18.680]  以色列人聽到之後
[00:06:18.680 --> 00:06:20.080]  那怎麼辦?
[00:06:20.080 --> 00:06:22.200]  凡是長子都要死嗎?
[00:06:22.200 --> 00:06:22.960]  耶和華神說
[00:06:22.960 --> 00:06:25.600]  你只要將那隻羊羔殺了
[00:06:25.600 --> 00:06:28.640]  將那些血柴在門窗門尾上面
[00:06:28.640 --> 00:06:31.240]  滅命的天使經過的時候
[00:06:31.240 --> 00:06:33.520]  就會越過你的房子
[00:06:33.520 --> 00:06:35.680]  越過你的門口
[00:06:35.680 --> 00:06:38.200]  這個禹節是表示一個救恩
[00:06:38.200 --> 00:06:41.560]  這個禹節是告訴以色列人聽
[00:06:41.560 --> 00:06:42.800]  埃及的長子
[00:06:42.800 --> 00:06:44.840]  無論坐王位的到奴隸的
[00:06:44.840 --> 00:06:46.160]  無一倖免
[00:06:46.160 --> 00:06:48.040]  但是猶太人
[00:06:48.040 --> 00:06:50.240]  以色列人的子民
[00:06:50.240 --> 00:06:53.480]  只要他們遵行神的吩咐去行
[00:06:53.480 --> 00:06:55.840]  他們就可以倖免於難
[00:06:55.840 --> 00:06:57.400]  因此那晚之後
[00:06:57.400 --> 00:06:59.280]  耶和華神吩咐他們說
[00:06:59.280 --> 00:07:01.640]  你們的長子不是屬於你的
[00:07:01.640 --> 00:07:04.080]  在這裡講到必然歸主的時候
[00:07:04.080 --> 00:07:05.960]  這個奉獻的意思
[00:07:05.960 --> 00:07:10.080]  不是單單像當地的文化
[00:07:10.080 --> 00:07:12.400]  將小孩殺了獻給神
[00:07:12.400 --> 00:07:13.520]  不是
[00:07:13.520 --> 00:07:14.640]  這個奉獻的意思
[00:07:14.640 --> 00:07:15.840]  歸主的意思就是
[00:07:15.840 --> 00:07:17.840]  將主權移交
[00:07:17.840 --> 00:07:19.000]  本來生出來之後
[00:07:19.000 --> 00:07:20.720]  這個小孩以為是你的
[00:07:20.720 --> 00:07:21.600]  但是你說主啊
[00:07:21.600 --> 00:07:23.320]  這個全然歸你
[00:07:23.320 --> 00:07:25.880]  將主權交給神
[00:07:25.880 --> 00:07:27.600]  交給這位耶和華
[00:07:27.600 --> 00:07:29.200]  這樣他們就復見
[00:07:29.200 --> 00:07:30.000]  好了
[00:07:30.000 --> 00:07:31.840]  除了這個潔淨之禮
[00:07:31.840 --> 00:07:33.520]  有一個要求的
[00:07:33.520 --> 00:07:35.040]  當時可以宰羊
[00:07:35.040 --> 00:07:37.760]  但是如果家境不許可的時候
[00:07:37.760 --> 00:07:40.400]  他可以宰一對斑溝
[00:07:40.400 --> 00:07:42.320]  或者兩隻雛鴿
[00:07:42.320 --> 00:07:43.360]  獻祭
[00:07:43.360 --> 00:07:47.040]  作為贖罪祭和犯祭
[00:07:47.040 --> 00:07:49.920]  這個是神體恤
[00:07:49.920 --> 00:07:51.280]  知道人的需要
[00:07:51.280 --> 00:07:52.400]  人的困境
[00:07:52.400 --> 00:07:55.680]  因此人在神面前的奉獻
[00:07:55.680 --> 00:08:00.000]  不是強硬一定要照著某些的規條
[00:08:00.000 --> 00:08:02.240]  但是按照我們自己的能力
[00:08:02.240 --> 00:08:04.160]  和神給我們的感動
[00:08:04.160 --> 00:08:05.440]  對他的回應
[00:08:05.440 --> 00:08:06.560]  這個上半段
[00:08:06.560 --> 00:08:09.280]  21至24節是講到這個聖禮
[00:08:09.280 --> 00:08:11.280]  或者說這個儀式
[00:08:11.280 --> 00:08:12.400]  潔淨之禮
[00:08:12.400 --> 00:08:14.880]  是按照摩西規矩所做的
[00:08:14.880 --> 00:08:18.000]  而下半段25至33節
[00:08:18.000 --> 00:08:20.560]  是講到這個人的西面
[00:08:20.560 --> 00:08:21.920]  他怎樣能夠
[00:08:21.920 --> 00:08:24.960]  因聖靈的感動去到聖殿裡面的時候
[00:08:24.960 --> 00:08:28.800]  遇見瑪利亞約瑟帶著耶穌來的時候
[00:08:28.800 --> 00:08:30.320]  他一番的對話
[00:08:30.320 --> 00:08:31.760]  聖經講到這個人的時候
[00:08:31.760 --> 00:08:33.840]  講到他又公義又虔誠
[00:08:33.840 --> 00:08:36.000]  又常常盼望
[00:08:36.000 --> 00:08:36.960]  盼望什麼呢?
[00:08:36.960 --> 00:08:39.120]  盼望他的國家的子民
[00:08:39.120 --> 00:08:40.560]  盼望他的民族
[00:08:40.560 --> 00:08:42.960]  得到神的安慰
[00:08:42.960 --> 00:08:44.480]  盼望能夠看到
[00:08:44.480 --> 00:08:46.800]  聖經神所應許耶和華
[00:08:46.800 --> 00:08:49.920]  應許他們的以賽亞的能道
[00:08:49.920 --> 00:08:51.840]  他可以看到
[00:08:51.840 --> 00:08:53.600]  這個是一個福氣
[00:08:53.600 --> 00:08:54.960]  其實
[00:08:54.960 --> 00:08:56.320]  當耶路撒冷當地
[00:08:56.320 --> 00:08:58.000]  很多人都可以看到的
[00:08:58.000 --> 00:08:59.920]  不過那些人不信
[00:08:59.920 --> 00:09:01.440]  祭司長可以看到的
[00:09:01.440 --> 00:09:02.800]  他們不信
[00:09:02.800 --> 00:09:05.760]  那些研究聖經的話語的人看到不信
[00:09:05.760 --> 00:09:07.200]  但是這個西面
[00:09:07.200 --> 00:09:08.240]  他相信
[00:09:08.240 --> 00:09:10.160]  聖靈就是這樣感動下面
[00:09:10.160 --> 00:09:13.600]  讓他在歷史上有一個奇遇
[00:09:13.600 --> 00:09:15.440]  他得到聖靈的26節話
[00:09:15.440 --> 00:09:16.960]  他得到聖靈的啟示
[00:09:16.960 --> 00:09:19.040]  知道自己未死之前
