
[00:00:00.000 --> 00:00:02.960]  這個畫面講一個故事給大家聽
[00:00:02.960 --> 00:00:06.480]  這個故事當然是一個真實個案
[00:00:06.480 --> 00:00:08.880]  但是它是換了名字
[00:00:08.880 --> 00:00:10.560]  和在另外一個環境發生
[00:00:10.560 --> 00:00:11.840]  所以大家不認識的
[00:00:11.840 --> 00:00:14.520]  有一批教會的姐妹叫做麗莎
[00:00:14.520 --> 00:00:20.000]  她小時候就受到大哥的性侵擾
[00:00:20.000 --> 00:00:22.480]  麗莎長大了之後
[00:00:22.480 --> 00:00:24.840]  就是長大了
[00:00:24.840 --> 00:00:25.800]  就是一個成人了
[00:00:25.800 --> 00:00:28.640]  她就回教會
[00:00:29.000 --> 00:00:32.760]  去到一個叫做輔導禱告團隊裏面
[00:00:32.760 --> 00:00:37.040]  將她這個被大哥性侵的小時候的經歷
[00:00:37.040 --> 00:00:38.120]  告訴他們
[00:00:38.120 --> 00:00:39.520]  希望能夠得到幫助
[00:00:39.520 --> 00:00:43.240]  這個輔導禱告團隊就教導她
[00:00:43.240 --> 00:00:46.040]  要無條件去饒恕她的大哥
[00:00:46.040 --> 00:00:51.600]  更加不提及她大哥所做過的惡行
[00:00:51.600 --> 00:00:55.080]  於是麗莎強迫自己
[00:00:55.080 --> 00:00:58.040]  用她的意志去做一個饒恕的禱告
[00:00:58.600 --> 00:00:59.960]  但是這個禱告的饒恕
[00:00:59.960 --> 00:01:02.560]  並沒有帶給她一個真實的感受
[00:01:02.560 --> 00:01:05.040]  她開始很疑惑
[00:01:05.040 --> 00:01:08.800]  究竟怎樣才能夠處理到她自己所受的傷害
[00:01:08.800 --> 00:01:11.320]  和和大哥一個破裂的關係呢?
[00:01:11.320 --> 00:01:12.680]  有一天
[00:01:12.680 --> 00:01:14.480]  麗莎鼓起勇氣
[00:01:14.480 --> 00:01:16.720]  就在她的爸爸媽媽
[00:01:16.720 --> 00:01:19.200]  和她在姐妹面前
[00:01:19.200 --> 00:01:20.880]  和大哥對質
[00:01:20.880 --> 00:01:25.800]  講述這麼多年埋在心裏面的傷口
[00:01:26.720 --> 00:01:28.840]  但是她的爸爸媽媽和大哥
[00:01:28.840 --> 00:01:30.360]  沒有當是一回事
[00:01:30.360 --> 00:01:33.680]  只是說已經是很多很多年前的事了
[00:01:33.680 --> 00:01:36.160]  當時你大哥年輕
[00:01:36.160 --> 00:01:38.800]  現在不要再提了
[00:01:38.800 --> 00:01:41.640]  不要再傷害我們這個和諧的家庭
[00:01:41.640 --> 00:01:45.760]  草草地請麗莎忘記這件事
[00:01:45.760 --> 00:01:47.920]  麗莎大哥
[00:01:47.920 --> 00:01:49.800]  也沒有作出一個真誠的道歉
[00:01:49.800 --> 00:01:51.400]  而她的父母
[00:01:51.400 --> 00:01:53.920]  更加沒有依賴大哥要悔改
[00:01:55.320 --> 00:01:57.040]  他們沒有在這件事上
[00:01:57.040 --> 00:01:58.600]  為麗莎
[00:01:58.600 --> 00:02:01.680]  作出一個公平和公義的判斷
[00:02:01.680 --> 00:02:06.320]  其實麗莎三度受到傷害
[00:02:06.320 --> 00:02:10.840]  第一次的傷害就是在小時候被大哥性侵的傷害
[00:02:10.840 --> 00:02:15.360]  第二次的傷害就是當麗莎去到禱告團隊那裏
[00:02:15.360 --> 00:02:18.320]  去講出她心裏面的傷痕
[00:02:18.320 --> 00:02:21.400]  但是她是要求無條件的饒恕
[00:02:22.000 --> 00:02:25.800]  沒有幫助處理這個引致不公平和破裂的關係
[00:02:25.800 --> 00:02:28.840]  令到麗莎對饒恕
[00:02:28.840 --> 00:02:30.840]  真正的意義很模糊
[00:02:30.840 --> 00:02:32.240]  第三
[00:02:32.240 --> 00:02:35.720]  第三個傷害就是父母漠視了
[00:02:35.720 --> 00:02:37.800]  麗莎心裏面的痛苦
[00:02:37.800 --> 00:02:40.760]  也沒有要求大哥再出一個悔改的要求
[00:02:40.760 --> 00:02:42.720]  她再次受到傷害
[00:02:42.720 --> 00:02:44.880]  麗莎性侵的時候
[00:02:44.880 --> 00:02:46.600]  大哥已經是一個少年人了
[00:02:46.600 --> 00:02:50.040]  不是年少無知不需要承擔任何責任
[00:02:51.040 --> 00:02:53.160]  麗莎發出了一個很合理的提問就是
[00:02:53.160 --> 00:02:55.240]  什麼叫做真正的饒恕呢
[00:02:55.240 --> 00:02:59.920]  我停留了這個畫面一段比較長的時間
[00:02:59.920 --> 00:03:01.600]  左邊的這幅圖
[00:03:01.600 --> 00:03:04.760]  我也是碰巧找到饒恕的時候見到這幅圖
[00:03:04.760 --> 00:03:08.040]  下面寫著紀念二戰世界大戰完結
[00:03:08.040 --> 00:03:10.040]  以復和為名的雕塑
[00:03:10.040 --> 00:03:12.440]  讓國與國 人與人連結起來
[00:03:12.440 --> 00:03:13.880]  充滿愛和尊重
[00:03:13.880 --> 00:03:16.720]  見到兩個人像跪在這裏
[00:03:16.720 --> 00:03:18.040]  彼此互相擁抱
[00:03:18.040 --> 00:03:19.840]  可想到
[00:03:20.720 --> 00:03:24.000]  國與國之間戰爭的仇恨傷害了對方
[00:03:24.000 --> 00:03:27.040]  但是大家願意一起去饒恕
[00:03:27.040 --> 00:03:28.800]  彼此尋求復和
[00:03:28.800 --> 00:03:31.480]  但是我覺得我需要加上右邊的這幅圖
[00:03:31.480 --> 00:03:33.240]  就是耶穌基督十字架
[00:03:33.240 --> 00:03:36.400]  沒有主耶穌基督的犧牲
[00:03:36.400 --> 00:03:39.320]  在這個世界不會有真正的饒恕
[00:03:39.320 --> 00:03:44.160]  真誠群體
[00:03:44.160 --> 00:03:46.840]  使人得見的教會就是真誠的群體
[00:03:46.840 --> 00:03:48.520]  在這一整年裏面
[00:03:48.520 --> 00:03:51.720]  我不可以重複右邊的港道系列
[00:03:51.720 --> 00:03:52.960]  只是想讓大家知道
[00:03:52.960 --> 00:03:55.760]  我們用了差不多一年的時間
[00:03:55.760 --> 00:03:57.880]  去思想真誠的群體
[00:03:57.880 --> 00:04:00.400]  我們提及過我們要合一
[00:04:00.400 --> 00:04:03.120]  聆聽 信任 欣賞和謙卑
[00:04:03.120 --> 00:04:04.560]  在上一個月
[00:04:04.560 --> 00:04:07.480]  我提到我們要成為一個彼此認罪
[00:04:07.480 --> 00:04:09.080]  互相代求的群體
[00:04:09.080 --> 00:04:13.160]  認罪就是一個在神面前謙卑的禱告
[00:04:13.160 --> 00:04:16.840]  真誠的群體就是一個謙卑的實踐
[00:04:17.120 --> 00:04:20.440]  彼此認罪 互相提醒 鼓勵和守望
[00:04:20.440 --> 00:04:22.360]  互相代求的就是
[00:04:22.360 --> 00:04:24.160]  我們能夠同甘共苦
[00:04:24.160 --> 00:04:25.760]  為患病的代禱
[00:04:25.760 --> 00:04:28.720]  為迷失在真理離開了的
[00:04:28.720 --> 00:04:31.040]  禱告求主 尋回他們
[00:04:31.040 --> 00:04:33.760]  今天當我再講「饒恕」
[00:04:33.760 --> 00:04:37.320]  「饒恕」就是一個終極的真誠群體的實踐
[00:04:37.320 --> 00:04:38.960]  在人與人之間
[00:04:38.960 --> 00:04:41.040]  其實沒有人可以倖免
[00:04:41.040 --> 00:04:42.560]  不會受到身邊的人
[00:04:42.560 --> 00:04:45.080]  因為犯罪而受傷害
[00:04:45.080 --> 00:04:46.960]  甚至乎最親密的夫婦
[00:04:47.400 --> 00:04:52.040]  都可能因為對方的罪而傷害了自己
[00:04:52.040 --> 00:04:58.000]  這個傷害影響著自己個人的生命的成長
[00:04:58.000 --> 00:05:00.400]  影響了她與其他人的關係
[00:05:00.400 --> 00:05:03.880]  也影響了與神的關係
[00:05:03.880 --> 00:05:09.840]  我們反思剛才麗莎的故事
[00:05:09.840 --> 00:05:14.920]  她的父母和禱告團隊的行為
[00:05:16.080 --> 00:05:18.440]  傷害了麗莎二次、三次
[00:05:18.440 --> 00:05:21.120]  回到耶穌基督的教導
[00:05:21.120 --> 00:05:23.320]  耶穌教導我們「饒恕」的功課是怎樣的?
[00:05:23.320 --> 00:05:25.360]  「若你的弟兄得罪你
[00:05:25.360 --> 00:05:26.760]  就要勸戒他
[00:05:26.760 --> 00:05:29.280]  他若懊悔就饒恕他」
