
[00:00:00.000 --> 00:00:10.200]  此錄音或錄影的版權是屬於基督教宣導會北角堂所有
[00:00:10.200 --> 00:00:14.400]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.400 --> 00:00:18.400]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:18.400 --> 00:00:24.400]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:24.400 --> 00:00:28.900]  甚願好像《仕途行傳》二十章三十二節下所說
[00:00:28.900 --> 00:00:34.900]  「這道能建立你們,叫你們和一切承聖的人同得肌焉」
[00:00:34.900 --> 00:00:44.900]  《創世紀》以對稱的數字強調了阿伯蘭是作為被神揀選的人物
[00:00:44.900 --> 00:00:46.900]  以及他的重要性
[00:00:46.900 --> 00:00:50.900]  從亞當到羅亞是十代
[00:00:50.900 --> 00:00:56.900]  從羅亞到阿伯蘭,或者後來改名做阿伯拉罕,又是十代
[00:00:56.900 --> 00:00:58.900]  很顯然像羅亞一樣
[00:00:58.900 --> 00:01:05.900]  阿伯蘭都收到這個從起初給亞當生養眾多凡顯後代的祝福
[00:01:05.900 --> 00:01:08.900]  在羅亞的時候這個再肯定
[00:01:08.900 --> 00:01:13.900]  而阿伯蘭應該是延續了這一方面的應許
[00:01:13.900 --> 00:01:17.900]  而神對阿伯蘭的呼召或者他的呼召的歷程
[00:01:17.900 --> 00:01:22.900]  神跟著跟他立約的過程或者所立的約是特別的
[00:01:22.900 --> 00:01:24.900]  是不可以重複的
[00:01:24.900 --> 00:01:27.900]  不過他所領受的過程
[00:01:27.900 --> 00:01:31.900]  他所走過的人生路和上帝對話的片段
[00:01:31.900 --> 00:01:35.900]  他是每一個我們都走在神心意道路上的人可以去學習
[00:01:35.900 --> 00:01:38.900]  可以從中得著智慧的教導
[00:01:38.900 --> 00:01:41.900]  所以我們都將這段時間先交託給主
[00:01:41.900 --> 00:01:46.900]  父神,求你讓我們明白你聖經的話語
[00:01:46.900 --> 00:01:51.900]  你和阿伯拉罕的對話
[00:01:51.900 --> 00:01:56.900]  你怎樣可以幫助我們明白我們選擇走怎樣前面的人生路
[00:01:56.900 --> 00:01:58.900]  求主指教我們
[00:01:58.900 --> 00:02:01.900]  多謝你,我們祈禱是奉主耶穌基督得勝名子祈求
[00:02:01.900 --> 00:02:03.900]  阿們
[00:02:03.900 --> 00:02:05.900]  猶太的傳統列出
[00:02:05.900 --> 00:02:08.900]  阿伯蘭面對十個難關
[00:02:08.900 --> 00:02:13.900]  這個也呼應著剛才十代十代的記載
