
[00:00:00.000 --> 00:00:04.480]  今天的題目是「顛覆生命的服侍」
[00:00:04.480 --> 00:00:06.680]  跟我們在家崇拜的題目是一樣的
[00:00:06.680 --> 00:00:11.400]  是路加福音十章二十五至四十二節
[00:00:11.400 --> 00:00:13.840]  不過說到顛覆
[00:00:13.840 --> 00:00:16.440]  很多時候人一想到顛覆
[00:00:16.440 --> 00:00:19.960]  就會想起一些很動盪的情況
[00:00:19.960 --> 00:00:23.520]  甚至帶有一些負面的情緒
[00:00:23.520 --> 00:00:26.840]  不過顛覆的意思是不是真的這麼狹窄呢?
[00:00:26.840 --> 00:00:32.000]  是的 的確 顛覆常常都有一些強烈否定
[00:00:32.000 --> 00:00:34.000]  或者推翻的意味
[00:00:34.000 --> 00:00:37.640]  對現況可能帶來一些徹底的改變
[00:00:37.640 --> 00:00:40.440]  或者根本性的突破
[00:00:40.440 --> 00:00:44.040]  不過顛覆是不是一定是負面的呢?
[00:00:44.040 --> 00:00:46.880]  其實原來顛覆性的東西
[00:00:46.880 --> 00:00:50.640]  跟我們日常的生活可以息息相關的
[00:00:50.640 --> 00:00:54.560]  而顛覆帶來的突破和創新
[00:00:54.560 --> 00:01:00.360]  常常都將人類的生活不斷帶去新的領域
[00:01:00.360 --> 00:01:03.400]  我在網上找了幾個項目
[00:01:03.400 --> 00:01:04.920]  我覺得真的
[00:01:04.920 --> 00:01:08.120]  這些項目將我們帶入二十一世紀
[00:01:08.120 --> 00:01:10.360]  全新的生活模式
[00:01:10.360 --> 00:01:12.720]  不知道你又認不認同呢?
[00:01:12.720 --> 00:01:14.680]  先看一下好不好?
[00:01:14.680 --> 00:01:19.800]  免費的維基百科有沒有用過?
[00:01:19.800 --> 00:01:22.200]  你知不知道它顛覆了什麼?
[00:01:22.200 --> 00:01:26.040]  以前有一套叫做大英百科傳書
[00:01:26.040 --> 00:01:28.040]  很有權威性的
[00:01:28.040 --> 00:01:30.040]  很貴重的
[00:01:30.040 --> 00:01:34.320]  現在似乎都開始忘記了它了
[00:01:34.320 --> 00:01:40.680]  免費的維基百科為什麼不用?
[00:01:40.680 --> 00:01:42.680]  知不知道Amazon
[00:01:42.680 --> 00:01:44.200]  亞馬遜
[00:01:44.200 --> 00:01:47.320]  亞馬遜的出現基本上就顛覆了
[00:01:47.320 --> 00:01:51.400]  這個零售的規則
[00:01:51.400 --> 00:01:53.960]  你們現在有沒有用淘寶?
[00:01:53.960 --> 00:01:55.760]  有沒有用拼多多?
[00:01:55.760 --> 00:01:57.560]  其實你們都離不開
[00:01:57.560 --> 00:02:01.240]  其實亞馬遜顛覆了的一些零售的規則
[00:02:01.240 --> 00:02:05.840]  已經翻轉了以前的零售行業
[00:02:05.840 --> 00:02:09.520]  還有多少人是看紙張報紙的?
[00:02:09.520 --> 00:02:11.200]  我想問這裡
[00:02:11.200 --> 00:02:13.120]  四堂都沒有人舉手
[00:02:13.120 --> 00:02:15.760]  雖然這個星期少一點人回來
[00:02:15.760 --> 00:02:17.000]  當然了
[00:02:17.000 --> 00:02:20.240]  數字新聞、數碼新聞
[00:02:20.240 --> 00:02:22.240]  所有這些數碼平台
[00:02:22.240 --> 00:02:25.600]  已經變成了我們生活很重要的一部份
[00:02:25.600 --> 00:02:29.000]  這個的確是一個很顛覆性的改變
[00:02:29.000 --> 00:02:33.800]  又有多少人是用智能手機的請問?
[00:02:33.800 --> 00:02:35.640]  舉手來看看行不行
[00:02:35.640 --> 00:02:38.200]  通常我問多少人用智能手機
[00:02:38.200 --> 00:02:40.400]  那些人就舉手了
[00:02:40.400 --> 00:02:43.080]  蘋果智能手機的出現
[00:02:43.080 --> 00:02:46.200]  就顛覆了手機的行業
[00:02:46.200 --> 00:02:48.400]  手機再不是打出打入的
[00:02:48.400 --> 00:02:50.960]  我現在常常都說我寧願不見了錢包
[00:02:50.960 --> 00:02:53.000]  不要叫我不見了手機
[00:02:53.000 --> 00:02:53.800]  是不是?
[00:02:53.800 --> 00:02:56.360]  很煩的不見了手機
[00:02:56.360 --> 00:03:00.280]  原來Uber都很厲害的
[00:03:00.280 --> 00:03:02.960]  它已經在九百多個城市
[00:03:02.960 --> 00:03:05.840]  是有這個服務的
[00:03:05.840 --> 00:03:09.760]  你知不知道它顛覆哪個行業最重要?
[00:03:09.760 --> 00:03:12.040]  當然是的士了
[00:03:12.040 --> 00:03:14.360]  的士行業真的被它影響得
[00:03:14.360 --> 00:03:16.520]  嘩!翻天覆地
[00:03:16.520 --> 00:03:21.320]  誒!這裡有沒有人做銀行的?
[00:03:21.320 --> 00:03:23.040]  傳統的銀行業
[00:03:23.040 --> 00:03:24.960]  當金融科技的出現
[00:03:24.960 --> 00:03:28.240]  不就一樣接受了一個巨大的挑戰
[00:03:28.240 --> 00:03:29.680]  原來我們真的離不開
[00:03:29.680 --> 00:03:33.440]  所有顛覆性的創新和突破
[00:03:33.440 --> 00:03:37.320]  當然又怎會少得這一樣呢
[00:03:37.320 --> 00:03:39.440]  人工智能
[00:03:39.440 --> 00:03:41.440]  嘩!我想影響很多行業
[00:03:41.440 --> 00:03:42.760]  很多行業都在想
[00:03:42.760 --> 00:03:46.440]  會不會取代了我自己的工作呢?
[00:03:46.440 --> 00:03:49.480]  遼天機械人有沒有用過?
[00:03:49.480 --> 00:03:52.160]  我經常都會問一下他
[00:03:52.160 --> 00:03:53.520]  嘩!很方便
[00:03:53.520 --> 00:03:54.360]  你打一句下去
[00:03:54.360 --> 00:03:57.000]  他很快就出了你的答案
[00:03:57.000 --> 00:03:59.880]  基本上哪裏來源他都告訴你
[00:03:59.880 --> 00:04:02.440]  嘩!一個很龐大的資料庫
[00:04:02.440 --> 00:04:04.000]  原來的而且確
[00:04:04.000 --> 00:04:06.440]  很多我們日常接觸到的東西
[00:04:06.440 --> 00:04:10.080]  確實顛覆了我們的生活
[00:04:10.080 --> 00:04:13.360]  不過這些全部都是世界性的層面
[00:04:13.360 --> 00:04:14.600]  我在想
[00:04:14.600 --> 00:04:16.720]  香港有個現象
[00:04:16.720 --> 00:04:18.440]  我真的覺得頗顛覆的
[00:04:18.440 --> 00:04:21.040]  我不知道你們覺得顛不顛覆
[00:04:21.040 --> 00:04:25.160]  我覺得這個相當顛覆性
[00:04:25.160 --> 00:04:27.880]  顛覆了香港的文化的叫做
[00:04:27.880 --> 00:04:30.800]  暴動章
[00:04:30.800 --> 00:04:32.800]  我不知道你們覺得怎樣
[00:04:32.800 --> 00:04:36.200]  香港的市民現在遇到一些不公平的事情
[00:04:36.200 --> 00:04:37.920]  解決不了的問題
[00:04:37.920 --> 00:04:41.240]  覺得什麼政府部門都幫不了他
[00:04:41.240 --> 00:04:44.920]  第一樣他想到的就是暴動章
[00:04:44.920 --> 00:04:46.480]  一個多月前
[00:04:46.480 --> 00:04:49.960]  我看到東張西望有個新聞
[00:04:49.960 --> 00:04:52.040]  那個新聞都頗奇怪
[00:04:52.040 --> 00:04:54.080]  不過都頗噁心的
[00:04:54.080 --> 00:04:58.520]  他說有個叫做夜香姐的新聞
[00:04:58.520 --> 00:05:05.200]  就是夜香姐每一天都將糞便從她的窗裏倒進天井
[00:05:05.200 --> 00:05:06.960]  她不是住低層的
[00:05:06.960 --> 00:05:08.760]  她都住中層的
[00:05:08.760 --> 00:05:11.400]  你想一下住在下面的那些怎麼辦
[00:05:11.400 --> 00:05:15.880]  那個單位的居民多受影響
[00:05:15.880 --> 00:05:17.360]  報了警
[00:05:17.360 --> 00:05:18.800]  原來幫不了她
[00:05:18.800 --> 00:05:20.440]  這樣才慘
[00:05:20.440 --> 00:05:24.400]  於是業主立案法團就開業主大會
[00:05:24.400 --> 00:05:29.120]  我就經常代表教會去開業主委員會的會議
[00:05:29.120 --> 00:05:31.960]  剛好我那天就看到他們開會
[00:05:31.960 --> 00:05:32.920]  看新聞
[00:05:32.920 --> 00:05:35.320]  於是我就繼續在那裏看
[00:05:35.320 --> 00:05:37.920]  這麼有趣的這班業主
[00:05:37.920 --> 00:05:41.320]  他們就說是要採取法律行動
[00:05:41.320 --> 00:05:43.520]  不過採取法律行動之前
[00:05:43.520 --> 00:05:47.240]  第一樣一定要做的就是暴動章
[00:05:47.240 --> 00:05:54.440]  我真是覺得這個顛覆性真是頗厲害
[00:05:54.440 --> 00:05:58.640]  因為他們覺得這個電視節目變成了香港人認為
[00:05:58.640 --> 00:06:00.200]  可以為他們出頭
[00:06:00.200 --> 00:06:01.920]  可以伸張正義
[00:06:01.920 --> 00:06:04.520]  並且會收到果效的
[00:06:04.520 --> 00:06:06.960]  如果不是他們怎會這樣做呢
[00:06:06.960 --> 00:06:10.120]  實際上這個文化在香港來說
[00:06:10.120 --> 00:06:12.280]  我真是覺得頗顛覆的
[00:06:12.280 --> 00:06:16.400]  今天的題目叫做「顛覆生命的服事」
[00:06:16.400 --> 00:06:23.280]  我嘗試和大家在路加福音10章25至42節
[00:06:23.280 --> 00:06:25.080]  學一些功課
[00:06:25.080 --> 00:06:27.440]  看看顛覆性的服事
[00:06:27.440 --> 00:06:32.080]  為我們帶來一個甚麼不一樣的生命
[00:06:32.080 --> 00:06:34.920]  那個結局又有多顛覆呢
[00:06:34.920 --> 00:06:36.520]  你們準備好了沒有
[00:06:36.520 --> 00:06:38.520]  我們學幾個功課好呀
[00:06:38.520 --> 00:06:41.680]  三個Carina已經舉起三隻手指
[00:06:41.680 --> 00:06:43.840]  第一個功課我們學習的
[00:06:43.840 --> 00:06:47.600]  怎樣才可以得到永生的約時呢
[00:06:47.600 --> 00:06:49.560]  不如我們一起讀這幾節聖經好嗎
[00:06:49.560 --> 00:06:50.840]  1 2 3
[00:06:50.840 --> 00:06:54.560]  律法師起來試探耶穌
[00:06:54.560 --> 00:07:00.000]  說夫子我該…
[00:07:00.000 --> 00:07:01.680]  耶穌對他說
[00:07:01.680 --> 00:07:06.600]  律法上寫的是甚麼理念的是甚麼樣呢
[00:07:06.600 --> 00:07:08.040]  他回答說
[00:07:08.040 --> 00:07:13.360]  你要盡心盡性盡力盡義愛主你的神
[00:07:13.360 --> 00:07:16.920]  又要愛倫社如同自己
[00:07:16.920 --> 00:07:18.720]  麻煩大家讀完這句
[00:07:18.720 --> 00:07:21.880]  耶穌說你回答的是
[00:07:21.880 --> 00:07:26.720]  你這樣行就必得永生
[00:07:26.720 --> 00:07:32.760]  耶穌說你這樣做就必得永生
[00:07:32.760 --> 00:07:35.280]  先看看律法師是甚麼人
[00:07:35.280 --> 00:07:37.680]  因為律法師去挑戰耶穌
[00:07:37.680 --> 00:07:41.880]  律法師就是很熟悉摩西律法的文士
[00:07:41.880 --> 00:07:46.200]  他們負責詮釋猶太律法
[00:07:46.200 --> 00:07:48.800]  是摩西律法的權威
[00:07:48.800 --> 00:07:55.480]  在當時來說都是頗有權有勢的領袖
[00:07:55.480 --> 00:07:59.320]  不過耶穌在第十一章下一章就罵他們
[00:07:59.320 --> 00:08:01.920]  你們只是強迫百姓
[00:08:01.920 --> 00:08:05.360]  去遵守一些你自己解釋的律法
[00:08:05.360 --> 00:08:08.480]  不過你自己和你的祖先一樣
[00:08:08.480 --> 00:08:13.080]  完全是抗拒先知所傳來的訊息
[00:08:13.080 --> 00:08:15.920]  看看第十一章那幾節聖經怎麼說
[00:08:15.920 --> 00:08:17.880]  我們都一起讀
[00:08:17.880 --> 00:08:22.120]  耶穌說你們律法師也有和了
[00:08:22.120 --> 00:08:26.840]  因為你們把藍丹的丹指放在人身上
[00:08:26.840 --> 00:08:29.920]  自己一個指頭卻不肯動
[00:08:29.920 --> 00:08:31.560]  你們有和了
[00:08:31.560 --> 00:08:34.560]  因為你們修造先知的墳墓
[00:08:34.560 --> 00:08:38.280]  那先知正是你們祖宗所殺的
[00:08:38.280 --> 00:08:41.160]  可見你們祖宗所做的事
[00:08:41.160 --> 00:08:43.760]  你們又正名又喜歡
[00:08:43.760 --> 00:08:46.000]  因為他們殺了先知
[00:08:46.000 --> 00:08:48.960]  你們修造先知的墳墓
[00:08:48.960 --> 00:08:52.720]  所以很明顯這班律法師和祂祖先一樣
[00:08:52.720 --> 00:08:56.800]  是抗拒先知所傳來的訊息
[00:08:56.800 --> 00:09:00.560]  所以律法師去挑戰耶穌試探耶穌
[00:09:00.560 --> 00:09:07.560]  其實他同樣代表他抗拒神差利的使者
[00:09:07.560 --> 00:09:11.360]  律法師問耶穌怎樣可以承受永生
[00:09:11.360 --> 00:09:14.200]  耶穌就用一個反問的問題
[00:09:14.200 --> 00:09:16.760]  逼律法師自己說出答案
[00:09:16.760 --> 00:09:21.440]  你要盡心盡性盡力盡意愛主祢的神
[00:09:21.440 --> 00:09:25.560]  又要愛鄰舍如同自己
[00:09:25.560 --> 00:09:31.280]  這個的而且確是得著永生的約事
[00:09:31.280 --> 00:09:36.400]  不過這個就是我們所熟悉的大解明
[00:09:36.400 --> 00:09:40.880]  在上半部分其實是來自《新命紀》六章五節
[00:09:40.880 --> 00:09:45.240]  你要盡心盡性盡力愛主祢的神
[00:09:45.240 --> 00:09:49.880]  而下半部分就是來自《利未記》十九章十八節
[00:09:49.880 --> 00:09:51.720]  我們一起讀一下好不好
[00:09:51.720 --> 00:09:53.480]  不可報仇
[00:09:53.480 --> 00:09:57.120]  也不可埋怨你本國的子民
[00:09:57.120 --> 00:09:59.560]  卻要愛人如己
[00:09:59.560 --> 00:10:02.440]  我是耶和華
[00:10:02.440 --> 00:10:04.720]  是啊 律法師自己懂的
[00:10:04.720 --> 00:10:07.400]  他已經說了出來
[00:10:07.400 --> 00:10:11.440]  這個就是承受永生的約事
[00:10:11.440 --> 00:10:16.440]  不過只是頭腦上知而不走出來是不夠的
[00:10:16.440 --> 00:10:24.000]  要真正活出來才是真正的永生
[00:10:24.000 --> 00:10:31.000]  耶穌說:你這約行就必得永生
[00:10:31.000 --> 00:10:35.600]  其實這兩條解明是叫我們要盡想
[00:10:35.600 --> 00:10:38.040]  盡想上帝所吩咐的
[00:10:38.040 --> 00:10:41.440]  全心全意全人地愛神
[00:10:41.440 --> 00:10:44.840]  又要愛別人如同自己
[00:10:44.840 --> 00:10:50.080]  我想說如果你不是真正確信這個永生是真的
[00:10:50.080 --> 00:10:52.680]  如果你不是真正信這個上帝
[00:10:52.680 --> 00:10:56.400]  你不是真正愛這個上帝
[00:10:56.400 --> 00:11:03.040]  你猜你會不會這樣忠心忠行祂的吩咐呢?
[00:11:03.040 --> 00:11:05.440]  可能都未必吧
[00:11:05.440 --> 00:11:09.440]  但是如果你確信一樣東西是很重要
[00:11:09.440 --> 00:11:10.680]  很正的
[00:11:10.680 --> 00:11:12.200]  一定要得到它
[00:11:12.200 --> 00:11:14.360]  甚至認為你身邊的人
[00:11:14.360 --> 00:11:16.520]  人人都應該得到它
[00:11:16.520 --> 00:11:19.560]  你猜你可以去到多盡呢?
[00:11:19.560 --> 00:11:24.680]  我想告訴大家一個秘密
[00:11:24.680 --> 00:11:28.880]  大家都知道陳牧師很喜歡吃榴槤
[00:11:28.880 --> 00:11:31.360]  吃榴槤當然不是秘密
[00:11:31.360 --> 00:11:32.960]  飯可以不吃
[00:11:32.960 --> 00:11:36.120]  但榴槤就不可以不吃
[00:11:36.120 --> 00:11:40.800]  不過他不單他自己很喜歡吃榴槤
[00:11:40.800 --> 00:11:44.160]  他還很想他身邊的人很喜歡吃榴槤
[00:11:44.160 --> 00:11:46.880]  加入這個榴槤幫
[00:11:46.880 --> 00:11:51.040]  他就很想他身邊一個死硬派的童工
[00:11:51.040 --> 00:11:53.960]  知道這個榴槤有多好吃
[00:11:53.960 --> 00:11:57.800]  你猜這個死硬派的童工是誰呢?
[00:11:57.800 --> 00:12:00.800]  是Karina你囉
[00:12:00.800 --> 00:12:03.040]  這個的確是我
[00:12:03.040 --> 00:12:05.480]  你猜他可以去到多盡呢?
[00:12:05.480 --> 00:12:07.400]  他餵著我要吃榴槤
[00:12:07.400 --> 00:12:10.080]  N年前不是現在
[00:12:10.080 --> 00:12:15.320]  N年前他餵著我要吃到這個榴槤有多好吃
[00:12:15.320 --> 00:12:20.280]  他竟然說我出三千元給你吃一口
[00:12:20.280 --> 00:12:23.760]  去到出五千元給我吃一口
[00:12:23.760 --> 00:12:25.400]  嘩
[00:12:25.400 --> 00:12:27.600]  都很盡
[00:12:27.600 --> 00:12:29.320]  你猜他有沒有吃?
[00:12:29.320 --> 00:12:31.880]  嘩 你們真是認識我
[00:12:31.880 --> 00:12:34.720]  我真的沒有吃
[00:12:34.720 --> 00:12:38.720]  我不為五斗米而折腰
[00:12:38.720 --> 00:12:40.600]  不過我想你們看一下
[00:12:40.600 --> 00:12:47.800]  究竟榴槤在陳牧師心裏面的地位有多重要
[00:12:47.800 --> 00:12:54.200]  他真的覺得榴槤是上帝創造的食物裏面最好吃的
[00:12:54.200 --> 00:12:55.800]  所以他覺得
[00:12:55.800 --> 00:12:59.360]  任何人都應該欣賞這個榴槤
[00:12:59.360 --> 00:13:02.880]  這些很明顯Karina是吃榴槤的人
[00:13:02.880 --> 00:13:05.480]  你吃了就覺得你很白痴
[00:13:05.480 --> 00:13:06.680]  這樣都不吃
[00:13:06.680 --> 00:13:09.520]  但是跟我一樣不吃的那些就會覺得
[00:13:09.520 --> 00:13:12.200]  我昨天都坐了一排在前面說
[00:13:12.200 --> 00:13:14.200]  對呀對呀
[00:13:14.200 --> 00:13:17.240]  所以我真的覺得很厲害
[00:13:17.240 --> 00:13:20.920]  原來陳牧師可以為榴槤去到這麼盡
[00:13:20.920 --> 00:13:25.840]  不過如果他覺得榴槤都這麼重要
[00:13:25.840 --> 00:13:27.920]  你想一下我們牧師陳牧師
[00:13:27.920 --> 00:13:30.480]  他對神 對人
[00:13:30.480 --> 00:13:34.680]  他可以去到多盡
[00:13:34.680 --> 00:13:36.720]  我想你們自己想一下
[00:13:36.720 --> 00:13:40.160]  你又會為什麼人 什麼事
[00:13:40.160 --> 00:13:42.360]  你去盡力幫他呢
[00:13:42.360 --> 00:13:45.760]  又或者去盡力完成
[00:13:45.760 --> 00:13:50.640]  盡力得到什麼呢
[00:13:50.640 --> 00:13:53.320]  如果你確信上帝愛你
[00:13:53.320 --> 00:13:56.840]  又確信他賜下了永生的應許
[00:13:56.840 --> 00:14:00.040]  我們可以從必死的身體
[00:14:00.040 --> 00:14:02.360]  進入永恆的生命
[00:14:02.360 --> 00:14:04.960]  你就會竭力去行出
[00:14:04.960 --> 00:14:07.720]  上帝所吩咐的大誡命
[00:14:07.720 --> 00:14:13.160]  得著一個不一樣的人生
[00:14:13.160 --> 00:14:17.440]  你信不信這個上帝的應許
[00:14:17.440 --> 00:14:21.800]  信的話 我們就一起竭力行出這個大誡命
[00:14:21.800 --> 00:14:23.400]  Amen
[00:14:23.400 --> 00:14:26.760]  聖經沒有停在這裡
[00:14:26.760 --> 00:14:30.480]  《路加福音》繼續下去教我們
[00:14:30.480 --> 00:14:33.160]  既然我們得著這個永生的約時
[00:14:33.160 --> 00:14:35.560]  那我怎樣走出來才可以
[00:14:35.560 --> 00:14:39.000]  我怎樣盡力去愛神愛人
[00:14:39.000 --> 00:14:41.360]  所以第二點跟大家分享的是
[00:14:41.360 --> 00:14:44.880]  愛人如己走出安書區
