
[00:00:00.000 --> 00:00:03.980]  今天這段經文是《路加分》第十四章一至十四節
[00:00:03.980 --> 00:00:06.380]  經文如果大家有聽到讀的時候
[00:00:06.380 --> 00:00:08.800]  你會看到讀了後面
[00:00:08.800 --> 00:00:10.320]  特別是第七節之後
[00:00:10.320 --> 00:00:13.060]  就記載了兩個不同的比喻
[00:00:13.060 --> 00:00:15.520]  都是講吃飯的
[00:00:15.520 --> 00:00:20.400]  我就給一個題目叫做「復活」和「吃飯」
[00:00:20.400 --> 00:00:25.160]  究竟兩者有什麼關係呢?
[00:00:25.160 --> 00:00:27.800]  吃飯這回事
[00:00:27.800 --> 00:00:29.380]  本來我們每天都吃飯
[00:00:29.380 --> 00:00:31.660]  每天都吃兩三餐
[00:00:31.660 --> 00:00:33.520]  沒什麼特別的一回事
[00:00:33.520 --> 00:00:35.300]  不過我會提醒大家
[00:00:35.300 --> 00:00:37.700]  吃飯都要小心去吃
[00:00:37.700 --> 00:00:41.800]  吃飯是一回藝術
[00:00:41.800 --> 00:00:43.320]  為什麼呢?
[00:00:43.320 --> 00:00:51.440]  最近中文大學政治和行政學系講師蔡子強博士
[00:00:51.440 --> 00:00:52.940]  寫了一本書
[00:00:52.940 --> 00:00:58.800]  這本書叫做《大人們的餐桌》
[00:00:58.800 --> 00:01:03.060]  這本書是由台灣出版社出版
[00:01:03.060 --> 00:01:05.600]  所以我暫時還沒買到
[00:01:05.600 --> 00:01:09.740]  不過蔡博士就在自己的網頁或者微博裡面
[00:01:09.740 --> 00:01:16.340]  介紹一下他自己這本書究竟寫了什麼呢?
[00:01:16.340 --> 00:01:20.740]  蔡博士說對政治家來說
[00:01:20.740 --> 00:01:26.340]  餐桌之上蘊含著一套豐富的學問
[00:01:26.340 --> 00:01:28.900]  可以是觀人於微
[00:01:28.900 --> 00:01:33.260]  也可以傳遞含蓄的政治信息
[00:01:33.260 --> 00:01:36.740]  可以窺看社會的變遷
[00:01:36.740 --> 00:01:41.020]  甚至可以將食物融於自覺的方略
[00:01:41.020 --> 00:01:44.420]  政治的論述當中
[00:01:44.420 --> 00:01:46.560]  他就舉了一些例子
[00:01:46.560 --> 00:01:48.260]  第一個例子就是
[00:01:48.260 --> 00:01:50.340]  人如其食
[00:01:50.340 --> 00:01:53.260]  英文就是You are what you eat
[00:01:53.260 --> 00:01:54.540]  就是你吃什麼呢?
[00:01:54.540 --> 00:01:59.180]  就是反映出你是一個怎樣的人
[00:01:59.180 --> 00:02:01.540]  他引用了一些人
[00:02:01.540 --> 00:02:06.620]  譬如他引用了印度的聖雄甘地
[00:02:06.620 --> 00:02:08.820]  大家知道甘地是一個怎樣的人
[00:02:08.820 --> 00:02:13.140]  他提倡一個非暴力的抗爭的人
[00:02:13.140 --> 00:02:18.820]  也可以說是一個很嚴格的素食者
[00:02:18.820 --> 00:02:21.180]  甘地你看到他
[00:02:21.180 --> 00:02:22.420]  瘦瘦瘦瘦的
[00:02:22.420 --> 00:02:24.020]  很明顯他吃的東西不多
[00:02:24.020 --> 00:02:26.220]  也很簡單
[00:02:26.220 --> 00:02:27.220]  另外一個人
[00:02:27.220 --> 00:02:30.220]  英國的前首相邱吉爾
[00:02:30.220 --> 00:02:34.420]  可以說是一個長袖善舞的政治和外交家
[00:02:34.420 --> 00:02:37.100]  所以他的飯桌上通常都是怎樣呢?
[00:02:37.100 --> 00:02:38.740]  多姿多彩
[00:02:38.740 --> 00:02:41.340]  就是人如其食
[00:02:41.340 --> 00:02:42.980]  他又說
[00:02:42.980 --> 00:02:47.500]  另外就是人如其吃相
[00:02:47.500 --> 00:02:49.500]  就是You are how you eat
[00:02:49.500 --> 00:02:51.300]  人的食相是怎樣呢?
[00:02:51.300 --> 00:02:53.020]  也有關係的
[00:02:53.020 --> 00:02:55.020]  不知道大家有沒有想過
[00:02:55.020 --> 00:02:57.020]  如果你是外母
[00:02:57.020 --> 00:02:59.020]  去相女婿的時候是怎樣呢?
[00:02:59.020 --> 00:03:01.020]  最重要是怎樣呢?
[00:03:01.020 --> 00:03:03.020]  看他的食相是怎樣
[00:03:03.020 --> 00:03:04.420]  有些廣告就不是
[00:03:04.420 --> 00:03:07.420]  看他有沒有鮑魚魚鼻
[00:03:07.420 --> 00:03:09.820]  但其實你看他怎樣吃
[00:03:09.820 --> 00:03:11.820]  吃的時候
[00:03:11.820 --> 00:03:13.020]  有些是很大聲的
[00:03:13.020 --> 00:03:14.620]  吱吱聲地吃
[00:03:14.620 --> 00:03:16.020]  有些是怎樣呢?
[00:03:16.020 --> 00:03:17.420]  很小聲的
[00:03:17.420 --> 00:03:19.420]  你看他怎樣吃
[00:03:19.420 --> 00:03:23.420]  都知道這個人是怎樣
[00:03:23.420 --> 00:03:25.820]  不過當然蔡博士所寫的
[00:03:25.820 --> 00:03:29.220]  就是飯桌上的政治
[00:03:29.220 --> 00:03:31.220]  一個國家的元首
[00:03:31.220 --> 00:03:33.820]  怎樣來安排那一餐吃呢?
[00:03:33.820 --> 00:03:35.220]  有政治的意味
[00:03:35.220 --> 00:03:41.020]  特別是招待一些外國元首來的時候
[00:03:41.020 --> 00:03:43.820]  都有股講的
[00:03:43.820 --> 00:03:47.220]  甚至乎譬如奧巴馬請人吃什麼?
[00:03:47.220 --> 00:03:50.220]  吃香腸啊、喝啤酒啊
[00:03:50.220 --> 00:03:54.620]  他有表達一些訊息的
[00:03:54.620 --> 00:03:58.620]  所以每一個安排都是非常重要
[00:03:58.620 --> 00:04:00.020]  很小心的
[00:04:00.020 --> 00:04:03.020]  當然坐的位置更加小心
[00:04:03.020 --> 00:04:04.420]  不過我不是介紹過這本書
[00:04:04.420 --> 00:04:05.420]  也不是講政治
[00:04:05.420 --> 00:04:07.220]  所以我講到這裡就夠了
[00:04:07.220 --> 00:04:09.420]  我講回今天要講的
[00:04:09.420 --> 00:04:11.420]  是所講的
[00:04:11.420 --> 00:04:13.620]  這本是《經文》
[00:04:13.620 --> 00:04:17.220]  《路加福音》第十四章
[00:04:17.220 --> 00:04:20.620]  吃其實不是一件很簡單的一回事
[00:04:20.620 --> 00:04:23.620]  《路加福音》第十四章當中
[00:04:23.620 --> 00:04:28.620]  講到兩段筵席的比喻
[00:04:28.620 --> 00:04:31.820]  也將筵席的比喻
[00:04:31.820 --> 00:04:33.220]  吃的比喻
[00:04:33.220 --> 00:04:37.020]  跟復活這件事連上來
[00:04:37.020 --> 00:04:38.220]  所以不是我作的
[00:04:38.220 --> 00:04:40.220]  所以特別在第十四節
[00:04:40.220 --> 00:04:41.220]  他這麼說
[00:04:41.220 --> 00:04:44.420]  我這裡讀是因為我是用和學本修訂本的
[00:04:44.420 --> 00:04:45.820]  所以有點不同
[00:04:45.820 --> 00:04:48.020]  他說你有福了
[00:04:48.020 --> 00:04:51.420]  因為他沒有任何可以報答你
[00:04:51.420 --> 00:04:53.420]  到二人復活的時候
[00:04:53.420 --> 00:04:55.820]  你就能夠得到報答
[00:04:55.820 --> 00:04:57.020]  最後一節的《經文》
[00:04:57.020 --> 00:04:59.020]  講完兩個比喻之後
[00:04:59.020 --> 00:05:00.820]  沒有東西可以報答你的
[00:05:00.820 --> 00:05:02.220]  但是將來
[00:05:02.220 --> 00:05:03.620]  當你復活的時候
[00:05:03.620 --> 00:05:06.620]  就可以有東西報答你了
[00:05:06.620 --> 00:05:08.220]  就是說兩個比喻
[00:05:08.220 --> 00:05:12.820]  跟復活也有一些關係
[00:05:12.820 --> 00:05:15.020]  究竟是什麼關係呢?
[00:05:15.020 --> 00:05:17.020]  復活
[00:05:17.020 --> 00:05:19.020]  我想我們做基督徒
[00:05:19.020 --> 00:05:20.420]  我們都相信什麼?
[00:05:20.420 --> 00:05:21.820]  復活,是不是?
[00:05:21.820 --> 00:05:23.820]  《仕途信經》裡面
[00:05:23.820 --> 00:05:26.420]  我信復活
[00:05:26.420 --> 00:05:28.620]  很清楚,我信復活
[00:05:28.620 --> 00:05:31.620]  你真的相信復活嗎?
[00:05:31.620 --> 00:05:34.820]  你有沒有懷疑自己有沒有信復活呢?
[00:05:34.820 --> 00:05:37.020]  我信復活
[00:05:37.020 --> 00:05:39.020]  這段《經文》可以這麼說
[00:05:39.020 --> 00:05:45.020]  如果你真正相信有復活這回事的時候
[00:05:45.020 --> 00:05:47.020]  其實怎麼安排吃
