
[00:00:00.000 --> 00:00:03.120]  讓我們同心禱告
[00:00:03.120 --> 00:00:05.400]  慈愛聖天父 我們滿心歡喜
[00:00:05.400 --> 00:00:07.400]  感謝 讚美祢
[00:00:07.400 --> 00:00:10.080]  我們知道「筲箕灣浸信會」
[00:00:10.080 --> 00:00:13.480]  終於可以在這個時刻
[00:00:13.480 --> 00:00:17.760]  舉行一個五十週年的感恩崇拜
[00:00:17.760 --> 00:00:20.280]  我知道這個並非偶然
[00:00:20.280 --> 00:00:23.440]  在今年一個這麼特別的日子當中
[00:00:23.440 --> 00:00:25.360]  可能我們一直的經歷
[00:00:25.360 --> 00:00:28.840]  我們不能夠在實體上去敬拜
[00:00:28.840 --> 00:00:34.880]  但當我們齊集一起去敬拜的時候
[00:00:34.880 --> 00:00:36.920]  我們心裏就去思想到
[00:00:36.920 --> 00:00:41.680]  父神在教會裏面怎樣去引帶我們
[00:00:41.680 --> 00:00:45.800]  我們經過艱難的時刻
[00:00:45.800 --> 00:00:48.520]  我們經過抗疫的時刻
[00:00:48.520 --> 00:00:51.720]  但我們同樣經歷這個水泉
[00:00:51.720 --> 00:00:54.320]  我們經歷父神的供應
[00:00:54.320 --> 00:00:55.600]  回想很多年前
[00:00:55.600 --> 00:00:58.680]  我們都是一個很傳統的禮拜堂
[00:00:58.680 --> 00:01:01.800]  我們很多弟兄姊妹都是愚民
[00:01:01.800 --> 00:01:03.440]  但到今天
[00:01:03.440 --> 00:01:05.960]  主祢去使用我們
[00:01:05.960 --> 00:01:10.640]  不單止真的能夠在人數
[00:01:10.640 --> 00:01:14.280]  以及在工作上我們能夠壯大
[00:01:14.280 --> 00:01:18.200]  我們更加能夠有一個角度的胸襟
[00:01:18.200 --> 00:01:19.840]  角度的胸懷
[00:01:19.840 --> 00:01:22.680]  就好像我們的使命宣言所說
[00:01:22.680 --> 00:01:25.520]  我們要以敬拜、禱告、宣教
[00:01:25.520 --> 00:01:28.280]  建立神榮耀的角度
[00:01:28.280 --> 00:01:30.200]  主今日在這個時刻
[00:01:30.200 --> 00:01:31.920]  我們滿懷盼望
[00:01:31.920 --> 00:01:36.840]  因為我們知道前面的道路主必引領
[00:01:36.840 --> 00:01:37.920]  祢幫助我們
[00:01:37.920 --> 00:01:41.840]  祢帶領我們繼續在這條侍奉祢的路
[00:01:41.840 --> 00:01:43.760]  跟隨祢的路上
[00:01:43.760 --> 00:01:46.200]  排除一切的困難
[00:01:46.200 --> 00:01:48.520]  以致我們的教會
[00:01:48.520 --> 00:01:52.040]  以致祢的角度不斷的擴展
[00:01:52.040 --> 00:01:54.160]  我們這樣在祢面前祈禱感謝
[00:01:54.160 --> 00:01:56.560]  奉基督寶貴名字祈求
[00:01:56.560 --> 00:01:58.560]  阿門,各位請坐
[00:02:26.560 --> 00:02:32.000]  《約書亞記》是被編輯入《先知書》
[00:02:32.000 --> 00:02:33.800]  我們這麼奇怪
[00:02:33.800 --> 00:02:38.400]  《先知書》不是以塞亞書去到馬拉基書嗎?
[00:02:38.400 --> 00:02:39.600]  就是這麼特別
[00:02:39.600 --> 00:02:41.440]  原來希伯來聖經裏
[00:02:41.440 --> 00:02:43.360]  就是用《約書亞記》
[00:02:43.360 --> 00:02:46.320]  成為《先知書》的第一卷
[00:02:46.320 --> 00:02:51.120]  亦都可以說這個叫做前《先知書》
[00:02:51.120 --> 00:02:53.560]  如果我們這個是一個《先知書》的時候
[00:02:53.560 --> 00:02:56.280]  我們深信這件書給我們一個
[00:02:56.280 --> 00:02:57.760]  是一個先知的訊息
[00:02:57.760 --> 00:02:59.440]  除了講歷史之外
[00:02:59.440 --> 00:03:02.640]  更加是一個先知的訊息
[00:03:02.640 --> 00:03:04.280]  當然
[00:03:04.280 --> 00:03:06.000]  顧名思義《約書亞記》
[00:03:06.000 --> 00:03:10.000]  主題的人物當然是約書亞
[00:03:10.000 --> 00:03:12.520]  由開始到末了
[00:03:12.520 --> 00:03:15.800]  都是提到他的名稱的
[00:03:15.800 --> 00:03:17.240]  但是我們不要忘記
[00:03:17.240 --> 00:03:18.760]  《約書亞記》的起首
[00:03:18.760 --> 00:03:22.800]  其實是接續《生命記》三十四章
[00:03:22.800 --> 00:03:26.800]  講述到摩西的繼承人就是約書亞
[00:03:26.800 --> 00:03:29.360]  其實摩西不是匆匆忙忙
[00:03:29.360 --> 00:03:34.840]  去任命一個不知什麼人的約書亞來接續他
[00:03:34.840 --> 00:03:36.160]  事實上
[00:03:36.160 --> 00:03:40.920]  摩西可以說是約書亞一個屬靈的師傅
[00:03:40.920 --> 00:03:45.080]  因為他們有很多共同的經歷
[00:03:45.080 --> 00:03:46.680]  在《春埃及記》十七章的時候
[00:03:46.680 --> 00:03:47.720]  大家記得
[00:03:47.720 --> 00:03:51.200]  以色列人和亞馬利人爭戰
[00:03:51.200 --> 00:03:52.920]  這個爭戰很特別
[00:03:52.920 --> 00:03:58.200]  就是年輕的約書亞帶著軍隊在山下打仗
[00:03:58.200 --> 00:04:00.120]  但是在山上
[00:04:00.120 --> 00:04:02.680]  摩西卻是舉手禱告
[00:04:02.680 --> 00:04:03.800]  聖經很特別
[00:04:03.800 --> 00:04:06.040]  它說當摩西舉手禱告的時候
[00:04:06.040 --> 00:04:07.840]  以色列人就得勝
[00:04:07.840 --> 00:04:09.440]  當摩西垂手的時候
[00:04:09.440 --> 00:04:11.240]  亞馬利人就得勝
[00:04:11.240 --> 00:04:13.720]  所以摩西真的要舉起手
[00:04:13.720 --> 00:04:15.320]  但是舉起手很辛苦
[00:04:15.320 --> 00:04:17.720]  如果你舉起手十五分鐘敬拜
[00:04:17.720 --> 00:04:19.120]  你都很辛苦
[00:04:19.120 --> 00:04:22.440]  但是我猜打這場仗不止十五分鐘
[00:04:22.440 --> 00:04:25.000]  所以摩西這麼累就要找兩個人
[00:04:25.000 --> 00:04:27.880]  亞倫和胡爾托著他的手
[00:04:27.880 --> 00:04:29.240]  應該是
[00:04:29.240 --> 00:04:29.760]  是啦
[00:04:29.760 --> 00:04:30.960]  是不是找塊石頭呢
[00:04:30.960 --> 00:04:32.040]  我好像是
[00:04:32.040 --> 00:04:33.080]  托著他的手
[00:04:33.080 --> 00:04:36.320]  以致他一路可以舉起手的時候
[00:04:36.320 --> 00:04:40.320]  直到這場仗打勝為止
[00:04:40.320 --> 00:04:43.560]  我相信這次經驗讓約書亞明白到
[00:04:43.560 --> 00:04:47.640]  爭戰不是在乎人的軍備
[00:04:47.640 --> 00:04:51.640]  不是代表士兵的精良
[00:04:51.640 --> 00:04:53.720]  因為得勝的關鍵
[00:04:53.720 --> 00:04:59.040]  是在乎耶和華為他的百姓去爭戰
[00:04:59.040 --> 00:05:02.040]  大家我相信也都記得
[00:05:02.040 --> 00:05:06.040]  當以色列人在迦底斯巴尼亞
[00:05:06.040 --> 00:05:10.160]  第一次準備接近迦南地的時候
[00:05:10.160 --> 00:05:16.320]  摩西派出十二個探子去窺探迦南地
[00:05:16.320 --> 00:05:19.640]  當然有兩個
[00:05:19.640 --> 00:05:22.880]  就是約書亞和迦勒
[00:05:22.880 --> 00:05:24.120]  他回來就說
[00:05:24.120 --> 00:05:25.560]  我們快點去這個地方
[00:05:25.560 --> 00:05:27.720]  因為我們能夠上去迦南地
[00:05:27.720 --> 00:05:28.880]  因為神與我們同在
[00:05:28.880 --> 00:05:31.520]  我們必能得勝
[00:05:31.520 --> 00:05:35.520]  但是有十個探子他們不是這樣看
[00:05:35.520 --> 00:05:36.440]  他說
[00:05:36.440 --> 00:05:41.440]  哇 當地的迦南人高大威猛
[00:05:41.440 --> 00:05:45.480]  他們看我們好像是蚱蜢一樣
[00:05:45.480 --> 00:05:48.840]  沒錯 這是流奶與物之地
[00:05:48.840 --> 00:05:51.920]  但是我們怎麼能夠去打勝仗呢
[00:05:51.920 --> 00:05:55.320]  我們這麼微小
[00:05:55.320 --> 00:05:59.000]  當時就有個民主的選舉
[00:05:59.000 --> 00:06:00.560]  你知道民主選舉
[00:06:00.560 --> 00:06:02.280]  十票對兩票
[00:06:02.280 --> 00:06:03.600]  那是怎樣
[00:06:03.600 --> 00:06:05.720]  那就是不去
[00:06:05.720 --> 00:06:08.000]  後來神就顯現
[00:06:08.000 --> 00:06:09.800]  你們這次錯了
[00:06:09.800 --> 00:06:11.360]  你不去打
[00:06:11.360 --> 00:06:13.520]  我就要罰你們了
[00:06:13.520 --> 00:06:17.640]  你們要在曠野裡漂流漂流
[00:06:17.640 --> 00:06:20.360]  其實如果從聖經裡面說
[00:06:20.360 --> 00:06:22.960]  從出埃及到迦南
[00:06:22.960 --> 00:06:25.200]  其實都是兩年內的事
[00:06:25.200 --> 00:06:28.000]  但是因為他們不相信神
[00:06:28.000 --> 00:06:33.520]  所以他們要在曠野漂流了三十八年
[00:06:33.520 --> 00:06:37.680]  哇 曠野的路真的不容易走
[00:06:37.680 --> 00:06:41.160]  曠野的路又危險又險阻
[00:06:41.160 --> 00:06:46.360]  曠野的路也顯示出真正的人性
[00:06:46.360 --> 00:06:50.680]  大家知道這些以色列民都不是什麼好東西
[00:06:50.680 --> 00:06:55.080]  因為他們經常去投訴摩西亞倫
[00:06:55.080 --> 00:06:57.480]  經常埋怨
[00:06:57.480 --> 00:06:59.080]  其實聖經說得很清楚
[00:06:59.080 --> 00:07:01.240]  他們不是埋怨摩西亞倫
[00:07:01.240 --> 00:07:04.640]  其實他們背後是埋怨神
[00:07:04.640 --> 00:07:06.000]  沒東西吃又埋怨
[00:07:06.000 --> 00:07:08.360]  沒水喝又埋怨
[00:07:08.360 --> 00:07:10.600]  想吃肉又埋怨
[00:07:10.600 --> 00:07:12.120]  還經常說
[00:07:12.120 --> 00:07:15.240]  哇 摩西亞倫上了山領受十誡
[00:07:15.240 --> 00:07:16.560]  這麼多天不回來
[00:07:16.560 --> 00:07:17.960]  他是不是死了
[00:07:17.960 --> 00:07:21.200]  他死了我們就會找多個領袖回來
[00:07:21.200 --> 00:07:24.320]  帶我們回埃及吧
[00:07:24.320 --> 00:07:29.480]  這群百姓是這樣的百姓
[00:07:29.480 --> 00:07:34.800]  但是主有祂的恩典
[00:07:34.800 --> 00:07:37.760]  當然神不會放過這些人
[00:07:37.760 --> 00:07:41.480]  所以出埃及那一代人
[00:07:41.480 --> 00:07:44.280]  除了加勒約書雅之外
[00:07:44.280 --> 00:07:49.680]  沒有一個能夠進到迦南英許地
[00:07:49.680 --> 00:07:53.080]  連摩西亞倫也被這群百姓陷了鑊
[00:07:53.080 --> 00:07:55.080]  大家知道嗎
[00:07:55.080 --> 00:07:57.640]  他很生氣
[00:07:57.640 --> 00:08:00.240]  這群百姓這麼叛逆
[00:08:00.240 --> 00:08:05.040]  上次用石頭擊打盤石出水
[00:08:05.040 --> 00:08:07.080]  這次神明明吩咐他
[00:08:07.080 --> 00:08:09.680]  吩咐盤石出水就可以了
[00:08:09.680 --> 00:08:12.200]  不過摩西亞倫很生氣
[00:08:12.200 --> 00:08:15.520]  經常說這群人凌頑不靈
[00:08:15.520 --> 00:08:20.080]  用那個棒打到盤石上
[00:08:20.080 --> 00:08:22.120]  你猜出不出水呢
[00:08:22.120 --> 00:08:23.680]  都出
[00:08:23.680 --> 00:08:26.720]  不過神就對付他
[00:08:26.720 --> 00:08:28.760]  你不能夠尊我為聖
[00:08:28.760 --> 00:08:30.720]  所以我要罰你
[00:08:30.720 --> 00:08:32.520]  你見到迦南地
[00:08:32.520 --> 00:08:35.480]  但是你進不去迦南地
[00:08:35.480 --> 00:08:38.320]  所以真的只有兩個
[00:08:38.320 --> 00:08:43.760]  加勒和約書雅能夠進到英許之地
[00:08:43.760 --> 00:08:45.800]  所以我們會看到
[00:08:45.800 --> 00:08:48.720]  這段抗野的路程
[00:08:48.720 --> 00:08:53.480]  終於去到準備完結了
[00:08:53.480 --> 00:08:55.800]  當我們去看約書雅記的時候
[00:08:55.800 --> 00:08:56.800]  我們發現
[00:08:56.800 --> 00:09:00.800]  她用了一個首尾呼應的寫作方式
[00:09:00.800 --> 00:09:03.680]  開始時一章一節
[00:09:03.680 --> 00:09:07.600]  聖經說耶和華的僕人摩西死了
[00:09:07.600 --> 00:09:09.320]  去到結束的時候
[00:09:09.320 --> 00:09:10.280]  聖經說
[00:09:10.280 --> 00:09:14.400]  耶和華的僕人亂的兒子約書雅
[00:09:14.400 --> 00:09:18.400]  正一百一十歲就死了
[00:09:18.400 --> 00:09:20.280]  有什麼共通地方呢
[00:09:20.280 --> 00:09:21.800]  共通地方就是
[00:09:21.800 --> 00:09:24.280]  無論是摩西還是約書雅
[00:09:24.280 --> 00:09:28.400]  他們的身份都是耶和華的僕人
[00:09:28.400 --> 00:09:29.680]  共通的地方
[00:09:29.680 --> 00:09:33.000]  就是開始的時候說摩西死
[00:09:33.000 --> 00:09:37.080]  結束的時候說約書雅死
[00:09:37.080 --> 00:09:41.080]  在這裏真的有一個很值得我們去想
[00:09:41.080 --> 00:09:44.480]  整本書開始的時候和結束的時候
