
[00:00:00.000 --> 00:00:01.600]  好開心地和大家一齊來分享
[00:00:01.600 --> 00:00:02.600]  我們領受神的話語之前
[00:00:02.600 --> 00:00:04.100]  我們先低頭來祈禱好嗎
[00:00:04.100 --> 00:00:06.700]  天文教你自己親自的來向我們講說話
[00:00:06.700 --> 00:00:09.300]  願以你的話語承擔我們生命的幫助和激勵
[00:00:09.300 --> 00:00:12.200]  求主你來帶我們去使用我們每一個己人
[00:00:12.200 --> 00:00:14.300]  神特別讓我們不只是聽一堂道
[00:00:14.300 --> 00:00:16.900]  在教導我們學習怎樣可以追求你的話語
[00:00:16.900 --> 00:00:18.700]  以致我們生命得到復甦
[00:00:18.700 --> 00:00:21.100]  求神你來帶我們去與我們在一起
[00:00:21.100 --> 00:00:22.700]  祈禱拉奉主德性的名
[00:00:22.700 --> 00:00:23.700]  阿們
[00:00:23.700 --> 00:00:26.300]  我們一直都在研讀尼西米記
[00:00:26.300 --> 00:00:29.700]  我們看到尼西米帶領著那班的子民
[00:00:30.000 --> 00:00:31.900]  尼西米帶去重建城牆
[00:00:31.900 --> 00:00:35.900]  雖然面對了敵人很多的攻擊
[00:00:35.900 --> 00:00:39.900]  甚至他溝通了一些的貴族
[00:00:39.900 --> 00:00:42.100]  一些的宗教人士
[00:00:42.100 --> 00:00:43.700]  來發出這個攻擊
[00:00:43.700 --> 00:00:47.900]  但是尼西米靠著神給他的智慧一一的
[00:00:47.900 --> 00:00:53.100]  尼西米帶去拒絕了他們的誘惑或者陷害
[00:00:53.100 --> 00:00:57.700]  第一到第七章就記載他們的工作
[00:00:57.700 --> 00:01:03.000]  很短時間五十多天就已經修築好了這個城牆
[00:01:03.000 --> 00:01:06.600]  理論上就應該告一段落的
[00:01:06.600 --> 00:01:10.000]  但是你留意到原來神一直重視的
[00:01:10.000 --> 00:01:12.200]  不只是一些建築物
[00:01:12.200 --> 00:01:16.200]  神重視的是人的生命
[00:01:16.200 --> 00:01:19.200]  如果城牆建好了
[00:01:19.200 --> 00:01:23.800]  但是這班人沒有屬靈生命那種的復甦
[00:01:23.800 --> 00:01:26.800]  大家一起生活的時候不和諧
[00:01:26.800 --> 00:01:30.600]  其實怎樣堅固城牆都沒有用
[00:01:30.600 --> 00:01:34.600]  終於有一天可能又會再陷在敵人的手中
[00:01:34.600 --> 00:01:40.600]  所以神就透過尼西米帶領著以色列人
[00:01:40.600 --> 00:01:44.000]  有一個很大的民族上的復興
[00:01:44.000 --> 00:01:46.200]  由第八章開始
[00:01:46.200 --> 00:01:48.600]  我們就會看到那班的子民
[00:01:48.600 --> 00:01:52.800]  怎樣去再一次反省他們的生命
[00:01:52.800 --> 00:01:57.600]  然後在復興之後怎樣去除去罪惡
[00:01:57.600 --> 00:02:02.800]  所以某個程度上尼西米記很快就會看完
[00:02:02.800 --> 00:02:07.200]  而接下來在星期六的早堂
[00:02:07.200 --> 00:02:09.000]  要講哪一卷書呢
[00:02:09.000 --> 00:02:10.400]  其實我還沒想到
[00:02:10.400 --> 00:02:13.600]  也鼓勵大家可以提供一些意見
[00:02:13.600 --> 00:02:17.800]  讓我可以知道大家想去研讀哪一卷書的時候
[00:02:17.800 --> 00:02:20.200]  我會作出這個釋經的講道
[00:02:20.200 --> 00:02:23.200]  我最好心體會到建築物真是次要的
[00:02:23.200 --> 00:02:26.200]  我見過不少的教會
[00:02:26.200 --> 00:02:30.200]  他們為了要建堂或者抗堂的時候
[00:02:30.200 --> 00:02:34.200]  他們用了很多的時間精神
[00:02:34.200 --> 00:02:37.000]  但很可能就因為這樣的緣故
[00:02:37.000 --> 00:02:38.800]  因為在建築的過程當中
[00:02:38.800 --> 00:02:40.400]  產生很多的問題
[00:02:40.400 --> 00:02:44.600]  終於那時有些人黯然的就離開這間教會
[00:02:44.600 --> 00:02:47.800]  縱使有很華麗的建築物
[00:02:47.800 --> 00:02:50.600]  但是往往是很凋零
[00:02:50.600 --> 00:02:53.400]  我見過不少這樣的情況
[00:02:53.400 --> 00:02:55.600]  內心裏面都有些傷痛
[00:02:55.600 --> 00:02:57.600]  我今晚和明天晚上
[00:02:57.600 --> 00:02:59.800]  我都會去一間禮拜堂裏面
[00:02:59.800 --> 00:03:01.800]  來帶去講培靈會
[00:03:01.800 --> 00:03:03.600]  他們邀請了我去
[00:03:03.600 --> 00:03:05.400]  他們買了一個新的地方
[00:03:05.400 --> 00:03:08.600]  用了很多錢來帶去修築很漂亮的禮拜堂
[00:03:08.600 --> 00:03:10.600]  我今晚會第一次踏足那裏
[00:03:10.600 --> 00:03:12.800]  但他們的牧師已經離開了
[00:03:12.800 --> 00:03:15.000]  都是因為一些特別的原因
[00:03:15.000 --> 00:03:17.600]  所以我最好心再一次和大家講
[00:03:17.600 --> 00:03:19.200]  建築物是次要
[00:03:19.200 --> 00:03:21.400]  生命才是最重要
[00:03:21.400 --> 00:03:24.200]  我們要有礦塘的時候
[00:03:24.200 --> 00:03:26.600]  目的就是要承載更多的生命
[00:03:26.600 --> 00:03:30.000]  我們看到這個經文裏面就記載他們
[00:03:30.000 --> 00:03:32.200]  尼西米如何幫助子民
[00:03:32.200 --> 00:03:35.200]  來帶去復甦他們的屬靈生命
[00:03:35.200 --> 00:03:36.600]  需要神來幫助我們
[00:03:36.600 --> 00:03:40.200]  我們看看一個復興的源頭有幾個因素
[00:03:40.200 --> 00:03:44.200]  第一個因素就是一個很卓越的領袖
[00:03:44.200 --> 00:03:47.000]  當我們來帶去研讀尼西米記的時候
[00:03:47.000 --> 00:03:48.400]  我們就會看到
[00:03:48.400 --> 00:03:49.800]  原來以色列國
[00:03:49.800 --> 00:03:53.600]  大家知道後來分開南北兩邊的國家
[00:03:53.600 --> 00:03:55.200]  北邊的叫以色列國
[00:03:55.200 --> 00:03:56.800]  是十個支派
[00:03:56.800 --> 00:04:00.600]  北邊的以色列國是被亞述滅亡了
[00:04:00.600 --> 00:04:02.000]  但你有沒有留意到
[00:04:02.000 --> 00:04:04.600]  他們被滅亡之後真的滅亡了
[00:04:04.600 --> 00:04:06.800]  從此他們沒有復國
[00:04:06.800 --> 00:04:10.800]  沒有在政治的舞台上擺一個很重要的角色
[00:04:10.800 --> 00:04:12.400]  南邊的猶大國
