
[00:00:00.000 --> 00:00:03.920]  雖然我們這一區或者這一代
[00:00:03.920 --> 00:00:09.040]  我們這羣人可以說是負擔最重的
[00:00:09.040 --> 00:00:12.520]  又要顧上,又要顧下,又要顧左,又要顧右
[00:00:12.520 --> 00:00:13.800]  你明白我說什麼嗎?
[00:00:13.800 --> 00:00:15.640]  我說的全部是廣東話
[00:00:15.640 --> 00:00:18.440]  並非是星際語言
[00:00:18.440 --> 00:00:21.160]  顧上的,我們很尊敬老人家
[00:00:21.160 --> 00:00:24.000]  我們有父母,有岳父岳母,還有很多長輩
[00:00:24.000 --> 00:00:26.080]  顧上,顧下呢
[00:00:26.080 --> 00:00:27.640]  我的子女就大一點了
[00:00:27.640 --> 00:00:32.040]  你的膝蓋還在爬爬,很可愛的,辛苦你了
[00:00:32.040 --> 00:00:33.600]  顧左呢,是什麼?
[00:00:33.600 --> 00:00:37.040]  你的工作,明天有沒有人要上班的,舉舉手
[00:00:37.040 --> 00:00:40.040]  感謝主,你有工作了
[00:00:40.040 --> 00:00:41.760]  顧右呢,是什麼?
[00:00:41.760 --> 00:00:43.680]  有家庭的,是不是?
[00:00:43.680 --> 00:00:47.840]  又要顧工作,又要顧家庭,又要顧長輩,又要顧什麼?
[00:00:47.840 --> 00:00:49.400]  子女,是不是?辛苦你了
[00:00:49.400 --> 00:00:51.320]  跟旁邊那個說,真的很辛苦
[00:00:51.320 --> 00:00:55.160]  拍拍他的肩膀,叫他加酒
[00:00:57.640 --> 00:01:00.120]  不過呢,人很奇怪的
[00:01:00.120 --> 00:01:03.480]  我相信今晚,特別是弟兄,其實姐妹也有份的
[00:01:03.480 --> 00:01:06.080]  今晚半夜三更,他又不睡
[00:01:06.080 --> 00:01:09.600]  擺身爲烈國吶喊
[00:01:09.600 --> 00:01:11.600]  雖然我精力充沛,我也想
[00:01:11.600 --> 00:01:14.600]  因爲有我喜愛的荷蘭和墨西哥
[00:01:14.600 --> 00:01:16.800]  兩對都是我喜愛的
[00:01:16.800 --> 00:01:22.560]  我有兩件球衣,都是荷蘭和墨西哥,其他不適合
[00:01:22.560 --> 00:01:28.640]  哇,講足球賽這麼開心,那不如不講道
[00:01:28.640 --> 00:01:32.400]  不行的,大逆不道
[00:01:32.400 --> 00:01:36.440]  講起足球隊,大家認不認識也好,沒所謂的
[00:01:36.440 --> 00:01:40.480]  我相信一支冠軍的球隊,不單單有人支持打氣
[00:01:40.480 --> 00:01:44.920]  不單單有戰術,不單單懂得抓住機會
[00:01:44.920 --> 00:01:47.680]  整隊十一個人,十一個人
[00:01:47.680 --> 00:01:53.440]  其實需要有三種人,是需要表現出色,打波卓越
[00:01:53.440 --> 00:01:57.440]  包括前鋒懂得什麼?懂得入球纔行
[00:01:57.440 --> 00:02:00.440]  不只是咬人,咬人不行
[00:02:00.440 --> 00:02:04.440]  這麼小的東西,所以值得他,如果問我
[00:02:04.440 --> 00:02:07.440]  中場就是要什麼?懂得有效輸送
[00:02:07.440 --> 00:02:09.440]  交個球給前鋒射
[00:02:09.440 --> 00:02:13.440]  守衛和龍門就要懂得彼此配合
[00:02:13.440 --> 00:02:18.440]  攔截別人的攻勢,不像卡斯拉斯
[00:02:18.440 --> 00:02:23.440]  夢遊球場,輸給我心愛的球隊荷蘭5比1
[00:02:23.440 --> 00:02:27.440]  不要怪我,西班牙那些人,不要扔東西出來
[00:02:27.440 --> 00:02:29.440]  爲什麼要跟你講球隊呢?
[00:02:29.440 --> 00:02:32.440]  球隊要得勝就要三種人
[00:02:32.440 --> 00:02:34.440]  今天很感謝聖靈引導教會
[00:02:34.440 --> 00:02:37.440]  弄一個很深沉,很偉大的題目給我講
[00:02:37.440 --> 00:02:39.440]  其實我也不知道怎麼講
[00:02:39.440 --> 00:02:44.440]  那個題目叫什麼?叫國破家亡的憂
[00:02:44.440 --> 00:02:48.440]  就是這樣,只是第一個講題都不懂得讀
[00:02:48.440 --> 00:02:50.440]  搞得我要回去查康熙字典
[00:02:50.440 --> 00:02:52.440]  你再講一次
[00:02:52.440 --> 00:02:53.440]  憂衝啊,憂衝
[00:02:53.440 --> 00:02:55.440]  中文真的挺好的
[00:02:55.440 --> 00:02:58.440]  以後有什麼字不懂就問
[00:02:58.440 --> 00:03:01.440]  憂衝,我查過,憂衝
[00:03:01.440 --> 00:03:03.440]  如果我沒查字典,就憂中
[00:03:03.440 --> 00:03:05.440]  可能又不知道憂中是什麼字
[00:03:05.440 --> 00:03:10.440]  是一個很深沉對國家對民族的憂慮
[00:03:10.440 --> 00:03:11.440]  一個負擔
[00:03:11.440 --> 00:03:13.440]  差不多就是嘔心瀝血
[00:03:13.440 --> 00:03:15.440]  日喊夜喊那種表達
[00:03:15.440 --> 00:03:19.440]  感謝主,讓我們教會能夠承受這一份
[00:03:19.440 --> 00:03:21.440]  人家說天將降大任於斯人也
[00:03:21.440 --> 00:03:24.440]  現在是上帝降大任於什麼?
[00:03:24.440 --> 00:03:25.440]  遲光也
[00:03:25.440 --> 00:03:29.440]  弄一件這麼遼闊的胃口給我們
[00:03:29.440 --> 00:03:35.440]  國破家亡的憂衝
[00:03:35.440 --> 00:03:37.440]  我想百多年前,中國真的很適切
[00:03:37.440 --> 00:03:39.440]  當時列強瓜分中國
[00:03:39.440 --> 00:03:41.440]  真的國破家亡
[00:03:41.440 --> 00:03:43.440]  今天的中國稍稍好一點
[00:03:43.440 --> 00:03:46.440]  但也很需要我們很多東西代討
[00:03:46.440 --> 00:03:50.440]  香港這幾天,我相信你看完這些片段
[00:03:50.440 --> 00:03:52.440]  我想你也很難睡得着
[00:03:52.440 --> 00:03:54.440]  稍後有舉例的時候跟大家講
[00:03:54.440 --> 00:03:56.440]  所以其實我們未必國破家亡
[00:03:56.440 --> 00:04:00.440]  不過站在香港行政、立法、司法
[00:04:00.440 --> 00:04:02.440]  彼此撕裂衝突的裏面
[00:04:02.440 --> 00:04:06.440]  我相信我們也有要爲香港憂衝的部分
[00:04:06.440 --> 00:04:07.440]  是不是?
[00:04:07.440 --> 00:04:09.440]  所以我們感謝主
[00:04:09.440 --> 00:04:12.440]  讓我們一起去看一個人
[00:04:12.440 --> 00:04:15.440]  就是黎希米記的黎希米
[00:04:15.440 --> 00:04:16.440]  主給了一段話
[00:04:16.440 --> 00:04:17.440]  我們今天就去看
[00:04:17.440 --> 00:04:19.440]  國破山河在
[00:04:19.440 --> 00:04:21.440]  神國要復興
[00:04:21.440 --> 00:04:22.440]  需要三種人
[00:04:22.440 --> 00:04:26.440]  神國要復興需要三種人
[00:04:26.440 --> 00:04:28.440]  不單球隊需要三種人
[00:04:28.440 --> 00:04:30.440]  原來國破山河在
[00:04:30.440 --> 00:04:32.440]  神國要三種人
[00:04:32.440 --> 00:04:34.440]  讓我們去讀一讀今天的經文
[00:04:34.440 --> 00:04:37.440]  就是黎希米記的第一章
[00:04:37.440 --> 00:04:39.440]  有十一節
[00:04:39.440 --> 00:04:40.440]  我想這樣讀
[00:04:40.440 --> 00:04:42.440]  小妹精靈一點
[00:04:42.440 --> 00:04:43.440]  說話又伶俐一點
[00:04:43.440 --> 00:04:46.440]  請他們讀第一節到第四節
[00:04:46.440 --> 00:04:48.440]  第一節到第四節
[00:04:48.440 --> 00:04:51.440]  第五節到第十節是主打
[00:04:51.440 --> 00:04:55.440]  爲國家民族的祈禱的禱文
[00:04:55.440 --> 00:04:56.440]  我們一起讀
[00:04:56.440 --> 00:04:57.440]  弟兄也有份
[00:04:57.440 --> 00:04:58.440]  剩下的那一節
[00:04:58.440 --> 00:05:00.440]  十一節就給我們弟兄讀
[00:05:00.440 --> 00:05:03.440]  我們用一種沉痛遺嘆的方式
[00:05:03.440 --> 00:05:05.440]  讀完十一節
[00:05:05.440 --> 00:05:07.440]  先理解一下經文說什麼
[00:05:07.440 --> 00:05:08.440]  好
[00:05:08.440 --> 00:05:09.440]  姐妹一至四節
[00:05:09.440 --> 00:05:10.440]  請
[00:05:22.440 --> 00:05:25.440]  阿彌糾葛羅里斯
[00:05:25.440 --> 00:05:26.440]  阿彌糾葛羅里斯
[00:05:26.440 --> 00:05:29.440]  同樣的多人從猶太來
[00:05:29.440 --> 00:05:30.440]  我問他們
[00:05:30.440 --> 00:05:33.440]  那些被奴歸回城下
[00:05:33.440 --> 00:05:35.440]  從此的猶太人
[00:05:35.440 --> 00:05:38.440]  和耶路撒冷的邦境
[00:05:38.440 --> 00:05:40.440]  阿彌糾葛羅里斯
[00:05:40.440 --> 00:05:43.440]  那些被奴歸回城下的人
[00:05:43.440 --> 00:05:46.440]  在猶太省遭大難
[00:05:46.440 --> 00:05:47.440]  受凌辱
[00:05:47.440 --> 00:05:50.440]  請在耶路撒冷的城上
[00:05:50.440 --> 00:05:51.440]  下跪
[00:05:51.440 --> 00:05:54.440]  評估你那份資料
[00:05:54.440 --> 00:05:56.440]  可啓示耶和華
[00:05:56.440 --> 00:05:58.440]  就坐下屋一
[00:05:58.440 --> 00:05:59.440]  悲哀裏的
[00:05:59.440 --> 00:06:01.440]  在天上的神明之殿
[00:06:01.440 --> 00:06:02.440]  那份資料
[00:06:02.440 --> 00:06:03.440]  好
[00:06:03.440 --> 00:06:04.440]  五至十節我們一起讀
[00:06:04.440 --> 00:06:07.440]  耶和華天上的神
[00:06:07.440 --> 00:06:09.440]  大而可謂的神啊
[00:06:09.440 --> 00:06:13.440]  禰向愛禰守李解明的人
[00:06:13.440 --> 00:06:15.440]  守約施慈愛
[00:06:15.440 --> 00:06:17.440]  願禰睜眼看
[00:06:17.440 --> 00:06:18.440]  則耳聽
[00:06:18.440 --> 00:06:21.440]  禰瀑人晝夜在禰面前
[00:06:21.440 --> 00:06:25.440]  爲禰衆瀑人以色列民的祈禱
[00:06:25.440 --> 00:06:27.440]  承認我們以色列人
[00:06:27.440 --> 00:06:29.440]  向禰所犯的罪
[00:06:29.440 --> 00:06:33.440]  我與我父家都有罪了
[00:06:33.440 --> 00:06:37.440]  禰所行的甚是邪惡
[00:06:37.440 --> 00:06:38.440]  沒有遵守
[00:06:38.440 --> 00:06:42.440]  禰易着瀑人摩西所吩咐的誡明
[00:06:42.440 --> 00:06:44.440]  律例典章
[00:06:44.440 --> 00:06:45.440]  求禰紀念
[00:06:45.440 --> 00:06:48.440]  所吩咐的瀑人摩西的話
[00:06:48.440 --> 00:06:49.440]  說:
[00:06:49.440 --> 00:06:51.440]  你們若犯罪
[00:06:51.440 --> 00:06:54.440]  我就把你們分散在萬民中
[00:06:54.440 --> 00:06:57.440]  但你們若歸向我
[00:06:57.440 --> 00:06:59.440]  謹守遵行我的誡明
[00:06:59.440 --> 00:07:01.440]  你們必趕散的人
[00:07:01.440 --> 00:07:03.440]  雖在天涯
[00:07:03.440 --> 00:07:07.440]  我也必從那裏將他們焦聚回來
[00:07:07.440 --> 00:07:12.440]  帶到我所選立我名的居所
[00:07:12.440 --> 00:07:15.440]  這都是禰的瀑人
[00:07:15.440 --> 00:07:16.440]  禰的百姓
[00:07:16.440 --> 00:07:21.440]  就是禰用大能的手所救贖的
[00:07:21.440 --> 00:07:22.440]  第一節
[00:07:22.440 --> 00:07:23.440]  弟兄來了
[00:07:23.440 --> 00:07:24.440]  主啊
[00:07:24.440 --> 00:07:27.440]  求禰質以聽禰瀑人的祈禱
[00:07:27.440 --> 00:07:31.440]  和喜愛敬畏禰名瀑人的祈禱
[00:07:31.440 --> 00:07:34.440]  使禰瀑人現今亨通
[00:07:34.440 --> 00:07:36.440]  在王面前蒙恩
[00:07:36.440 --> 00:07:39.440]  我是作王走證的
[00:07:39.440 --> 00:07:42.440]  第十一節介紹了一個很尊貴的身份
[00:07:42.440 --> 00:07:43.440]  讓我們知道
[00:07:43.440 --> 00:07:46.440]  當時的利欺米雖然亡國
[00:07:46.440 --> 00:07:48.440]  雖然亡了國很多年
[00:07:48.440 --> 00:07:50.440]  流浪在異邦
[00:07:50.440 --> 00:07:51.440]  成爲一個亡國奴
