
[00:00:00.000 --> 00:00:00.960]  等姐妹晚安
[00:00:00.960 --> 00:00:03.520]  吃飯了嗎
[00:00:03.520 --> 00:00:05.200]  還沒有
[00:00:05.200 --> 00:00:09.120]  還是吃完飯之後開始泛起攻心
[00:00:09.120 --> 00:00:13.440]  我剛才在崇拜前在祈禱的時候
[00:00:13.440 --> 00:00:14.300]  什麼晚祈禱的時候
[00:00:14.300 --> 00:00:15.200]  我突然想起
[00:00:15.200 --> 00:00:16.440]  主祷文說
[00:00:16.440 --> 00:00:20.000]  求上帝今日給我們日用的飲食
[00:00:20.000 --> 00:00:23.840]  我覺得每一個星期回來崇拜是一件很寶貴的事
[00:00:23.840 --> 00:00:25.240]  對基督徒來說
[00:00:25.240 --> 00:00:27.520]  我今天下午還要上班
[00:00:27.520 --> 00:00:28.640]  那是什麼呢
[00:00:28.640 --> 00:00:31.880]  就是上帝透過我們一起聚集的時候
[00:00:31.880 --> 00:00:34.880]  會給我們今日日用的飲食
[00:00:34.880 --> 00:00:37.280]  當然生活的供應是一回事
[00:00:37.280 --> 00:00:40.240]  但是屬靈的餵養也是另一回事
[00:00:40.240 --> 00:00:44.080]  那今晚是開始一個新的系列的訊息
[00:00:44.080 --> 00:00:46.600]  如果你記得在我們年頭的時候有說
[00:00:46.600 --> 00:00:50.080]  YAS就跟教會一樣的 pacing 步伐
[00:00:50.080 --> 00:00:52.960]  就是說興起發光
[00:00:52.960 --> 00:00:55.280]  那我們就透過認識自己
[00:00:55.280 --> 00:00:57.320]  和認識上帝兩個的層面
[00:00:57.320 --> 00:01:00.520]  去學習如何興起發光
[00:01:00.520 --> 00:01:02.440]  那今晚就是透過認識
[00:01:02.440 --> 00:01:03.680]  開始另一個新的系列
[00:01:03.680 --> 00:01:06.120]  就是透過認識上帝的公義
[00:01:06.120 --> 00:01:08.840]  去興起發光
[00:01:08.840 --> 00:01:10.880]  那在開始的時候
[00:01:10.880 --> 00:01:13.280]  當然是跟大家玩個遊戲
[00:01:13.280 --> 00:01:14.440]  麻煩你
[00:01:14.440 --> 00:01:16.600]  那你可以拿出手機出來
[00:01:16.600 --> 00:01:18.760]  掃一掃待會的 QR Code
[00:01:18.760 --> 00:01:19.480]  對了
[00:01:19.480 --> 00:01:22.120]  那跟大家玩一個 Manti 的遊戲
[00:01:22.120 --> 00:01:23.680]  你先掃了
[00:01:23.680 --> 00:01:25.520]  那玩什麼呢
[00:01:25.520 --> 00:01:27.360]  好了 那個問題就是
[00:01:27.360 --> 00:01:28.000]  人呢
[00:01:28.000 --> 00:01:28.640]  就是我們
[00:01:28.640 --> 00:01:31.040]  為什麼會有很多東西是知道
[00:01:31.040 --> 00:01:33.480]  但是不做的呢
[00:01:33.480 --> 00:01:35.240]  就是用一個很簡單的例子
[00:01:35.240 --> 00:01:38.000]  我知道做運動是好
[00:01:38.000 --> 00:01:39.560]  恆常的運動是好的
[00:01:39.560 --> 00:01:41.440]  但是我很少做
[00:01:41.440 --> 00:01:44.040]  我知道夜睡是不好的
[00:01:44.040 --> 00:01:45.800]  但是我每晚都夜睡
[00:01:45.800 --> 00:01:47.920]  就是我們知道很多好的東西
[00:01:47.920 --> 00:01:48.960]  對的東西
[00:01:48.960 --> 00:01:50.560]  但是就不做的
[00:01:50.560 --> 00:01:52.160]  好 那個問題是什麼呢
[00:01:52.160 --> 00:01:54.200]  你掃完進去之後
[00:01:54.200 --> 00:01:55.760]  你會有幾個可以打
[00:01:55.760 --> 00:01:57.400]  你打的原因
[00:01:57.400 --> 00:01:59.400]  你覺得最合理的
[00:01:59.400 --> 00:02:00.080]  你放心
[00:02:00.080 --> 00:02:01.120]  筆記明的
[00:02:01.120 --> 00:02:02.600]  那我們稍後轉一個 Screen
[00:02:02.600 --> 00:02:04.800]  就會將大家心裡面的說話
[00:02:04.800 --> 00:02:05.800]  展示出來
[00:02:05.800 --> 00:02:06.120]  是
[00:02:06.120 --> 00:02:07.640]  展示完了吧
[00:02:07.640 --> 00:02:08.120]  展示完
[00:02:08.120 --> 00:02:10.360]  那我們麻煩拋回傳傳出來
[00:02:10.360 --> 00:02:12.840]  嘩
[00:02:12.840 --> 00:02:13.640]  沒有力
[00:02:13.640 --> 00:02:14.880]  沒有心
[00:02:14.880 --> 00:02:15.600]  懶
[00:02:15.600 --> 00:02:15.960]  嘩
[00:02:15.960 --> 00:02:17.120]  正啊這個犯賤
[00:02:17.120 --> 00:02:20.880]  其他東西更加吸引
[00:02:20.880 --> 00:02:21.800]  新
[00:02:21.800 --> 00:02:23.120]  新不由己
[00:02:23.120 --> 00:02:23.960]  我覺得這個正
[00:02:23.960 --> 00:02:26.560]  其實這件事不關我的事
[00:02:26.560 --> 00:02:27.280]  是嗎
[00:02:27.280 --> 00:02:28.160]  還有什麼
[00:02:28.160 --> 00:02:29.120]  多喝點水
[00:02:29.120 --> 00:02:30.880]  這個
[00:02:30.880 --> 00:02:31.600]  早點睡
[00:02:31.600 --> 00:02:32.000]  是嗎
[00:02:32.000 --> 00:02:32.480]  是的
[00:02:32.480 --> 00:02:33.680]  但是因為什麼原因
[00:02:33.680 --> 00:02:36.480]  還有什麼
[00:02:36.480 --> 00:02:38.440]  累
[00:02:38.440 --> 00:02:38.720]  累
[00:02:38.720 --> 00:02:39.920]  不夠堅持
[00:02:39.920 --> 00:02:43.120]  什麼
[00:02:43.120 --> 00:02:43.640]  哦
[00:02:43.640 --> 00:02:44.640]  辛苦
[00:02:44.640 --> 00:02:47.320]  耳目之肉
[00:02:47.320 --> 00:02:47.800]  嘩
[00:02:47.800 --> 00:02:48.760]  心好累
[00:02:48.760 --> 00:02:49.040]  嘩
[00:02:49.040 --> 00:02:49.640]  這些
[00:02:49.640 --> 00:02:51.280]  這些真是一說到我們的心聲
[00:02:51.280 --> 00:02:51.560]  是嗎
[00:02:51.560 --> 00:02:53.560]  我覺得有時候這些遊戲真是很棒的
[00:02:53.560 --> 00:02:54.520]  說到我們的心聲
[00:02:54.520 --> 00:02:55.880]  沒有人這樣做
[00:02:55.880 --> 00:02:56.440]  是的
[00:02:56.440 --> 00:02:57.960]  說的而已
[00:02:57.960 --> 00:02:58.280]  是嗎
[00:02:58.280 --> 00:02:59.280]  很棒是吧
[00:02:59.280 --> 00:02:59.520]  嘩
[00:02:59.520 --> 00:03:00.360]  大家不斷地玩
[00:03:00.360 --> 00:03:00.840]  不斷地玩
[00:03:00.840 --> 00:03:01.160]  沒有
[00:03:01.160 --> 00:03:02.320]  沒有時間
[00:03:02.320 --> 00:03:02.560]  是嗎
[00:03:02.560 --> 00:03:04.440]  我們有更加重要的事情要做
[00:03:04.440 --> 00:03:05.240]  是嗎
[00:03:05.240 --> 00:03:05.760]  哦
[00:03:05.760 --> 00:03:06.480]  有一個什麼
[00:03:06.480 --> 00:03:09.560]  是否有一個「未死得」
[00:03:09.560 --> 00:03:10.440]  是否有一個
[00:03:10.440 --> 00:03:12.440]  看不到
[00:03:12.440 --> 00:03:13.520]  看不到
[00:03:13.520 --> 00:03:15.720]  不相信自己
[00:03:15.720 --> 00:03:17.360]  是否有一個「未死得」
[00:03:17.360 --> 00:03:18.320]  但是
[00:03:18.320 --> 00:03:19.240]  「未死得」
[00:03:19.240 --> 00:03:20.760]  這些都不是最重要的事情
[00:03:20.760 --> 00:03:22.720]  是嗎
[00:03:22.720 --> 00:03:24.320]  很多很多不同的原因
[00:03:24.320 --> 00:03:25.440]  但是我最喜歡中間
[00:03:25.440 --> 00:03:28.400]  「懶」那個字特別突出
[00:03:28.400 --> 00:03:31.200]  我們知道很多事情
[00:03:31.200 --> 00:03:32.440]  都應該做
[00:03:32.440 --> 00:03:34.960]  但是有時候又不做
[00:03:34.960 --> 00:03:35.600]  但是
[00:03:35.600 --> 00:03:36.720]  其中有一個
[00:03:36.720 --> 00:03:38.040]  我覺得
[00:03:38.040 --> 00:03:39.240]  都
[00:03:39.240 --> 00:03:40.720]  大家沒有
[00:03:40.720 --> 00:03:42.720]  文字上明確地說出來
[00:03:42.720 --> 00:03:44.440]  但我覺得也是什麼呢
[00:03:44.440 --> 00:03:46.160]  我覺得麻煩
[00:03:46.160 --> 00:03:47.440]  或者怕麻煩
[00:03:47.440 --> 00:03:48.560]  或者不喜歡麻煩
[00:03:48.560 --> 00:03:50.560]  就是覺得那些東西
[00:03:50.560 --> 00:03:54.080]  我就跟大家講一個對話
[00:03:54.080 --> 00:03:54.520]  是作的
[00:03:54.520 --> 00:03:55.480]  但也很真實的
[00:03:55.480 --> 00:03:56.200]  那就是
[00:03:56.200 --> 00:03:56.720]  話說是甚麼呢
[00:03:56.720 --> 00:04:01.480]  那個媽媽和一個青春期的兒子在吵架
[00:04:01.480 --> 00:04:02.600]  回到家的時候
[00:04:02.600 --> 00:04:03.440]  媽媽就跟兒子說
[00:04:03.440 --> 00:04:04.080]  兒子
[00:04:04.080 --> 00:04:06.160]  放學回來先喝一碗湯
[00:04:06.160 --> 00:04:07.160]  然後洗個澡
[00:04:07.160 --> 00:04:08.200]  吃些水果
[00:04:08.200 --> 00:04:09.360]  先試溫習
[00:04:09.360 --> 00:04:11.360]  不要那麼吵
[00:04:11.360 --> 00:04:14.040]  然後兒子就回媽媽一句話
[00:04:14.040 --> 00:04:14.600]  你不要
[00:04:14.600 --> 00:04:16.680]  媽媽你很煩
[00:04:16.680 --> 00:04:17.320]  然後媽媽就
[00:04:17.320 --> 00:04:17.960]  哎喲
[00:04:17.960 --> 00:04:20.560]  我又不是叫什麼叫你喝碗湯
[00:04:20.560 --> 00:04:22.440]  洗個澡先休息一下
[00:04:22.440 --> 00:04:23.680]  不要馬上吵
[00:04:23.680 --> 00:04:24.200]  你那麼煩
[00:04:24.200 --> 00:04:25.120]  然後媽媽就說
[00:04:25.120 --> 00:04:27.920]  我做了什麼讓你那麼煩
[00:04:27.920 --> 00:04:29.000]  然後兒子就說
[00:04:29.000 --> 00:04:30.640]  你不要煩我
[00:04:30.640 --> 00:04:31.680]  我回到家
[00:04:31.680 --> 00:04:33.160]  我的朋友回到家
[00:04:33.160 --> 00:04:35.680]  不用讓媽媽管著的
[00:04:35.680 --> 00:04:37.680]  然後媽媽就馬上
[00:04:37.680 --> 00:04:38.720]  嚇了一跳
[00:04:38.720 --> 00:04:39.720]  來一來
[00:04:39.720 --> 00:04:40.480]  喂
[00:04:40.480 --> 00:04:42.320]  我怎麼煩你兒子
[00:04:42.320 --> 00:04:44.960]  你說學校的老師不懂教
[00:04:44.960 --> 00:04:47.240]  那我就給你錢補習
[00:04:47.240 --> 00:04:50.280]  你說學校的飯盒難吃
[00:04:50.280 --> 00:04:52.360]  你見過學校的飯盒有多難吃
[00:04:52.360 --> 00:04:53.680]  就是我女花校那些
[00:04:53.680 --> 00:04:55.280]  螢光汁你知道嗎
[00:04:55.280 --> 00:04:57.160]  螢光汁那些東西
[00:04:57.160 --> 00:04:58.640]  你說學校的飯盒難吃
[00:04:58.640 --> 00:05:02.000]  我每天就親手煮些你喜歡的食物
[00:05:02.000 --> 00:05:04.080]  好了你說讀書壓力大
[00:05:04.080 --> 00:05:04.720]  放假的時候
[00:05:04.720 --> 00:05:07.120]  我特地跟你去買部Play Station
[00:05:07.120 --> 00:05:09.480]  等你放假回家跟朋友玩
[00:05:09.480 --> 00:05:09.960]  是吧
[00:05:09.960 --> 00:05:12.040]  那麼我只是關心你而已
[00:05:12.040 --> 00:05:13.520]  不合理的嘛
[00:05:13.520 --> 00:05:15.880]  然後兒子就再嚇他一跳
[00:05:15.880 --> 00:05:17.440]  你很煩總之
[00:05:17.440 --> 00:05:19.200]  通常到最後不夠人講
