
[00:00:00.000 --> 00:00:04.000]  各位地獄姐妹朋友們早安
[00:00:04.000 --> 00:00:06.000]  很高興有這個機會
[00:00:06.000 --> 00:00:09.000]  我們也都知道我們第三個主日
[00:00:09.000 --> 00:00:15.000]  我特別要講人生 婚姻 家庭 事業方面的訊息
[00:00:15.000 --> 00:00:19.000]  所以我這一路來我都講了好幾個
[00:00:19.000 --> 00:00:21.000]  記得嗎 第一次我講說
[00:00:21.000 --> 00:00:24.000]  求你指教我們怎樣數算日子
[00:00:24.000 --> 00:00:27.000]  好教我們得著智慧的心
[00:00:27.000 --> 00:00:31.000]  我特別說 我們生下來零歲是粉末登場
[00:00:31.000 --> 00:00:33.000]  十歲是快樂成長
[00:00:33.000 --> 00:00:35.000]  二十歲為情困惑
[00:00:35.000 --> 00:00:37.000]  三十歲是大體定向
[00:00:37.000 --> 00:00:39.000]  四十歲是努力打拼
[00:00:39.000 --> 00:00:41.000]  五十歲是回頭望望
[00:00:41.000 --> 00:00:43.000]  六十歲是告老還鄉
[00:00:43.000 --> 00:00:45.000]  七十歲是打打麻將
[00:00:45.000 --> 00:00:47.000]  八十歲是曬曬太陽
[00:00:47.000 --> 00:00:48.000]  九十歲是躺在床上
[00:00:48.000 --> 00:00:53.000]  一百歲是掛在床上
[00:00:53.000 --> 00:00:56.000]  這是我們人的一生
[00:00:56.000 --> 00:00:58.000]  看似很灰
[00:00:58.000 --> 00:01:01.000]  但是如果我們有一個持平的人生
[00:01:01.000 --> 00:01:03.000]  假如說我們是一
[00:01:03.000 --> 00:01:05.000]  你十年下來都是持平的
[00:01:05.000 --> 00:01:07.000]  一乘一乘一乘十次
[00:01:07.000 --> 00:01:09.000]  還是一
[00:01:09.000 --> 00:01:11.000]  如果你稍微加把勁 給個力
[00:01:11.000 --> 00:01:12.000]  你有一個積極的人生
[00:01:12.000 --> 00:01:14.000]  一點一乘十次
[00:01:14.000 --> 00:01:18.000]  你會得到二點八五
[00:01:18.000 --> 00:01:21.000]  你就只要加那麼一點點你的日子中間
[00:01:21.000 --> 00:01:24.000]  你就會得到幾乎三倍的outcome
[00:01:24.000 --> 00:01:26.000]  感謝神贊美聖
[00:01:26.000 --> 00:01:28.000]  但是如果你再多一些的話
[00:01:28.000 --> 00:01:30.000]  你比人家少了一點點
[00:01:30.000 --> 00:01:32.000]  只有零點九
[00:01:32.000 --> 00:01:33.000]  你乘上十次
[00:01:33.000 --> 00:01:35.000]  你知道有多少嗎
[00:01:35.000 --> 00:01:37.000]  零點三一
[00:01:37.000 --> 00:01:38.000]  所以你就很明顯
[00:01:38.000 --> 00:01:40.000]  就比人家少了
[00:01:40.000 --> 00:01:42.000]  所以我們要有一個積極的人生
[00:01:42.000 --> 00:01:44.000]  我們要贖善我們的日子
[00:01:44.000 --> 00:01:46.000]  當然了
[00:01:46.000 --> 00:01:48.000]  零歲以粉末登場沒有問題
[00:01:48.000 --> 00:01:51.000]  二十歲你未勤困惑也沒有問題
[00:01:51.000 --> 00:01:53.000]  五十歲你回頭望望也很好
[00:01:53.000 --> 00:01:56.000]  不要到了八十歲你還未勤所困的話
[00:01:56.000 --> 00:01:57.000]  就有問題了
[00:01:57.000 --> 00:01:59.000]  所以我們感謝神
[00:01:59.000 --> 00:02:01.000]  讓我們與我們的年紀
[00:02:01.000 --> 00:02:03.000]  如基督
[00:02:03.000 --> 00:02:04.000]  智慧與聲量
[00:02:04.000 --> 00:02:06.000]  一同成長一般
[00:02:06.000 --> 00:02:07.000]  感謝神
[00:02:07.000 --> 00:02:10.000]  讓我們贖善我們自己的日子
[00:02:10.000 --> 00:02:12.000]  二月份我講的是
[00:02:12.000 --> 00:02:15.000]  我們的交友擇偶
[00:02:15.000 --> 00:02:18.000]  你怎麼樣交你的另外一半
[00:02:18.000 --> 00:02:20.000]  我舉了好幾個例子
[00:02:20.000 --> 00:02:23.000]  我回去我太太就說有這回事嗎
[00:02:23.000 --> 00:02:26.000]  我說如果當初要不是碰到我太太
[00:02:26.000 --> 00:02:28.000]  就那五分鐘錯過的話
[00:02:28.000 --> 00:02:30.000]  我就一輩子碰不到她了
[00:02:30.000 --> 00:02:31.000]  是不是
[00:02:31.000 --> 00:02:38.000]  所以交友擇偶要特別當心
[00:02:38.000 --> 00:02:41.000]  你是顯到一個
[00:02:41.000 --> 00:02:44.000]  郎才女貌還是豺狼虎豹
[00:02:44.000 --> 00:02:46.000]  當心了
[00:02:46.000 --> 00:02:47.000]  第三個
[00:02:47.000 --> 00:02:50.000]  我們要活出一個和聖旨意的人生
[00:02:50.000 --> 00:02:53.000]  你一生要怎麼過
[00:02:53.000 --> 00:02:55.000]  經上說要常常喜樂不住地
[00:02:55.000 --> 00:02:56.000]  禱告凡事謝人
[00:02:56.000 --> 00:02:58.000]  因為這是上帝
[00:02:58.000 --> 00:03:00.000]  藉著在基督耶穌裡
[00:03:00.000 --> 00:03:01.000]  所定的旨意
[00:03:01.000 --> 00:03:03.000]  所以如果說我們要
[00:03:03.000 --> 00:03:05.000]  活出和聖旨意的人生
[00:03:05.000 --> 00:03:07.000]  你就常常喜樂不住地
[00:03:07.000 --> 00:03:08.000]  禱告凡事謝人
[00:03:08.000 --> 00:03:09.000]  這就對了
[00:03:09.000 --> 00:03:10.000]  好的
[00:03:10.000 --> 00:03:13.000]  因為我們要克服我們的心態
[00:03:13.000 --> 00:03:14.000]  像月亮一樣
[00:03:14.000 --> 00:03:16.000]  初一十五不一樣
[00:03:16.000 --> 00:03:18.000]  也要勝過我們的情緒
