
[00:00:00.000 --> 00:00:03.500]  天父我多謝祢,因為祢讓我們有機會去敬拜讀詩
[00:00:03.500 --> 00:00:09.000]  我多謝祢,因為祢讓我們手上能夠隨時可以翻閱聖經
[00:00:09.000 --> 00:00:13.000]  求天父祢在今早這個時間令我們感動
[00:00:13.000 --> 00:00:16.000]  讓我們能夠懂得怎樣去尊重祢的話
[00:00:16.000 --> 00:00:18.000]  研讀祢的話
[00:00:18.000 --> 00:00:21.000]  幫助我們能夠明白祢自己的心意
[00:00:21.000 --> 00:00:24.000]  聽我們的祈禱奉耶穌基督的聖名
[00:00:24.000 --> 00:00:31.000]  我不知道大家從前有沒有心裏面有這樣的問題
[00:00:31.000 --> 00:00:33.000]  或者懷疑過
[00:00:33.000 --> 00:00:36.000]  聖經裏面到底有沒有矛盾呢
[00:00:36.000 --> 00:00:41.000]  聽人說好像聖經有很多矛盾的地方
[00:00:41.000 --> 00:00:44.000]  或者甚至你曾經被人問過
[00:00:44.000 --> 00:00:46.000]  聖經有很多矛盾的地方
[00:00:46.000 --> 00:00:47.000]  所以為什麼我不去教會呢
[00:00:47.000 --> 00:00:48.000]  為什麼我不信耶穌呢
[00:00:48.000 --> 00:00:50.000]  是不合理的
[00:00:50.000 --> 00:00:53.000]  不知道大家有沒有被人問過這樣的問題
[00:00:53.000 --> 00:00:58.000]  或者甚至我們心裏面都有這樣的疑惑
[00:00:58.000 --> 00:01:00.000]  如果有的話
[00:01:00.000 --> 00:01:05.000]  我不知道大家有沒有機會去問一問這些發出問題的人
[00:01:05.000 --> 00:01:08.000]  聖經的矛盾地方在那裏呢
[00:01:08.000 --> 00:01:09.000]  有沒有試過問過他們呢
[00:01:09.000 --> 00:01:11.000]  還是他們不敢問呢
[00:01:11.000 --> 00:01:12.000]  怕他們給你一個答案呢
[00:01:12.000 --> 00:01:14.000]  我們不懂得去回答呢
[00:01:14.000 --> 00:01:16.000]  不過呢
[00:01:16.000 --> 00:01:18.000]  牧師給我保證你
[00:01:18.000 --> 00:01:20.000]  如果你真的去問他們
[00:01:20.000 --> 00:01:23.000]  到底聖經在哪裏有矛盾呢
[00:01:23.000 --> 00:01:25.000]  通常他們不可以馬上告訴你
[00:01:25.000 --> 00:01:27.000]  他們說不出來
[00:01:27.000 --> 00:01:28.000]  因為呢
[00:01:28.000 --> 00:01:29.000]  在我的經驗裏面
[00:01:29.000 --> 00:01:31.000]  不知道大家同不同意呢
[00:01:31.000 --> 00:01:33.000]  當這些人發出問題的時候
[00:01:33.000 --> 00:01:35.000]  其實是不知道他們在什麼時間
[00:01:35.000 --> 00:01:37.000]  拿到這樣的印象
[00:01:37.000 --> 00:01:38.000]  或者在這裏聽一點
[00:01:38.000 --> 00:01:39.000]  在那裏聽一點
[00:01:39.000 --> 00:01:40.000]  OK
[00:01:40.000 --> 00:01:41.000]  但你要說出來的時候呢
[00:01:41.000 --> 00:01:43.000]  通常他們是說不出來
[00:01:43.000 --> 00:01:45.000]  到底聖經有什麼矛盾的
[00:01:45.000 --> 00:01:47.000]  如果呢
[00:01:47.000 --> 00:01:49.000]  你有機會再press一下
[00:01:49.000 --> 00:01:50.000]  那你講吧
[00:01:50.000 --> 00:01:51.000]  你經常說聖經有矛盾
[00:01:51.000 --> 00:01:52.000]  在哪裏呢
[00:01:52.000 --> 00:01:54.000]  很容易他們就想到
[00:01:54.000 --> 00:01:55.000]  哦
[00:01:55.000 --> 00:01:56.000]  聖經裏面是講創造的
[00:01:56.000 --> 00:01:57.000]  OK
[00:01:57.000 --> 00:01:59.000]  和科學所講的進化
[00:01:59.000 --> 00:02:01.000]  有矛盾
[00:02:01.000 --> 00:02:03.000]  其實這個因為現在是很熱門的題目
[00:02:03.000 --> 00:02:05.000]  一直都很熱門的
[00:02:05.000 --> 00:02:06.000]  OK
[00:02:06.000 --> 00:02:07.000]  很明顯似乎呢
[00:02:07.000 --> 00:02:09.000]  和聖經所啟示的
[00:02:09.000 --> 00:02:10.000]  所教導的
[00:02:10.000 --> 00:02:11.000]  是完全不同的
[00:02:11.000 --> 00:02:13.000]  所以你press多一點的時候呢
[00:02:13.000 --> 00:02:14.000]  他很自然就
[00:02:14.000 --> 00:02:15.000]  哦 聖經講創造
[00:02:15.000 --> 00:02:16.000]  現在科學講
[00:02:16.000 --> 00:02:17.000]  講進化
[00:02:17.000 --> 00:02:19.000]  這兩個根本是
[00:02:19.000 --> 00:02:21.000]  和事實不符
[00:02:21.000 --> 00:02:23.000]  很多時候你都會有這樣的
[00:02:23.000 --> 00:02:25.000]  聽到別人
[00:02:25.000 --> 00:02:27.000]  有這樣的comment
[00:02:27.000 --> 00:02:29.000]  這樣的評價
[00:02:29.000 --> 00:02:31.000]  所以其實到底
[00:02:31.000 --> 00:02:33.000]  聖經和事實
[00:02:33.000 --> 00:02:35.000]  是不是有矛盾的呢
[00:02:35.000 --> 00:02:37.000]  OK
[00:02:37.000 --> 00:02:39.000]  聖經所記載的
[00:02:39.000 --> 00:02:40.000]  是事實呢
[00:02:40.000 --> 00:02:42.000]  還是小說呢
[00:02:42.000 --> 00:02:44.000]  特別是有些人甚至覺得
[00:02:44.000 --> 00:02:46.000]  聖經裏面所記載的那些呢
[00:02:46.000 --> 00:02:48.000]  神話故事沒什麼分別的
[00:02:48.000 --> 00:02:50.000]  埃及有埃及的神話
[00:02:50.000 --> 00:02:52.000]  希臘有希臘的神話
[00:02:52.000 --> 00:02:54.000]  到底聖經與事實有沒有矛盾
[00:02:54.000 --> 00:02:56.000]  到底聖經所記載的
[00:02:56.000 --> 00:02:57.000]  是事實
[00:02:57.000 --> 00:02:59.000]  還是神話小說
[00:02:59.000 --> 00:03:01.000]  聖經講的你很清楚的
[00:03:01.000 --> 00:03:02.000]  如果看創世紀
[00:03:02.000 --> 00:03:03.000]  用剛才的
[00:03:03.000 --> 00:03:04.000]  如果你press人
[00:03:04.000 --> 00:03:05.000]  要逼他
[00:03:05.000 --> 00:03:06.000]  你告訴我
[00:03:06.000 --> 00:03:07.000]  有什麼矛盾呢
[00:03:07.000 --> 00:03:09.000]  他最多能夠告訴你的
[00:03:09.000 --> 00:03:11.000]  最常聽到的就是
[00:03:11.000 --> 00:03:13.000]  進化和創造有矛盾
[00:03:13.000 --> 00:03:14.000]  而聖經
[00:03:14.000 --> 00:03:16.000]  沒錯是講得很清楚的
[00:03:16.000 --> 00:03:18.000]  起初是神
[00:03:18.000 --> 00:03:20.000]  創造天地
[00:03:20.000 --> 00:03:22.000]  首先我要明白的是什麼呢
[00:03:22.000 --> 00:03:24.000]  就是無論你
[00:03:24.000 --> 00:03:26.000]  講進化論也好
[00:03:26.000 --> 00:03:28.000]  或者創造論也好
[00:03:28.000 --> 00:03:30.000]  很明顯是論嘛
[00:03:30.000 --> 00:03:32.000]  什麼叫論呢
[00:03:32.000 --> 00:03:34.000]  Theory
[00:03:34.000 --> 00:03:36.000]  兩個都被定位
[00:03:36.000 --> 00:03:38.000]  為一個理論
[00:03:38.000 --> 00:03:40.000]  而不是一個定律
[00:03:40.000 --> 00:03:42.000]  如果你讀physics的
[00:03:42.000 --> 00:03:44.000]  第二定律
[00:03:44.000 --> 00:03:45.000]  為什麼呢
[00:03:45.000 --> 00:03:46.000]  所有研究科學
[00:03:46.000 --> 00:03:48.000]  所有不同感覺的人
[00:03:48.000 --> 00:03:50.000]  都認同這是真理
[00:03:50.000 --> 00:03:51.000]  這是沒有改變的
[00:03:51.000 --> 00:03:52.000]  是事實
[00:03:52.000 --> 00:03:53.000]  理心有吸力的
[00:03:53.000 --> 00:03:54.000]  是事實
[00:03:54.000 --> 00:03:56.000]  沒得改變的
[00:03:56.000 --> 00:03:58.000]  屢試不爽的
[00:03:58.000 --> 00:04:00.000]  這是定律
[00:04:00.000 --> 00:04:02.000]  當講到理論的時候
[00:04:02.000 --> 00:04:03.000]  他也做過很多research
[00:04:03.000 --> 00:04:05.000]  也做過很多實驗
[00:04:05.000 --> 00:04:08.000]  但始終不能夠界定為定律
[00:04:08.000 --> 00:04:10.000]  原因是什麼呢
[00:04:10.000 --> 00:04:12.000]  因為科學的事實
[00:04:12.000 --> 00:04:15.000]  最低限度要經歷兩個考驗
[00:04:15.000 --> 00:04:17.000]  我不是科學家
[00:04:17.000 --> 00:04:18.000]  如果我說錯你矯正我
[00:04:18.000 --> 00:04:20.000]  不過當我做一些study去研究的時候
[00:04:20.000 --> 00:04:22.000]  兩個很基本的定律
[00:04:22.000 --> 00:04:24.000]  第一個就是
[00:04:24.000 --> 00:04:26.000]  如果是科學的事實的話
[00:04:26.000 --> 00:04:28.000]  是必須可以你去觀察得到的
[00:04:28.000 --> 00:04:30.000]  不能閉上眼睛就說是
[00:04:30.000 --> 00:04:32.000]  可以被你觀察得到
[00:04:32.000 --> 00:04:34.000]  第二件事就是
[00:04:34.000 --> 00:04:36.000]  必須在一個控制的環境下
[00:04:36.000 --> 00:04:38.000]  你可以複製
[00:04:38.000 --> 00:04:42.000]  或者是重複的出現
[00:04:42.000 --> 00:04:44.000]  但是到現在為止
[00:04:44.000 --> 00:04:46.000]  其實大家都知道
[00:04:46.000 --> 00:04:48.000]  仍然是沒有人可以觀察到
[00:04:48.000 --> 00:04:50.000]  某一類的動物
[00:04:50.000 --> 00:04:52.000]  如何進化成另一類的動物
[00:04:52.000 --> 00:04:54.000]  進化到裡面
[00:04:54.000 --> 00:04:56.000]  單細胞一路演化
[00:04:56.000 --> 00:04:58.000]  分為很多不同類型的動物
[00:04:58.000 --> 00:05:00.000]  如果這個是繼續的話
[00:05:00.000 --> 00:05:02.000]  雖然是很慢也好
[00:05:02.000 --> 00:05:04.000]  但為什麼我們始終沒有辦法
[00:05:04.000 --> 00:05:06.000]  觀察到那個過程
[00:05:06.000 --> 00:05:08.000]  從某一類的動物變成另一類的動物
[00:05:08.000 --> 00:05:10.000]  我們能夠觀察到它是什麼呢
[00:05:10.000 --> 00:05:12.000]  就好像星爺所說的
[00:05:12.000 --> 00:05:14.000]  那種飛禽走獸
[00:05:14.000 --> 00:05:16.000]  是各種其類
[00:05:16.000 --> 00:05:18.000]  在不同的環境下適應的衍生
[00:05:18.000 --> 00:05:20.000]  當然你說
[00:05:20.000 --> 00:05:22.000]  你有沒有見過魚變成鳥呢
[00:05:22.000 --> 00:05:24.000]  如果是進化的話
[00:05:24.000 --> 00:05:26.000]  過程裡面應該有這樣的過程
[00:05:26.000 --> 00:05:28.000]  不是說牧師有飛魚
[00:05:28.000 --> 00:05:30.000]  你看discovery channel
[00:05:30.000 --> 00:05:32.000]  有魚在水面飛
[00:05:32.000 --> 00:05:34.000]  但那些都是魚
[00:05:34.000 --> 00:05:36.000]  會不會因為這樣
[00:05:36.000 --> 00:05:38.000]  變成一個在陸上的動物
[00:05:38.000 --> 00:05:40.000]  或者一隻飛鳥
[00:05:40.000 --> 00:05:42.000]  除此之外
[00:05:42.000 --> 00:05:44.000]  大概在一百多年前
[00:05:44.000 --> 00:05:46.000]  人們開始發現
[00:05:46.000 --> 00:05:48.000]  有化石
[00:05:48.000 --> 00:05:50.000]  特別是有動物的化石
[00:05:50.000 --> 00:05:52.000]  進化論家就很興奮
[00:05:52.000 --> 00:05:54.000]  因為我們看到有化石
[00:05:54.000 --> 00:05:56.000]  就證明人類
[00:05:56.000 --> 00:05:58.000]  有一些進化的過程
[00:05:58.000 --> 00:06:00.000]  不過我們仍然
[00:06:00.000 --> 00:06:02.000]  有一些missing link
[00:06:02.000 --> 00:06:04.000]  你聽過這個term嗎
[00:06:04.000 --> 00:06:06.000]  missing link
[00:06:06.000 --> 00:06:08.000]  就是失落的環節
[00:06:08.000 --> 00:06:10.000]  有一個去到另一個
[00:06:10.000 --> 00:06:12.000]  看上去似乎很像樣
[00:06:12.000 --> 00:06:14.000]  但過程裡面
[00:06:14.000 --> 00:06:16.000]  一個一個接上去
[00:06:16.000 --> 00:06:18.000]  有很多環節miss了
[00:06:18.000 --> 00:06:20.000]  但到現在為止
[00:06:20.000 --> 00:06:22.000]  這些missing link
[00:06:22.000 --> 00:06:24.000]  似乎還未能找到
[00:06:24.000 --> 00:06:26.000]  當然
[00:06:26.000 --> 00:06:28.000]  現在科技很發達
[00:06:28.000 --> 00:06:30.000]  牧師你沒聽過
[00:06:30.000 --> 00:06:32.000]  牛、羊、貓、狗嗎
[00:06:32.000 --> 00:06:34.000]  That is true
[00:06:34.000 --> 00:06:36.000]  但是我們仍然不能夠
[00:06:36.000 --> 00:06:38.000]  在一個實驗室裡面
[00:06:38.000 --> 00:06:40.000]  從無變有地
[00:06:40.000 --> 00:06:42.000]  去創造生命
[00:06:42.000 --> 00:06:46.000]  今天我們不是在討論進化論
[00:06:46.000 --> 00:06:48.000]  我只是用作一個例子
[00:06:48.000 --> 00:06:50.000]  但是
[00:06:50.000 --> 00:06:52.000]  如果你了解
[00:06:52.000 --> 00:06:54.000]  或者你認同剛才所講的時候
[00:06:54.000 --> 00:06:56.000]  你會發覺無論是進化論也好
[00:06:56.000 --> 00:06:58.000]  創造論也好
[00:06:58.000 --> 00:07:00.000]  仍然不能夠被
[00:07:00.000 --> 00:07:02.000]  嚴格的科學考證
[00:07:02.000 --> 00:07:04.000]  定位為一個定律
[00:07:04.000 --> 00:07:06.000]  它們不是絕對的真理
[00:07:06.000 --> 00:07:08.000]  不是一個
[00:07:08.000 --> 00:07:10.000]  已經是不爭的事實
[00:07:10.000 --> 00:07:12.000]  無論你相信
[00:07:12.000 --> 00:07:14.000]  哪一種的理論
[00:07:14.000 --> 00:07:16.000]  哪一個的theory
[00:07:16.000 --> 00:07:18.000]  都要極大的信心
[00:07:18.000 --> 00:07:22.000]  其次我們要明白的是什麼呢
[00:07:22.000 --> 00:07:24.000]  聖經
[00:07:24.000 --> 00:07:26.000]  就
[00:07:26.000 --> 00:07:28.000]  已經不是一本科學的教科書
[00:07:28.000 --> 00:07:30.000]  所以我們讀聖經的時候
[00:07:30.000 --> 00:07:32.000]  你不能夠當它是一本
[00:07:32.000 --> 00:07:34.000]  科學的教科書去看
[00:07:34.000 --> 00:07:36.000]  但是
[00:07:36.000 --> 00:07:38.000]  雖然它不是一本科學的教科書
[00:07:38.000 --> 00:07:40.000]  但是如果我們真的
[00:07:40.000 --> 00:07:42.000]  給時間去研究聖經的時候
[00:07:42.000 --> 00:07:44.000]  你會發覺其實聖經和科學裡面所發現的東西
[00:07:44.000 --> 00:07:46.000]  不單是沒有衝突
[00:07:46.000 --> 00:07:48.000]  而且有些記載
[00:07:48.000 --> 00:07:50.000]  是超越了當時
[00:07:50.000 --> 00:07:52.000]  當代人的
[00:07:52.000 --> 00:07:54.000]  科學知識
[00:07:54.000 --> 00:07:56.000]  譬如在古時的時候
[00:07:56.000 --> 00:07:58.000]  可能大家都聽過
[00:07:58.000 --> 00:08:00.000]  很多人就覺得地球是平的
[00:08:00.000 --> 00:08:02.000]  ok
[00:08:02.000 --> 00:08:04.000]  印度的神話就說
[00:08:04.000 --> 00:08:06.000]  大地是平放在
[00:08:06.000 --> 00:08:08.000]  幾隻大象上面
[00:08:08.000 --> 00:08:10.000]  我看一幅圖畫
[00:08:10.000 --> 00:08:14.000]  大地就在幾隻象上面
[00:08:14.000 --> 00:08:16.000]  而這幾隻象就站在
[00:08:16.000 --> 00:08:18.000]  一隻大海龜上面
[00:08:18.000 --> 00:08:20.000]  然後就在宇宙當中浮游
[00:08:20.000 --> 00:08:22.000]  另一張從下面看上去
[00:08:22.000 --> 00:08:24.000]  都是人畫出來的
[00:08:24.000 --> 00:08:26.000]  ok
[00:08:26.000 --> 00:08:28.000]  這是印度的神話
[00:08:28.000 --> 00:08:30.000]  大地是怎樣的呢
[00:08:30.000 --> 00:08:32.000]  如果是希臘的神話呢
[00:08:32.000 --> 00:08:34.000]  希臘的神話都告訴我們
[00:08:34.000 --> 00:08:36.000]  大地可能不是平的
[00:08:36.000 --> 00:08:38.000]  不過
[00:08:38.000 --> 00:08:40.000]  地球是放在
[00:08:40.000 --> 00:08:42.000]  Atlas
[00:08:42.000 --> 00:08:44.000]  阿拉斯神的肩膊上面
[00:08:44.000 --> 00:08:46.000]  但是
[00:08:46.000 --> 00:08:48.000]  如果我們看聖經的時候
[00:08:48.000 --> 00:08:50.000]  約伯記裡面一早就告訴我們
[00:08:50.000 --> 00:08:52.000]  上帝鋪開
[00:08:52.000 --> 00:08:54.000]  北極的天空
[00:08:54.000 --> 00:08:56.000]  把地球懸掛在
[00:08:56.000 --> 00:08:58.000]  太空
[00:08:58.000 --> 00:09:00.000]  下一張就是地球懸掛在太空
[00:09:00.000 --> 00:09:02.000]  約伯記寫的時候
[00:09:02.000 --> 00:09:04.000]  受聖靈感動
[00:09:04.000 --> 00:09:06.000]  他不知道寫什麼
[00:09:06.000 --> 00:09:08.000]  因為按照人的感覺
[00:09:08.000 --> 00:09:10.000]  人的觀察
[00:09:10.000 --> 00:09:12.000]  在那個時間大地是平的
[00:09:12.000 --> 00:09:14.000]  怎麼會是懸的呢
[00:09:14.000 --> 00:09:16.000]  怎麼會掛在天空上
[00:09:16.000 --> 00:09:18.000]  沒有東西托著呢
[00:09:18.000 --> 00:09:20.000]  但是神感動他的時候
[00:09:20.000 --> 00:09:22.000]  竟然寫出這樣的書
[00:09:22.000 --> 00:09:24.000]  以賽亞書都有這樣的記載
[00:09:24.000 --> 00:09:26.000]  神是坐在地球大圈之上
[00:09:26.000 --> 00:09:28.000]  地上的居民
[00:09:28.000 --> 00:09:30.000]  就好像蝗蟲
[00:09:30.000 --> 00:09:32.000]  他鋪張窮倉如萬紙
[00:09:32.000 --> 00:09:34.000]  展開諸天如可住的帳篷
[00:09:34.000 --> 00:09:36.000]  展開諸天如可住的帳篷
[00:09:36.000 --> 00:09:38.000]  展開諸天如可住的帳篷
[00:09:38.000 --> 00:09:40.000]  當然你去上網找這些
[00:09:40.000 --> 00:09:42.000]  都會看到有圖畫
[00:09:42.000 --> 00:09:44.000]  都會貼上去
[00:09:44.000 --> 00:09:46.000]  不過我想告訴大家
[00:09:46.000 --> 00:09:48.000]  神坐在地球大圈之上
