
[00:00:00.000 --> 00:00:04.920]  哈咯咯呀
[00:00:04.920 --> 00:00:08.520]  我們知道我們基督徒常常寫信的時候
[00:00:08.520 --> 00:00:14.680]  我們都會在後面最後給大家一個
[00:00:14.680 --> 00:00:17.080]  好像是問安或者是一個祝福
[00:00:17.080 --> 00:00:20.640]  是什麼 以馬內利是不是
[00:00:20.640 --> 00:00:24.200]  那以馬內利什麼意思
[00:00:24.200 --> 00:00:27.000]  神與我們同在
[00:00:27.000 --> 00:00:30.640]  這是耶穌的另外一個名字
[00:00:30.640 --> 00:00:33.800]  我們上個禮拜講到耶穌他的名字
[00:00:33.800 --> 00:00:35.880]  他是奇妙
[00:00:35.880 --> 00:00:38.200]  他是測試
[00:00:38.200 --> 00:00:40.000]  還有呢
[00:00:40.000 --> 00:00:41.760]  他是全能的神
[00:00:41.760 --> 00:00:43.520]  永在的父
[00:00:43.520 --> 00:00:46.880]  和平的君是不是
[00:00:46.880 --> 00:00:47.920]  如果每一個都講
[00:00:47.920 --> 00:00:51.120]  那每一個都需要一個小時
[00:00:51.120 --> 00:00:52.320]  所以我們上禮拜講到說
[00:00:52.320 --> 00:00:54.520]  他是和平的君
[00:00:54.520 --> 00:00:56.480]  君就是君王
[00:00:56.480 --> 00:01:00.360]  他的名字就代表著他的使命
[00:01:00.360 --> 00:01:01.960]  他是那個和平的君王
[00:01:01.960 --> 00:01:03.880]  他來這個世界
[00:01:03.880 --> 00:01:06.560]  這個世界是不屬於他
[00:01:06.560 --> 00:01:10.600]  不屬於撒旦掌控之下
[00:01:10.600 --> 00:01:17.840]  但是耶穌基督來要把我們從這一個世界的罪惡的權勢手下釋放出來
[00:01:17.840 --> 00:01:19.600]  他要來將來有一天
[00:01:19.600 --> 00:01:21.520]  他要來掌管這個世界
[00:01:21.520 --> 00:01:25.320]  使這個世界重新恢復跟神的關係
[00:01:25.320 --> 00:01:28.880]  但是馬太福音在第一章二十三節
[00:01:28.880 --> 00:01:31.760]  這邊講到說他的名字呢
[00:01:31.760 --> 00:01:33.360]  是什麼呢
[00:01:33.360 --> 00:01:36.440]  是以馬類立
[00:01:36.440 --> 00:01:38.720]  必有童女懷孕生子
[00:01:38.720 --> 00:01:41.080]  童女就是指著他的母親瑪麗亞
[00:01:41.080 --> 00:01:44.080]  他入生的母親是童真女
[00:01:44.080 --> 00:01:48.040]  也就是沒有沒有結婚的
[00:01:48.040 --> 00:01:50.880]  virgin 處女
[00:01:50.880 --> 00:01:53.040]  比較白話講
[00:01:53.040 --> 00:01:55.800]  那怎麼可能童女懷孕生子呢
[00:01:55.800 --> 00:01:59.160]  這是一個神蹟
[00:01:59.160 --> 00:02:02.880]  所以他的名字叫做以馬類立
[00:02:02.880 --> 00:02:08.680]  這個名字呢就代表著從舊約一直到新約
[00:02:08.680 --> 00:02:10.920]  神心中的一個渴望
[00:02:10.920 --> 00:02:18.360]  他渴望與我們同在
[00:02:18.360 --> 00:02:21.880]  我們來看看
[00:02:21.880 --> 00:02:26.440]  這個以馬類立這個字
[00:02:26.440 --> 00:02:28.480]  在希伯來文裡面
[00:02:28.480 --> 00:02:34.200]  其實英文把它翻出來叫做Emmanuel
[00:02:34.200 --> 00:02:39.680]  但是呢其實是希伯來文是從右邊倒過來的
[00:02:39.680 --> 00:02:45.520]  所以這個Ema就是同在
[00:02:45.520 --> 00:02:48.760]  這個Nui是我們
[00:02:48.760 --> 00:02:50.520]  最後就El是什麼呢
[00:02:50.520 --> 00:02:51.480]  就是上帝
[00:02:51.480 --> 00:03:00.320]  所以翻出來就是上帝與我們同在
[00:03:00.320 --> 00:03:01.600]  上帝與我們同在
[00:03:01.600 --> 00:03:07.240]  不是到了耶穌降生的時候才表明出來的
[00:03:07.240 --> 00:03:08.320]  在舊約的時候
[00:03:08.320 --> 00:03:12.480]  你看起初上帝創造亞當夏娃的時候
[00:03:12.480 --> 00:03:18.560]  請問亞當夏娃跟上帝之間的關係是什麼樣的關係
[00:03:18.560 --> 00:03:21.680]  假的夏娃可不可以看見上帝
[00:03:21.680 --> 00:03:23.200]  可不可以
[00:03:23.200 --> 00:03:24.360]  這是一個神學問題
[00:03:24.360 --> 00:03:26.120]  可不可以
[00:03:26.120 --> 00:03:29.560]  可以嗎
[00:03:29.560 --> 00:03:34.080]  你看這上帝起初在創造創造亞當夏娃的時候
