
[00:00:00.000 --> 00:00:01.800]  校長
[00:00:01.800 --> 00:00:02.800]  各位老師
[00:00:02.800 --> 00:00:03.880]  各位同學
[00:00:03.880 --> 00:00:06.880]  各位弟兄姊妹平安
[00:00:06.880 --> 00:00:07.880]  願因為平安
[00:00:07.880 --> 00:00:09.200]  從我們的父上帝
[00:00:09.200 --> 00:00:12.720]  並主耶穌基督歸於大家
[00:00:12.720 --> 00:00:14.520]  今日的講題是
[00:00:14.520 --> 00:00:21.280]  「小時候不讀書,長大後有幾個省略號」
[00:00:21.280 --> 00:00:25.520]  不知道大家聽到這個省略號之後
[00:00:25.520 --> 00:00:28.320]  會填了甚麼字詞下去
[00:00:28.320 --> 00:00:32.240]  有沒有弟兄姊妹有些字詞填了下去
[00:00:32.240 --> 00:00:33.600]  對了
[00:00:33.600 --> 00:00:35.640]  聽不到
[00:00:35.640 --> 00:00:38.360]  有沒有聽過這句說話
[00:00:38.360 --> 00:00:39.520]  對了
[00:00:39.520 --> 00:00:41.000]  長大後做甚麼呢
[00:00:41.000 --> 00:00:43.000]  小時候不讀書長大後做甚麼呢
[00:00:43.000 --> 00:00:45.000]  我故意留白的
[00:00:45.000 --> 00:00:47.000]  就是讓自己
[00:00:47.000 --> 00:00:49.600]  可以補上小時候不讀書
[00:00:49.600 --> 00:00:52.160]  長大後會變成怎樣
[00:00:52.160 --> 00:00:53.960]  在幾個星期之前
[00:00:53.960 --> 00:00:59.160]  我在網絡上看到一個貼文
[00:00:59.160 --> 00:01:01.160]  那個貼文是怎樣的呢
[00:01:01.160 --> 00:01:02.680]  有一張相片
[00:01:02.680 --> 00:01:07.360]  那張相片可能是一個十幾歲
[00:01:07.360 --> 00:01:10.760]  可能十七、八歲的一個年輕人
[00:01:10.760 --> 00:01:14.280]  正在做搬運的工作
[00:01:14.280 --> 00:01:16.840]  然後發貼文的那個人
[00:01:16.840 --> 00:01:19.880]  就拍了這個年輕人的一張相片
[00:01:19.880 --> 00:01:21.280]  然後放上網
[00:01:21.280 --> 00:01:23.560]  下面就加了幾個字
[00:01:23.560 --> 00:01:24.440]  就是甚麼呢
[00:01:24.440 --> 00:01:27.000]  就是小時候不讀書
[00:01:27.000 --> 00:01:30.120]  長大後做運輸
[00:01:30.120 --> 00:01:33.040]  其實出了這個貼文之後
[00:01:33.040 --> 00:01:36.720]  很多網民批評出貼文的這個人
[00:01:36.720 --> 00:01:42.160]  就說做運輸自力更生有甚麼問題
[00:01:42.160 --> 00:01:46.240]  做運輸自力更生有甚麼問題
[00:01:46.240 --> 00:01:48.720]  當然我都很認同
[00:01:48.720 --> 00:01:50.080]  那班網民罵
[00:01:50.080 --> 00:01:53.680]  就是做運輸是一點都沒有問題
[00:01:53.680 --> 00:01:55.960]  因為都是自力更生
[00:01:55.960 --> 00:01:58.600]  他不是做甚麼壞事
[00:01:58.600 --> 00:02:00.880]  去賺取他的金錢
[00:02:00.880 --> 00:02:03.280]  而是正在做一個正常的工作
[00:02:03.280 --> 00:02:05.000]  正當的工作
[00:02:05.000 --> 00:02:07.560]  是好事來的
[00:02:07.560 --> 00:02:09.600]  而我第一次聽到這句
[00:02:09.600 --> 00:02:10.880]  小時候不讀書
[00:02:10.880 --> 00:02:13.600]  長大後做運輸這個說話
[00:02:13.600 --> 00:02:15.680]  是在哪裏聽回來的呢
[00:02:15.680 --> 00:02:19.360]  就是在大概六年前至七年前
[00:02:19.360 --> 00:02:23.240]  當時就有一個年輕人
[00:02:23.240 --> 00:02:27.200]  他考完DSE
[00:02:27.200 --> 00:02:28.560]  考完DSE之後
[00:02:28.560 --> 00:02:31.880]  他的成績就沒有他想到那麼好
[00:02:31.880 --> 00:02:37.800]  不過他升讀運輸及物流學士課程
[00:02:37.800 --> 00:02:38.800]  即是甚麼呢
[00:02:38.800 --> 00:02:40.440]  他進了大學
[00:02:40.440 --> 00:02:43.640]  不過他就是讀這個運輸及物流
[00:02:43.640 --> 00:02:46.440]  然後他就自嘲地說
[00:02:46.440 --> 00:02:49.280]  他就是小時候不讀書
[00:02:49.280 --> 00:02:51.040]  長大後就做運輸
[00:02:51.040 --> 00:02:54.040]  不過他就去讀學士
[00:02:54.040 --> 00:02:55.800]  當然我都鼓勵他
[00:02:55.800 --> 00:02:57.160]  我作為他的傳導人
[00:02:57.160 --> 00:02:58.240]  我都鼓勵他
[00:02:58.240 --> 00:03:01.840]  如果這個世界沒有人做物流
[00:03:01.840 --> 00:03:03.480]  沒有人做運輸
[00:03:03.480 --> 00:03:07.080]  這個世界運作不了
[00:03:07.080 --> 00:03:10.520]  特別現在我想請問大英姐妹
[00:03:10.520 --> 00:03:12.400]  現在有多少個大英姐妹
[00:03:12.400 --> 00:03:15.080]  是曾經試過網購的
