
[00:00:00.000 --> 00:00:03.500]  請姐妹平安,我們再一次低頭祈禱
[00:00:03.500 --> 00:00:10.000]  天父願祢的說話再一次照亮我們的內心
[00:00:10.000 --> 00:00:13.500]  願祢打開我們的耳朵,開放我們的心靈
[00:00:13.500 --> 00:00:18.500]  叫我們去聆聽祢自己今天對我們的吩咐
[00:00:18.500 --> 00:00:22.000]  我們這樣的祈禱,奉耶穌基督的名祈求,阿們
[00:00:24.000 --> 00:00:31.000]  好,今天我們講目標人生的第四講就是講到門徒訓練
[00:00:31.000 --> 00:00:37.000]  就是作為一個被神救贖,被神揀選的人
[00:00:37.000 --> 00:00:41.000]  我們活在世上絕對當然就不是機緣巧合
[00:00:41.000 --> 00:00:48.000]  也都不是好像斷了線的紙鑰任風吹
[00:00:48.000 --> 00:00:56.000]  好像池塘當中那些浮萍,隨著水來到周圍去飄蕩
[00:00:56.000 --> 00:01:03.000]  我們人生活在世上,其實是聖經那裡教導我們
[00:01:03.000 --> 00:01:06.000]  我們是要學習賜主耶穌
[00:01:06.000 --> 00:01:09.000]  所以在佛洛比書第二章第五節那裡說
[00:01:09.000 --> 00:01:12.000]  你們當以基督耶穌的心為心
[00:01:12.000 --> 00:01:23.000]  意思就是說讓我們主耶穌的心好像印在我們的心裡
[00:01:23.000 --> 00:01:27.000]  而當我信了耶穌沒多久的時候
[00:01:27.000 --> 00:01:34.000]  其實頭幾年不斷都有一個問題來不斷思想
[00:01:34.000 --> 00:01:41.000]  但是到了現在其實我都仍然覺得這個問題非常重要
[00:01:41.000 --> 00:01:49.000]  就是我去問究竟我作為一個基督徒
[00:01:49.000 --> 00:01:56.000]  我和其他不信耶穌的人有什麼不同呢
[00:01:56.000 --> 00:02:01.000]  究竟作為一個基督徒是什麼意思呢
[00:02:01.000 --> 00:02:05.000]  我相信這是一個非常重要的問題
[00:02:05.000 --> 00:02:10.000]  因為我當時來說我是在一間基督教學校讀書的
[00:02:10.000 --> 00:02:16.000]  我的學校都不是掛名的基督教學校
[00:02:16.000 --> 00:02:21.000]  而是信仰的氣氛是很濃厚的
[00:02:21.000 --> 00:02:25.000]  每個星期有老師帶你去查經
[00:02:25.000 --> 00:02:30.000]  每個星期的周會都會分享一些和信仰有關的信息
[00:02:30.000 --> 00:02:35.000]  每年有一整個星期的福音周就和學生傳福音
[00:02:35.000 --> 00:02:40.000]  好像是半教會的形式
[00:02:40.000 --> 00:02:45.000]  學校所有的老師都是非常認真的基督徒
[00:02:45.000 --> 00:02:48.000]  所以在那個學校當中
[00:02:48.000 --> 00:02:55.000]  頭五年當中一到中五
[00:02:55.000 --> 00:02:59.000]  我就沒有正式的數字去統計
[00:02:59.000 --> 00:03:02.000]  但是以我的印象當中
[00:03:02.000 --> 00:03:06.000]  我想超過七成的人
[00:03:06.000 --> 00:03:11.000]  是舉手決志說信耶穌的
[00:03:11.000 --> 00:03:14.000]  無論在那些周會
[00:03:14.000 --> 00:03:16.000]  無論在那些福音周
[00:03:16.000 --> 00:03:19.000]  還有團契
[00:03:19.000 --> 00:03:23.000]  在那五年的昏逃之下
[00:03:23.000 --> 00:03:27.000]  最少有七成的人
[00:03:27.000 --> 00:03:34.000]  曾經在任何一個點去信過耶穌
[00:03:34.000 --> 00:03:37.000]  當然離開了學校之後
[00:03:37.000 --> 00:03:39.000]  有些舊同學聚會
[00:03:39.000 --> 00:03:42.000]  有些已經沒有回教會了
[00:03:42.000 --> 00:03:46.000]  也有一些人可能以前信過耶穌
[00:03:46.000 --> 00:03:48.000]  又回教會後來又離開
[00:03:48.000 --> 00:03:50.000]  當然也有的
[00:03:50.000 --> 00:03:53.000]  有些在學校沒有信的
[00:03:53.000 --> 00:03:55.000]  後來又有機會信了耶穌
[00:03:55.000 --> 00:03:59.000]  但我還是問一個問題
[00:03:59.000 --> 00:04:06.000]  就是很多人有機會聽福音
[00:04:06.000 --> 00:04:12.000]  很多人有機會知道福音的信仰是甚麼意思
[00:04:12.000 --> 00:04:16.000]  但是真正作為一個基督徒
[00:04:16.000 --> 00:04:20.000]  究竟又是甚麼一回事呢
[00:04:20.000 --> 00:04:23.000]  那些福音信仰的內容
[00:04:23.000 --> 00:04:25.000]  坦白說
[00:04:25.000 --> 00:04:28.000]  只要你有五歲小孩
[00:04:28.000 --> 00:04:31.000]  甚至小孩現在聰明一點
[00:04:31.000 --> 00:04:35.000]  可能三歲的小孩的智力
[00:04:35.000 --> 00:04:39.000]  你都能夠掌握到內容
[00:04:39.000 --> 00:04:41.000]  你想想
[00:04:41.000 --> 00:04:43.000]  耶穌愛你
[00:04:43.000 --> 00:04:46.000]  神創造世界
[00:04:46.000 --> 00:04:48.000]  然後人犯罪
[00:04:48.000 --> 00:04:51.000]  耶穌為我們死在十字架
[00:04:51.000 --> 00:04:53.000]  赦卸我們的罪
[00:04:53.000 --> 00:04:55.000]  三天之後復活
[00:04:55.000 --> 00:04:57.000]  升天
[00:04:57.000 --> 00:04:59.000]  你去認罪
[00:04:59.000 --> 00:05:01.000]  接受耶穌做你的主
[00:05:01.000 --> 00:05:03.000]  那就是一個基督徒了
[00:05:03.000 --> 00:05:06.000]  剛才所說的內容
[00:05:06.000 --> 00:05:10.000]  可能三歲的小孩你教他的時候
[00:05:10.000 --> 00:05:12.000]  他都懂得跟你說
[00:05:12.000 --> 00:05:14.000]  傳福音也可以的
[00:05:14.000 --> 00:05:15.000]  你想想
[00:05:15.000 --> 00:05:16.000]  如果三歲不行
[00:05:16.000 --> 00:05:17.000]  五歲一定可以
[00:05:17.000 --> 00:05:21.000]  這些對他們來說是超簡單的
[00:05:21.000 --> 00:05:25.000]  所以其中一個挑戰就是
[00:05:25.000 --> 00:05:28.000]  你聽福音
[00:05:28.000 --> 00:05:30.000]  你會覺得很多東西
[00:05:30.000 --> 00:05:33.000]  你會是絕對明白的
[00:05:33.000 --> 00:05:36.000]  絕對不會很難
[00:05:36.000 --> 00:05:38.000]  好像別人跟你說佛經那樣
[00:05:38.000 --> 00:05:40.000]  說完一句話之後
[00:05:40.000 --> 00:05:43.000]  你想很久都不知道想說甚麼
[00:05:43.000 --> 00:05:48.000]  福音的信仰就是那麼淺顯直白的
[00:05:48.000 --> 00:05:52.000]  但是問題就來了
[00:05:52.000 --> 00:05:55.000]  你是可以明白福音的信仰
[00:05:55.000 --> 00:05:58.000]  但是真正作一個基督徒
[00:05:58.000 --> 00:06:01.000]  又是一個甚麼意思呢
[00:06:01.000 --> 00:06:03.000]  而當你成為基督徒之後
[00:06:03.000 --> 00:06:04.000]  你活在世上
[00:06:04.000 --> 00:06:09.000]  你又跟其他人有甚麼不同呢
[00:06:09.000 --> 00:06:12.000]  這個是一個非常重要的問題
[00:06:12.000 --> 00:06:15.000]  不知道你有沒有想過
[00:06:15.000 --> 00:06:19.000]  而今天我們就一起思想這個問題
[00:06:19.000 --> 00:06:22.000]  聖經那裡就說得很清楚的
[00:06:22.000 --> 00:06:26.000]  其實就是很多人都搞錯了這一點
[00:06:26.000 --> 00:06:29.000]  以致他的信仰生活
[00:06:29.000 --> 00:06:32.000]  不斷地在原地踏步
[00:06:32.000 --> 00:06:36.000]  就因為他以為得救就是終點
[00:06:36.000 --> 00:06:39.000]  但其實得救就是起點
[00:06:39.000 --> 00:06:41.000]  很多人就有一個觀念
[00:06:41.000 --> 00:06:45.000]  就以為我已經信了耶穌
[00:06:45.000 --> 00:06:49.000]  可能某一刻都在教會拿了一張證書
