
[00:00:00.000 --> 00:00:01.360]  各位頂智妹早晨
[00:00:01.360 --> 00:00:04.400]  後面親子區的頂智妹早晨
[00:00:04.400 --> 00:00:07.840]  今年你會常常聽到人問你這個問題
[00:00:07.840 --> 00:00:10.520]  就是甚麼是照明
[00:00:10.520 --> 00:00:12.000]  楊錫昌牧師
[00:00:12.000 --> 00:00:14.320]  他的稱號是楊醫就說
[00:00:14.320 --> 00:00:15.800]  神創造人
[00:00:15.800 --> 00:00:17.720]  向人發出呼召
[00:00:17.720 --> 00:00:19.800]  人又以生命來回應
[00:00:19.800 --> 00:00:22.120]  這個就是照明
[00:00:22.120 --> 00:00:24.800]  所以照明包含三個觀念
[00:00:24.800 --> 00:00:27.440]  創造 呼喚或者呼召
[00:00:27.440 --> 00:00:29.400]  和人的回應
[00:00:29.400 --> 00:00:31.960]  大埔堂今年的主題「照明人生」
[00:00:31.960 --> 00:00:36.040]  目的是幫助頂智妹明白自己人生的照明
[00:00:36.040 --> 00:00:41.040]  從而來經歷一個豐盛又滿足的生命
[00:00:41.040 --> 00:00:43.240]  今年崇拜會有三個目標
[00:00:43.240 --> 00:00:44.280]  一至四月
[00:00:44.280 --> 00:00:46.000]  很想頂智妹明白
[00:00:46.000 --> 00:00:50.000]  我們人生是需要有照明的
[00:00:50.000 --> 00:00:52.800]  我們人生是需要有照明的
[00:00:52.800 --> 00:00:57.920]  第一是上主按他心意創造我
[00:00:57.920 --> 00:01:02.640]  第二是上主按他心意來召喚我
[00:01:02.640 --> 00:01:10.640]  今天我會說上主按我名字認識我
[00:01:10.640 --> 00:01:12.240]  不知道大家有沒有印象
[00:01:12.240 --> 00:01:16.000]  林子祥有一首經典的歌曲
[00:01:16.000 --> 00:01:19.320]  叫做「誰能明白我」
[00:01:19.320 --> 00:01:22.760]  有印象的可能會含蓄一點
[00:01:22.760 --> 00:01:24.080]  我們很多年輕的頂智妹
[00:01:24.080 --> 00:01:25.280]  不知道你們有沒有聽過
[00:01:25.280 --> 00:01:31.280]  是一段的很熟悉的歌曲
[00:01:31.280 --> 00:01:37.920]  昂然踏著前路去追趕理想旅途上
[00:01:37.920 --> 00:01:39.480]  有沒有印象
[00:01:39.480 --> 00:01:41.080]  接著有一段是
[00:01:41.080 --> 00:01:44.760]  途人路上會望我
[00:01:44.760 --> 00:01:48.520]  指引我的怪模樣
[00:01:48.520 --> 00:01:52.360]  途人誰能明白我
[00:01:52.360 --> 00:01:55.720]  今天眼睛多雪亮
[00:01:55.720 --> 00:01:56.640]  是不是這樣
[00:01:56.640 --> 00:01:58.760]  唱卡拉OK嗎
[00:01:58.760 --> 00:02:03.240]  中學生時常唱卡拉OK
[00:02:03.240 --> 00:02:06.160]  頂智妹你有沒有問過這題的問題
[00:02:06.160 --> 00:02:08.480]  誰能明白我
[00:02:08.480 --> 00:02:09.480]  如果有
[00:02:09.480 --> 00:02:11.680]  你通常什麼時候問
