
[00:00:00.000 --> 00:00:04.020]  當我們去到農曆年最後一天的時候
[00:00:04.020 --> 00:00:07.560]  我很想和大家分享
[00:00:07.560 --> 00:00:09.160]  掃垃圾
[00:00:09.160 --> 00:00:11.160]  清垃圾
[00:00:11.160 --> 00:00:13.960]  年廿八就清垃圾
[00:00:13.960 --> 00:00:16.320]  今天是年廿九
[00:00:16.320 --> 00:00:18.840]  未清的那些今天就清了
[00:00:18.840 --> 00:00:22.520]  這些垃圾是什麼呢
[00:00:22.520 --> 00:00:24.520]  就是世俗
[00:00:24.520 --> 00:00:26.520]  或者世俗化
[00:00:26.520 --> 00:00:27.880]  的垃圾
[00:00:27.880 --> 00:00:31.840]  所以今天我會和大家從創世紀去看一看
[00:00:31.840 --> 00:00:33.840]  一個小世界
[00:00:33.840 --> 00:00:37.840]  屬世界的信徒
[00:00:37.840 --> 00:00:39.840]  他的結局
[00:00:39.840 --> 00:00:41.840]  是怎樣的
[00:00:41.840 --> 00:00:45.080]  今天首先和大家來看的是《經文》
[00:00:45.080 --> 00:00:48.680]  是創世紀
[00:00:48.680 --> 00:00:50.680]  十九章
[00:00:50.680 --> 00:00:52.680]  第一節
[00:00:55.680 --> 00:00:58.000]  一直到第三節
[00:00:58.000 --> 00:00:59.400]  大家找到的時候
[00:00:59.400 --> 00:01:01.960]  我們先讀一讀這幾節的《經文》
[00:01:01.960 --> 00:01:03.200]  一起讀
[00:01:25.680 --> 00:01:36.560]  在這段聖經當中
[00:01:36.560 --> 00:01:38.560]  我們可以看得見
[00:01:38.560 --> 00:01:43.480]  羅德非常清楚他是一個有信仰的人
[00:01:43.480 --> 00:01:45.480]  在哪裏看到呢
[00:01:45.480 --> 00:01:48.000]  就是這兩個天使去到所多瑪的時間
[00:01:48.000 --> 00:01:51.520]  羅德正是坐在所多瑪的城門口
[00:01:51.520 --> 00:01:52.800]  一看見他們
[00:01:52.800 --> 00:01:54.800]  他已經有一種洞悉力
[00:01:54.800 --> 00:01:55.800]  觀察力
[00:01:55.800 --> 00:01:58.720]  知道這是神來的天使
[00:01:58.720 --> 00:02:00.000]  是因爲這樣的緣故
[00:02:00.000 --> 00:02:01.000]  第二節
[00:02:01.000 --> 00:02:03.000]  他就好像阿伯拉罕一樣
[00:02:03.000 --> 00:02:04.200]  稱呼他
[00:02:04.200 --> 00:02:05.600]  Adonai
[00:02:05.600 --> 00:02:07.720]  我主啊
[00:02:07.720 --> 00:02:09.360]  其實這個字一般來說
[00:02:09.360 --> 00:02:12.080]  是對神的稱呼
[00:02:12.080 --> 00:02:14.200]  是單數的
[00:02:14.200 --> 00:02:15.800]  那爲什麼對着兩個天使
[00:02:15.800 --> 00:02:17.480]  他用單數來說
[00:02:17.480 --> 00:02:18.520]  Adonai
[00:02:18.520 --> 00:02:19.600]  爲什麼呢
[00:02:19.600 --> 00:02:20.640]  我相信
[00:02:20.640 --> 00:02:22.440]  他很清楚知道
[00:02:22.440 --> 00:02:23.600]  這兩個使者
[00:02:23.600 --> 00:02:26.000]  是從神而來的
[00:02:26.000 --> 00:02:27.000]  是因爲這樣
[00:02:27.000 --> 00:02:29.400]  所以他就請他們到家裏洗腳
[00:02:29.400 --> 00:02:30.120]  住一天
[00:02:30.120 --> 00:02:33.600]  然後爲他們擺上食物
[00:02:33.600 --> 00:02:36.440]  希望透過這樣招呼他們
[00:02:36.440 --> 00:02:37.600]  各位弟兄姊妹
[00:02:37.600 --> 00:02:39.200]  從這段聖經當中
[00:02:39.200 --> 00:02:40.240]  大家可以看得見
[00:02:40.240 --> 00:02:42.080]  羅德第一
[00:02:42.080 --> 00:02:44.680]  是城的領袖
[00:02:44.680 --> 00:02:49.280]  我們在哪裏看到他是城的領袖呢
[00:02:49.280 --> 00:02:51.960]  你看到
[00:02:51.960 --> 00:02:53.240]  第一節
[00:02:53.240 --> 00:02:56.640]  當你兩個天使晚上到所多瑪的時候
[00:02:56.640 --> 00:03:02.080]  羅德正坐在所多瑪城門口
[00:03:02.080 --> 00:03:04.520]  我希望大家知道當時
[00:03:04.520 --> 00:03:07.120]  中東他們的習俗
[00:03:07.120 --> 00:03:08.240]  習慣
[00:03:08.240 --> 00:03:09.760]  每一個城
[00:03:09.760 --> 00:03:13.200]  坐在城門口的人
[00:03:13.200 --> 00:03:15.000]  不是普通的人
[00:03:15.000 --> 00:03:17.320]  一定是城裏面
[00:03:17.320 --> 00:03:19.400]  那些德高望重
[00:03:19.400 --> 00:03:22.000]  有影響力的領袖
[00:03:22.000 --> 00:03:23.480]  可能是長老
[00:03:23.480 --> 00:03:25.240]  可能是最有實力的人
[00:03:25.240 --> 00:03:26.840]  或者是他們一些官
[00:03:26.840 --> 00:03:28.440]  能夠做決定的
[00:03:28.440 --> 00:03:29.160]  爲什麼呢
[00:03:29.160 --> 00:03:31.000]  因爲坐在那個地方的人
[00:03:31.000 --> 00:03:32.240]  一般來說
[00:03:32.240 --> 00:03:35.000]  在城裏面有任何糾紛出現
[00:03:35.000 --> 00:03:37.160]  有兩個人彼此不和的時間
[00:03:37.160 --> 00:03:38.680]  他們就去到那個地方
[00:03:38.680 --> 00:03:41.480]  就坐在那裏的人有權去決定
[00:03:41.480 --> 00:03:42.920]  誰對誰錯
[00:03:42.920 --> 00:03:44.040]  換句話來說
[00:03:44.040 --> 00:03:46.680]  他們是定奪是非
[00:03:46.680 --> 00:03:49.480]  他們是審判官來的
[00:03:49.480 --> 00:03:51.120]  所以在這個地方我們看得見
[00:03:51.120 --> 00:03:52.560]  羅德在這個城
[00:03:52.560 --> 00:03:54.640]  是有影響力的人
[00:03:54.640 --> 00:03:57.600]  是有勢力的人
[00:03:57.600 --> 00:03:58.800]  但是
[00:03:58.800 --> 00:04:01.400]  雖然他是一個城的領袖
[00:04:01.400 --> 00:04:03.280]  但我們看見索多馬
[00:04:03.280 --> 00:04:05.160]  在當時來說
[00:04:05.160 --> 00:04:07.520]  是慘不忍睹
[00:04:07.520 --> 00:04:11.240]  道德敗壞的一個城市
[00:04:11.240 --> 00:04:12.720]  在哪裏看到呢
[00:04:12.720 --> 00:04:15.800]  我們一路看第四節開始
[00:04:15.800 --> 00:04:17.200]  去到第八節
[00:04:17.200 --> 00:04:19.320]  第四節去到第八節
[00:04:19.320 --> 00:04:20.360]  我們一起讀
[00:04:20.360 --> 00:04:25.880]  他們還沒有躺下
[00:04:25.880 --> 00:04:29.320]  呼叫羅德遜
[00:04:29.320 --> 00:04:31.160]  叫他們帶出來
[00:04:31.160 --> 00:04:37.960]  再向羅德遜說話
[00:04:37.960 --> 00:04:47.080]  請你們不要做這樣的事
[00:04:47.080 --> 00:04:50.400]  不道惡社客,不要向他們做什麼
[00:04:50.400 --> 00:04:52.320]  在這段聖經當中
[00:04:52.320 --> 00:04:54.880]  我們看到當時整個
[00:04:54.880 --> 00:04:57.640]  索多馬那種歪風
[00:04:57.640 --> 00:05:00.640]  是歪到什麼地步呢
[00:05:00.640 --> 00:05:02.360]  是歪到一個地步
[00:05:02.360 --> 00:05:05.520]  索多馬城裏各處的人
[00:05:05.520 --> 00:05:07.320]  這個人這個字呢
[00:05:07.320 --> 00:05:09.520]  是男性的人
[00:05:09.520 --> 00:05:12.320]  是男人
[00:05:12.320 --> 00:05:14.800]  是各處的男人
[00:05:14.800 --> 00:05:16.560]  是男性的
[00:05:16.560 --> 00:05:19.400]  年老大少
[00:05:19.400 --> 00:05:20.840]  有腦的
[00:05:20.840 --> 00:05:22.520]  去到年輕的
