
[00:00:00.000 --> 00:00:02.000]  有無人唔鍾意睇奧運呀呢度
[00:00:02.000 --> 00:00:04.000]  有呀
[00:00:04.000 --> 00:00:06.000]  奧運咁好睇都唔好睇
[00:00:06.000 --> 00:00:08.000]  奧運呢邊個主場呢原來
[00:00:08.000 --> 00:00:10.000]  獎牌真係多啲嘅上一屆
[00:00:10.000 --> 00:00:12.000]  中國攞咗幾多面金牌呀
[00:00:12.000 --> 00:00:14.000]  大家知唔知51
[00:00:14.000 --> 00:00:16.000]  咁今次英國攞咗幾多
[00:00:16.000 --> 00:00:18.000]  金牌呢29呀
[00:00:18.000 --> 00:00:20.000]  好清楚呀上次英國得19
[00:00:20.000 --> 00:00:22.000]  都爭十面金牌呀如果係
[00:00:22.000 --> 00:00:24.000]  主場主場呢好有利嘅
[00:00:24.000 --> 00:00:26.000]  今日聽完經文呢同呢個有
[00:00:26.000 --> 00:00:28.000]  關係或者我哋一齊讀出嚟呢幾節
[00:00:28.000 --> 00:00:30.000]  經文好冇呀好
[00:00:30.000 --> 00:00:32.000]  請讀凡我
[00:00:32.000 --> 00:00:54.000]  凡較力爭勝的
[00:00:54.000 --> 00:00:56.000]  諸事都有節制
[00:00:56.000 --> 00:00:58.000]  他們不過是要得
[00:00:58.000 --> 00:01:00.000]  能懷的冠冕
[00:01:00.000 --> 00:01:02.000]  我們卻是要得
[00:01:02.000 --> 00:01:04.000]  不能懷的冠冕
[00:01:04.000 --> 00:01:06.000]  所以我奔跑不像無定向的
[00:01:06.000 --> 00:01:08.000]  我鬥拳不像打空氣的
[00:01:08.000 --> 00:01:10.000]  我是功克己身
[00:01:10.000 --> 00:01:12.000]  叫身服我
[00:01:12.000 --> 00:01:14.000]  恐怕我全福音級別人
[00:01:14.000 --> 00:01:16.000]  自己反被棄絕了
[00:01:16.000 --> 00:01:18.000]  好呢度有幾個嘅
[00:01:18.000 --> 00:01:20.000]  分題同大家講第一
[00:01:20.000 --> 00:01:22.000]  按住幾節經文嚟講第一
[00:01:22.000 --> 00:01:24.000]  就係
[00:01:24.000 --> 00:01:26.000]  人生嘅方向
[00:01:26.000 --> 00:01:28.000]  喺保羅生命裏面呢佢話
[00:01:28.000 --> 00:01:30.000]  凡我所行都係為福音嘅
[00:01:30.000 --> 00:01:32.000]  緣故為要同人
[00:01:32.000 --> 00:01:34.000]  得呢個嘅福音嘅好處
[00:01:34.000 --> 00:01:36.000]  保羅呢大家好熟悉
[00:01:36.000 --> 00:01:38.000]  佢有個人生目標好清楚
[00:01:38.000 --> 00:01:40.000]  就去全福音叫人哋得到
[00:01:40.000 --> 00:01:42.000]  福音嘅好處
[00:01:42.000 --> 00:01:44.000]  所以保羅有一個咁清楚
[00:01:44.000 --> 00:01:46.000]  人生目標佢一路做侍奉
[00:01:46.000 --> 00:01:48.000]  嘅時候好積極佢係冇轉彎
[00:01:48.000 --> 00:01:50.000]  嘅餘地可以咁樣講要做嘢
[00:01:50.000 --> 00:01:52.000]  做到好盡因為佢知道
[00:01:52.000 --> 00:01:54.000]  呢樣嘢好重要佢知道呢個人生
[00:01:54.000 --> 00:01:56.000]  目標佢冇諗過
[00:01:56.000 --> 00:01:58.000]  做做下不如做第二樣做做下
[00:01:58.000 --> 00:02:00.000]  不如放棄有困難或者有難處
[00:02:00.000 --> 00:02:02.000]  佢唔會放棄佢係乘風
[00:02:02.000 --> 00:02:04.000]  破浪咁樣往前走
[00:02:04.000 --> 00:02:06.000]  我想大家知唔知道你嘅人生目標
[00:02:06.000 --> 00:02:08.000]  係咩嘢呢有冇人知道你人生
[00:02:08.000 --> 00:02:10.000]  目標嘅請你舉手人生方向
[00:02:10.000 --> 00:02:12.000]  有冇人知呀有啲人知我叫
[00:02:12.000 --> 00:02:14.000]  一隻手咁多或者
[00:02:14.000 --> 00:02:16.000]  大家都年青所以唔知
[00:02:16.000 --> 00:02:18.000]  不過呢聖經裏面呢都有一個好
[00:02:18.000 --> 00:02:20.000]  大嘅範疇呢你應該知道
[00:02:20.000 --> 00:02:22.000]  嘅人生方向嘅
[00:02:22.000 --> 00:02:24.000]  大前提呢就係去
[00:02:24.000 --> 00:02:26.000]  榮耀神因為呢
[00:02:26.000 --> 00:02:28.000]  我同你都有神嘅
[00:02:28.000 --> 00:02:30.000]  形象同埋樣式大家
[00:02:30.000 --> 00:02:32.000]  有冇睇過喺創世紀時候
[00:02:32.000 --> 00:02:34.000]  人被做係
[00:02:34.000 --> 00:02:36.000]  具有上帝嘅榮耀
[00:02:36.000 --> 00:02:38.000]  有形象同埋樣式
[00:02:38.000 --> 00:02:40.000]  大家有冇見過我仔仔女
[00:02:40.000 --> 00:02:42.000]  有冇人見過喺Camp嗰度有人見過係咪
[00:02:42.000 --> 00:02:44.000]  去Camp嗰度有人見過係咪
[00:02:44.000 --> 00:02:46.000]  如果你喺Camp見到我仔
[00:02:46.000 --> 00:02:48.000]  你就知道佢同我都幾似嘅
[00:02:48.000 --> 00:02:50.000]  運動場嘅時候呢
[00:02:50.000 --> 00:02:52.000]  凡係球類都啱玩個就係我仔
[00:02:52.000 --> 00:02:54.000]  踢波呀籃球呀
[00:02:54.000 --> 00:02:56.000]  乒乓波呀攞個排球
[00:02:56.000 --> 00:02:58.000]  又做乜嘢波呀乜嘢都啱
[00:02:58.000 --> 00:03:00.000]  玩所以
[00:03:00.000 --> 00:03:02.000]  有一個好少少
[00:03:02.000 --> 00:03:04.000]  類似嘅比喻其實我哋
[00:03:04.000 --> 00:03:06.000]  嘅生活我哋今日所做嘅同
[00:03:06.000 --> 00:03:08.000]  上帝榮耀係有關係
[00:03:08.000 --> 00:03:10.000]  我哋做乜嘢能唔能夠
[00:03:10.000 --> 00:03:12.000]  榮耀上帝能唔能夠反映
[00:03:12.000 --> 00:03:14.000]  上帝嗰種嘅大能
[00:03:14.000 --> 00:03:16.000]  嗰種嘅聖潔嗰種嘅公義
[00:03:16.000 --> 00:03:18.000]  嗰種嘅生命就係同我哋
[00:03:18.000 --> 00:03:20.000]  所做好有關係
[00:03:20.000 --> 00:03:22.000]  所以今日有啲人話如果我
[00:03:22.000 --> 00:03:24.000]  去做嘢今日我唔知大家有冇人
[00:03:24.000 --> 00:03:26.000]  有啲人開始出嚟做嘢或者你
[00:03:26.000 --> 00:03:28.000]  面臨做嘢嘅時候有人話馬會
[00:03:28.000 --> 00:03:30.000]  可唔可以做呀
[00:03:30.000 --> 00:03:32.000]  係咪呢度問我唔記得好似
[00:03:32.000 --> 00:03:34.000]  呢度青少年人問或者係賭場
[00:03:34.000 --> 00:03:36.000]  可唔可以做嘢呀或者去
[00:03:36.000 --> 00:03:38.000]  煙草賣煙草得唔得呀
[00:03:38.000 --> 00:03:40.000]  你估得唔得呀
[00:03:40.000 --> 00:03:42.000]  從神嘅角度嚟講呢啲唔係一個
[00:03:42.000 --> 00:03:44.000]  好榮耀到佢嘅事情特別
[00:03:44.000 --> 00:03:46.000]  賣煙草啲喺出面嗰啲
[00:03:46.000 --> 00:03:48.000]  廣告已經有冇睇到嗰啲呀
[00:03:48.000 --> 00:03:50.000]  要賣嗰啲咩口腔癌呀
[00:03:50.000 --> 00:03:52.000]  咩癌呀要放哂喺出面嗰度
[00:03:52.000 --> 00:03:54.000]  但係淨賺大錢呀
[00:03:54.000 --> 00:03:56.000]  所以好多人都係做呢啲嘅生意
[00:03:56.000 --> 00:04:00.000]  第一我想同大家講我哋有一個好大嘅
[00:04:00.000 --> 00:04:02.000]  前提就係榮耀神
[00:04:02.000 --> 00:04:04.000]  無論係讀書裏面或者係做嘢
[00:04:04.000 --> 00:04:06.000]  或者將來你結婚或者住屋
[00:04:06.000 --> 00:04:08.000]  或者你移民或者你
[00:04:08.000 --> 00:04:10.000]  做啲咩嘢你都需要一個好大嘅
[00:04:10.000 --> 00:04:12.000]  前提就係榮耀神
[00:04:12.000 --> 00:04:14.000]  你做呢樣嘢係咪能夠榮耀神呢
[00:04:14.000 --> 00:04:16.000]  但係跟住我哋要
[00:04:16.000 --> 00:04:18.000]  問究竟有咗呢個
[00:04:18.000 --> 00:04:20.000]  大前提我哋可以點樣去具體
[00:04:20.000 --> 00:04:22.000]  去活出嚟呢
[00:04:22.000 --> 00:04:24.000]  究竟可以做咩可以讀咩書
[00:04:24.000 --> 00:04:26.000]  可以同邊個結婚可以點樣
[00:04:26.000 --> 00:04:28.000]  去生活呢
[00:04:28.000 --> 00:04:30.000]  我哋要更加落實第二
[00:04:30.000 --> 00:04:32.000]  認識自己其實
[00:04:32.000 --> 00:04:34.000]  大家嚟到呢個年齡呢神係你生命
[00:04:34.000 --> 00:04:36.000]  嘅軌跡而一定嘅工作你諗返
[00:04:36.000 --> 00:04:38.000]  由細個到而家神係
[00:04:38.000 --> 00:04:40.000]  點樣預備你你有啲咩興趣
[00:04:40.000 --> 00:04:42.000]  有啲咩長處有啲咩
[00:04:42.000 --> 00:04:44.000]  短處有啲咩你做出嚟
[00:04:44.000 --> 00:04:46.000]  嘅時候你覺得人係得到好大嘅幫助
[00:04:46.000 --> 00:04:48.000]  呢其實呢啲都係神係你生命
[00:04:48.000 --> 00:04:50.000]  嘅軌跡我哋唔係完全
[00:04:50.000 --> 00:04:52.000]  空白嘅一片唔係去到
[00:04:52.000 --> 00:04:54.000]  二十幾歲先至話我先至諗下
[00:04:54.000 --> 00:04:56.000]  做咩嘢其實呢個階段十幾歲
[00:04:56.000 --> 00:04:58.000]  二十對神
[00:04:58.000 --> 00:05:00.000]  過往嗰好多年裏面已經
[00:05:00.000 --> 00:05:02.000]  塗造咗你一定嘅性情
[00:05:02.000 --> 00:05:04.000]  你一啲嘅興趣一啲嘅
[00:05:04.000 --> 00:05:06.000]  恩賜有啲嘅方向
[00:05:06.000 --> 00:05:08.000]  你係已經神已經放咗
[00:05:08.000 --> 00:05:10.000]  入面或者你今日唔係好清楚
[00:05:10.000 --> 00:05:12.000]  但係你嘗試去摸索
[00:05:12.000 --> 00:05:14.000]  去睇下神係過往
[00:05:14.000 --> 00:05:16.000]  點樣預備你
[00:05:16.000 --> 00:05:18.000]  一陣我講個例子你會清楚
[00:05:18.000 --> 00:05:20.000]  然後第三你嘗試
[00:05:20.000 --> 00:05:22.000]  實踐出嚟你覺得呢啲係你可能
[00:05:22.000 --> 00:05:24.000]  可以發揮嘅今日
[00:05:24.000 --> 00:05:26.000]  小組裏面嘅嘗試發揮出嚟
[00:05:26.000 --> 00:05:28.000]  或者你讀書裏面嘗試
[00:05:28.000 --> 00:05:30.000]  發揮呢啲嘅長處或者
[00:05:30.000 --> 00:05:32.000]  恩賜出嚟你又發覺
[00:05:32.000 --> 00:05:34.000]  神喺度預備緊你嘅工作
[00:05:34.000 --> 00:05:36.000]  預備緊你嘅配偶預備緊你
[00:05:36.000 --> 00:05:38.000]  將來好多嘢同今日都有關係
[00:05:38.000 --> 00:05:40.000]  但係有啲人佢冇嘗試
[00:05:40.000 --> 00:05:42.000]  去實踐出嚟
[00:05:42.000 --> 00:05:44.000]  冇嘗試去尋求冇嘗試去禱告
[00:05:44.000 --> 00:05:46.000]  可能你就花咗好多時間
[00:05:46.000 --> 00:05:48.000]  其實我大仔唔係喺度
[00:05:48.000 --> 00:05:50.000]  我大仔都花咗時間
[00:05:50.000 --> 00:05:52.000]  佢喺度尋求喺度等佢又唔知道
[00:05:52.000 --> 00:05:54.000]  點樣樣冇動力讀書人係好辛苦
[00:05:54.000 --> 00:05:56.000]  我唔知大家有冇動力讀書
[00:05:56.000 --> 00:05:58.000]  我細個就當然冇乜毒力
[00:05:58.000 --> 00:06:00.000]  我個女啱啱喺回考話畀我聽
[00:06:00.000 --> 00:06:02.000]  我成績就麻麻地當然佢嘅
[00:06:02.000 --> 00:06:04.000]  麻麻地對於我都係好好因為我嘅
[00:06:04.000 --> 00:06:06.000]  回考成績有冇聽過我回考成績
[00:06:06.000 --> 00:06:08.000]  中五嘅成績
[00:06:08.000 --> 00:06:10.000]  我係平均都係攞E我有七科
[00:06:10.000 --> 00:06:12.000]  都好高成績架啦
[00:06:12.000 --> 00:06:14.000]  有一科係D一科係F所以平均都係E
[00:06:14.000 --> 00:06:16.000]  係中文係肥佬嘅我中文
[00:06:16.000 --> 00:06:18.000]  我Maths即係數學係D
[00:06:18.000 --> 00:06:20.000]  其他都係E全部都係E
[00:06:20.000 --> 00:06:22.000]  所以我都全部合格都好叻架啦
[00:06:22.000 --> 00:06:24.000]  對於我嚟講
[00:06:24.000 --> 00:06:26.000]  冇動力嘅時候好痛苦
[00:06:26.000 --> 00:06:28.000]  但係當我哋嘗試搵我哋嘅人生目標嘅時候
[00:06:28.000 --> 00:06:30.000]  我哋肯定上都係
[00:06:30.000 --> 00:06:32.000]  要我哋需要榮耀佢嘅時候
[00:06:32.000 --> 00:06:34.000]  呢個大嘅目標
