
[00:00:00.000 --> 00:00:03.000]  我很感恩今天可以和大家一齊去敬拜
[00:00:03.000 --> 00:00:05.000]  每一次我在這裏敬拜的時候
[00:00:05.000 --> 00:00:11.000]  我心裏面都很受大家敬拜的那種心來感動
[00:00:11.000 --> 00:00:19.000]  我很感激主我有份參與照明人生的訊息裏面的分享
[00:00:19.000 --> 00:00:22.000]  我第一篇在這裏就是
[00:00:22.000 --> 00:00:27.000]  鍾傳道他講照明人生的 kick off 那篇訊息
[00:00:27.000 --> 00:00:29.000]  我坐在中間來聽
[00:00:29.000 --> 00:00:31.000]  我好受感動
[00:00:31.000 --> 00:00:37.000]  亦都當大家在這裏去做這個動土禮
[00:00:37.000 --> 00:00:41.000]  林牧師他分享的照明人生
[00:00:41.000 --> 00:00:46.000]  亦都提醒我在過去他的四十年裏面
[00:00:46.000 --> 00:00:49.000]  神的恩典神的作為
[00:00:49.000 --> 00:00:51.000]  有這兩個做板
[00:00:51.000 --> 00:00:54.000]  我就知道今天我要分享的東西
[00:00:54.000 --> 00:00:57.000]  就可能是比較埋身一點的
[00:00:57.000 --> 00:01:01.000]  就不只是講一下一些道理
[00:01:01.000 --> 00:01:06.000]  神的感動給我體會一樣東西就是
[00:01:06.000 --> 00:01:08.000]  我侍奉主
[00:01:08.000 --> 00:01:11.000]  由信主到現在是五十年
[00:01:11.000 --> 00:01:13.000]  在這五十年裏面我經歷的
[00:01:13.000 --> 00:01:17.000]  都是有一個很重要的top的題目
[00:01:17.000 --> 00:01:18.000]  題目就是
[00:01:18.000 --> 00:01:20.000]  死而復活
[00:01:20.000 --> 00:01:22.000]  失而復得
[00:01:22.000 --> 00:01:24.000]  這個題目
[00:01:24.000 --> 00:01:27.000]  當我來到去剛才讀這段經文的時候
[00:01:27.000 --> 00:01:30.000]  我的心裏邊都有一個感受
[00:01:30.000 --> 00:01:33.000]  就是我盼望在我這裏中間
[00:01:33.000 --> 00:01:36.000]  你在你人生的經歷
[00:01:36.000 --> 00:01:38.000]  正是現在這個時候
[00:01:38.000 --> 00:01:41.000]  可能是面對死亡的挑戰
[00:01:41.000 --> 00:01:44.000]  或者死亡的恐嚇的時候
[00:01:44.000 --> 00:01:47.000]  我很盼望今天神的話語
[00:01:47.000 --> 00:01:49.000]  和我的分享
[00:01:49.000 --> 00:01:52.000]  不是帶給你更多的掙扎
[00:01:52.000 --> 00:01:56.000]  但是帶給你更多神的話語的安慰
[00:01:56.000 --> 00:02:00.000]  以及在面對死亡這件事上
[00:02:00.000 --> 00:02:02.000]  我們看到一件事情就是
[00:02:02.000 --> 00:02:05.000]  神祂是在這裏工作
[00:02:05.000 --> 00:02:09.000]  神祂是在這裏帶著我們走這條路
[00:02:09.000 --> 00:02:12.000]  所以我們完全不需要去懼怕
[00:02:12.000 --> 00:02:15.000]  每一天在地上我們經過的日子
[00:02:15.000 --> 00:02:17.000]  我們都是在這裏經歷著
[00:02:17.000 --> 00:02:22.000]  死而復活 得而復 失而復得
[00:02:22.000 --> 00:02:24.000]  這個神的作為
[00:02:24.000 --> 00:02:26.000]  亦都在這裏我盼望
[00:02:26.000 --> 00:02:28.000]  剛才讀過的經文
[00:02:28.000 --> 00:02:31.000]  我盼望大家亦都是學一件事就是
[00:02:31.000 --> 00:02:33.000]  特別在崇拜的時候
[00:02:33.000 --> 00:02:35.000]  我們去讀神的話語
[00:02:35.000 --> 00:02:38.000]  我們不只是讀過一次就算了
[00:02:38.000 --> 00:02:42.000]  而是我們用回靈讀這個意識
[00:02:42.000 --> 00:02:47.000]  來可能有兩次或者最低限度兩次
[00:02:47.000 --> 00:02:51.000]  甚至三次來讀神的話語
[00:02:51.000 --> 00:02:53.000]  我們廣東人說
[00:02:53.000 --> 00:02:57.000]  水過雅輩讀一次就讀了
[00:02:57.000 --> 00:03:00.000]  但是其實我們每一天
[00:03:00.000 --> 00:03:02.000]  安靜來讀神的話語的時候
[00:03:02.000 --> 00:03:05.000]  我自己都是不斷去學習一件事
[00:03:05.000 --> 00:03:06.000]  我讀三次
[00:03:06.000 --> 00:03:10.000]  第一次你是看裏面講了什麼
[00:03:10.000 --> 00:03:12.000]  今天我讀這段經文
[00:03:12.000 --> 00:03:14.000]  大約是什麼重點
[00:03:14.000 --> 00:03:17.000]  在靈讀裏面我們就會學
[00:03:17.000 --> 00:03:20.000]  神用什麼話語去吸引我呢
[00:03:20.000 --> 00:03:22.000]  覺得這段經文有什麼特別呢
[00:03:22.000 --> 00:03:25.000]  今天對你來講有什麼特別的感覺
[00:03:25.000 --> 00:03:28.000]  有些字眼對你來講是特別的
[00:03:28.000 --> 00:03:30.000]  真的有個特別的感覺
[00:03:30.000 --> 00:03:32.000]  有特別的體會
[00:03:32.000 --> 00:03:34.000]  當我們讀第二次的時候
[00:03:34.000 --> 00:03:37.000]  我們就不只是拿一些字眼
[00:03:37.000 --> 00:03:40.000]  就在想神這段經文
[00:03:40.000 --> 00:03:43.000]  祂要講主要的重點在哪
[00:03:43.000 --> 00:03:45.000]  所以由information
[00:03:45.000 --> 00:03:47.000]  就變成了idea
[00:03:47.000 --> 00:03:49.000]  我們去追求idea
[00:03:49.000 --> 00:03:51.000]  等下我再讀的時候
[00:03:51.000 --> 00:03:53.000]  剛才你們已經讀了一次
