
[00:00:00.000 --> 00:00:06.020]  今日嗰個氛圍相信大家仲係喺品格嘅狀態裏面
[00:00:06.020 --> 00:00:09.480]  即係好多年都冇開全日制嘅啦我都係感謝主
[00:00:09.480 --> 00:00:12.860]  今年成個嘅品格嘅思維呢其實喺預備緊手呢
[00:00:12.860 --> 00:00:18.300]  我哋都畀咗個叫做飛躍新世代呢呢個嘅主題同目標畀整個嘅團隊嘅
[00:00:18.300 --> 00:00:20.920]  因為我哋都知道呢幾年係啲細頭仔
[00:00:20.920 --> 00:00:22.760]  呢曬喺屋企又冇返學校見人
[00:00:22.760 --> 00:00:25.480]  咁究竟係會係點樣樣嘅呢咁樣
[00:00:25.480 --> 00:00:26.680]  咁但係都好感恩嘅
[00:00:26.680 --> 00:00:31.680]  今年我哋係收得人少啲嘅即係個size都遇細咗嘅
[00:00:31.680 --> 00:00:35.640]  咁但係呢招呼地乖嘅畀啲掌聲好呀
[00:00:35.640 --> 00:00:39.480]  同埋最感恩嘅就係我哋今年嘅helper
[00:00:39.480 --> 00:00:43.680]  差唔多全部呢都係幼稚級嘅時候呢
[00:00:43.680 --> 00:00:46.440]  就係品格嗰度呢食我哋嘅飯食大嘅
[00:00:46.440 --> 00:00:49.800]  所以係非常之做得好好嘅
[00:00:49.800 --> 00:00:53.040]  咁所以我哋都感恩嘅即係見著一代一代嘅傳承呢
[00:00:53.040 --> 00:00:55.960]  都係一件真係好好感動嘅事嚟嘅
[00:00:55.960 --> 00:00:59.440]  咁而家長會嘅裏面呢其實我早已經定咗呢個題目㗎喇
[00:00:59.440 --> 00:01:02.680]  就係希望能夠真係嗰間品格教育呢
[00:01:02.680 --> 00:01:05.200]  係真係要由屋企開始嘅
[00:01:05.200 --> 00:01:09.240]  點解咁講呢因為品格其實講緊一個人格嘅建造
[00:01:09.240 --> 00:01:11.200]  咁詳細唔喺度講喇
[00:01:11.200 --> 00:01:14.880]  咁所以如果我哋唔係自己屋企裏面你都係去處理
[00:01:14.880 --> 00:01:17.680]  諗住擺喺學校甚至擺喺教會呢
[00:01:17.680 --> 00:01:22.320]  我哋發現呢其實教會同學校幫到嘅地方其實真係好少嘅
[00:01:22.320 --> 00:01:25.040]  咁今日喺崇拜嘅時候我想引申嘅就係話
[00:01:25.040 --> 00:01:29.040]  既然呢品格教育呢係需要由屋企開始嘅時候
[00:01:29.040 --> 00:01:32.880]  頂姐妹咁拋一包我哋嘅宗教生活呢
[00:01:32.880 --> 00:01:36.400]  即係如果我哋話我哋希望我哋所信嘅上帝
[00:01:36.400 --> 00:01:40.440]  能夠世世代代都成為我哋子孫嘅上帝嘅時候
[00:01:40.440 --> 00:01:46.400]  究竟呢個嘅宗教教育係咪真係要帶佢哋返嚟參加兒童教會
[00:01:46.400 --> 00:01:48.960]  咁樣就係可以幫到佢哋呢
[00:01:48.960 --> 00:01:52.000]  呢個係我哋今日想講嘅一個好重要嘅主題
[00:01:52.000 --> 00:01:55.000]  我揀選咗今句呢係嚟自摩西嘅
[00:01:55.000 --> 00:01:58.520]  大家都知道呢生命記呢就係摩西臨死之前呢
[00:01:58.520 --> 00:02:01.400]  一個好偉大嘅傑作差唔多將佢一生人呢
[00:02:01.400 --> 00:02:04.360]  對上帝嘅認識點樣嚟到去敬拜神呢
[00:02:04.360 --> 00:02:08.880]  係即係寫得好清楚好清楚其中有一段好出色嘅金句
[00:02:08.880 --> 00:02:10.440]  我哋常常都會背嘅
[00:02:10.440 --> 00:02:12.920]  寫生命記嘅六章四至到九節
[00:02:12.920 --> 00:02:16.000]  摩西點講佢話以色列呀你門要停
[00:02:16.000 --> 00:02:19.040]  我爺和話我門神是獨一的主
[00:02:19.040 --> 00:02:23.320]  你要盡心盡性盡力愛主你的神
[00:02:23.320 --> 00:02:27.160]  我今日所吩咐你的話都要記在心上
[00:02:27.160 --> 00:02:31.040]  亦都要殷勤嘅去教訓你的兒女
[00:02:31.040 --> 00:02:35.160]  摩西嘅苦恼婆心係提醒以色列人
[00:02:35.160 --> 00:02:37.320]  耶和華係獨一嘅神
[00:02:37.320 --> 00:02:39.320]  因為喺埃及嘅文化嘅裏面呢
[00:02:39.320 --> 00:02:42.440]  實在樣樣嘢都可以係佢哋嘅神
[00:02:42.440 --> 00:02:47.160]  但係以色列人要記住佢只可以係敬拜耶和華
[00:02:47.160 --> 00:02:48.960]  呢位獨一嘅真神
[00:02:48.960 --> 00:02:52.640]  咩叫盡心盡性盡力去愛你嘅神呢
[00:02:52.640 --> 00:02:57.240]  最重要嘅係你自己要將上帝嘅話記喺心裏面
[00:02:57.240 --> 00:03:02.320]  同埋要殷勤嘅你都去教訓我哋嘅仔女
[00:03:02.320 --> 00:03:04.400]  同樣嘅你都去遵守
[00:03:04.400 --> 00:03:05.680]  咩叫殷勤呢
[00:03:05.680 --> 00:03:07.640]  下面有一咋嘅形詞嘅
[00:03:07.640 --> 00:03:11.360]  佢話無論你坐喺家裏行喺路上
[00:03:11.360 --> 00:03:14.520]  躺下起嚟都要談論
[00:03:14.520 --> 00:03:15.600]  意思係乜嘢呀
[00:03:15.600 --> 00:03:16.640]  無論你而家坐喺度
[00:03:16.640 --> 00:03:17.440]  瞓喺度
[00:03:17.440 --> 00:03:19.880]  行緊路任何嘅時間
[00:03:19.880 --> 00:03:23.920]  我哋都需要係去談論上帝嘅事
[00:03:23.920 --> 00:03:27.280]  頂子妹今日大部分番崇拜嘅應該都係信徒為主嘅
[00:03:27.280 --> 00:03:31.400]  你冇諗過其實你喺屋企有幾多嘅時間
[00:03:31.400 --> 00:03:34.680]  係會談論上帝嘅事呢
[00:03:34.680 --> 00:03:38.520]  好多時候我哋教仔女係以為係我哋教訓佢嘅時候
[00:03:38.520 --> 00:03:40.960]  其實教訓嘅時候大部分唔聽到㗎喇
[00:03:40.960 --> 00:03:44.800]  因為畀人鬧呢個心裏面嗰個防衛機能好強㗎嘛係咪
[00:03:44.800 --> 00:03:47.840]  問題係你有冇談論呀
[00:03:47.840 --> 00:03:50.840]  即係意思話特別爹哋媽咪可能阿公阿爺
[00:03:50.840 --> 00:03:52.800]  你大部分都係信主嘅時候
