
[00:00:00.000 --> 00:00:03.440]  因為我們是永生神的殿
[00:00:03.440 --> 00:00:07.120]  才是這一段落的中心思想
[00:00:07.120 --> 00:00:10.560]  當然我們的注意力往往就會放在
[00:00:10.560 --> 00:00:11.840]  第十四節
[00:00:11.840 --> 00:00:14.760]  信與不信,不能同父一騙
[00:00:14.760 --> 00:00:16.760]  這一句說話上面
[00:00:16.760 --> 00:00:20.040]  的確在教會的人口結構改變的今天
[00:00:20.040 --> 00:00:23.760]  不能夠和未信者結婚的教導和原則
[00:00:23.760 --> 00:00:27.280]  很多時候都面對質疑和反對
[00:00:27.280 --> 00:00:29.000]  我們會先去認識
[00:00:29.000 --> 00:00:32.760]  到底保羅為什麼要寫下這一段經文
[00:00:32.760 --> 00:00:35.800]  並且我們去了解這一段的中心教導之後
[00:00:35.800 --> 00:00:37.960]  我會再回去和大家討論
[00:00:37.960 --> 00:00:41.680]  信與不信,不能同父一騙這一句命令
[00:00:41.680 --> 00:00:45.200]  我們先祈禱交托
[00:00:45.200 --> 00:00:47.720]  主基督,你有生命之道
[00:00:47.720 --> 00:00:50.080]  求你的靈指教我們
[00:00:50.080 --> 00:00:52.840]  特別當我們面對在世上的生活
[00:00:52.840 --> 00:00:55.280]  和永恆的連接的時候
[00:00:55.280 --> 00:00:57.560]  很多時候我們都會有疑惑
[00:00:57.560 --> 00:00:59.240]  有很多的問號
[00:00:59.240 --> 00:01:02.640]  但求你的靈用,你的話語指教我們
[00:01:02.640 --> 00:01:04.320]  讓我們明白真理
[00:01:04.320 --> 00:01:05.280]  多謝你
[00:01:05.280 --> 00:01:08.680]  我們的祈禱是奉主耶穌基督得聖名字祈禱
[00:01:08.680 --> 00:01:09.680]  下門
[00:01:09.680 --> 00:01:16.000]  今天選段當中的六章十四到七章一節
[00:01:16.000 --> 00:01:19.000]  是可以很自然地成為一個段落
[00:01:19.000 --> 00:01:22.360]  其中當然就是剛才提過的六章十四節這一句
[00:01:22.360 --> 00:01:25.440]  你們不要和不信的人同父一騙
[00:01:25.440 --> 00:01:29.040]  或者我們比較做和合本的翻譯
[00:01:29.040 --> 00:01:32.200]  這個段落一開始以這個命令
[00:01:32.200 --> 00:01:34.440]  十四節到七章一節
[00:01:34.440 --> 00:01:36.440]  它自成一個段落
[00:01:36.440 --> 00:01:40.560]  它先作出用五個反吻作出一個強烈的對比
[00:01:40.560 --> 00:01:43.040]  它講明了分別為性的重要
[00:01:43.040 --> 00:01:45.320]  之後在十六節的中間
[00:01:45.320 --> 00:01:47.560]  再指出這個命令背後的原因
[00:01:47.560 --> 00:01:49.360]  就是我們今天的講題
[00:01:49.360 --> 00:01:53.320]  因為我們信徒就是永生神的殿
[00:01:53.320 --> 00:01:57.960]  然後保羅就引用三個在舊約神講說話的應許
[00:01:57.960 --> 00:02:01.520]  去講解作為神的殿是什麼意思
[00:02:01.520 --> 00:02:03.000]  然後在七章一節
[00:02:03.000 --> 00:02:05.880]  也是這個小段落結尾的時候
[00:02:05.880 --> 00:02:07.920]  也是我們這個月的金句
[00:02:07.920 --> 00:02:09.200]  保羅提出
[00:02:09.200 --> 00:02:11.560]  我們就是要敬畏神
[00:02:11.560 --> 00:02:14.240]  要得以成聖
[00:02:14.240 --> 00:02:17.600]  因為在上下門去看
[00:02:17.600 --> 00:02:22.440]  剛剛主席幫我們讀的頭三節十一到十三節
[00:02:22.440 --> 00:02:25.800]  它還在講我們彼此接納
[00:02:25.800 --> 00:02:27.240]  約歡宏的心
[00:02:27.240 --> 00:02:28.760]  但是突然間一轉
[00:02:28.760 --> 00:02:31.520]  轉到這裡十四節
[00:02:31.520 --> 00:02:36.720]  講到信與不信的問題好像有點唐突
[00:02:36.720 --> 00:02:38.240]  於是就有人認為
[00:02:38.240 --> 00:02:41.120]  這一段是不是加插下去的
[00:02:41.120 --> 00:02:42.400]  有些人索性認為
[00:02:42.400 --> 00:02:44.400]  保羅只是在講
[00:02:44.400 --> 00:02:46.640]  不要跟那些
[00:02:46.640 --> 00:02:49.120]  他一直指責敵黨夫人的假教師
[00:02:49.120 --> 00:02:50.240]  彼此有聯繫
[00:02:50.240 --> 00:02:52.080]  大家沒有相干的
[00:02:52.080 --> 00:02:53.640]  不要跟他們合作
[00:02:53.640 --> 00:02:56.440]  不要跟他們黏在一起
[00:02:56.440 --> 00:02:58.640]  說這裡不是討論信徒
[00:02:58.640 --> 00:03:02.280]  能不能夠跟未信者結婚的問題
[00:03:02.280 --> 00:03:05.520]  因為那個轉折顯得很突兀
[00:03:05.520 --> 00:03:07.280]  不過有讀過保羅的書信
[00:03:07.280 --> 00:03:08.760]  有時候會發現
[00:03:08.760 --> 00:03:10.040]  他有一些段落
[00:03:10.040 --> 00:03:12.880]  是會跟上文下里有明顯的分別的
[00:03:12.880 --> 00:03:14.720]  有時候有一些書信都提過
[00:03:14.720 --> 00:03:15.760]  在一些細節的位置
[00:03:15.760 --> 00:03:17.360]  他突然間很情感豐富地
[00:03:17.360 --> 00:03:20.600]  離題地講了一段話
[00:03:20.600 --> 00:03:22.600]  好像跟上文直接
[00:03:22.600 --> 00:03:25.480]  剛剛那幾節的關聯不是很大
[00:03:25.480 --> 00:03:28.360]  而按照哥林多前書所看
[00:03:28.360 --> 00:03:30.360]  我們更加可以確認到
[00:03:30.360 --> 00:03:32.800]  其實保羅講的這個題目
[00:03:32.800 --> 00:03:35.400]  就是包括在婚姻裏面的題目
[00:03:35.400 --> 00:03:38.200]  不是哥林多人沒有面對的問題
[00:03:38.200 --> 00:03:40.400]  因為在哥林多前書我們知道
[00:03:40.400 --> 00:03:43.160]  教會正是受到城中的風氣
[00:03:43.160 --> 00:03:45.280]  以及文化大大影響
[00:03:45.280 --> 00:03:46.800]  甚至五衣衛
[00:03:46.800 --> 00:03:49.240]  靈魂得救就行了
[00:03:49.240 --> 00:03:52.120]  肉體沒有什麼所謂
[00:03:52.120 --> 00:03:55.880]  連帶了婚姻的價值觀都出現問題
[00:03:55.880 --> 00:03:58.320]  所以前書你讀過的
[00:03:58.320 --> 00:04:00.840]  其中有提到關於淫亂的問題
[00:04:00.840 --> 00:04:02.200]  娼妓的問題
[00:04:02.200 --> 00:04:03.360]  離婚的問題
[00:04:03.360 --> 00:04:04.440]  亂倫的問題
[00:04:04.440 --> 00:04:05.680]  再婚的問題
[00:04:05.680 --> 00:04:08.720]  都有作出教導
[00:04:08.720 --> 00:04:10.240]  所以剛剛我們
[00:04:10.240 --> 00:04:12.160]  主席幫我們讀的第十三節
[00:04:12.160 --> 00:04:15.240]  他講完了我現在跟我自己的孩子
[00:04:15.240 --> 00:04:16.800]  要講一些話
[00:04:16.800 --> 00:04:18.240]  接著就說
[00:04:18.240 --> 00:04:24.640]  你們不要和不信的人同父一鴨
[00:04:24.640 --> 00:04:26.440]  他是在用他父親
[00:04:26.440 --> 00:04:29.200]  屬靈父親的心懷
[00:04:29.200 --> 00:04:32.160]  去對待自己屬靈的孩子
[00:04:32.160 --> 00:04:35.840]  作出語重心長的勸勉
[00:04:35.840 --> 00:04:38.400]  因為對於信徒的婚姻
[00:04:38.400 --> 00:04:40.640]  對於無論是弟兄或者姊妹
[00:04:40.640 --> 00:04:46.520]  這件事同樣在信仰上十分重要
[00:04:46.520 --> 00:04:48.480]  或者我們先看看這個十四節
[00:04:48.480 --> 00:04:51.680]  命令背後的中心思想
[00:04:51.680 --> 00:04:52.280]  有著這一句
[00:04:52.280 --> 00:04:54.320]  我們才可以更加準確去明白
[00:04:54.320 --> 00:04:56.280]  十四節講什麼
[00:04:56.280 --> 00:04:57.240]  我們簡單讀
[00:04:57.240 --> 00:04:58.720]  一起讀這一句
[00:04:58.720 --> 00:04:59.600]  預備起
[00:04:59.600 --> 00:05:03.920]  而因為我們是永生神的殿
[00:05:03.920 --> 00:05:06.720]  保羅並不是第一次告訴哥倫多人
[00:05:06.720 --> 00:05:09.720]  我們信徒的身體就是神的殿
[00:05:09.720 --> 00:05:11.320]  在哥倫多前書的第六章
[00:05:11.320 --> 00:05:12.920]  已經提醒他們了
[00:05:12.920 --> 00:05:15.840]  他們的身體是聖靈的殿
[00:05:15.840 --> 00:05:16.600]  我讀給大家聽
[00:05:16.600 --> 00:05:19.480]  六章十九節哥倫多前書
[00:05:19.480 --> 00:05:20.360]  你們豈不知道
[00:05:20.360 --> 00:05:24.480]  你們的身體是聖靈的殿嗎
[00:05:24.480 --> 00:05:28.920]  神、聖靈、殿出現了
[00:05:28.920 --> 00:05:30.520]  這聖靈是從神而來
[00:05:30.520 --> 00:05:31.720]  住在你們裡面的
[00:05:31.720 --> 00:05:34.280]  而且你們不是屬自己的人
[00:05:34.280 --> 00:05:36.920]  因為你們是從家買來的
[00:05:36.920 --> 00:05:41.200]  所以要在你們身上榮耀神
[00:05:41.200 --> 00:05:42.800]  哥倫多人就認為
[00:05:42.800 --> 00:05:43.600]  不是啊
[00:05:43.600 --> 00:05:44.240]  我得救了
[00:05:44.240 --> 00:05:47.520]  我有自由,我的身體想怎樣用就怎樣用
[00:05:47.520 --> 00:05:49.440]  因為靈魂得救就行了
[00:05:49.440 --> 00:05:51.160]  肉身怎樣也不重要
[00:05:51.160 --> 00:05:53.080]  可以隨意而行
[00:05:53.080 --> 00:05:53.600]  回過頭來說
[00:05:53.600 --> 00:05:56.080]  當時的信徒就是認為
[00:05:56.080 --> 00:05:59.000]  我的靈魂已經是有永生了
[00:05:59.000 --> 00:06:01.200]  而這個身體不會帶走的了
[00:06:01.200 --> 00:06:03.200]  任由它負難,不影響的
[00:06:03.200 --> 00:06:05.360]  做什麼事都不影響自己的
[00:06:05.360 --> 00:06:07.600]  永生或者救恩的
[00:06:07.600 --> 00:06:11.240]  於是它就按照當時社會標準一樣
[00:06:11.240 --> 00:06:14.280]  教會就出現很多醉酒的問題
[00:06:14.280 --> 00:06:17.400]  淫亂、嫖妓、取繼母的問題
[00:06:17.400 --> 00:06:19.600]  因為它們誤以為
[00:06:19.600 --> 00:06:23.720]  我的心靈和我的身體是分開的
[00:06:23.720 --> 00:06:27.040]  不影響我現在做什麼抉擇
[00:06:27.040 --> 00:06:29.680]  反正到最後都沒有了
[00:06:29.680 --> 00:06:31.880]  但是我們前一個星期才說過
[00:06:31.880 --> 00:06:35.760]  身體同樣是上帝拯救、轉化和更新的
[00:06:35.760 --> 00:06:37.160]  我們需要得到神給我們
[00:06:37.160 --> 00:06:39.440]  天天更新的力量
[00:06:39.440 --> 00:06:41.920]  神也會賜給我們這個身體
[00:06:41.920 --> 00:06:43.480]  去喜悅我們的身體
[00:06:43.480 --> 00:06:46.200]  同樣讓我們身體得到聖潔
[00:06:46.200 --> 00:06:50.000]  保羅正正就是要排除這種錯誤的思想
[00:06:50.000 --> 00:06:52.600]  在這裡我們其實可以看到兩方面的
[00:06:52.600 --> 00:06:55.680]  第一,既然信徒的身體是聖靈的殿
[00:06:55.680 --> 00:06:58.600]  神的殿、永生神的殿
