
[00:00:00.000 --> 00:00:02.560]  今天我想說說葉剔蘿
[00:00:02.560 --> 00:00:05.760]  葉剔蘿在《出埃及記》第十八章
[00:00:05.760 --> 00:00:08.240]  整個十八章都是說他的
[00:00:08.240 --> 00:00:11.360]  其實葉剔蘿在整個舊約裡面
[00:00:11.360 --> 00:00:13.200]  只是在《出埃及記》說的
[00:00:13.200 --> 00:00:17.160]  但是我知道大家有一個《出埃及記》系列
[00:00:17.160 --> 00:00:18.760]  你想想這個系列裡面
[00:00:18.760 --> 00:00:20.880]  其實就是一直在說
[00:00:20.880 --> 00:00:23.840]  摩西如何帶領以色列人過紅海
[00:00:23.840 --> 00:00:25.520]  接著就去西賴山
[00:00:25.520 --> 00:00:27.440]  接著就去抗野
[00:00:27.440 --> 00:00:30.840]  好了 但是葉剔蘿其實不是以色列人
[00:00:30.840 --> 00:00:34.360]  所以今天他也在《聖經》的篇幅不多
[00:00:34.360 --> 00:00:36.280]  今天我想跟大家說一下
[00:00:36.280 --> 00:00:38.720]  究竟為什麼《聖經》要說
[00:00:38.720 --> 00:00:40.920]  就是為什麼要說葉剔蘿
[00:00:40.920 --> 00:00:43.840]  究竟他在跟摩西說了些什麼
[00:00:43.840 --> 00:00:45.760]  就是那個What
[00:00:45.760 --> 00:00:46.920]  聽完之後
[00:00:46.920 --> 00:00:50.360]  其實對我們來說有些什麼應用
[00:00:50.360 --> 00:00:52.080]  就是那個How
[00:00:52.080 --> 00:00:55.200]  所以今天是整個《出埃及記》十八章
[00:00:55.200 --> 00:00:57.840]  會說完的 好
[00:00:57.840 --> 00:00:59.240]  應該是按上還是下呢
[00:00:59.240 --> 00:01:00.200]  先看看
[00:01:00.200 --> 00:01:02.680]  好 或者我先自我介紹一下
[00:01:02.680 --> 00:01:04.160]  首先這張照片
[00:01:04.160 --> 00:01:06.800]  這張照片是上個星期
[00:01:06.800 --> 00:01:08.400]  因為《聖經學院》要做功課
[00:01:08.400 --> 00:01:10.480]  我上了廣州和一些弟兄
[00:01:10.480 --> 00:01:12.240]  我想說
[00:01:12.240 --> 00:01:15.080]  這裡是一個天主教堂
[00:01:15.080 --> 00:01:17.480]  我想說因典是什麼
[00:01:17.480 --> 00:01:22.200]  因為很多人說葉剔蘿是摩西的恩人
[00:01:22.200 --> 00:01:25.880]  那我就說一下我為什麼會在銅福
[00:01:25.880 --> 00:01:27.200]  其實我回來很久了
[00:01:27.200 --> 00:01:29.680]  我二千年左右已經在銅福了
[00:01:29.680 --> 00:01:31.560]  那時候我回來沒多久
[00:01:31.560 --> 00:01:35.080]  就在景香樓搬到摩頓
[00:01:35.080 --> 00:01:38.200]  我就在這裡讀確據班
[00:01:38.200 --> 00:01:39.680]  接著在這裡受浸
[00:01:39.680 --> 00:01:42.960]  在這裡認識了我太太
[00:01:42.960 --> 00:01:45.120]  我們在這裡行禮結婚
[00:01:45.120 --> 00:01:47.160]  2004年結婚
[00:01:47.160 --> 00:01:49.720]  那我們一直到2009年
[00:01:49.720 --> 00:01:51.880]  我們就去了柴灣
[00:01:51.880 --> 00:01:55.800]  我和我太太一直留在柴灣到今天
[00:01:55.800 --> 00:01:58.360]  那時候我們跟柏斯特·肯下去
[00:01:58.360 --> 00:02:01.840]  跟柏斯特·肯回到摩頓
[00:02:01.840 --> 00:02:05.840]  所以我們夫妻就留守在柴灣
[00:02:05.840 --> 00:02:09.280]  我太太現在在柴灣跟柏斯特·傑基林
[00:02:09.280 --> 00:02:12.200]  所以其實
[00:02:12.200 --> 00:02:14.680]  雖然我不是很認識大家
[00:02:14.680 --> 00:02:17.320]  但是其實我還記得
[00:02:17.320 --> 00:02:20.400]  我很開心在這裡高威樓
[00:02:20.400 --> 00:02:21.440]  為什麼呢
[00:02:21.440 --> 00:02:22.640]  有沒有人知道
[00:02:22.640 --> 00:02:25.520]  其實我們以前第一次租高威樓
[00:02:25.520 --> 00:02:27.600]  不是在這一層的
[00:02:27.600 --> 00:02:28.000]  有沒有人知道
[00:02:28.000 --> 00:02:29.200]  有人知道是吧
[00:02:29.200 --> 00:02:30.800]  有些人知道很厲害
[00:02:30.800 --> 00:02:31.560]  是的
[00:02:31.560 --> 00:02:33.080]  就是下面那一層
[00:02:33.080 --> 00:02:34.000]  所以我那時候
[00:02:34.000 --> 00:02:35.880]  都是剛剛信耶穌回來銅福
[00:02:35.880 --> 00:02:37.720]  我們就在一樓
[00:02:37.720 --> 00:02:39.080]  這裡是二樓
[00:02:39.080 --> 00:02:39.640]  下面那一層
[00:02:39.640 --> 00:02:41.080]  其實我們以前在一樓
[00:02:41.080 --> 00:02:42.720]  又搞Alpha Cross
[00:02:42.720 --> 00:02:43.920]  很開心的
[00:02:43.920 --> 00:02:45.360]  但是很開心
[00:02:45.360 --> 00:02:47.720]  有一段時間我們離開了這裡
[00:02:47.720 --> 00:02:50.800]  但是我們竟然可以回到二樓
[00:02:50.800 --> 00:02:53.080]  最好遲一點就拿到一樓
[00:02:53.080 --> 00:02:54.320]  那就更加好了
[00:02:54.320 --> 00:02:56.120]  所以這個也是我們
[00:02:56.120 --> 00:02:58.800]  我很有那種期盼
[00:02:58.800 --> 00:03:00.480]  很希望我們有一天
[00:03:00.480 --> 00:03:02.720]  真的能夠拿到一層
[00:03:02.720 --> 00:03:03.080]  好了
[00:03:03.080 --> 00:03:04.520]  但是葉剔羅
[00:03:04.520 --> 00:03:09.520]  其實對我們來說有什麼重要性呢
[00:03:09.520 --> 00:03:12.080]  我想說一說這個出埃及記
[00:03:12.080 --> 00:03:13.080]  相信大家
[00:03:13.080 --> 00:03:14.680]  因為聽了這麼多次出埃及記
[00:03:14.680 --> 00:03:15.880]  應該都開始很熟悉了
[00:03:15.880 --> 00:03:17.120]  有四十張
[00:03:17.120 --> 00:03:19.440]  那你看到這幅照片
[00:03:19.440 --> 00:03:20.600]  這幅公仔
[00:03:20.600 --> 00:03:24.120]  看到中間漏了一張嗎
[00:03:24.120 --> 00:03:27.600]  一至十八就是摩西、過紅海
[00:03:27.600 --> 00:03:29.400]  我今天會說十八張
[00:03:29.400 --> 00:03:31.240]  十九張有文字是什麼
[00:03:31.240 --> 00:03:31.960]  應該都知道
[00:03:31.960 --> 00:03:32.920]  猜到了
[00:03:32.920 --> 00:03:36.120]  如果猜不到就要回去再看
[00:03:36.120 --> 00:03:39.040]  十九張其實就是說十戒
[00:03:39.040 --> 00:03:42.360]  就是摩西上去西賴山
[00:03:42.360 --> 00:03:43.960]  等神頒布十戒
[00:03:43.960 --> 00:03:44.400]  好了
[00:03:44.400 --> 00:03:45.880]  其實整個出埃及記
[00:03:45.880 --> 00:03:48.720]  真的在十九張當中間就可以了
[00:03:48.720 --> 00:03:51.880]  後面二十張就說完了十戒
[00:03:51.880 --> 00:03:53.480]  然後說怎樣做會幕
[00:03:53.480 --> 00:03:56.800]  很詳細地說怎樣去敬拜神
[00:03:56.800 --> 00:04:00.320]  然後最後都說不到去迦南地
[00:04:00.320 --> 00:04:02.160]  因為是二十張到四十張
[00:04:02.160 --> 00:04:04.720]  都是兜兜轉轉三十八年
[00:04:04.720 --> 00:04:05.480]  那就完結了
[00:04:05.480 --> 00:04:06.360]  出埃及記
[00:04:06.360 --> 00:04:09.520]  然後才去到下一個生命記
[00:04:09.520 --> 00:04:11.560]  但是十九張當然很重要
[00:04:11.560 --> 00:04:14.400]  十九張是說摩西頒布十戒
[00:04:14.400 --> 00:04:16.160]  所以十八張
[00:04:16.160 --> 00:04:18.800]  究竟為什麼要整個葉剔羅出來呢
[00:04:18.800 --> 00:04:20.480]  這個就是我想今天和大家分享的
[00:04:20.480 --> 00:04:22.280]  因為葉剔羅我剛才也說了
[00:04:22.280 --> 00:04:23.520]  又不是以色列人
[00:04:23.520 --> 00:04:24.240]  是不是
[00:04:24.240 --> 00:04:25.560]  好了
[00:04:25.560 --> 00:04:27.920]  下一張
[00:04:27.920 --> 00:04:28.160]  好
[00:04:28.160 --> 00:04:30.240]  我們不如我讀好嗎
[00:04:30.240 --> 00:04:32.480]  還沒說到什麼之前
[00:04:32.480 --> 00:04:34.440]  我先告訴大家葉剔羅是誰
[00:04:34.440 --> 00:04:36.400]  正如我告訴大家我是誰
[00:04:36.400 --> 00:04:37.360]  好了我讀好嗎
[00:04:37.360 --> 00:04:41.720]  摩西的惡虎米顛祭司葉剔羅
[00:04:41.720 --> 00:04:45.880]  聽見神為摩西和神的百姓以色列
[00:04:45.880 --> 00:04:47.720]  所行的一切事
