
[00:00:00.000 --> 00:00:02.800]  弟兄姊妹們,下午平安
[00:00:02.800 --> 00:00:09.680]  再過幾天就是主耶穌的壽難日
[00:00:09.680 --> 00:00:14.560]  星期天,下個星期天就是復活節
[00:00:14.560 --> 00:00:16.880]  今天我們來看一下
[00:00:16.880 --> 00:00:22.600]  耶穌在世上的最後一個星期
[00:00:22.600 --> 00:00:25.880]  所以今天的題目是
[00:00:25.880 --> 00:00:27.500]  王的再來
[00:00:27.880 --> 00:00:30.880]  我們一起禱告,親愛的天父求主
[00:00:30.880 --> 00:00:33.940]  藉著今天我們所讀的經文
[00:00:33.940 --> 00:00:37.040]  主祢也藉著今天的講臺
[00:00:37.040 --> 00:00:40.220]  再一次將祢的信息釋放
[00:00:40.220 --> 00:00:44.500]  讓我們看到祢在地上的使命
[00:00:44.500 --> 00:00:49.080]  祢一步一步的要完成祢的使命
[00:00:49.080 --> 00:00:52.960]  主我們盼望從這一段的經文當中
[00:00:52.960 --> 00:00:56.200]  有許多的學習,也幫助我們
[00:00:56.520 --> 00:01:01.040]  讓我們知道我們在這世上的使命是什麼
[00:01:01.040 --> 00:01:03.600]  也能夠靠著主的幫助
[00:01:03.600 --> 00:01:06.760]  完成祢交付給我們的使命
[00:01:06.760 --> 00:01:10.160]  禱告奉靠主耶穌基督的名,阿們
[00:01:10.160 --> 00:01:21.040]  在新約的福音書裡面
[00:01:21.040 --> 00:01:24.480]  四福音,馬太、馬可、路加、約翰
[00:01:24.740 --> 00:01:26.860]  總共大概有九十章
[00:01:26.860 --> 00:01:29.360]  九十個章節
[00:01:29.360 --> 00:01:33.100]  大概有三分之一
[00:01:33.100 --> 00:01:38.760]  三十章是記載了耶穌最後一個星期
[00:01:38.760 --> 00:01:42.020]  所以在最後一個星期
[00:01:42.020 --> 00:01:43.980]  耶穌有很多的教導
[00:01:43.980 --> 00:01:46.380]  然後上十字架
[00:01:46.380 --> 00:01:49.460]  從十字架下來
[00:01:49.460 --> 00:01:53.180]  就是埋葬、生、復活
[00:01:53.640 --> 00:01:55.640]  所以有三十章
[00:01:55.640 --> 00:02:00.640]  就記載了最後一個星期的發生的事情
[00:02:00.640 --> 00:02:06.560]  所以耶穌最後的星期是非常重要的
[00:02:06.560 --> 00:02:11.100]  那最後的星期的開始是什麼時候
[00:02:11.100 --> 00:02:13.780]  今天我們翻開馬太福音
[00:02:13.780 --> 00:02:15.780]  我們剛才所讀的經文
[00:02:15.780 --> 00:02:17.780]  馬太福音二十一章
[00:02:17.780 --> 00:02:22.980]  所以你每看到這個馬太福音
[00:02:22.980 --> 00:02:26.220]  馬可福音、路加福音、約翰福音
[00:02:26.220 --> 00:02:32.500]  都記載著耶穌進入耶路撒冷的事情
[00:02:32.500 --> 00:02:34.500]  所以從這一章開始
[00:02:34.500 --> 00:02:36.500]  你就知道
[00:02:36.500 --> 00:02:40.100]  這是耶穌最後一個星期在世上
[00:02:40.100 --> 00:02:45.000]  所以你從馬可福音到耶穌進入耶路撒冷
[00:02:45.000 --> 00:02:47.500]  你就知道接下來就是最後一個星期
[00:02:47.500 --> 00:02:51.500]  所以這個最後一個星期是非常重要的
[00:02:51.500 --> 00:02:58.500]  所以耶穌在最後一個星期的時候
[00:02:58.500 --> 00:03:02.500]  祂就從耶利哥
[00:03:02.500 --> 00:03:07.500]  要走向、走上耶路撒冷
[00:03:07.500 --> 00:03:09.500]  為什麼說走上呢
[00:03:09.500 --> 00:03:13.500]  因為耶利哥是在靠近這個死海
[00:03:13.500 --> 00:03:20.500]  死海是世界上低於水平面最深的一個海
[00:03:20.500 --> 00:03:23.500]  所以祂要往上
[00:03:23.500 --> 00:03:25.500]  往耶路撒冷的山上去
[00:03:25.500 --> 00:03:28.500]  大概有三千個米
[00:03:28.500 --> 00:03:30.500]  兩千五百的距離
[00:03:30.500 --> 00:03:36.500]  湯姆大概三千多、六千多
[00:03:36.500 --> 00:03:42.500]  所以耶路撒冷大概兩千五百的高度
[00:03:42.500 --> 00:03:44.500]  要高度往上
[00:03:44.500 --> 00:03:46.500]  所以大概有十七個英里
[00:03:46.500 --> 00:03:48.500]  所以耶穌知道
[00:03:48.500 --> 00:03:51.500]  這是祂最後一個星期在世上
[00:03:51.500 --> 00:03:55.500]  所以祂要走上耶路撒冷
[00:03:55.500 --> 00:03:59.500]  所以祂走到了耶路撒冷的時候
[00:03:59.500 --> 00:04:01.500]  還沒進耶路撒冷
[00:04:01.500 --> 00:04:03.500]  我們剛剛所讀的經文
[00:04:03.500 --> 00:04:06.500]  就是在趕南山的時候
[00:04:06.500 --> 00:04:13.500]  祂叫祂的門徒去城市取一支魚子
[00:04:13.500 --> 00:04:15.500]  剛才我們讀的
[00:04:15.500 --> 00:04:17.500]  你們不曉得有沒有注意到
[00:04:17.500 --> 00:04:21.500]  耶穌說你去取一支驢子
[00:04:21.500 --> 00:04:23.500]  驢子跟驢駒
[00:04:23.500 --> 00:04:27.500]  驢駒跟驢子有什麼不一樣
[00:04:27.500 --> 00:04:29.500]  一個大一個小的
[00:04:29.500 --> 00:04:33.500]  就是這個小的驢叫做驢駒
[00:04:33.500 --> 00:04:37.500]  可能這個媽媽是驢子
[00:04:37.500 --> 00:04:41.500]  驢駒就在這個小的驢子旁邊
[00:04:41.500 --> 00:04:47.500]  所以門徒去就牽了這兩隻驢來
[00:04:47.500 --> 00:04:50.500]  這隻驢駒從來沒有人坐過
[00:04:50.500 --> 00:04:53.500]  小的驢駒從來沒有人坐過
[00:04:53.500 --> 00:04:55.500]  有一天忽然之間
[00:04:55.500 --> 00:04:58.500]  就有一個人叫做主耶穌的
[00:04:58.500 --> 00:05:01.500]  就坐在他們身上
[00:05:01.500 --> 00:05:05.500]  然後耶穌就走進了耶路撒冷
[00:05:05.500 --> 00:05:09.500]  全城的人都歡呼歌頌
[00:05:09.500 --> 00:05:11.500]  Hallelujah
[00:05:11.500 --> 00:05:13.500]  Hosanna
[00:05:13.500 --> 00:05:16.500]  Hosanna是什麼意思
[00:05:16.500 --> 00:05:19.500]  Hosanna就是
[00:05:19.500 --> 00:05:21.500]  拯救
[00:05:21.500 --> 00:05:23.500]  現在有拯救
[00:05:23.500 --> 00:05:25.500]  有拯救的意思
[00:05:25.500 --> 00:05:28.500]  所以他們一直在盼望
[00:05:28.500 --> 00:05:32.500]  這個一個救世主來到
[00:05:32.500 --> 00:05:36.500]  請問一下以色列在這個時候
[00:05:36.500 --> 00:05:41.500]  這個是公元大概33年左右
[00:05:41.500 --> 00:05:43.500]  耶穌這個時候大概33歲
[00:05:43.500 --> 00:05:45.500]  公元33年
[00:05:45.500 --> 00:05:49.500]  請問一下以色列滅國幾年了
[00:05:49.500 --> 00:05:52.500]  在耶穌這個時候滅國幾年了
[00:05:52.500 --> 00:05:59.500]  以色列南國滅國是在公元前586年
[00:05:59.500 --> 00:06:00.500]  586年
[00:06:00.500 --> 00:06:03.500]  這個國家被巴比倫消滅了
[00:06:03.500 --> 00:06:06.500]  所以這個國家已經滅亡了500多年
[00:06:06.500 --> 00:06:09.500]  所以這個時候以色列的百姓
[00:06:09.500 --> 00:06:12.500]  是非常的期望著他們
