
[00:00:00.000 --> 00:00:04.200]  所以我今天想透過一段經文跟大家去看看
[00:00:04.200 --> 00:00:07.160]  當我們說要結集,我們要會緣
[00:00:07.160 --> 00:00:11.420]  我們要把不同的資源、能力、恩賜放在一起的時候
[00:00:11.420 --> 00:00:15.720]  我們有什麼基礎是需要築實的
[00:00:15.720 --> 00:00:20.140]  我們會看《已婚所書》第四章
[00:00:20.140 --> 00:00:23.240]  第一節到第十六節
[00:00:23.240 --> 00:00:28.200]  我會分兩段去讀這段這麼長的經文
[00:00:28.200 --> 00:00:31.820]  我們一起讀《已婚所書》第四章
[00:00:31.820 --> 00:00:37.040]  一節到第十節
[00:00:37.040 --> 00:00:38.300]  我們一起讀好嗎
[00:00:38.300 --> 00:00:40.300]  預備,一二起
[00:00:40.300 --> 00:00:45.000]  好,麻煩你
[00:00:45.000 --> 00:00:48.680]  如果我們看這段經文的頭三節
[00:00:48.680 --> 00:00:50.380]  第一、第二、第三節
[00:00:50.380 --> 00:00:52.380]  特別我們看第一節的時候
[00:00:52.380 --> 00:00:55.900]  我們會看到一個共通點
[00:00:55.900 --> 00:00:59.300]  保羅在與已婚所教會的弟子會說
[00:00:59.300 --> 00:01:06.280]  既然蒙照,行事為人就當以蒙照的因相稱
[00:01:06.280 --> 00:01:08.280]  相稱的意思是什麼呢
[00:01:08.280 --> 00:01:11.840]  就是你有那個身份,你就應該做那件事
[00:01:11.840 --> 00:01:15.260]  你有那個資格,你就應該做那件事
[00:01:15.260 --> 00:01:18.060]  這個叫相稱,基本上是對應的
[00:01:18.060 --> 00:01:19.560]  對應的
[00:01:19.560 --> 00:01:21.560]  我們現在對應什麼呢
[00:01:21.560 --> 00:01:29.760]  他說既然蒙照,行事為人就當以蒙照的因相稱
[00:01:29.760 --> 00:01:33.840]  就是說我們是一個蒙恩照的人
[00:01:33.840 --> 00:01:39.220]  我們是被召來,得著神的恩典的一班人
[00:01:39.220 --> 00:01:41.220]  已婚所教會是這樣
[00:01:41.220 --> 00:01:42.560]  我們也是這樣
[00:01:42.560 --> 00:01:45.940]  如果我們有這個恩照在我們的生命裡面
[00:01:45.940 --> 00:01:52.300]  那保羅就說,我們的行事為人就應該與這個恩照是相對應的
[00:01:52.300 --> 00:01:54.300]  可以嗎
[00:01:54.300 --> 00:01:56.940]  你知道我們也是這樣的狀況
[00:01:56.940 --> 00:01:58.940]  那怎樣相對應呢
[00:01:58.940 --> 00:02:00.940]  我們的行事為人應該是怎樣呢
[00:02:00.940 --> 00:02:02.940]  就在第二、第三節那裡說
[00:02:02.940 --> 00:02:10.440]  所以凡事謙虛、溫柔、忍耐、用愛心互相寬容
[00:02:10.440 --> 00:02:12.440]  第一,凡事
[00:02:12.440 --> 00:02:14.440]  凡事是什麼
[00:02:14.440 --> 00:02:16.440]  所有的事
[00:02:16.440 --> 00:02:18.440]  所有的事
[00:02:18.440 --> 00:02:20.440]  就是你做所有的事
[00:02:20.440 --> 00:02:23.440]  你都應該抱持這個態度
[00:02:23.440 --> 00:02:25.440]  什麼態度呢
[00:02:25.440 --> 00:02:27.440]  就是謙虛、溫柔、忍耐
[00:02:27.440 --> 00:02:34.440]  並且應該對人有一個愛心的寬容或包容
[00:02:34.440 --> 00:02:38.440]  那你審視一下你自己是不是這樣
[00:02:38.440 --> 00:02:40.440]  你謙不謙虛呢
[00:02:40.440 --> 00:02:42.440]  你溫不溫柔呢
[00:02:42.440 --> 00:02:44.440]  嘩
[00:02:44.440 --> 00:02:46.440]  什麼時候可以看到這些東西呢
[00:02:46.440 --> 00:02:50.440]  就是當你被冒犯的時候
[00:02:50.440 --> 00:02:52.440]  不知道你會有什麼反應呢
[00:02:52.440 --> 00:02:54.440]  是不是
[00:02:54.440 --> 00:02:56.440]  就是當有人得罪你的時候
[00:02:56.440 --> 00:02:58.440]  不知道你的反應是如何的呢
[00:02:58.440 --> 00:03:00.440]  通常在這些的情況
[00:03:00.440 --> 00:03:04.440]  就會看到你是不是一個謙虛、溫柔、忍耐的人
[00:03:04.440 --> 00:03:06.440]  是不是
[00:03:06.440 --> 00:03:08.440]  所以他最後說什麼
[00:03:08.440 --> 00:03:12.440]  有這個恩兆在生命裡的人
[00:03:12.440 --> 00:03:14.440]  我們可以用什麼
[00:03:14.440 --> 00:03:16.440]  愛心互相寬容
[00:03:16.440 --> 00:03:18.440]  不只是單向
[00:03:18.440 --> 00:03:20.440]  是互相
[00:03:20.440 --> 00:03:22.440]  你和我都可以
[00:03:22.440 --> 00:03:26.440]  在愛裡互相寬容
[00:03:26.440 --> 00:03:28.440]  寬容包括包容和接納
[00:03:28.440 --> 00:03:30.440]  所以鄧小平
[00:03:30.440 --> 00:03:32.440]  如果你看這幾個特質
[00:03:32.440 --> 00:03:36.440]  你覺不覺得其實都很像我們主耶穌的特質
[00:03:36.440 --> 00:03:38.440]  聖經說
[00:03:38.440 --> 00:03:40.440]  耶穌很忍耐那些
[00:03:40.440 --> 00:03:42.440]  得罪他、頂撞他的人
[00:03:42.440 --> 00:03:44.440]  聖經說
[00:03:44.440 --> 00:03:46.440]  他是一個
[00:03:46.440 --> 00:03:48.440]  很謙卑
[00:03:48.440 --> 00:03:50.440]  很溫柔、很有愛的生命
[00:03:50.440 --> 00:03:52.440]  在菲律賓書第二章有說
[00:03:52.440 --> 00:03:56.440]  所以一個蒙恩兆的生命
[00:03:56.440 --> 00:03:58.440]  其實我們是擁有耶穌基督這些特質的
[00:03:58.440 --> 00:04:00.440]  你檢視一下你自己
[00:04:00.440 --> 00:04:02.440]  我們檢視一下我們自己
[00:04:02.440 --> 00:04:04.440]  其實我們是不是這樣的呢
[00:04:04.440 --> 00:04:08.440]  我們彼此之間是不是有這一種特質在我們裡面呢
[00:04:08.440 --> 00:04:10.440]  第三節
[00:04:10.440 --> 00:04:12.440]  不單止有這些特質
[00:04:12.440 --> 00:04:14.440]  而且我們可以
[00:04:14.440 --> 00:04:18.440]  用和平來彼此聯絡
[00:04:18.440 --> 00:04:22.440]  大家有關係、有互動的意思
[00:04:22.440 --> 00:04:24.440]  但是我們有關係、有互動
[00:04:24.440 --> 00:04:26.440]  不一定是用和平的
[00:04:26.440 --> 00:04:28.440]  是不是
[00:04:28.440 --> 00:04:30.440]  我們擲你都可以
[00:04:30.440 --> 00:04:32.440]  我們攻擊你都可以
[00:04:32.440 --> 00:04:34.440]  這都是一種聯繫
[00:04:34.440 --> 00:04:36.440]  這都是一種關係
[00:04:36.440 --> 00:04:38.440]  是不是
[00:04:38.440 --> 00:04:40.440]  所以這裡就告訴你
[00:04:40.440 --> 00:04:42.440]  我們彼此的聯繫、我們的關係
[00:04:42.440 --> 00:04:44.440]  我們的那種互動
[00:04:44.440 --> 00:04:48.440]  應該是在和平的狀況下
[00:04:48.440 --> 00:04:50.440]  更加重要的
[00:04:50.440 --> 00:04:52.440]  我們要見到
[00:04:52.440 --> 00:04:58.440]  在我們同有一個恩兆的群體裡面
[00:04:58.440 --> 00:05:00.440]  最重要的是什麼
[00:05:00.440 --> 00:05:04.440]  就是竭力保守聖靈所賜合而為一的心
[00:05:04.440 --> 00:05:08.440]  如果按照這句聖經告訴你
[00:05:08.440 --> 00:05:12.440]  這個聖靈所賜合而為一的心
[00:05:12.440 --> 00:05:14.440]  我們有沒有擁有
[00:05:14.440 --> 00:05:16.440]  有沒有
[00:05:16.440 --> 00:05:18.440]  有了
[00:05:18.440 --> 00:05:20.440]  已經有了
[00:05:20.440 --> 00:05:22.440]  已經給了我們
[00:05:22.440 --> 00:05:24.440]  但是我們要做的是什麼
[00:05:24.440 --> 00:05:26.440]  是要竭力保守
[00:05:26.440 --> 00:05:28.440]  竭力保守
[00:05:28.440 --> 00:05:30.440]  竭力保守這個詞語
[00:05:30.440 --> 00:05:32.440]  它的意思是什麼
[00:05:32.440 --> 00:05:34.440]  竭力就是
[00:05:34.440 --> 00:05:36.440]  你用盡一切的力
[00:05:36.440 --> 00:05:38.440]  簡單來說
[00:05:38.440 --> 00:05:40.440]  你要想盡辦法
[00:05:40.440 --> 00:05:42.440]  用盡一切的力
[00:05:42.440 --> 00:05:44.440]  盡力去做什麼
[00:05:44.440 --> 00:05:46.440]  保守
[00:05:46.440 --> 00:05:50.440]  維持合一的狀態
[00:05:50.440 --> 00:05:52.440]  可以嗎
[00:05:52.440 --> 00:05:54.440]  早前
[00:05:54.440 --> 00:05:56.440]  深水埗的弟兄姊妹
[00:05:56.440 --> 00:05:58.440]  和我們一起聚會
[00:05:58.440 --> 00:06:00.440]  為什麼和我們一起聚會呢
[00:06:00.440 --> 00:06:02.440]  因為大利樓那邊裝修
[00:06:02.440 --> 00:06:04.440]  大概會裝修一個多月
[00:06:04.440 --> 00:06:06.440]  裝修完之後
[00:06:06.440 --> 00:06:08.440]  看過圖
[00:06:08.440 --> 00:06:10.440]  很美的
[00:06:10.440 --> 00:06:12.440]  不過裝修之前
[00:06:12.440 --> 00:06:14.440]  裝修之前
[00:06:14.440 --> 00:06:16.440]  一開始裝修就發覺
[00:06:16.440 --> 00:06:18.440]  原來大利樓都很爛的
[00:06:18.440 --> 00:06:20.440]  為什麼呢
[00:06:20.440 --> 00:06:22.440]  我們原本打算裝修裡面
[00:06:22.440 --> 00:06:24.440]  我們聚會的地方
[00:06:24.440 --> 00:06:26.440]  一去到廁所就發覺
[00:06:26.440 --> 00:06:28.440]  廁所都爛了
[00:06:28.440 --> 00:06:30.440]  爛到
[00:06:30.440 --> 00:06:32.440]  石屎都掉下來了
[00:06:32.440 --> 00:06:34.440]  還看到鋼筋
[00:06:34.440 --> 00:06:36.440]  有一條很大的裂痕
[00:06:36.440 --> 00:06:38.440]  在那裏
[00:06:38.440 --> 00:06:40.440]  不過大家放心
[00:06:40.440 --> 00:06:42.440]  維修的錢是業主付的
[00:06:42.440 --> 00:06:44.440]  因為廁所是業主的
[00:06:44.440 --> 00:06:46.440]  是不是
[00:06:46.440 --> 00:06:48.440]  那我想說什麼呢
[00:06:48.440 --> 00:06:50.440]  就好像這樣
[00:06:50.440 --> 00:06:52.440]  如果當我們發現一個建築物裡面
[00:06:52.440 --> 00:06:54.440]  有一個這麼大的裂痕
[00:06:54.440 --> 00:06:56.440]  你發覺一定是不妥的
[00:06:56.440 --> 00:06:58.440]  一定是很危險的
[00:06:58.440 --> 00:07:00.440]  一定是很有問題的
[00:07:00.440 --> 00:07:02.440]  所以這裏就說
[00:07:02.440 --> 00:07:04.440]  我們要竭力保守聖靈給我們的
[00:07:04.440 --> 00:07:06.440]  那個合一的心
[00:07:06.440 --> 00:07:08.440]  是要竭力的
[00:07:08.440 --> 00:07:10.440]  要收拾好
[00:07:10.440 --> 00:07:12.440]  如果你發覺有什麼的嫌隙
[00:07:12.440 --> 00:07:14.440]  有什麼裂開的地方
[00:07:14.440 --> 00:07:16.440]  我們就要做什麼
[00:07:16.440 --> 00:07:18.440]  修補
[00:07:18.440 --> 00:07:20.440]  我們要處理好
[00:07:20.440 --> 00:07:22.440]  我們的心
[00:07:22.440 --> 00:07:24.440]  仍然在我們的群體裡面
[00:07:24.440 --> 00:07:26.440]  所以鄧小妹
[00:07:26.440 --> 00:07:28.440]  第一個我們說
[00:07:28.440 --> 00:07:30.440]  如果我們說我們會員
[00:07:30.440 --> 00:07:32.440]  我們的基礎是什麼呢
[00:07:32.440 --> 00:07:34.440]  我們要知道
[00:07:34.440 --> 00:07:36.440]  我們都是同有這個恩兆的生命
[00:07:36.440 --> 00:07:38.440]  當我們知道我們這個生命的時候
[00:07:38.440 --> 00:07:40.440]  我們就可以進入
[00:07:40.440 --> 00:07:42.440]  這個與這個恩兆行為相稱的
[00:07:42.440 --> 00:07:44.440]  那個的狀況裡面
[00:07:44.440 --> 00:07:46.440]  我們就要學習什麼呢
[00:07:46.440 --> 00:07:48.440]  凡事謙虛
[00:07:48.440 --> 00:07:50.440]  溫柔 忍耐
[00:07:50.440 --> 00:07:52.440]  我們的互動是要用一種
[00:07:52.440 --> 00:07:54.440]  互相用愛心寬容的
[00:07:54.440 --> 00:07:56.440]  一種的狀況
[00:07:56.440 --> 00:07:58.440]  我們的聯繫我們走在一起
[00:07:58.440 --> 00:08:00.440]  其實我們彼此的關係
[00:08:00.440 --> 00:08:02.440]  是一種很和平的關係
[00:08:02.440 --> 00:08:04.440]  而最重要的是
[00:08:04.440 --> 00:08:06.440]  我們要竭力
[00:08:06.440 --> 00:08:08.440]  進入那種合一
[00:08:08.440 --> 00:08:10.440]  成為一體的狀況裡面
[00:08:10.440 --> 00:08:12.440]  我不知道最近
[00:08:12.440 --> 00:08:14.440]  剛才大家祈禱裡面
[00:08:14.440 --> 00:08:16.440]  都提及很多可能和最近發生的事
[00:08:16.440 --> 00:08:18.440]  有關的
[00:08:18.440 --> 00:08:20.440]  我不知道你們有沒有
[00:08:20.440 --> 00:08:24.440]  看到一些很撕裂的狀況出現
[00:08:24.440 --> 00:08:26.440]  我想我們一定會看到的
[00:08:26.440 --> 00:08:28.440]  無論在
[00:08:28.440 --> 00:08:30.440]  這個城市周圍的環境
[00:08:30.440 --> 00:08:32.440]  很多對立
[00:08:32.440 --> 00:08:34.440]  甚至剛才有人有領受
[00:08:34.440 --> 00:08:36.440]  原來在這個
[00:08:36.440 --> 00:08:38.440]  天空屬靈界
[00:08:38.440 --> 00:08:40.440]  裡面都有一種
[00:08:40.440 --> 00:08:42.440]  彼此為敵的
[00:08:42.440 --> 00:08:44.440]  那種屬靈狀況在
[00:08:44.440 --> 00:08:46.440]  但我會問
[00:08:46.440 --> 00:08:48.440]  其實在基督的群體
[00:08:48.440 --> 00:08:50.440]  或者基督的身體裡面
[00:08:50.440 --> 00:08:52.440]  有沒有這種狀況出現呢
[00:08:52.440 --> 00:08:54.440]  其實我都聽不少
[00:08:54.440 --> 00:08:58.440]  剛才有人出來祈禱
[00:08:58.440 --> 00:09:00.440]  說我們
[00:09:00.440 --> 00:09:02.440]  咀唇不潔
[00:09:02.440 --> 00:09:04.440]  又住在咀唇不潔的民眾
[00:09:04.440 --> 00:09:06.440]  但現在我們很多時候不是用口說的
[00:09:06.440 --> 00:09:08.440]  是用鍵盤的
[00:09:08.440 --> 00:09:10.440]  是不是
[00:09:10.440 --> 00:09:12.440]  所以
[00:09:12.440 --> 00:09:14.440]  咀唇不潔
[00:09:14.440 --> 00:09:16.440]  但原來我打出來的東西是有的
[00:09:16.440 --> 00:09:20.440]  我們要小心
[00:09:20.440 --> 00:09:22.440]  在我認識的群組裡面
[00:09:22.440 --> 00:09:24.440]  WhatsApp群組裡面
[00:09:24.440 --> 00:09:26.440]  我都見過
[00:09:26.440 --> 00:09:28.440]  不只是信徒之間
[00:09:28.440 --> 00:09:30.440]  在教睦之間也有
[00:09:30.440 --> 00:09:34.440]  就是因為彼此的立場
[00:09:34.440 --> 00:09:36.440]  彼此的看法
[00:09:36.440 --> 00:09:38.440]  很不同
[00:09:38.440 --> 00:09:40.440]  以致到
[00:09:40.440 --> 00:09:42.440]  群組裡面就在表達
[00:09:42.440 --> 00:09:44.440]  覺得你表達得
[00:09:44.440 --> 00:09:46.440]  不太好
[00:09:46.440 --> 00:09:48.440]  這個就覺得你的立場為什麼這樣
[00:09:48.440 --> 00:09:50.440]  最後成為一個
[00:09:50.440 --> 00:09:52.440]  立場之爭
[00:09:52.440 --> 00:09:56.440]  而最慘的是
[00:09:56.440 --> 00:09:58.440]  到最後大家都說
[00:09:58.440 --> 00:10:00.440]  不說了
[00:10:00.440 --> 00:10:02.440]  但他做了一個行動
[00:10:02.440 --> 00:10:04.440]  就是離開群組
[00:10:08.440 --> 00:10:10.440]  頂尖會
[00:10:10.440 --> 00:10:12.440]  我看這個群組
[00:10:12.440 --> 00:10:14.440]  負責建立群組的同工
[00:10:14.440 --> 00:10:16.440]  其實都很好
[00:10:16.440 --> 00:10:18.440]  我覺得他回應得很好
[00:10:18.440 --> 00:10:20.440]  他回應說
[00:10:20.440 --> 00:10:22.440]  我們這個群組
[00:10:22.440 --> 00:10:24.440]  其實是讓大家可以在這裡
[00:10:24.440 --> 00:10:26.440]  一起彼此分享
[00:10:26.440 --> 00:10:28.440]  彼此去表達
[00:10:28.440 --> 00:10:30.440]  或者將一些需要
[00:10:30.440 --> 00:10:32.440]  放在這裡
[00:10:32.440 --> 00:10:34.440]  然後他就說
[00:10:34.440 --> 00:10:36.440]  其實大家很多東西都可以說
[00:10:36.440 --> 00:10:38.440]  不過他鼓勵大家
[00:10:38.440 --> 00:10:40.440]  要保持一個態度
[00:10:40.440 --> 00:10:42.440]  他用了一個英文的詞語
[00:10:42.440 --> 00:10:44.440]  來形容
[00:10:44.440 --> 00:10:46.440]  這個詞語是什麼呢
[00:10:46.440 --> 00:10:48.440]  叫做
[00:10:48.440 --> 00:10:50.440]  Unity in Diversity
[00:10:50.440 --> 00:10:52.440]  明白意思嗎
[00:10:52.440 --> 00:10:56.440]  我們是多元的
[00:10:56.440 --> 00:10:58.440]  我們可以有很多不同的
[00:10:58.440 --> 00:11:00.440]  我們的想法可以不同
[00:11:00.440 --> 00:11:02.440]  我們的立場
[00:11:02.440 --> 00:11:04.440]  對很多事的立場都可以不同
[00:11:04.440 --> 00:11:06.440]  但我們的不同
[00:11:06.440 --> 00:11:08.440]  不會造成我們的分開
[00:11:08.440 --> 00:11:10.440]  我們仍然是一個Unity
[00:11:10.440 --> 00:11:12.440]  在那個一體的裏面
[00:11:12.440 --> 00:11:14.440]  我經常想
[00:11:14.440 --> 00:11:16.440]  如果我們能夠這樣
[00:11:16.440 --> 00:11:18.440]  去保持這個態度
[00:11:18.440 --> 00:11:20.440]  其實都是在
[00:11:20.440 --> 00:11:22.440]  竭力保守聖靈給我們的合一
[00:11:22.440 --> 00:11:26.440]  如果我們每個人都能夠擁抱
[00:11:26.440 --> 00:11:28.440]  很多
[00:11:28.440 --> 00:11:30.440]  所謂多元的一個狀況
[00:11:30.440 --> 00:11:32.440]  當然我們要合乎聖經的定義
[00:11:32.440 --> 00:11:34.440]  當然我們要合乎聖經的真理
