
[00:00:00.000 --> 00:00:03.140]  今天就講到最後一個環節
[00:00:03.140 --> 00:00:05.940]  就是我們跟神之間的關係
[00:00:05.940 --> 00:00:08.980]  跟大家去探討另一個問題
[00:00:08.980 --> 00:00:11.560]  就是講到出賣
[00:00:11.560 --> 00:00:13.120]  出賣
[00:00:13.120 --> 00:00:14.420]  我想問一下大家
[00:00:14.420 --> 00:00:16.420]  有沒有人試過被人出賣呢?
[00:00:16.420 --> 00:00:19.340]  嘩
[00:00:19.340 --> 00:00:21.340]  你感受如何?
[00:00:21.340 --> 00:00:23.340]  笑得…
[00:00:23.340 --> 00:00:25.000]  免得要說了
[00:00:25.000 --> 00:00:26.300]  被人出賣
[00:00:26.300 --> 00:00:28.300]  無論你是感情被人出賣
[00:00:28.300 --> 00:00:30.780]  你的事業被人出賣
[00:00:30.780 --> 00:00:34.820]  你的金錢被人出賣
[00:00:34.820 --> 00:00:36.820]  這個出賣的感受
[00:00:36.820 --> 00:00:39.740]  就好像這個圖像一樣
[00:00:39.740 --> 00:00:41.940]  明明這樣
[00:00:41.940 --> 00:00:42.900]  你發覺
[00:00:42.900 --> 00:00:44.900]  跟另一個人相處
[00:00:44.900 --> 00:00:46.900]  那種這樣的出賣
[00:00:46.900 --> 00:00:48.900]  感情上的出賣
[00:00:48.900 --> 00:00:49.900]  有一個信徒
[00:00:49.900 --> 00:00:50.900]  這個名字是假的
[00:00:50.900 --> 00:00:52.400]  但這個事件是新的
[00:00:52.400 --> 00:00:53.700]  真實的事情
[00:00:53.700 --> 00:00:54.900]  他的名字叫Danny
[00:00:54.900 --> 00:00:56.900]  有一天他去找牧師
[00:00:57.900 --> 00:00:59.900]  去到看到牧師的時候
[00:00:59.900 --> 00:01:01.900]  他全身都顫抖
[00:01:01.900 --> 00:01:03.900]  他的臉開始
[00:01:03.900 --> 00:01:05.900]  白色
[00:01:05.900 --> 00:01:07.900]  很恐怖
[00:01:07.900 --> 00:01:09.900]  原來在過往
[00:01:09.900 --> 00:01:11.900]  剛剛過了24小時
[00:01:11.900 --> 00:01:13.900]  所發生的事情裏面
[00:01:13.900 --> 00:01:15.900]  令到Danny
[00:01:15.900 --> 00:01:16.900]  很震撼
[00:01:16.900 --> 00:01:17.900]  很傷痛
[00:01:17.900 --> 00:01:19.900]  他的眼淚一直在臉上流下來
[00:01:19.900 --> 00:01:23.900]  流到他的下巴當中
[00:01:23.900 --> 00:01:25.900]  跟著跟牧師這樣說
[00:01:25.900 --> 00:01:28.900]  我太太對我不忠
[00:01:28.900 --> 00:01:30.900]  原來呢
[00:01:30.900 --> 00:01:32.900]  昨晚發生了什麼事呢
[00:01:32.900 --> 00:01:35.900]  就是有一個當地的警察
[00:01:35.900 --> 00:01:38.900]  一路照例這樣巡行巡行巡行
[00:01:38.900 --> 00:01:40.900]  去到一個街裏面
[00:01:40.900 --> 00:01:41.900]  看到一輛Van
[00:01:41.900 --> 00:01:42.900]  Van裏面
[00:01:42.900 --> 00:01:43.900]  黑漆漆的
[00:01:43.900 --> 00:01:45.900]  警察就走到Van裏面
[00:01:45.900 --> 00:01:46.900]  去敲窗
[00:01:46.900 --> 00:01:48.900]  誰知發現了
[00:01:48.900 --> 00:01:50.900]  有一個男一女在裏面
[00:01:50.900 --> 00:01:51.900]  親熱
[00:01:51.900 --> 00:01:52.900]  鬼魂
[00:01:52.900 --> 00:01:54.900]  有性行為
[00:01:54.900 --> 00:01:56.900]  後期
[00:01:56.900 --> 00:01:57.900]  輾轉查問之後
[00:01:57.900 --> 00:01:58.900]  當中
[00:01:58.900 --> 00:02:00.900]  這個警察就找到
[00:02:00.900 --> 00:02:03.900]  這個女士的地址
[00:02:03.900 --> 00:02:05.900]  就去找到Danny
[00:02:05.900 --> 00:02:06.900]  原來
[00:02:06.900 --> 00:02:08.900]  在當中這個車裏面
[00:02:08.900 --> 00:02:10.900]  那個鬼魂的女士
[00:02:10.900 --> 00:02:13.900]  就是Danny的太太
[00:02:13.900 --> 00:02:15.900]  Danny的情緒
[00:02:15.900 --> 00:02:16.900]  由百感的交集
[00:02:16.900 --> 00:02:17.900]  去到憤怒
[00:02:17.900 --> 00:02:18.900]  以致很難堪
[00:02:18.900 --> 00:02:19.900]  到最後
[00:02:19.900 --> 00:02:21.900]  他很想去拒絕
[00:02:21.900 --> 00:02:23.900]  接受這個是真實的事情
[00:02:23.900 --> 00:02:26.900]  因為這個實在令他難以接受
[00:02:26.900 --> 00:02:28.900]  當時牧師就這樣形容
[00:02:28.900 --> 00:02:30.900]  他說我看到Danny
[00:02:30.900 --> 00:02:33.900]  這麼痛苦和無奈
[00:02:33.900 --> 00:02:35.900]  他說我從來
[00:02:35.900 --> 00:02:36.900]  雖然我處理過教會
[00:02:36.900 --> 00:02:38.900]  這麼多婚姻上的問題
[00:02:38.900 --> 00:02:39.900]  但沒有一件
[00:02:39.900 --> 00:02:43.900]  我處理過婚姻上的經驗
[00:02:43.900 --> 00:02:45.900]  能夠幫助
[00:02:45.900 --> 00:02:49.900]  我去幫助面前這個男人
[00:02:49.900 --> 00:02:50.900]  我真的不知道
[00:02:50.900 --> 00:02:51.900]  怎樣去幫助Danny
[00:02:51.900 --> 00:02:55.900]  去面對被他曾經相信過
[00:02:55.900 --> 00:02:57.900]  深愛過這個女人
[00:02:57.900 --> 00:02:58.900]  所欺騙而出賣
[00:02:58.900 --> 00:03:02.900]  帶來的那種傷痛
[00:03:02.900 --> 00:03:05.900]  說到出賣
[00:03:05.900 --> 00:03:07.900]  為何出賣
[00:03:07.900 --> 00:03:09.900]  或者被人出賣
[00:03:09.900 --> 00:03:10.900]  你這麼破壞
[00:03:10.900 --> 00:03:12.900]  和這麼富有傷害性
[00:03:12.900 --> 00:03:19.900]  看看有兩個解釋
[00:03:19.900 --> 00:03:22.900]  先看前面一張
[00:03:22.900 --> 00:03:23.900]  這裡有兩個解釋
[00:03:23.900 --> 00:03:25.900]  一個是Webster的字典解釋
[00:03:25.900 --> 00:03:28.900]  他說出賣
[00:03:28.900 --> 00:03:30.900]  因為說到你去出賣別人
[00:03:30.900 --> 00:03:34.900]  他說傷害一個你相信的人
[00:03:34.900 --> 00:03:36.900]  例如朋友或親戚
[00:03:36.900 --> 00:03:38.900]  不給予幫助
[00:03:38.900 --> 00:03:41.900]  或是犯了一些道德錯誤
[00:03:41.900 --> 00:03:43.900]  那個人和你是有關係的
[00:03:43.900 --> 00:03:45.900]  第二個他這樣說
[00:03:45.900 --> 00:03:46.900]  我很喜歡這個
[00:03:46.900 --> 00:03:53.900]  Betrayal是從你的敵人而來
[00:03:53.900 --> 00:03:58.900]  是從朋友和親戚而來
[00:03:58.900 --> 00:04:00.900]  恐怖吧
[00:04:00.900 --> 00:04:01.900]  這兩個解釋
[00:04:01.900 --> 00:04:02.900]  同樣提到一件事
[00:04:02.900 --> 00:04:05.900]  他說出賣你那個人
[00:04:05.900 --> 00:04:07.900]  是你信任
[00:04:07.900 --> 00:04:09.900]  而且另外
[00:04:09.900 --> 00:04:11.900]  更加他們做了一件事
[00:04:11.900 --> 00:04:13.900]  是道德錯誤
[00:04:13.900 --> 00:04:15.900]  在道德上是錯
[00:04:15.900 --> 00:04:17.900]  說道德上是錯
[00:04:17.900 --> 00:04:20.900]  即是他知道這件事
[00:04:20.900 --> 00:04:22.900]  但他仍然去做
[00:04:22.900 --> 00:04:24.900]  信任和愛
[00:04:24.900 --> 00:04:25.900]  你去傷害一個
[00:04:25.900 --> 00:04:27.900]  那個人和你是有關係
[00:04:27.900 --> 00:04:29.900]  是信任你的
[00:04:29.900 --> 00:04:31.900]  就是你愛和信任那個
[00:04:31.900 --> 00:04:34.900]  例如剛才那個例子
[00:04:34.900 --> 00:04:35.900]  你的太太
[00:04:35.900 --> 00:04:37.900]  你的女朋友
[00:04:37.900 --> 00:04:41.900]  有誰試過失戀
[00:04:41.900 --> 00:04:43.900]  我試過
[00:04:43.900 --> 00:04:44.900]  被人騙了
[00:04:44.900 --> 00:04:45.900]  叫就被騙了
[00:04:45.900 --> 00:04:46.900]  那些沒所謂
[00:04:46.900 --> 00:04:48.900]  小時候
[00:04:48.900 --> 00:04:51.900]  那時候很認真的
[00:04:51.900 --> 00:04:52.900]  小時候
[00:04:52.900 --> 00:04:55.900]  原來她和別人在拍拖
[00:04:55.900 --> 00:04:56.900]  這些是很傷的
[00:04:56.900 --> 00:04:57.900]  那些和你有關係
[00:04:57.900 --> 00:04:59.900]  因為你全程投入了
[00:04:59.900 --> 00:05:02.900]  在那段感情和關係裡
[00:05:02.900 --> 00:05:06.900]  但這個人不是你的敵人
[00:05:06.900 --> 00:05:08.900]  是你所相信的那個人
[00:05:08.900 --> 00:05:10.900]  當你發現他做了一件事
[00:05:10.900 --> 00:05:11.900]  對不起你的時候
[00:05:11.900 --> 00:05:14.900]  你整個人會崩潰
[00:05:14.900 --> 00:05:15.900]  Morally wrong的意思
[00:05:15.900 --> 00:05:17.900]  即是道德上表明錯的意思
[00:05:17.900 --> 00:05:20.900]  即是這個人不是無心之失
[00:05:20.900 --> 00:05:24.900]  而是他明知那件事是錯
[00:05:24.900 --> 00:05:27.900]  但他為了自己的利益
[00:05:27.900 --> 00:05:30.900]  選擇放棄你
[00:05:30.900 --> 00:05:35.900]  然後走他對自己有利益的路
[00:05:35.900 --> 00:05:37.900]  以致他欺騙你
[00:05:37.900 --> 00:05:41.900]  這是他出賣人
[00:05:41.900 --> 00:05:46.900]  最嚴重最破壞的地方
[00:05:46.900 --> 00:05:47.900]  既然是這樣
[00:05:47.900 --> 00:05:49.900]  感受這麼難
[00:05:49.900 --> 00:05:50.900]  倒過來
[00:05:50.900 --> 00:05:52.900]  我問一個問題
[00:05:52.900 --> 00:05:59.900]  假如出賣人那個人是我們自己
[00:05:59.900 --> 00:06:01.900]  我們又怎樣看呢
[00:06:01.900 --> 00:06:04.900]  我們去出賣人的時候
