
[00:00:00.000 --> 00:00:04.040]  我們一齊低頭禱告
[00:00:04.040 --> 00:00:05.140]  親愛的天父
[00:00:05.140 --> 00:00:07.540]  願意我們每一個屬祢的兒女
[00:00:07.540 --> 00:00:10.940]  縱使我們在這個黑暗的世代裏面
[00:00:10.940 --> 00:00:13.640]  我們仍然見到真光
[00:00:13.640 --> 00:00:16.240]  主耶穌祢度誠育身
[00:00:16.240 --> 00:00:18.040]  住在我們中間
[00:00:18.040 --> 00:00:22.340]  充充滿滿有恩典有真理
[00:00:22.340 --> 00:00:25.840]  縱使我們活在一個惶恐不安的裏面
[00:00:25.840 --> 00:00:30.240]  因著祢的救贖帶來給我們有平安
[00:00:30.240 --> 00:00:31.640]  讓我們的目光
[00:00:31.640 --> 00:00:35.340]  都是能夠單單定睛仰望祢
[00:00:35.340 --> 00:00:38.040]  以至到我們能夠從祢裏面
[00:00:38.040 --> 00:00:41.640]  得享那份平安和穩妥
[00:00:41.640 --> 00:00:43.240]  藉著今日這段經文
[00:00:43.240 --> 00:00:46.440]  再次向我們每一個人說話
[00:00:46.440 --> 00:00:47.440]  多謝祢
[00:00:47.440 --> 00:00:48.840]  順聽我們的禱告
[00:00:48.840 --> 00:00:51.240]  奉耶穌基督得勝的名求
[00:00:51.240 --> 00:00:52.640]  阿門
[00:00:52.640 --> 00:00:54.840]  各位靈姐妹主內平安
[00:00:54.840 --> 00:00:55.840]  多謝
[00:01:25.840 --> 00:01:28.640]  願意藉著這幅畫和這段經文
[00:01:28.640 --> 00:01:31.240]  幫助我們進入在教會年曆裏面
[00:01:31.240 --> 00:01:32.840]  第一個節期
[00:01:32.840 --> 00:01:35.140]  「張臨期」
[00:01:35.140 --> 00:01:38.540]  意思是來到「駕臨」
[00:01:38.540 --> 00:01:43.040]  慶祝耶穌基督降臨的準備期
[00:01:43.040 --> 00:01:46.240]  在聖誕節前四個星期
[00:01:46.240 --> 00:01:48.140]  就是「張臨期」的開始
[00:01:48.140 --> 00:01:50.640]  而今年的「張臨期」的第一個主日
[00:01:50.640 --> 00:01:52.740]  就在今日裏面
[00:01:52.740 --> 00:01:54.040]  在這段期間
[00:01:54.040 --> 00:01:56.640]  基督徒都帶著一個期待
[00:01:56.640 --> 00:01:58.040]  喜悅的心情
[00:01:58.040 --> 00:02:02.740]  去準備迎接主耶穌基督的降生
[00:02:02.740 --> 00:02:04.940]  在往史這段期間
[00:02:04.940 --> 00:02:07.040]  可能我們已經急不及待
[00:02:07.040 --> 00:02:10.840]  訂了即將到來聖誕節的機票和酒店
[00:02:10.840 --> 00:02:13.440]  去安排一些旅行
[00:02:13.440 --> 00:02:15.640]  大小的慶祝活動
[00:02:15.640 --> 00:02:17.240]  今年甚麼都做不了
[00:02:17.240 --> 00:02:18.840]  甚麼都要取消
[00:02:18.840 --> 00:02:21.240]  所以今年教會特別為大家預備
[00:02:21.240 --> 00:02:22.540]  未來一個月
[00:02:22.540 --> 00:02:26.240]  有關「張臨期」的靈修材料
[00:02:26.240 --> 00:02:27.940]  透過短片
[00:02:27.940 --> 00:02:29.040]  經文
[00:02:29.040 --> 00:02:30.540]  家庭祭壇
[00:02:30.540 --> 00:02:31.940]  幫助我們自己
[00:02:31.940 --> 00:02:33.940]  亦帶領著我們的家人
[00:02:33.940 --> 00:02:38.040]  一起去預備自己的心
[00:02:38.040 --> 00:02:39.840]  等候耶穌基督的降臨
[00:02:39.840 --> 00:02:44.940]  同時亦為基督再來作好準備
[00:02:44.940 --> 00:02:46.040]  我們都很明白
[00:02:46.040 --> 00:02:47.740]  在我們人生裏面
[00:02:47.740 --> 00:02:51.040]  都有一些很重要的日子
[00:02:51.040 --> 00:02:53.440]  我們要做一些準備
[00:02:53.440 --> 00:02:56.240]  你想起過去或此刻
[00:02:56.240 --> 00:02:57.140]  有一些很重要
[00:02:57.140 --> 00:02:58.940]  你認為很重要的事情
[00:02:58.940 --> 00:03:01.640]  你已經急不及待去做好準備
[00:03:01.640 --> 00:03:03.340]  就好像每一年過農曆年
[00:03:03.340 --> 00:03:04.940]  我們都會辦年貨
[00:03:04.940 --> 00:03:05.940]  大掃除
[00:03:05.940 --> 00:03:07.540]  包禮事
[00:03:07.540 --> 00:03:08.840]  在面試的時候
[00:03:08.840 --> 00:03:10.640]  我們都會問問人
[00:03:10.640 --> 00:03:13.740]  在網上了解這間公司的業務
[00:03:13.740 --> 00:03:15.740]  機構的宗旨和歷史
[00:03:15.740 --> 00:03:19.140]  讓自己都有多些充分的理解
[00:03:19.140 --> 00:03:20.240]  在面試的時候
[00:03:20.240 --> 00:03:22.440]  有一個更加好的表現
[00:03:22.440 --> 00:03:25.340]  想起我們第一次的約會
[00:03:25.340 --> 00:03:26.940]  特別是男士
[00:03:26.940 --> 00:03:30.840]  我們都會精心安排一下
[00:03:30.840 --> 00:03:34.040]  特別是大家都會整理一下自己的樣子
[00:03:34.040 --> 00:03:38.140]  希望令到對方能夠留下深刻的印象
[00:03:38.140 --> 00:03:39.340]  說到結婚
