
[00:00:00.000 --> 00:00:05.320]  在上個月,我們一同思想的訊息是
[00:00:05.320 --> 00:00:12.260]  清心的人有福了,因為清心的人能夠見到神的面
[00:00:12.260 --> 00:00:18.060]  在上一次我們說薩戈是一位清心的人
[00:00:18.060 --> 00:00:24.260]  而在今天的中午,我們一同再看薩戈的故事
[00:00:24.260 --> 00:00:31.040]  我們再盡心的去思想,做一些想像的功夫
[00:00:31.040 --> 00:00:35.300]  一同去明白,一同去討論
[00:00:35.300 --> 00:00:38.780]  一同在我們將來吃飯的時間
[00:00:38.780 --> 00:00:44.260]  我們繼續一同去思想神的話語
[00:00:44.260 --> 00:00:45.800]  我們同心討告
[00:00:45.800 --> 00:00:54.100]  親愛的神,多謝祢讓我們有生命氣息
[00:00:54.100 --> 00:01:00.320]  我們一同放下我們的工作
[00:01:00.320 --> 00:01:03.800]  放下我們的擔子
[00:01:03.800 --> 00:01:06.840]  我們來到祢的聖所的當中
[00:01:06.840 --> 00:01:10.400]  我們一同去朝見祢
[00:01:10.400 --> 00:01:14.840]  我們讚美祢,我們愛祢
[00:01:14.840 --> 00:01:18.540]  在今天,我們會一同牽手煮餐
[00:01:18.540 --> 00:01:21.340]  我們一同要聽祢的話語
[00:01:21.340 --> 00:01:23.780]  求祢讓我們眾弟兄姊妹們
[00:01:23.780 --> 00:01:25.520]  都有美好的耳朵
[00:01:25.520 --> 00:01:27.780]  讓我們聽見祢的話語
[00:01:27.780 --> 00:01:30.820]  我們就一同去相信
[00:01:30.820 --> 00:01:33.020]  主也幫助我們
[00:01:33.020 --> 00:01:37.200]  我們的禱告是奉主耶穌基督的名字求
[00:01:37.200 --> 00:01:39.420]  阿們
[00:01:39.420 --> 00:01:44.940]  我大概在十至十一歲的時候就參加師班
[00:01:44.940 --> 00:01:49.240]  我和師母都是參加同一個師班
[00:01:49.240 --> 00:01:51.280]  上一次我就問你們
[00:01:51.280 --> 00:01:56.980]  你們是否懂得唱那首《撒該快下來》
[00:01:56.980 --> 00:02:02.280]  那一次除了何鏡偉執事在後面點頭懂得唱
[00:02:02.280 --> 00:02:04.680]  大多數差不多是全部
[00:02:04.680 --> 00:02:09.280]  城鎮家弟兄姊妹們原來是不懂得唱的
[00:02:09.280 --> 00:02:11.680]  雨昕姑娘之後跟我說
[00:02:11.680 --> 00:02:15.380]  是呀,城鎮家的大多數弟兄姊妹們
[00:02:15.380 --> 00:02:18.880]  都沒有唱過這首歌
[00:02:18.880 --> 00:02:20.880]  於是我又問我妹妹
[00:02:20.880 --> 00:02:24.880]  我妹妹上星期有來城鎮崇拜
[00:02:24.880 --> 00:02:27.580]  我問她有沒有唱過
[00:02:27.580 --> 00:02:29.280]  她說有
[00:02:29.280 --> 00:02:35.080]  就是我太太,師母教她唱的
[00:02:35.080 --> 00:02:39.280]  原來在那個時候應該是主日學一還是聖經班
[00:02:39.280 --> 00:02:42.480]  我太太教過我妹妹唱的
[00:02:42.480 --> 00:02:44.380]  在那個時候我們是這樣的
[00:02:44.380 --> 00:02:47.880]  相差幾歲就是哥哥姐姐了
[00:02:47.880 --> 00:02:50.580]  相差幾歲就做導師了
[00:02:50.580 --> 00:02:57.080]  所以我太太教過我妹妹唱這首歌
[00:02:57.080 --> 00:03:00.180]  這首歌帶來很好的回憶
[00:03:00.180 --> 00:03:06.580]  這首歌能夠將《撒該》歸順的故事表達出來
[00:03:06.580 --> 00:03:10.880]  所以我很想你們能夠記得這首歌
[00:03:10.880 --> 00:03:17.580]  所以我今午想請你們再聽這首歌一次
[00:03:20.580 --> 00:03:25.580]  撒該他是一個愛笑的人
[00:03:25.580 --> 00:03:29.580]  有一天他定義爬上樹
[00:03:29.580 --> 00:03:33.580]  要看陽光究竟是誰
[00:03:33.580 --> 00:03:37.580]  夜宿從樹下經過
[00:03:37.580 --> 00:03:41.580]  抬頭看見他在那裡
[00:03:41.580 --> 00:03:44.580]  撒該快下來
[00:03:44.580 --> 00:03:48.580]  今天我必住在你家
[00:03:48.580 --> 00:03:52.580]  今天我必住在你家
[00:03:52.580 --> 00:03:57.580]  中間有一個人名叫撒該
[00:03:57.580 --> 00:04:01.580]  他是一個愛笑的人
[00:04:01.580 --> 00:04:05.580]  有一天他定義爬上樹
[00:04:05.580 --> 00:04:09.580]  要看陽光究竟是誰
[00:04:09.580 --> 00:04:13.580]  夜宿從樹下經過
[00:04:13.580 --> 00:04:18.580]  抬頭看見他在那裡
[00:04:18.580 --> 00:04:20.580]  撒該快下來
[00:04:20.580 --> 00:04:24.580]  今天我必住在你家
[00:04:24.580 --> 00:04:29.580]  今天我必住在你家
[00:04:29.580 --> 00:04:32.580]  撒該的故事很簡單
[00:04:32.580 --> 00:04:35.580]  如果要尋找耶穌
[00:04:35.580 --> 00:04:39.580]  我們需要去找耶穌
[00:04:39.580 --> 00:04:44.580]  在高處在低處在任何地方去尋找耶穌
[00:04:44.580 --> 00:04:47.580]  撒該去遇見耶穌
[00:04:47.580 --> 00:04:50.580]  他的生命改變了
[00:04:50.580 --> 00:04:53.580]  英文叫做converted
[00:04:53.580 --> 00:04:58.580]  他是氣惡從善轉變了
[00:04:58.580 --> 00:05:00.580]  他是converted
[00:05:00.580 --> 00:05:07.580]  意思是他以後不再被稱為有罪而能夠得救
[00:05:07.580 --> 00:05:10.580]  在聖經班當中的老師
[00:05:10.580 --> 00:05:16.580]  當然是很忙於照顧管理的學生
[00:05:16.580 --> 00:05:20.580]  希望使他們有興趣去聽故事
[00:05:20.580 --> 00:05:25.580]  所以他們如果能夠將剛才我所講的撒該的故事
[00:05:25.580 --> 00:05:27.580]  表面的意思講得清楚
[00:05:27.580 --> 00:05:29.580]  而學生能夠聽得到的話
[00:05:29.580 --> 00:05:31.580]  就相當不錯了
[00:05:31.580 --> 00:05:36.580]  他應該是一個頂呱呱的老師
[00:05:36.580 --> 00:05:43.580]  所以老師不會深入談及救恩秩序
[00:05:43.580 --> 00:05:47.580]  也不會談及神學的意義
[00:05:47.580 --> 00:05:50.580]  學生不會在小時候就想
[00:05:50.580 --> 00:05:54.580]  撒該在遇見耶穌之後
[00:05:54.580 --> 00:05:58.580]  他的生命有沒有改變呢?
[00:05:58.580 --> 00:06:03.580]  撒該還會不會繼續做瑞利獎的工作呢?
[00:06:03.580 --> 00:06:09.580]  他會不會繼續幫羅馬政府收取稅錢呢?
[00:06:09.580 --> 00:06:15.580]  還是他不應該再做瑞利獎呢?
[00:06:15.580 --> 00:06:20.580]  這些問題是我想大家一同去思想的
[00:06:20.580 --> 00:06:22.580]  要思想這個問題
[00:06:22.580 --> 00:06:26.580]  我們就要明白撒該故事的背景
[00:06:26.580 --> 00:06:27.580]  他的脈絡
[00:06:27.580 --> 00:06:31.580]  撒該的故事只出現在盧家福音
[00:06:31.580 --> 00:06:34.580]  盧家福音當中常常講到
[00:06:34.580 --> 00:06:42.580]  神的國度和邊緣人士是相關的
[00:06:42.580 --> 00:06:49.580]  並且很多時候偏偏說邊緣人士是信心的榜樣
[00:06:49.580 --> 00:06:51.580]  這些人是什麼人呢?
[00:06:51.580 --> 00:06:58.580]  這些人是瑞利、撒瑪利亞人、妓女、黑衣病人
[00:06:58.580 --> 00:07:02.580]  他們都是透過悔改、迴轉
[00:07:02.580 --> 00:07:05.580]  他們是回應神的救恩
[00:07:05.580 --> 00:07:08.580]  以致他們能夠成為耶穌基督的門徒
[00:07:08.580 --> 00:07:11.580]  他們能夠進入門徒的群體
[00:07:11.580 --> 00:07:14.580]  那時候的門徒群體就是教會
[00:07:14.580 --> 00:07:17.580]  就是在第一世紀的巴勒斯坦
[00:07:17.580 --> 00:07:21.580]  第一世紀的巴勒斯坦是羅馬帝國的殖民地
[00:07:21.580 --> 00:07:24.580]  是要提供羅馬帝國很多的資源
[00:07:24.580 --> 00:07:27.580]  讓羅馬帝國能夠得到維持
[00:07:27.580 --> 00:07:30.580]  並且讓它能夠擴張
[00:07:30.580 --> 00:07:33.580]  對於第一世紀巴勒斯坦的猶太人來說
[00:07:33.580 --> 00:07:37.580]  其實這是一個混雜了的祝福
[00:07:37.580 --> 00:07:41.580]  意思就是說他們能夠作為羅馬帝國的一部分
[00:07:41.580 --> 00:07:44.580]  他們可能有公民權
[00:07:44.580 --> 00:07:47.580]  他們能夠有軍事的保護
[00:07:47.580 --> 00:07:50.580]  他們能夠藉著便利的交通
[00:07:50.580 --> 00:07:53.580]  他們能夠做生意
[00:07:53.580 --> 00:07:56.580]  這些似乎都是不錯的
[00:07:56.580 --> 00:07:59.580]  但是都是要付代價的
[00:07:59.580 --> 00:08:03.580]  其中一個沉重的代價就是要交稅
[00:08:03.580 --> 00:08:05.580]  稅項是沉重的
[00:08:05.580 --> 00:08:10.580]  是支持羅馬帝國的管治和它的伸張
[00:08:10.580 --> 00:08:12.580]  收取稅項是非常複雜的
[00:08:12.580 --> 00:08:16.580]  是包括土地稅、家庭的人頭稅
[00:08:16.580 --> 00:08:21.580]  和商品海關稅
[00:08:21.580 --> 00:08:25.580]  這些稅是非常沉重
