
[00:00:00.000 --> 00:00:02.000]  好,想問問大家
[00:00:02.000 --> 00:00:04.500]  上星期有回崇拜嗎?
[00:00:04.500 --> 00:00:06.000]  有啊
[00:00:06.000 --> 00:00:07.500]  何牧師說道
[00:00:07.500 --> 00:00:09.500]  講題是什麼?
[00:00:09.500 --> 00:00:13.000]  我只記得羅馬書而已
[00:00:13.000 --> 00:00:14.500]  因為今年整年都是羅馬書
[00:00:14.500 --> 00:00:17.000]  牧師說什麼我就不太記得了
[00:00:17.000 --> 00:00:20.000]  講題是一個問題
[00:00:20.000 --> 00:00:23.500]  一人做事
[00:00:23.500 --> 00:00:25.500]  啊,記得了
[00:00:25.500 --> 00:00:27.500]  一人當問號來的
[00:00:27.500 --> 00:00:29.500]  上次牧師說到最後的時候
[00:00:29.500 --> 00:00:32.500]  福音是神給我們的禮物
[00:00:32.500 --> 00:00:35.500]  不過問題是我們願不願意去接受
[00:00:35.500 --> 00:00:38.500]  對的,福音是神賜給我們一個
[00:00:38.500 --> 00:00:41.500]  白白的恩典,很大的禮物
[00:00:41.500 --> 00:00:45.500]  不過,如果我接著再問大家
[00:00:45.500 --> 00:00:47.500]  信了耶穌之後
[00:00:47.500 --> 00:00:50.500]  我們會不會犯罪?
[00:00:50.500 --> 00:00:52.500]  會啊
[00:00:52.500 --> 00:00:54.500]  有些人會
[00:00:54.500 --> 00:00:56.500]  有些人
[00:00:56.500 --> 00:00:59.500]  信了耶穌之後我們有機會會犯罪
[00:00:59.500 --> 00:01:02.500]  有時面對罪的問題
[00:01:02.500 --> 00:01:05.500]  我們不太知道如何跟身邊的弟妹說
[00:01:05.500 --> 00:01:06.500]  又或者
[00:01:06.500 --> 00:01:08.500]  見她好像很好
[00:01:08.500 --> 00:01:09.500]  但我又這樣
[00:01:09.500 --> 00:01:10.500]  又或者
[00:01:10.500 --> 00:01:12.500]  見她這樣
[00:01:12.500 --> 00:01:14.500]  比我更慘
[00:01:14.500 --> 00:01:15.500]  也幫不了我
[00:01:15.500 --> 00:01:17.500]  我不知道如何跟她分享
[00:01:17.500 --> 00:01:18.500]  有時罪的問題
[00:01:18.500 --> 00:01:21.500]  會令我們有很多迷思
[00:01:21.500 --> 00:01:22.500]  很多謎題
[00:01:22.500 --> 00:01:24.500]  不太知道應該如何處理
[00:01:24.500 --> 00:01:26.500]  究竟應該是既然都犯罪
[00:01:26.500 --> 00:01:27.500]  我就任由她
[00:01:27.500 --> 00:01:28.500]  就照樣犯
[00:01:28.500 --> 00:01:29.500]  順其自然
[00:01:29.500 --> 00:01:31.500]  那一期好一點就不犯
[00:01:31.500 --> 00:01:33.500]  如果那一期差一點就照樣犯
[00:01:33.500 --> 00:01:34.500]  還是不行
[00:01:34.500 --> 00:01:36.500]  這樣說話搞錯你
[00:01:36.500 --> 00:01:37.500]  我怎樣都不可以犯罪
[00:01:37.500 --> 00:01:39.500]  我信了耶穌之後
[00:01:39.500 --> 00:01:42.500]  究竟應該面對著罪的問題
[00:01:42.500 --> 00:01:45.500]  我們如何去處理呢?
[00:01:45.500 --> 00:01:48.500]  今天透過繼續去羅馬書
[00:01:48.500 --> 00:01:49.500]  我不知道你覺得
[00:01:49.500 --> 00:01:50.500]  又是羅馬書嗎?
[00:01:50.500 --> 00:01:51.500]  還是你覺得
[00:01:51.500 --> 00:01:55.500]  追劇追到第六章經文裡
[00:01:55.500 --> 00:01:57.500]  今天我們透過羅馬書
[00:01:57.500 --> 00:01:58.500]  去看一看
[00:01:58.500 --> 00:02:00.500]  罪這個問題
[00:02:00.500 --> 00:02:02.500]  好像對基督徒來說
[00:02:02.500 --> 00:02:04.500]  是不能夠逃避
[00:02:04.500 --> 00:02:05.500]  也不能離開
[00:02:05.500 --> 00:02:08.500]  好像成為了我們生活的一部分
[00:02:08.500 --> 00:02:10.500]  究竟保羅透過羅馬書
[00:02:10.500 --> 00:02:13.500]  這一段聖經
[00:02:13.500 --> 00:02:15.500]  給我們有什麼提醒
[00:02:15.500 --> 00:02:17.500]  有什麼鼓勵
[00:02:17.500 --> 00:02:18.500]  有什麼指引
[00:02:18.500 --> 00:02:21.500]  以至我們更加懂得如何去回應
[00:02:21.500 --> 00:02:22.500]  在我們生活裡
[00:02:22.500 --> 00:02:25.500]  好像是一個不能夠逃避
[00:02:25.500 --> 00:02:27.500]  或者不能夠避免的課題呢?
[00:02:27.500 --> 00:02:29.500]  雖然罪的問題
[00:02:29.500 --> 00:02:33.500]  好像都不能夠完全離開我們的生活
[00:02:33.500 --> 00:02:35.500]  但是讓我們先去認定神
[00:02:35.500 --> 00:02:37.500]  讓我們先從神裡
[00:02:37.500 --> 00:02:39.500]  讓我們的眼目定睛在祂身上
[00:02:39.500 --> 00:02:41.500]  進入到祂的話語裡
[00:02:41.500 --> 00:02:43.500]  今天和大家分享的題目
[00:02:43.500 --> 00:02:47.500]  叫做「向神活著」
[00:02:47.500 --> 00:02:49.500]  經文就記載在羅馬書
[00:02:49.500 --> 00:02:52.500]  第六章一到十四節
[00:02:52.500 --> 00:02:54.500]  先和大家看看
[00:02:54.500 --> 00:02:55.500]  這十四節的經文
[00:02:55.500 --> 00:02:57.500]  其實有一個相對簡單
[00:02:57.500 --> 00:02:59.500]  我自己覺得的結構
[00:02:59.500 --> 00:03:00.500]  十四節裡面
[00:03:00.500 --> 00:03:04.500]  一開始第一節是一個問題
[00:03:04.500 --> 00:03:08.500]  接著保羅在問完一個問題之後
[00:03:08.500 --> 00:03:10.500]  有一個很簡單的回答
[00:03:10.500 --> 00:03:12.500]  一節而已
[00:03:12.500 --> 00:03:13.500]  回答完之後
[00:03:13.500 --> 00:03:17.500]  就將這個這麼簡單的回答
[00:03:17.500 --> 00:03:18.500]  延伸下去
[00:03:18.500 --> 00:03:20.500]  在三節到十一節的經文
[00:03:20.500 --> 00:03:21.500]  九節的經文裡面
[00:03:21.500 --> 00:03:24.500]  就講得清楚一點
[00:03:24.500 --> 00:03:25.500]  到最後有三節
[00:03:25.500 --> 00:03:27.500]  十二節到十四節
[00:03:27.500 --> 00:03:29.500]  是一個整體的回應
[00:03:29.500 --> 00:03:33.500]  待會我們會順著經文的脈絡
[00:03:33.500 --> 00:03:36.500]  會分三段和大家去看看
[00:03:36.500 --> 00:03:38.500]  究竟這個課題
[00:03:38.500 --> 00:03:41.500]  關於罪好像很沉重
[00:03:41.500 --> 00:03:43.500]  我們怎樣看呢
[00:03:43.500 --> 00:03:46.500]  另外我們看的時候
[00:03:46.500 --> 00:03:49.500]  這一段的經文有一個很特別的地方
[00:03:49.500 --> 00:03:52.500]  就是它有些字很特別
[00:03:52.500 --> 00:03:54.500]  當然這些原文的字
[00:03:54.500 --> 00:03:56.500]  其實我是透過一些軟件
[00:03:56.500 --> 00:03:58.500]  我不是特別厲害
[00:03:58.500 --> 00:04:00.500]  但是在這個文裡面
[00:04:00.500 --> 00:04:02.500]  有幾個的字
[00:04:02.500 --> 00:04:04.500]  特別在羅馬書
[00:04:04.500 --> 00:04:06.500]  這十六章的經文裡面
[00:04:06.500 --> 00:04:08.500]  是聚在某些位置
[00:04:08.500 --> 00:04:10.500]  這三個是什麼字呢
[00:04:10.500 --> 00:04:11.500]  一個是聚
[00:04:11.500 --> 00:04:12.500]  一個是死
[00:04:12.500 --> 00:04:14.500]  一個是活
[00:04:14.500 --> 00:04:16.500]  聚字
[00:04:16.500 --> 00:04:19.500]  聚在第六第七章
[00:04:19.500 --> 00:04:21.500]  死第六章
[00:04:21.500 --> 00:04:23.500]  活第六章
[00:04:23.500 --> 00:04:25.500]  都是第六章
