
[00:00:00.000 --> 00:00:03.880]  最後我們再用禱告去交託主
[00:00:03.880 --> 00:00:09.940]  親愛的聖靈 我要求祢帶領我們崇拜
[00:00:09.940 --> 00:00:12.420]  交在祢的掌管之中
[00:00:12.420 --> 00:00:15.380]  願祢使用孩子 祢的僕人
[00:00:15.380 --> 00:00:17.380]  成為祢流通的管子
[00:00:17.380 --> 00:00:20.160]  以至我所分享的道 分享的說話
[00:00:20.160 --> 00:00:23.160]  不是出於仁義 是出於聖靈的帶領
[00:00:23.160 --> 00:00:27.180]  是聖靈要給我們每一個生命轉化的時刻
[00:00:27.180 --> 00:00:31.020]  我又求主祢同樣在我們每個弟兄姊妹裏作供
[00:00:31.020 --> 00:00:33.020]  打開我們屬靈的耳朵
[00:00:33.020 --> 00:00:35.660]  讓我們能夠聆聽聖靈的話語
[00:00:35.660 --> 00:00:37.660]  打開我們屬靈的心窗
[00:00:37.660 --> 00:00:40.660]  讓我們願意被祢的話語去轉化激勵
[00:00:40.660 --> 00:00:43.500]  以致我們能夠行出神理的道
[00:00:43.500 --> 00:00:47.540]  我們更加能夠看到我們遺忘了的是甚麼的關係
[00:00:47.540 --> 00:00:52.140]  我們在哪裏重拾這份上帝給我們愛的關係
[00:00:52.140 --> 00:00:55.900]  我們願意將今天的這堂訊息交在主祢的面前
[00:00:55.900 --> 00:00:57.460]  求祢親切的帶領我們
[00:00:57.460 --> 00:01:00.440]  多謝主 奉耶穌基督得聖名自祈求
[00:01:00.440 --> 00:01:02.440]  阿們
[00:01:25.900 --> 00:01:27.900]  是不同的群體
[00:01:27.900 --> 00:01:31.780]  這是造成教會分裂的一個表徵
[00:01:31.780 --> 00:01:33.780]  而去到第十一章
[00:01:33.780 --> 00:01:36.180]  保羅繼續斥責哥倫多教會
[00:01:36.180 --> 00:01:38.180]  他斥責哥倫多教會甚麼呢?
[00:01:38.180 --> 00:01:41.060]  他說你們的聚會是有損無益
[00:01:41.060 --> 00:01:44.440]  聚會的意思是弟兄姊妹聚集的時候
[00:01:44.440 --> 00:01:48.020]  有他們一起崇拜、團契的時間
[00:01:48.020 --> 00:01:51.220]  正常地崇拜和團契是甚麼呢?
[00:01:51.220 --> 00:01:55.060]  就是提升我們弟兄姊妹對上帝那份關係
[00:01:55.060 --> 00:01:59.820]  或者更加緊密地連結我們弟兄姊妹之間的愛關係
[00:01:59.820 --> 00:02:02.960]  應該是提升我們有益的
[00:02:02.960 --> 00:02:05.300]  是對我們的靈性有幫助的
[00:02:05.300 --> 00:02:10.660]  但保羅現在說哥倫多教會的聚會是有損無益的
[00:02:10.660 --> 00:02:13.500]  不單止是聚會有損無益
[00:02:13.500 --> 00:02:16.740]  還要和煮的晚餐有關係
[00:02:16.740 --> 00:02:20.020]  即是我們手煮飯的時候有些問題
[00:02:20.020 --> 00:02:23.060]  以致令到聚會有損無益
[00:02:23.060 --> 00:02:25.260]  為甚麼會這樣呢?
[00:02:25.260 --> 00:02:26.700]  特別在21節說
[00:02:26.700 --> 00:02:30.140]  因為吃的時候 各人先吃自己的飯
[00:02:30.140 --> 00:02:33.340]  甚至有人飢餓 有人酒醉
[00:02:33.340 --> 00:02:35.340]  去到這裏可能大家有些拗頭
[00:02:35.340 --> 00:02:39.780]  不明白為甚麼手煮飯都會有人飢餓、有人酒醉呢?
[00:02:39.780 --> 00:02:43.220]  所以我們要追溯當時初期教會的背景
[00:02:43.220 --> 00:02:48.660]  應該說是主後幾十年至一百年的時間是怎樣的呢?
[00:02:48.660 --> 00:02:53.100]  當時你猜猜弟兄姊妹有沒有一個這麼好的教堂
[00:02:53.100 --> 00:02:56.060]  或者一個這麼闊大的場所聚集呢?
[00:02:56.060 --> 00:02:57.260]  其實沒有的
[00:02:57.260 --> 00:03:01.460]  我還記得如果你看我們的《主屋心聲》
[00:03:01.460 --> 00:03:04.020]  同工早幾天去了澳門
[00:03:04.020 --> 00:03:06.620]  看澳門的宣教歷史
[00:03:06.620 --> 00:03:08.860]  很多座堂式的教會
[00:03:08.860 --> 00:03:12.620]  那些是十五世紀的時間
[00:03:12.620 --> 00:03:15.500]  但在主後一世紀的時候
[00:03:15.500 --> 00:03:19.180]  他們的基督徒是沒有這麼好的教堂
[00:03:19.180 --> 00:03:24.140]  甚至我們今天在商場裏面有一個地方給我們聚集去敬拜
[00:03:24.140 --> 00:03:24.940]  沒有的
[00:03:24.940 --> 00:03:26.740]  那在哪裏聚集呢?
[00:03:26.740 --> 00:03:28.540]  在弟兄姊妹家裏面
[00:03:28.540 --> 00:03:32.060]  在弟兄姊妹家裏面可以容納多少人呢?
[00:03:32.060 --> 00:03:34.060]  我們現在香港人的家裏
[00:03:34.060 --> 00:03:36.580]  都是只有百多二百呎或者幾百呎
[00:03:36.580 --> 00:03:38.780]  最多不是十多二十人
[00:03:38.780 --> 00:03:40.100]  所以我想言之
[00:03:40.100 --> 00:03:43.060]  在當時能夠開放家裏
[00:03:43.060 --> 00:03:45.900]  給弟兄姊妹聚集的一定是什麼呢?
[00:03:45.900 --> 00:03:47.100]  有錢人
[00:03:47.100 --> 00:03:48.620]  上流社會
[00:03:48.620 --> 00:03:50.020]  他們都很感謝主
[00:03:50.020 --> 00:03:51.260]  他們想在耶穌之後
[00:03:51.260 --> 00:03:52.980]  如意開放他們的家
[00:03:52.980 --> 00:03:54.660]  給弟兄姊妹聚集
[00:03:54.660 --> 00:03:56.580]  而他們都效法主耶穌
[00:03:56.580 --> 00:04:00.020]  當時主耶穌設立主餐的時候是甚麼時間呢?
[00:04:00.020 --> 00:04:03.020]  在預接晚餐的時候去設立主餐
[00:04:03.020 --> 00:04:05.460]  所以當他們每個星期聚集的時候
[00:04:05.460 --> 00:04:09.820]  他們都會在他們家庭的教會裏面
[00:04:09.820 --> 00:04:11.380]  有一個愛言
[00:04:11.380 --> 00:04:13.420]  真是愛言 好像我們今天也有
[00:04:13.420 --> 00:04:16.260]  就是弟兄姊妹一起拿他們的飯菜送出來
[00:04:16.260 --> 00:04:17.700]  大家一起吃飯
[00:04:17.700 --> 00:04:20.580]  在吃飯的當中就有所主餐的時間
[00:04:20.580 --> 00:04:22.260]  去紀念主
[00:04:22.260 --> 00:04:24.540]  這個本來是一件好事
[00:04:24.540 --> 00:04:28.020]  但問題就在這裏了
[00:04:28.020 --> 00:04:31.140]  在當時貧富懸殊的背景
[00:04:31.140 --> 00:04:34.140]  如果你有記得我上個月講道的時候都講過
[00:04:34.140 --> 00:04:37.060]  當時在主後一世紀
[00:04:37.060 --> 00:04:39.620]  仍然是在羅馬統治底下
[00:04:39.620 --> 00:04:43.340]  是一個奴隸相當多的一個社會
[00:04:43.340 --> 00:04:44.860]  要麼有些人很有錢
[00:04:44.860 --> 00:04:46.540]  有錢到甚麼都不用做
[00:04:46.540 --> 00:04:48.140]  要麼就全部人做奴隸
[00:04:48.140 --> 00:04:51.620]  都要打工 都要去服侍主人
[00:04:51.620 --> 00:04:54.460]  當時就是貧富懸殊的時刻
[00:04:54.460 --> 00:04:58.420]  所以當他們一起吃飯的時候
[00:04:58.420 --> 00:05:01.660]  有錢的或者上流社會的弟兄姊妹
[00:05:01.660 --> 00:05:03.380]  就自己吃飯
[00:05:03.380 --> 00:05:07.260]  貧窮的 奴隸的 打工的 基層的弟兄姊妹
[00:05:07.260 --> 00:05:08.500]  又各自吃飯
[00:05:08.500 --> 00:05:12.260]  變成這樣已經分開了兩個階層
[00:05:12.260 --> 00:05:15.260]  而更加我們要留意一件事
[00:05:15.260 --> 00:05:16.500]  在聚會的時刻
[00:05:16.500 --> 00:05:19.260]  按常理都會猜到
[00:05:19.260 --> 00:05:21.060]  有錢的
[00:05:21.060 --> 00:05:24.980]  他們會先到聚會場所預備食物
[00:05:24.980 --> 00:05:26.340]  而比較基層的
[00:05:26.340 --> 00:05:29.180]  他們可能還在做奴隸或者打工
[00:05:29.180 --> 00:05:31.300]  他們要完成工作
[00:05:31.300 --> 00:05:33.620]  才可以去到聚會場所聚集
[00:05:33.620 --> 00:05:36.300]  所以他們會比較遲來
[00:05:36.300 --> 00:05:40.980]  但是有錢的或者富有的信徒
[00:05:40.980 --> 00:05:43.740]  他們會先聚集 先吃飯
[00:05:43.740 --> 00:05:45.820]  所以就造成這個局面
[00:05:45.820 --> 00:05:48.780]  因為吃飯的時候 各人先吃自己的飯
[00:05:48.780 --> 00:05:52.340]  甚至有人飢餓 有人酒醉
[00:05:52.340 --> 00:05:54.300]  情形就是這樣
[00:05:54.300 --> 00:05:57.260]  富有的信徒他們飲飽食醉
[00:05:57.260 --> 00:06:00.020]  完全沒有顧及或者忽略了
[00:06:00.020 --> 00:06:02.220]  貧窮的或者其他的信徒
[00:06:02.220 --> 00:06:04.540]  所以他們沒有東西吃 以致飢餓
[00:06:04.540 --> 00:06:08.980]  這種是非常之極度自私自利的敗德
[00:06:08.980 --> 00:06:13.460]  破壞了主餐應該有合一的意義
[00:06:13.460 --> 00:06:17.180]  所以保羅斥責哥倫多教會混亂主餐
[00:06:17.180 --> 00:06:20.140]  富有的人和貧窮的人分門別類
[00:06:20.140 --> 00:06:22.140]  有人就吃飽喝醉
[00:06:22.140 --> 00:06:24.300]  有人就餓到沒東西吃
[00:06:24.300 --> 00:06:27.220]  原本主餐的意義是合一的
[00:06:27.220 --> 00:06:29.580]  但是現在反而捕沒倒置
[00:06:29.580 --> 00:06:32.260]  保羅不單止不稱讚
[00:06:32.260 --> 00:06:33.700]  不認同
[00:06:33.700 --> 00:06:38.620]  甚至暗示主也要責備教會
[00:06:38.620 --> 00:06:41.260]  所以在這裡 保羅要重申一次
[00:06:41.260 --> 00:06:44.540]  將他對哥倫多教會關於主餐的教導
[00:06:44.540 --> 00:06:46.140]  再說一次出來
[00:06:46.140 --> 00:06:49.100]  《淵源經文》也是我們每次守主餐都會讀的
