
[00:00:00.000 --> 00:00:02.700]  大英姊妹,平安!
[00:00:02.700 --> 00:00:07.660]  我們一起有個祈禱,領受神的說話之先,我們一起禱告
[00:00:07.660 --> 00:00:13.200]  親愛的主,我們很感謝你,讓我們去經歷你所賜給我們的人生
[00:00:13.200 --> 00:00:18.300]  主啊,我們願意今日去聆聽你自己的心意
[00:00:18.300 --> 00:00:24.960]  求你親自對我們每一個說話,無論是說的、聽的,都蒙你月立
[00:00:24.960 --> 00:00:30.040]  在你面前,去蒙你賜福以下時間,恭敬交托,
[00:00:30.040 --> 00:00:33.080]  奉主耶穌基督,明求阿們
[00:00:33.080 --> 00:00:38.200]  好,我今日就選了一個題目,叫做「生命時鐘」
[00:00:38.200 --> 00:00:43.880]  在看完這一段的經文裏面,就想到「時間」
[00:00:43.880 --> 00:00:46.060]  接著又是在說我們的生命
[00:00:46.060 --> 00:00:48.840]  所以就改了個名字叫做「生命時鐘」
[00:00:48.840 --> 00:00:55.840]  我就好奇,不知道網上有沒有人說這幾個字呢?「生命時鐘」
[00:00:55.840 --> 00:00:59.480]  接著我就上網去打「生命時鐘」
[00:00:59.480 --> 00:01:05.420]  原來真的有,有Live call這東西
[00:01:05.420 --> 00:01:08.120]  還見到一個分享
[00:01:08.120 --> 00:01:15.640]  話說在若干年前,瑞士有一間名廠的鐘錶公司
[00:01:15.640 --> 00:01:23.720]  曾經因為宣傳的緣故,來舉辦一個活動叫做「生命時鐘」的活動
[00:01:23.720 --> 00:01:28.600]  它可以在網上舉辦,打理自己的出生年月日
[00:01:28.600 --> 00:01:34.240]  並且在你的人生裏面,有些難忘片段都可以輸入
[00:01:34.240 --> 00:01:37.880]  然後它製作一個很精美的片段給你
[00:01:37.880 --> 00:01:42.920]  給你回顧你過往的時間、美好的時光
[00:01:42.920 --> 00:01:48.480]  接著它就調校了這個「時鐘」是24小時
[00:01:48.480 --> 00:01:55.640]  即是說,你的歲數就視乎到時停在哪一個時間裏面
[00:01:55.640 --> 00:02:00.360]  它就設定,人生只有84歲
[00:02:00.360 --> 00:02:03.920]  大家有84歲,覺得可不可以?
[00:02:03.920 --> 00:02:06.840]  都可以吧?我都覺得很滿足吧?
[00:02:06.840 --> 00:02:13.760]  就設定84歲,然後3.5小時為1小時
[00:02:13.760 --> 00:02:17.600]  我們現在沒有這個遊戲玩,因為已經過去了
[00:02:17.600 --> 00:02:21.200]  不過,若果用24小時來計算
[00:02:21.200 --> 00:02:25.120]  你現在的人生去到甚麼時間呢?
[00:02:25.120 --> 00:02:31.400]  甚麼時間呢?假設是84歲
[00:02:31.400 --> 00:02:38.840]  一天24小時,3.5年就等於1小時
[00:02:38.840 --> 00:02:43.320]  你現在幾歲呢?就除3.5小時
[00:02:43.320 --> 00:02:48.440]  就等於你在哪一個小時裏面
[00:02:48.440 --> 00:02:53.560]  20歲是清晨的5時多
[00:02:53.560 --> 00:02:56.840]  30歲是早上8時多
[00:02:56.840 --> 00:03:01.640]  你如果有40歲,就去到差不多中午11時多
[00:03:01.640 --> 00:03:05.680]  50歲是下午2時多
[00:03:05.680 --> 00:03:12.200]  60歲是黃昏時間,70歲是晚上8時
[00:03:12.200 --> 00:03:17.320]  不知道你自己聽下去有甚麼感覺呢?
[00:03:17.320 --> 00:03:20.640]  其實聖經裏面有跟我們說
[00:03:20.640 --> 00:03:26.880]  我們人生年日只有70歲
[00:03:26.880 --> 00:03:30.600]  如果你強壯的話,就可以去到多少歲呢?
[00:03:30.600 --> 00:03:32.840]  80歲
[00:03:32.840 --> 00:03:36.160]  我又試圖去上網看看
[00:03:36.160 --> 00:03:42.000]  有沒有真的幫你計算你何時死的遊戲玩呢?
[00:03:42.000 --> 00:03:45.640]  原來真的有,就是死亡的計時
[00:03:45.640 --> 00:03:49.360]  你現在千萬不要搜尋,現在是聽到時間
[00:03:49.360 --> 00:03:52.240]  完了講到可以去試一下經驗
[00:03:52.240 --> 00:03:55.080]  但我發現裏面問你的問題
[00:03:55.080 --> 00:03:58.880]  都是問你關乎你健健康康的生活
[00:03:58.880 --> 00:04:01.760]  你有沒有家族的病史,醫生最清楚
[00:04:01.760 --> 00:04:04.960]  家族遺傳病,有沒有長期病
[00:04:04.960 --> 00:04:08.200]  你有沒有做運動,你的身形是怎樣
[00:04:08.200 --> 00:04:12.160]  我發現有肚腩,我輸入有肚腩和沒有肚腩
[00:04:12.160 --> 00:04:13.960]  是差幾年命的
[00:04:13.960 --> 00:04:20.360]  如果作息都非常好,我有105歲
[00:04:20.360 --> 00:04:23.840]  按照現在我的飲食習慣,我的身形
[00:04:23.840 --> 00:04:28.600]  以及各樣自己評估有沒有運動的量等等
[00:04:28.600 --> 00:04:31.760]  我只剩下二十幾年命
[00:04:31.760 --> 00:04:35.360]  嘩,是呀,不知道的,很多東西
[00:04:35.360 --> 00:04:39.400]  其實我們是沒有人去掌握到我們的人生
[00:04:39.400 --> 00:04:43.720]  我們的生命,我們的壽數都掌握不到
[00:04:43.720 --> 00:04:45.400]  我們講傳道書
[00:04:45.400 --> 00:04:50.920]  傳道書在猶太的節期裏面
[00:04:50.920 --> 00:04:55.000]  每年讀一次,知不知道是甚麼節期
[00:04:55.000 --> 00:04:58.400]  新年,猶太人過新年
[00:04:58.400 --> 00:05:01.400]  每一年都要讀傳道書
[00:05:01.400 --> 00:05:03.280]  即是每年都要讀一次
[00:05:03.280 --> 00:05:05.440]  去提醒我們的人生
[00:05:05.440 --> 00:05:10.520]  是呀,我們人生真是生命沒有第二次
[00:05:10.520 --> 00:05:14.520]  所以其實我們人生真是要好好去把握
[00:05:14.520 --> 00:05:17.520]  我們有的時間,我們有的時光
[00:05:17.520 --> 00:05:24.800]  在傳道者裏面,他們對時間有他們的觀念
[00:05:24.800 --> 00:05:27.960]  還有他們有個概念,我們大家都可以看看
[00:05:27.960 --> 00:05:32.640]  就是關乎「日光之上」和「日光之下」
[00:05:32.640 --> 00:05:38.160]  這是傳道者在傳道書裏面很強調的一個觀念
[00:05:38.160 --> 00:05:41.880]  亦都是他注重去看世界觀裏面
[00:05:41.880 --> 00:05:44.160]  去發現一些事情
[00:05:44.160 --> 00:05:49.320]  過去我們讀過三章經文
[00:05:49.320 --> 00:05:51.920]  第三章十一節講到
[00:05:51.920 --> 00:05:54.800]  「神造萬物,個案其事,成為美好」
[00:05:54.800 --> 00:05:58.600]  「又將永生安置在世人心裏」
[00:05:58.600 --> 00:06:01.080]  這個「永生」不是信耶穌得永生
[00:06:01.080 --> 00:06:02.720]  當時耶穌未出生
[00:06:02.720 --> 00:06:05.840]  未去知道有這份耶穌給我們的救恩
[00:06:05.840 --> 00:06:07.760]  這個「永生」就是「永恆」
[00:06:07.760 --> 00:06:09.560]  即是說他對時間觀念
[00:06:09.560 --> 00:06:12.840]  這個神在「日光之上」的這位神
[00:06:12.840 --> 00:06:14.680]  他是「永恆」的神
[00:06:14.680 --> 00:06:15.840]  他是「永恆」不變
[00:06:15.840 --> 00:06:18.520]  沒有受時間規限的
[00:06:18.520 --> 00:06:21.480]  而神所造的都是「永存」
[00:06:21.480 --> 00:06:24.000]  在十四節裏面說
[00:06:24.000 --> 00:06:27.280]  一切在神裏面所造的
[00:06:27.280 --> 00:06:31.920]  是必定是「永存」的
[00:06:31.920 --> 00:06:35.080]  即是說人其實都有限
[00:06:35.080 --> 00:06:36.360]  人在哪裏?
[00:06:36.360 --> 00:06:39.200]  就是「日光之下」
[00:06:39.200 --> 00:06:41.680]  剛才我們讀了經文
[00:06:41.680 --> 00:06:44.720]  就是九章的一至十二節
[00:06:44.720 --> 00:06:47.120]  我現在倒轉頭跟大家看
[00:06:47.120 --> 00:06:49.640]  就是十一和十二節
[00:06:49.640 --> 00:06:50.600]  我們看一看
[00:06:50.600 --> 00:06:51.720]  十一和十二節
[00:06:51.720 --> 00:06:56.080]  就是在說「日光之下」這個概念
[00:06:56.080 --> 00:06:58.760]  他在說傳道者去觀察
[00:06:58.760 --> 00:07:00.240]  去感觀到的
[00:07:00.240 --> 00:07:01.520]  他能夠感覺到的
[00:07:01.520 --> 00:07:03.080]  就是「日光之下」
[00:07:03.080 --> 00:07:06.360]  而「日光之上」是不知道的
[00:07:06.360 --> 00:07:07.360]  在他的世界裏面
[00:07:07.360 --> 00:07:09.680]  因為是神的掌管
[00:07:09.680 --> 00:07:11.440]  神的工作的世界
[00:07:11.440 --> 00:07:13.800]  所以傳道者他的眼光
[00:07:13.800 --> 00:07:17.520]  只是看到他的感官的世界
[00:07:17.520 --> 00:07:19.640]  即是他看到的人事物
[00:07:19.640 --> 00:07:22.440]  現在這個人事物串起來是怎樣呢?
[00:07:22.440 --> 00:07:24.160]  就是人生
[00:07:24.160 --> 00:07:25.760]  不同人的生命
[00:07:25.760 --> 00:07:27.400]  不同人的遭遇
[00:07:27.400 --> 00:07:28.840]  來到了所謂的經驗
[00:07:28.840 --> 00:07:32.040]  所以他轉念去觀察「日光之下」
[00:07:32.040 --> 00:07:33.240]  他見到什麼事呢?
[00:07:33.240 --> 00:07:34.440]  十一節他說
[00:07:34.440 --> 00:07:37.400]  「快跑的未必能贏
[00:07:37.400 --> 00:07:40.680]  力戰的又未必能勝
[00:07:40.680 --> 00:07:42.920]  智慧未必得糧食
[00:07:42.920 --> 00:07:48.000]  明哲亦不能夠有很多資材和財富
[00:07:48.000 --> 00:07:51.240]  靈巧又未必得人喜悅」
[00:07:51.240 --> 00:07:53.560]  所臨到他看到的一件事
[00:07:53.560 --> 00:07:57.480]  就是在乎當時的機會
[00:07:57.480 --> 00:08:02.640]  在《女正宗》《逆本》裏面說的「機會」
[00:08:02.640 --> 00:08:05.360]  他就譯為「時運」
[00:08:05.360 --> 00:08:06.800]  你的運氣
[00:08:06.800 --> 00:08:07.800]  你的遭遇
[00:08:07.800 --> 00:08:08.680]  你的際遇
[00:08:08.680 --> 00:08:11.920]  你人生所經歷的
[00:08:11.920 --> 00:08:13.760]  其實都不是我們掌握
[00:08:13.760 --> 00:08:14.960]  我們的人生
[00:08:14.960 --> 00:08:16.400]  你多努力都好
[00:08:16.400 --> 00:08:19.040]  都未必能夠滿足到
[00:08:19.040 --> 00:08:22.000]  你期望的結果
[00:08:22.000 --> 00:08:24.480]  又或者你人生去想望
[00:08:24.480 --> 00:08:25.480]  想擁有的
[00:08:25.480 --> 00:08:26.480]  想得到的
[00:08:26.480 --> 00:08:30.960]  不等於你一定可以去經驗
[00:08:30.960 --> 00:08:32.160]  原來他說
[00:08:32.160 --> 00:08:35.520]  人不知道自己的定期
[00:08:35.520 --> 00:08:36.840]  接著他還用例子
[00:08:36.840 --> 00:08:39.400]  就說魚被惡網網住
[00:08:39.400 --> 00:08:41.400]  鳥被網羅捉住
[00:08:41.400 --> 00:08:42.920]  禍患忽然臨到
[00:08:42.920 --> 00:08:45.000]  即是說他的死期
[00:08:45.000 --> 00:08:47.400]  魚被捉的時候就捉牠給人吃
[00:08:47.400 --> 00:08:48.400]  對不對?
[00:08:48.400 --> 00:08:50.600]  鳥仔都一樣
[00:08:50.600 --> 00:08:51.880]  鳥鳥都一樣
[00:08:51.880 --> 00:08:53.520]  牠們都有牠的定期
[00:08:53.520 --> 00:08:55.400]  人都有牠的定期
[00:08:55.400 --> 00:08:57.720]  人的生和死
[00:08:57.720 --> 00:08:59.720]  都有牠的定時定期
[00:08:59.720 --> 00:09:03.600]  這些都不是人可以去掌握得到的
[00:09:03.600 --> 00:09:04.480]  關乎定期
[00:09:04.480 --> 00:09:06.080]  我想和大家一起思想
[00:09:06.080 --> 00:09:07.480]  定期就是
[00:09:07.480 --> 00:09:10.920]  傳道者所用的詞語
