
[00:00:00.000 --> 00:00:05.000]  多謝施班給我們獻詩的「薪火相傳」
[00:00:05.000 --> 00:00:09.000]  如果以一個解經的角度看
[00:00:09.000 --> 00:00:11.000]  這首歌的重點
[00:00:11.000 --> 00:00:14.000]  他就用重複的三句告訴我們
[00:00:14.000 --> 00:00:23.000]  「薪火相傳,心志總不老,成為真實門徒,信服神號」
[00:00:23.000 --> 00:00:26.000]  我相信就是這首歌獻情給神的時候
[00:00:26.000 --> 00:00:28.000]  很想提醒我們
[00:00:28.000 --> 00:00:31.000]  能夠成為真實的門徒
[00:00:31.000 --> 00:00:33.000]  是真的很好
[00:00:33.000 --> 00:00:35.000]  所以求主幫助我們
[00:00:35.000 --> 00:00:38.000]  讓我們一浸教會
[00:00:38.000 --> 00:00:41.000]  有更多的不是單單的信徒
[00:00:41.000 --> 00:00:43.000]  是門徒
[00:00:43.000 --> 00:00:46.000]  是真實跟從神的門徒
[00:00:46.000 --> 00:00:48.000]  願神祝福我們
[00:00:48.000 --> 00:00:51.000]  今年早上想跟大家一起思想的
[00:00:51.000 --> 00:00:54.000]  是耶穌基督教導我們的主禱文
[00:00:54.000 --> 00:00:56.000]  或者正式來說
[00:00:56.000 --> 00:00:59.000]  是主教導我們怎樣去禱告的文
[00:00:59.000 --> 00:01:01.000]  我們願意
[00:01:01.000 --> 00:01:03.000]  不單止知道內容
[00:01:03.000 --> 00:01:06.000]  更加要知道那個心態
[00:01:06.000 --> 00:01:08.000]  或者怎樣才能維持一個
[00:01:08.000 --> 00:01:11.000]  真是蒙神月立的禱告
[00:01:11.000 --> 00:01:15.000]  就讓我們先讀出今天的經文
[00:01:15.000 --> 00:01:19.000]  路加福音撒章一至十三節
[00:01:19.000 --> 00:01:22.000]  我們一起同聲的讀出
[00:01:22.000 --> 00:01:25.000]  耶穌在一個地方禱告
[00:01:25.000 --> 00:01:26.000]  禱告完了
[00:01:26.000 --> 00:01:29.000]  有一個門徒對他說
[00:01:29.000 --> 00:01:31.000]  求主教導我們禱告
[00:01:31.000 --> 00:01:34.000]  像約翰教導他的門徒
[00:01:34.000 --> 00:01:35.000]  耶穌說
[00:01:35.000 --> 00:01:38.000]  你們禱告的時候要說
[00:01:38.000 --> 00:01:40.000]  我們在天上的父
[00:01:40.000 --> 00:01:43.000]  願人都尊你的名為聖
[00:01:43.000 --> 00:01:45.000]  願你的國降臨
[00:01:45.000 --> 00:01:48.000]  願你的旨意行在地上
[00:01:48.000 --> 00:01:50.000]  如同行在天上
[00:01:50.000 --> 00:01:52.000]  我們用的飲食
[00:01:52.000 --> 00:01:54.000]  天天賜給我們
[00:01:54.000 --> 00:01:56.000]  免我們的罪
[00:01:56.000 --> 00:01:58.000]  因為我們也赦免
[00:01:58.000 --> 00:02:00.000]  凡虧欠我們的人
[00:02:00.000 --> 00:02:02.000]  不叫我們遇見試探
[00:02:02.000 --> 00:02:04.000]  救我們脫離凶惡
[00:02:04.000 --> 00:02:06.000]  耶穌又說
[00:02:06.000 --> 00:02:09.000]  你們中間誰有一個朋友
[00:02:09.000 --> 00:02:11.000]  半夜到他那裡
[00:02:11.000 --> 00:02:15.000]  請借給我三個餅
[00:02:15.000 --> 00:02:17.000]  因為我有一個朋友
[00:02:17.000 --> 00:02:20.000]  行路來到我這裡
[00:02:20.000 --> 00:02:23.000]  我沒有什麼給他擺上
[00:02:23.000 --> 00:02:25.000]  那人在裡面回答說
[00:02:25.000 --> 00:02:27.000]  不要搞擾我
[00:02:27.000 --> 00:02:29.000]  門已經關閉
[00:02:29.000 --> 00:02:32.000]  孩子們也和我在床上了
[00:02:32.000 --> 00:02:34.000]  我不能起來給你
[00:02:34.000 --> 00:02:36.000]  我告訴你們
[00:02:36.000 --> 00:02:38.000]  雖不因他是朋友
[00:02:38.000 --> 00:02:39.000]  起來給他
[00:02:39.000 --> 00:02:42.000]  但因他的情詞迫切
[00:02:42.000 --> 00:02:43.000]  就必起來
[00:02:43.000 --> 00:02:46.000]  照他所需用的給他
[00:02:46.000 --> 00:02:48.000]  我又告訴你們
[00:02:48.000 --> 00:02:51.000]  你們祈求就給你們
[00:02:51.000 --> 00:02:53.000]  尋找就尋見
[00:02:53.000 --> 00:02:56.000]  叩門就給你們開門
[00:02:56.000 --> 00:02:59.000]  因為凡祈求的就得著
[00:02:59.000 --> 00:03:01.000]  尋找的就尋見
[00:03:01.000 --> 00:03:04.000]  叩門的就給他開門
[00:03:04.000 --> 00:03:06.000]  你們中間作父親的
[00:03:06.000 --> 00:03:08.000]  誰有兒子求餅
[00:03:08.000 --> 00:03:10.000]  反給他石頭
[00:03:10.000 --> 00:03:14.000]  求魚反拿蛇給他
[00:03:14.000 --> 00:03:17.000]  求雞蛋反給他茄子
[00:03:17.000 --> 00:03:19.000]  他們雖然不好
[00:03:19.000 --> 00:03:22.000]  尚且知道拿好東西給兒女
[00:03:22.000 --> 00:03:27.000]  何況天父豈不更將聖靈給他
[00:03:27.000 --> 00:03:30.000]  讓我們一起禱告
[00:03:30.000 --> 00:03:33.000]  請救我們離開罪惡
[00:03:33.000 --> 00:03:36.000]  將我們遷入光明國度的神
[00:03:36.000 --> 00:03:40.000]  這一間我們用心來到你的面前
[00:03:40.000 --> 00:03:44.000]  願將我們的勞累受煩放下
[00:03:44.000 --> 00:03:47.000]  專心來到你的根前聽道
[00:03:47.000 --> 00:03:51.000]  求你引導我們的心進入真理
[00:03:51.000 --> 00:03:53.000]  好叫我們藉著你的引導
[00:03:53.000 --> 00:03:55.000]  在生活每一個層面
[00:03:55.000 --> 00:03:59.000]  能夠經歷你自己的提醒鼓勵
[00:03:59.000 --> 00:04:04.000]  願聖靈這一間親臨扶持幫助我們
[00:04:04.000 --> 00:04:08.000]  將神的話點滴放在心間
[00:04:08.000 --> 00:04:11.000]  成為我們生命的亮光
[00:04:11.000 --> 00:04:14.000]  照亮自己也照亮他人
[00:04:14.000 --> 00:04:16.000]  我們這樣祈禱
[00:04:16.000 --> 00:04:21.000]  是奉愛我們高揚主耶穌基督的命求
[00:04:21.000 --> 00:04:24.000]  禱告的生命
[00:04:24.000 --> 00:04:27.000]  記得舊約裏面所羅門王
[00:04:27.000 --> 00:04:29.000]  當他登基的時候
[00:04:29.000 --> 00:04:31.000]  他作過一個這樣的祈禱
[00:04:31.000 --> 00:04:33.000]  他說耶和華我的神啊
[00:04:33.000 --> 00:04:36.000]  如今使你的僕人接續我父親大衛造和
[00:04:36.000 --> 00:04:39.000]  但我只不過是一個幼童
[00:04:39.000 --> 00:04:42.000]  我求你幫助我
[00:04:42.000 --> 00:04:46.000]  幫助我以至到我在所揀選的民中
[00:04:46.000 --> 00:04:49.000]  因為這些民裏面不可勝數
[00:04:49.000 --> 00:04:51.000]  求你賜下智慧
[00:04:51.000 --> 00:04:56.000]  使我可以判斷你們辨別是非
[00:04:56.000 --> 00:05:01.000]  否則誰能夠判斷這麼多的民呢?
[00:05:01.000 --> 00:05:05.000]  所羅門因為求這件事就蒙越南
[00:05:05.000 --> 00:05:07.000]  神就對他說
[00:05:07.000 --> 00:05:11.000]  你既然求這件事不為自己求壽數
[00:05:11.000 --> 00:05:12.000]  求富足
[00:05:12.000 --> 00:05:16.000]  也不是求滅絕你的仇敵的性命
[00:05:16.000 --> 00:05:19.000]  單單求智慧可以去聽眾
[00:05:19.000 --> 00:05:22.000]  我就應允你
[00:05:22.000 --> 00:05:24.000]  賜你聰明智慧
[00:05:24.000 --> 00:05:27.000]  前面的人不能夠仗你
[00:05:27.000 --> 00:05:29.000]  後來的人也不能夠仗你
[00:05:29.000 --> 00:05:32.000]  你所務求的我也給你
[00:05:32.000 --> 00:05:34.000]  就是富足尊榮
[00:05:34.000 --> 00:05:36.000]  使你在世的日子
[00:05:36.000 --> 00:05:42.000]  在滅亡當中沒有一個人能夠比得上你
[00:05:42.000 --> 00:05:47.000]  相信所羅門的祈禱一個王
[00:05:47.000 --> 00:05:51.000]  其實他可以告訴我們他什麼都有
[00:05:51.000 --> 00:05:54.000]  但他知道有一件事至少的是沒有
[00:05:54.000 --> 00:05:56.000]  就是智慧
[00:05:56.000 --> 00:06:00.000]  因為人生裏面如果沒有這個容志
[00:06:00.000 --> 00:06:03.000]  他不能夠去管理這麼多的貓
[00:06:03.000 --> 00:06:08.000]  原來連一個王這麼高貴的身份
[00:06:08.000 --> 00:06:11.000]  他都經歷到自己是幼童
[00:06:11.000 --> 00:06:14.000]  是一路不斷地學習
[00:06:14.000 --> 00:06:15.000]  在他的生活
[00:06:15.000 --> 00:06:17.000]  在他的生命裏面
[00:06:17.000 --> 00:06:21.000]  他需要神一路帶領他的人生
[00:06:21.000 --> 00:06:23.000]  今天我們呢?
[00:06:23.000 --> 00:06:26.000]  我們每一個回教會的人
[00:06:26.000 --> 00:06:29.000]  是不是都好像一個王一樣
[00:06:29.000 --> 00:06:31.000]  雖然身份有些不同
[00:06:31.000 --> 00:06:34.000]  但生活一樣會如是者
[00:06:34.000 --> 00:06:36.000]  遇到大大小小的事
[00:06:36.000 --> 00:06:38.000]  甚至乎是困難、問題
[00:06:38.000 --> 00:06:43.000]  但我們可將禱告成為我們生活的常態
[00:06:43.000 --> 00:06:47.000]  而不是只是臨急抱主腳呢?
[00:06:47.000 --> 00:06:51.000]  求主就幫助我們今早上去思想
[00:06:51.000 --> 00:06:55.000]  路加福音是特別強調禱告的
[00:06:55.000 --> 00:06:57.000]  在四福音書裏面
[00:06:57.000 --> 00:06:59.000]  路加往往提到
[00:06:59.000 --> 00:07:01.000]  在一些所謂重要的時刻
[00:07:01.000 --> 00:07:02.000]  或者一些時候
[00:07:02.000 --> 00:07:07.000]  耶穌都不會放棄祈禱
[00:07:07.000 --> 00:07:08.000]  聖經說
[00:07:08.000 --> 00:07:10.000]  三章二十一節路加福音
[00:07:10.000 --> 00:07:12.000]  耶穌受洗之後
[00:07:12.000 --> 00:07:13.000]  正禱告的時候
[00:07:13.000 --> 00:07:15.000]  天就開
[00:07:15.000 --> 00:07:18.000]  當耶穌的名聲被越來越傳開的時候
[00:07:18.000 --> 00:07:20.000]  耶穌心知不妙
[00:07:20.000 --> 00:07:22.000]  這是一種拉扯
[00:07:22.000 --> 00:07:26.000]  所以耶穌就退到曠野去祈禱
[00:07:26.000 --> 00:07:29.000]  當耶穌要揀選十二個門徒的時候
