
[00:00:00.000 --> 00:00:03.020]  各位早安
[00:00:03.020 --> 00:00:10.400]  不知道大家早上起來第一件事是做什麼呢
[00:00:10.400 --> 00:00:12.980]  嘩 這麼開心 這麼好
[00:00:12.980 --> 00:00:16.180]  第一件事不是張開眼睛
[00:00:16.180 --> 00:00:19.800]  第一件事 除了張開眼睛之外
[00:00:19.800 --> 00:00:24.740]  有沒有人第一件事是拿你的電話出來
[00:00:24.740 --> 00:00:26.660]  或者ipad
[00:00:26.660 --> 00:00:28.940]  或者鬧鐘
[00:00:28.940 --> 00:00:32.500]  如果你第一件事起身
[00:00:32.500 --> 00:00:33.900]  除了張開眼睛之外
[00:00:33.900 --> 00:00:38.100]  你是拿ipad或者拿電話的 請舉手
[00:00:38.100 --> 00:00:41.220]  ok 都不少
[00:00:41.220 --> 00:00:43.900]  不知道大家有沒有試過
[00:00:43.900 --> 00:00:46.900]  在深夜本身有些睏
[00:00:46.900 --> 00:00:49.380]  結果你打算有自己的me time
[00:00:49.380 --> 00:00:53.380]  正呀 打算看一陣手機或者ipad
[00:00:53.380 --> 00:00:56.060]  看了半個小時
[00:00:56.060 --> 00:00:58.060]  看了一個小時
[00:00:58.060 --> 00:01:01.660]  經常都會覺得 為什麼自己這麼晚睡
[00:01:01.660 --> 00:01:05.340]  明明十點坐在床上 看到11點
[00:01:05.340 --> 00:01:07.740]  有這樣的情況
[00:01:07.740 --> 00:01:09.420]  我們經常都是這樣
[00:01:09.420 --> 00:01:13.860]  看message 看很多不同的社交媒體
[00:01:13.860 --> 00:01:15.620]  看短片
[00:01:15.620 --> 00:01:18.420]  其實短片都給我們一些安慰
[00:01:18.420 --> 00:01:22.420]  或者給我們分散日常的注意力
[00:01:22.420 --> 00:01:24.660]  覺得我們工作很辛苦
[00:01:24.660 --> 00:01:28.780]  照顧完小朋友 終於有自己的時間
[00:01:28.780 --> 00:01:30.540]  那就看一下
[00:01:30.540 --> 00:01:33.820]  電話就好像一個無底黑洞
[00:01:33.820 --> 00:01:35.660]  你不斷去loop
[00:01:35.660 --> 00:01:38.940]  去看新的post 短片
[00:01:38.940 --> 00:01:42.220]  透過很多你自己的時間
[00:01:42.220 --> 00:01:45.300]  希望我們拿回一些屬於自己的空間
[00:01:45.300 --> 00:01:47.100]  屬於自己的滿足回來
[00:01:47.100 --> 00:01:49.100]  但問題是
[00:01:49.100 --> 00:01:50.620]  大家不知道有沒有發現
[00:01:50.620 --> 00:01:52.900]  你會覺得好像永遠都不夠
[00:01:52.900 --> 00:01:54.900]  loop完一次 看完一次
[00:01:54.900 --> 00:01:57.180]  應該都開始覺得滿足
[00:01:57.180 --> 00:01:59.180]  但又想loop第二次
[00:01:59.180 --> 00:02:01.580]  心裏面的那份渴望
[00:02:01.580 --> 00:02:03.380]  始終都沒有被解決
[00:02:03.380 --> 00:02:06.540]  loop到累 就ok 我終於可以睡覺了
[00:02:06.540 --> 00:02:09.020]  但第二天 早上又來
[00:02:09.020 --> 00:02:12.780]  每一天重複重複跌入這個循環
[00:02:12.780 --> 00:02:15.180]  我相信大家都很熟悉這個感覺
[00:02:15.180 --> 00:02:21.260]  用電話 用電子世界去填補這份空虛
[00:02:21.260 --> 00:02:26.260]  那份渴望 好像沒有真正被滿足
[00:02:26.260 --> 00:02:29.740]  接下來 我們今天會看一下經文裏面
[00:02:29.740 --> 00:02:31.260]  有一個婦人
[00:02:31.260 --> 00:02:36.020]  她一生的人都在尋找不同的滿足
[00:02:36.020 --> 00:02:39.660]  希望去到能夠fulfill滿足自己
[00:02:39.660 --> 00:02:42.420]  直到有一天 她在井旁
[00:02:42.420 --> 00:02:44.780]  遇到一個比她有滿足的人
[00:02:44.780 --> 00:02:47.820]  我知道FF家庭團契的電影姊妹
[00:02:47.820 --> 00:02:50.180]  下星期會用這段經文去查經
[00:02:50.180 --> 00:02:52.300]  所以請你特別留心
[00:02:52.300 --> 00:02:57.500]  今天的經文會帶給我們有不同的思考
[00:02:57.500 --> 00:03:00.380]  我們一起來
[00:03:00.380 --> 00:03:02.780]  讀一下今天的經文
[00:03:02.780 --> 00:03:03.980]  《約翰福音》四章
[00:03:03.980 --> 00:03:07.540]  耶穌離開猶太 回到加利利去
[00:03:07.540 --> 00:03:09.900]  祂必須經過撒瑪利亞
[00:03:09.900 --> 00:03:12.820]  於是到了撒瑪利亞的一座城叫敘迦
[00:03:12.820 --> 00:03:15.980]  接近雅各給他的兒子約瑟的地
[00:03:15.980 --> 00:03:17.620]  雅各井在這裏
[00:03:17.620 --> 00:03:20.380]  耶穌因為累 坐在井旁
[00:03:20.380 --> 00:03:21.660]  那時是正午
[00:03:21.660 --> 00:03:24.620]  有一個撒瑪利亞婦人來打水
[00:03:24.620 --> 00:03:26.020]  耶穌就跟她說
[00:03:26.020 --> 00:03:27.900]  請給水我飲
[00:03:27.900 --> 00:03:30.660]  大家可以看到我highlight了一些字
[00:03:30.660 --> 00:03:33.500]  有些bold和underlined
[00:03:33.500 --> 00:03:34.580]  值得留意的是
[00:03:34.580 --> 00:03:39.820]  經文寫耶穌必須經過撒瑪利亞
[00:03:39.820 --> 00:03:43.500]  是否因為這條路近一點 所以是必須呢?
[00:03:43.500 --> 00:03:47.300]  經文提到雅各給他的兒子約瑟的地
[00:03:47.300 --> 00:03:48.220]  雅各井
[00:03:48.220 --> 00:03:51.740]  這也是一個重要的地方
[00:03:51.740 --> 00:03:53.140]  接著繼續讀
[00:03:53.140 --> 00:03:56.140]  第八節
[00:03:56.140 --> 00:03:59.580]  因為那是門徒進城馬食蜜
[00:03:59.580 --> 00:04:01.940]  撒瑪利亞婦人對他說
[00:04:01.940 --> 00:04:02.940]  你是猶太人
[00:04:02.940 --> 00:04:07.780]  為何要向我一個撒瑪利亞女人要水飲呢?
[00:04:07.780 --> 00:04:11.780]  因為猶太人和撒瑪利亞人沒有來往
[00:04:11.780 --> 00:04:16.140]  為何耶穌會親自開口
[00:04:16.140 --> 00:04:20.620]  主動去問一個撒瑪利亞婦人說話
[00:04:20.620 --> 00:04:24.260]  亦和她借水飲
[00:04:24.260 --> 00:04:26.820]  這裡的沒有來往其實很值得留意
[00:04:26.820 --> 00:04:28.500]  寫得很隱晦
[00:04:28.500 --> 00:04:31.980]  究竟實際上代表甚麼呢?
[00:04:31.980 --> 00:04:32.780]  第十節
[00:04:32.780 --> 00:04:33.820]  耶穌回答
[00:04:33.820 --> 00:04:35.900]  如果你知道上帝的恩賜
[00:04:35.900 --> 00:04:38.380]  跟你說給水你飲的是誰
[00:04:38.380 --> 00:04:39.620]  你早就會求祂
[00:04:39.620 --> 00:04:42.580]  祂也會早就給你活水
[00:04:42.580 --> 00:04:45.300]  這裡提到活水
[00:04:45.300 --> 00:04:52.900]  究竟活水和這個婦人飲的井水有甚麼分別?
[00:04:52.900 --> 00:04:54.700]  看完經文之後
[00:04:54.700 --> 00:04:57.100]  我們會有三個問題
[00:04:57.100 --> 00:04:59.020]  就照教我們收集這個問題
[00:04:59.020 --> 00:05:02.780]  就是聖經作者帶著我們去理解他的思路
