
[00:00:00.000 --> 00:00:06.260]  今晚我們查的經文是講男人心海底針
[00:00:06.260 --> 00:00:13.700]  看幾個男性裏面那種感情是怎樣收藏在心裏面
[00:00:13.700 --> 00:00:15.400]  當然有好有不好
[00:00:15.400 --> 00:00:18.400]  但是其實我覺得基本上都是不好的
[00:00:18.400 --> 00:00:22.520]  我特別看到大衛很愛惜自己的孩子
[00:00:22.520 --> 00:00:25.000]  但是不懂怎樣去表達出來
[00:00:25.000 --> 00:00:27.200]  當我研讀大衛生平的時候
[00:00:27.200 --> 00:00:29.700]  我看到大衛他犯罪之後
[00:00:29.700 --> 00:00:31.540]  他雖然肯認罪
[00:00:31.540 --> 00:00:34.500]  但神也已經赦免了他的罪
[00:00:34.500 --> 00:00:38.500]  上個星期我們就看大衛所寫的懺悔詩
[00:00:38.500 --> 00:00:41.600]  但是神赦免了他的罪
[00:00:41.600 --> 00:00:42.900]  但是神是公義的
[00:00:42.900 --> 00:00:47.900]  是仍然要去審判或者要刑罰大衛的
[00:00:47.900 --> 00:00:51.700]  那麼一路之後的經文記載
[00:00:51.700 --> 00:00:56.200]  記載主要是他的兒子阿沙隆的叛變
[00:00:56.200 --> 00:00:59.200]  大衛要逃離他的皇宮
[00:00:59.200 --> 00:01:02.500]  逃亡的過程和及後
[00:01:02.500 --> 00:01:06.200]  他怎樣再得到他的皇位作結
[00:01:06.200 --> 00:01:11.000]  但是大衛的兒子阿沙隆為什麼要背叛他的父親呢
[00:01:11.000 --> 00:01:14.000]  在《十五月記》第十三第十四章
[00:01:14.000 --> 00:01:16.500]  記述了一件很醜惡的事情
[00:01:16.500 --> 00:01:21.500]  這也是阿沙隆要背叛父親的原因
[00:01:21.500 --> 00:01:24.000]  我們就會來看這件事情
[00:01:24.000 --> 00:01:28.000]  但是我們的重點是放在大衛的心態那裡
[00:01:28.000 --> 00:01:31.000]  我們要了解現在我們所看到的大衛
[00:01:31.000 --> 00:01:34.500]  其實他已經是壯年之末
[00:01:34.500 --> 00:01:37.000]  也是晚年的開始了
[00:01:37.000 --> 00:01:39.000]  為什麼呢
[00:01:39.000 --> 00:01:41.500]  他的兒子都已經長大了
[00:01:41.500 --> 00:01:44.000]  至少二三十歲了
[00:01:44.000 --> 00:01:48.500]  往往這些成年人他們的個性感情
[00:01:48.500 --> 00:01:51.000]  是較為傳統和內斂的
[00:01:51.000 --> 00:01:55.500]  不是很善於怎樣表達自己的感受
[00:01:55.500 --> 00:02:00.500]  但是這個往往引致和家人的關係是很疏離
[00:02:00.500 --> 00:02:05.000]  所以我們要藉著這件經文作出檢討和反省
[00:02:05.000 --> 00:02:11.000]  特別我期望弟兄們男士們聽了這篇信息的時候
[00:02:11.000 --> 00:02:13.000]  更加需要反省
[00:02:13.000 --> 00:02:16.000]  在《十五月記》第十三第十四章
[00:02:16.000 --> 00:02:22.000]  作者就鋪排了阿沙隆他叛變父親的原因
[00:02:22.000 --> 00:02:26.000]  但是如果你真的去研經的時候是很有心思的
[00:02:26.000 --> 00:02:29.500]  他將大衛家裡面的淫亂事件
[00:02:29.500 --> 00:02:36.000]  和大衛自己本身所犯過的一個過錯
[00:02:36.000 --> 00:02:38.000]  來大衛去做什麼呢
[00:02:38.000 --> 00:02:42.000]  就是來大衛去做了一個比較
[00:02:42.000 --> 00:02:44.000]  好了
[00:02:44.000 --> 00:02:46.000]  我們看看
[00:02:46.000 --> 00:02:49.000]  原來第十一到第十二章
[00:02:49.000 --> 00:02:54.000]  是講大衛和拔絲芭發生淫亂的事
[00:02:54.000 --> 00:02:58.000]  第十三第十四章就是記載大衛的兒子
[00:02:58.000 --> 00:03:02.000]  暗戀對他自己的同父異母的妹妹
[00:03:02.000 --> 00:03:06.000]  他媽那個事件
[00:03:06.000 --> 00:03:08.000]  你看這個表
[00:03:08.000 --> 00:03:11.000]  就是講淫亂事件
[00:03:11.000 --> 00:03:14.000]  接著就講謀殺事件
[00:03:14.000 --> 00:03:16.000]  大衛殺烏尼亞
[00:03:16.000 --> 00:03:21.000]  但是阿沙隆就殺自己的兄長暗戀
[00:03:21.000 --> 00:03:23.000]  好了大衛犯了錯
[00:03:23.000 --> 00:03:26.000]  有一個先知拿丹就講一個比喻
[00:03:26.000 --> 00:03:28.000]  去觸犯大衛的公義
[00:03:28.000 --> 00:03:32.000]  就是那個窮人的楊高
[00:03:32.000 --> 00:03:35.000]  被一個富有的人搶奪了
[00:03:35.000 --> 00:03:38.000]  但是在這十三十四章裡面
[00:03:38.000 --> 00:03:41.000]  就記載了弱壓
[00:03:41.000 --> 00:03:46.000]  就用一個提哥阿婦人要面對一個審判
[00:03:46.000 --> 00:03:48.000]  求大衛來特赦的時候
[00:03:48.000 --> 00:03:50.000]  作一個比喻
[00:03:50.000 --> 00:03:52.000]  最後就是赦免了
[00:03:52.000 --> 00:03:55.000]  就是神即時赦免大衛的罪
[00:03:55.000 --> 00:03:58.000]  而大衛多年之後
[00:03:58.000 --> 00:04:01.000]  是會寬恕阿沙隆的罪
[00:04:01.000 --> 00:04:03.000]  我覺得時間是很配合的
[00:04:03.000 --> 00:04:05.000]  因為下個星期
[00:04:05.000 --> 00:04:08.000]  我在永時亂談講的題目叫什麼呢
[00:04:08.000 --> 00:04:10.000]  特權和特赦
[00:04:10.000 --> 00:04:14.000]  就是美國的拜登總統
[00:04:14.000 --> 00:04:16.000]  任期結束的時候
[00:04:16.000 --> 00:04:18.000]  就用他的特權
[00:04:18.000 --> 00:04:23.000]  就赦了他的兒子犯的罪
[00:04:23.000 --> 00:04:25.000]  而且不是一件事
[00:04:25.000 --> 00:04:28.000]  我下一次就會探討這個問題
[00:04:28.000 --> 00:04:31.000]  原來在《聖經》裡面
[00:04:31.000 --> 00:04:34.000]  有兩個很重要的特赦事件
[00:04:34.000 --> 00:04:36.000]  第一個是什麼呢
[00:04:36.000 --> 00:04:38.000]  就是大衛特赦自己
[00:04:38.000 --> 00:04:41.000]  阿沙隆的兒子犯謀殺罪
[00:04:41.000 --> 00:04:44.000]  還有一個和我和你有關的
[00:04:44.000 --> 00:04:46.000]  在下一個星期的永線談會講
[00:04:46.000 --> 00:04:48.000]  特赦是什麼呢
[00:04:48.000 --> 00:04:50.000]  特赦是我們的罪
[00:04:50.000 --> 00:04:52.000]  所以我們會有聖誕節
[00:04:52.000 --> 00:04:54.000]  希望大家可以來帶去聽
[00:04:54.000 --> 00:04:56.000]  我們看看這段經文裡面
[00:04:56.000 --> 00:05:00.000]  有幾個男性他們的心態是怎麼樣
[00:05:00.000 --> 00:05:02.000]  一個就是狡猾的心
[00:05:02.000 --> 00:05:06.000]  記載在《薩姆爾記》第十三章第一到第十四節
[00:05:06.000 --> 00:05:10.000]  我們知道暗戀是大衛的長子
[00:05:10.000 --> 00:05:14.000]  是耶穌列人亞希亂所生的
[00:05:14.000 --> 00:05:17.000]  沒有記載為什麼會娶了亞希亂
[00:05:17.000 --> 00:05:18.000]  我曾經講過
[00:05:18.000 --> 00:05:20.000]  亞希亂是一個很有錢的女人
[00:05:20.000 --> 00:05:22.000]  大衛逃亡的時候娶了她
[00:05:22.000 --> 00:05:24.000]  後來又娶了拿拔的妻子
[00:05:24.000 --> 00:05:26.000]  所以你留意到
[00:05:26.000 --> 00:05:28.000]  應該是王衛的繼承人
[00:05:28.000 --> 00:05:31.000]  但是他暗暗地愛上了自己
[00:05:31.000 --> 00:05:34.000]  同父異母的妹妹
[00:05:34.000 --> 00:05:36.000]  就叫做「他媽」
[00:05:36.000 --> 00:05:38.000]  所以大家很容易記得
[00:05:38.000 --> 00:05:40.000]  我記得她的名字是什麼
[00:05:40.000 --> 00:05:42.000]  她叫暗戀
[00:05:42.000 --> 00:05:44.000]  就是暗戀她自己的妹妹
[00:05:44.000 --> 00:05:48.000]  我們看看《薩姆爾記》第十三章第一節
[00:05:48.000 --> 00:05:50.000]  請二汪唐唐讀出來
[00:05:50.000 --> 00:05:52.000]  大衛的兒子亞沙隆
[00:05:52.000 --> 00:05:54.000]  有一個美貌的妹子
[00:05:54.000 --> 00:05:56.000]  名叫他媽
[00:05:56.000 --> 00:05:58.000]  大衛的兒子暗戀愛他
[00:05:58.000 --> 00:06:00.000]  他媽是亞沙隆的親妹
[00:06:00.000 --> 00:06:02.000]  身為公主
[00:06:02.000 --> 00:06:06.000]  公主一定要好好地受保護
[00:06:06.000 --> 00:06:08.000]  我有個會友
[00:06:08.000 --> 00:06:10.000]  生了三個小孩
[00:06:10.000 --> 00:06:12.000]  最小的女兒被稱為小公主
[00:06:12.000 --> 00:06:14.000]  為什麼呢
[00:06:14.000 --> 00:06:16.000]  因為父母很疼愛她
[00:06:16.000 --> 00:06:18.000]  一定要好好地保護她
[00:06:18.000 --> 00:06:20.000]  她身處深宮
[00:06:20.000 --> 00:06:22.000]  不能夠隨便的個人外出
[00:06:22.000 --> 00:06:24.000]  我想這些在中國的朝廷裡面
[00:06:24.000 --> 00:06:26.000]  那些劇都會見到這些情況
[00:06:26.000 --> 00:06:30.000]  暗戀就很喜歡這個妹妹
[00:06:30.000 --> 00:06:32.000]  因為她長得很漂亮
[00:06:32.000 --> 00:06:36.000]  但是礙於律法和禮法
[00:06:36.000 --> 00:06:38.000]  她不能有什麼行動
[00:06:38.000 --> 00:06:40.000]  認識朋友是很重要的
[00:06:40.000 --> 00:06:42.000]  認識了好朋友
[00:06:42.000 --> 00:06:44.000]  帶給你很多幫助
[00:06:44.000 --> 00:06:46.000]  認識了不好的朋友就大件事了
[00:06:46.000 --> 00:06:48.000]  暗戀有一個朋友
[00:06:48.000 --> 00:06:50.000]  但他是牛鬼蛇神
[00:06:50.000 --> 00:06:56.000]  我們看看《薩姆爾記》第十三章第三節
[00:06:56.000 --> 00:06:58.000]  暗戀有一個朋友
[00:06:58.000 --> 00:07:00.000]  名叫約拿達
[00:07:00.000 --> 00:07:02.000]  是大衛長兄
[00:07:02.000 --> 00:07:04.000]  是米亞的兒子
[00:07:04.000 --> 00:07:06.000]  這約拿達為人極其狡猾
[00:07:06.000 --> 00:07:08.000]  正經指出
[00:07:08.000 --> 00:07:10.000]  這個人非常奸狡
[00:07:10.000 --> 00:07:12.000]  是一個小賊
