
[00:00:00.000 --> 00:00:05.940]  今天和大家繼續講到生命記第十七章
[00:00:05.940 --> 00:00:11.080]  基本上去到生命記這個經文的段落
[00:00:11.080 --> 00:00:16.700]  我想是要再回歸一個最基本步
[00:00:16.700 --> 00:00:20.800]  藉著律法書指出對君王的一些提醒
[00:00:20.800 --> 00:00:25.540]  其實要提醒弟兄姊妹要勤讀聖經
[00:00:25.540 --> 00:00:29.120]  然後將聖經消化吸收
[00:00:29.120 --> 00:00:33.780]  我會形容是進到你的骨和血裏面
[00:00:33.780 --> 00:00:39.060]  然後將你的信仰融入在你的生活裏面
[00:00:39.060 --> 00:00:42.840]  將信仰生活化
[00:00:42.840 --> 00:00:46.340]  我想講到生命記第十七章的時候
[00:00:46.340 --> 00:00:52.320]  都要跟弟兄姊妹看看我們去到哪裏
[00:00:52.320 --> 00:00:56.520]  因為整個生命記都很長
[00:00:56.520 --> 00:00:59.260]  就算是全奴同宮之前都講了很多
[00:00:59.260 --> 00:01:02.700]  我們去到哪裏呢?
[00:01:02.700 --> 00:01:05.300]  一開始有歷史、摘要
[00:01:05.300 --> 00:01:09.240]  講到一些誡明、核心
[00:01:09.240 --> 00:01:12.740]  對付仇敵、試煉的目的、認識自己
[00:01:12.740 --> 00:01:18.700]  然後一堆由十二至二十六章講律例、典章
[00:01:18.700 --> 00:01:20.880]  所以講到第十七章的時候
[00:01:20.880 --> 00:01:24.760]  大概離不開要我們去做些甚麼呢?
[00:01:24.760 --> 00:01:26.160]  就是看回聖經
[00:01:26.160 --> 00:01:28.260]  今天再提醒大家
[00:01:28.260 --> 00:01:33.780]  最基本最簡單就是我們要回到聖經的說話裏面
[00:01:33.780 --> 00:01:36.640]  來作為我們生命的導航
[00:01:36.640 --> 00:01:40.940]  然後下面大家會見到有祝福、宇宙座
[00:01:40.940 --> 00:01:47.740]  講到後面臨尾的一些內容段落
[00:01:47.740 --> 00:01:50.540]  就是講到摩西之歌、摩西怎樣死
[00:01:50.540 --> 00:01:53.980]  所以你們存活於世上的日子在耶和華
[00:01:53.980 --> 00:01:57.340]  你們列祖的神所要賜給你們遺孽的地上
[00:01:57.340 --> 00:02:03.060]  要謹守遵行的律例、典章乃是這些
[00:02:03.060 --> 00:02:08.060]  所以沒有甚麼特別花巧的地方
[00:02:08.060 --> 00:02:13.980]  只在乎大家去踏踏實實地去看回聖經的說話
[00:02:13.980 --> 00:02:18.060]  而特別的是同工安排到經文章節
[00:02:18.060 --> 00:02:19.300]  去到我這裏的時候
[00:02:19.300 --> 00:02:23.820]  就講到有關立王的一些經文提示
[00:02:23.820 --> 00:02:26.660]  而在一些律例、典章裏面
[00:02:26.660 --> 00:02:34.900]  再重疊了他們對立王有關的經文的時候
[00:02:34.900 --> 00:02:40.220]  其實我們要釐清究竟在摩西五經律法
[00:02:40.220 --> 00:02:47.260]  和立君王的經文裏面有甚麼關連呢?
[00:02:47.260 --> 00:02:48.900]  在舊約的律法裏面
[00:02:48.900 --> 00:02:53.380]  對審判官、對祭司、對尼美人
[00:02:53.380 --> 00:02:57.020]  他是很強調他的職責和權柄
[00:02:57.020 --> 00:03:04.060]  並且要求當時的百姓去信服最高司法的判決
[00:03:04.060 --> 00:03:06.780]  即是神的說話
[00:03:06.780 --> 00:03:10.660]  但在新明紀裏面記載到有關君王的律法
[00:03:10.660 --> 00:03:17.180]  主要是限制他們的權力和地位的一些提醒
[00:03:17.180 --> 00:03:25.500]  而在舊約律法裏面亦沒有提及過君王有關的權力
[00:03:25.500 --> 00:03:31.860]  和他在國家政府運作裏面的一些角色
[00:03:31.860 --> 00:03:36.340]  亦沒有要求百姓對君王的絕對信服
[00:03:36.340 --> 00:03:40.300]  好像他們對審判官、祭司、尼美人
[00:03:40.300 --> 00:03:45.940]  在執行上帝律法的時候那種絕對的服從
[00:03:45.940 --> 00:03:47.620]  我們要再問
[00:03:47.620 --> 00:03:51.460]  究竟在聖經裏面的要求和期望
[00:03:51.460 --> 00:03:53.900]  特別是在這段經文裏面
[00:03:53.900 --> 00:03:56.180]  他是想說些甚麼呢?
[00:03:56.180 --> 00:03:57.380]  我們覺得很奇怪
[00:03:57.380 --> 00:03:59.620]  大家當你去看這裏
[00:03:59.620 --> 00:04:03.420]  去提醒君王最重要的職責是甚麼的時候
[00:04:03.420 --> 00:04:07.500]  大家會讀到他要抄聖經
[00:04:07.500 --> 00:04:09.660]  不過抄聖經就不用他自己抄
[00:04:09.660 --> 00:04:14.540]  因為有些文士應該幫他搞定了
[00:04:14.540 --> 00:04:15.980]  他要抄聖經
[00:04:15.980 --> 00:04:18.180]  他要學習神的律法
[00:04:18.180 --> 00:04:20.100]  學習神的說話
[00:04:20.100 --> 00:04:23.300]  大家一看就很明白
[00:04:23.300 --> 00:04:25.460]  為甚麼目的是甚麼呢?
[00:04:25.460 --> 00:04:26.780]  為甚麼要這樣做呢?
[00:04:26.780 --> 00:04:29.540]  就是皇帝不是有很多事情要做嗎?
[00:04:29.540 --> 00:04:33.700]  要治國、要管理好國家大事
[00:04:33.700 --> 00:04:38.820]  原來目的在律法書裏面提到君王的時候
[00:04:38.820 --> 00:04:42.100]  目的是要限制君王的權力
[00:04:42.100 --> 00:04:46.060]  並且強調原來君王的角色最重要
[00:04:46.060 --> 00:04:49.980]  是作為整個以色列文的一個象徵
[00:04:49.980 --> 00:04:51.700]  英文叫figurehead
[00:04:51.700 --> 00:04:55.500]  在當中成為整個的代表
[00:04:55.500 --> 00:04:58.460]  而這個代表是透過他的身上
[00:04:58.460 --> 00:05:00.300]  去看見一個君王
[00:05:00.300 --> 00:05:05.860]  如何對神律法的尊重和服從
[00:05:05.860 --> 00:05:07.020]  但是大家知道
[00:05:07.020 --> 00:05:08.500]  在我看舊約的時候
[00:05:08.500 --> 00:05:10.700]  後來見到以色列的君王
[00:05:10.700 --> 00:05:15.100]  當他漸漸擁有實際的權力的時候
[00:05:15.100 --> 00:05:19.420]  在當中會有很多的誤差出現了
[00:05:19.420 --> 00:05:24.380]  但是在舊約律法書對君王的一些描述裏面
[00:05:24.380 --> 00:05:27.860]  提到他的權力並不是無限的
[00:05:27.860 --> 00:05:31.500]  君王也沒有權力來進行立法
[00:05:31.500 --> 00:05:34.020]  更改律法裏面的內容
[00:05:34.020 --> 00:05:36.740]  但是當君王來破壞律法的時候
[00:05:36.740 --> 00:05:38.700]  或者有行為不檢的時候
[00:05:38.700 --> 00:05:43.140]  才會來指責君王的不是
[00:05:43.140 --> 00:05:45.660]  這個就是簡單說
[00:05:45.660 --> 00:05:48.380]  這個就是聖經律法書裏面
[00:05:48.380 --> 00:05:50.300]  當提到君王的時候
[00:05:50.300 --> 00:05:54.980]  裏面一個很重要的精神和裏面的意義
[00:05:54.980 --> 00:05:59.100]  但是當我們落到當時的處境再看的時候
[00:05:59.100 --> 00:06:01.300]  當時以色列民
[00:06:01.300 --> 00:06:02.620]  究竟他們的期望
[00:06:02.620 --> 00:06:06.060]  他們的所求是想要些什麼呢?
[00:06:06.060 --> 00:06:09.180]  他們的期望大概離不開
[00:06:09.180 --> 00:06:11.860]  他們對君王的一個訴求就是
[00:06:11.860 --> 00:06:16.220]  希望他在國家的治理
[00:06:16.220 --> 00:06:19.940]  在國防方面來有所貢獻
[00:06:19.940 --> 00:06:24.660]  令到他們的以色列國是一天一天的
[00:06:24.660 --> 00:06:28.820]  令到這個民族一天一天的來壯大
[00:06:28.820 --> 00:06:34.220]  我相信我這樣的推斷是合理的
[00:06:34.220 --> 00:06:41.380]  而這個期望是由兩方面來促使而成的
[00:06:41.380 --> 00:06:44.500]  首先是一些的外在因素
[00:06:44.500 --> 00:06:50.260]  我想在下一個的PowerPoint
[00:06:50.260 --> 00:06:52.300]  有外圍因素大家都知道
[00:06:52.300 --> 00:07:00.700]  他們當時的情況是要預備進入英雄之地
[00:07:00.700 --> 00:07:02.260]  就是進入迦南
[00:07:02.260 --> 00:07:05.460]  迦南裏面我上次也說過
[00:07:05.460 --> 00:07:08.020]  不是打開門口流乃於物之地
[00:07:08.020 --> 00:07:11.620]  你進來已經是一個示範單位
[00:07:11.620 --> 00:07:15.820]  裏面有七個很強大的敵人
[00:07:15.820 --> 00:07:20.620]  七個小國可以說是七個族
[00:07:20.620 --> 00:07:23.900]  在當中等他們進來
[00:07:23.900 --> 00:07:27.020]  有赫人
[00:07:27.020 --> 00:07:29.300]  然後甲家撒人
[00:07:29.300 --> 00:07:30.540]  阿摩利人
[00:07:30.540 --> 00:07:31.900]  迦南人
[00:07:31.900 --> 00:07:33.060]  比利西人
[00:07:33.060 --> 00:07:33.900]  希美人
[00:07:33.900 --> 00:07:34.740]  耶布斯人
[00:07:34.740 --> 00:07:39.780]  就是分佈在英雄之地的七個大族
[00:07:39.780 --> 00:07:42.420]  下一頁
[00:07:42.420 --> 00:07:44.460]  聖經如何形容這七個大族
[00:07:44.460 --> 00:07:46.300]  就是耶和華你神領你進入
[00:07:46.300 --> 00:07:47.500]  要得遺孽之地
[00:07:47.500 --> 00:07:50.860]  從你面前說出許多國民就是赫人
[00:07:50.860 --> 00:07:52.100]  甲家撒人
[00:07:52.100 --> 00:07:52.820]  阿摩利人
[00:07:52.820 --> 00:07:53.500]  迦南人
[00:07:53.500 --> 00:07:54.220]  比利西人
[00:07:54.220 --> 00:07:54.740]  希美人
[00:07:54.740 --> 00:07:55.700]  耶布斯人
[00:07:55.700 --> 00:07:58.700]  總共七國的民都比你強大
[00:07:58.700 --> 00:08:01.780]  所以大家如果記得我上次說的
[00:08:01.780 --> 00:08:02.820]  翹起手
[00:08:02.820 --> 00:08:03.940]  你進來
[00:08:03.940 --> 00:08:05.260]  你夠膽你再進來
[00:08:05.260 --> 00:08:06.340]  我等著你
[00:08:06.340 --> 00:08:08.140]  而當時我相信
[00:08:08.140 --> 00:08:13.620]  以色列民要一個很強大的領袖和國力
[00:08:13.620 --> 00:08:15.780]  是合情合理的
[00:08:15.780 --> 00:08:21.940]  不然你如何去處理迦南裏面的七族人
[00:08:21.940 --> 00:08:23.460]  那麼
[00:08:23.460 --> 00:08:25.620]  之後在第二個因素
[00:08:25.620 --> 00:08:30.020]  我相信也是促成了他們這一方面的期望
[00:08:30.020 --> 00:08:32.420]  或者是這個訴求
[00:08:32.420 --> 00:08:33.300]  就是如果大家
