
[00:00:00.000 --> 00:00:05.000]  (主席)今天和大家思想出《埃及記》二十章一至六節
[00:00:05.000 --> 00:00:08.000]  這本書有四十章
[00:00:08.000 --> 00:00:11.000]  簡單來分一至十八章是第一部分
[00:00:11.000 --> 00:00:15.700]  是記載神帶領子民離開遺牢的埃及
[00:00:15.700 --> 00:00:20.100]  十九至四十章可以說是第二部分
[00:00:20.100 --> 00:00:23.000]  是講到神和祂子民納約
[00:00:23.000 --> 00:00:26.000]  使以色列民成為新的群體
[00:00:26.000 --> 00:00:29.000]  和上帝一個密不可分的關係
[00:00:30.400 --> 00:00:33.800]  現在十九章尾段開始
[00:00:33.800 --> 00:00:37.600]  神以一個莊嚴可畏的顯現
[00:00:37.600 --> 00:00:39.600]  去頒佈十誡
[00:00:39.600 --> 00:00:42.600]  反映十誡不是可有可無
[00:00:42.600 --> 00:00:45.000]  可以說是非常重要
[00:00:45.000 --> 00:00:47.000]  以照《生命紀》第五章
[00:00:47.000 --> 00:00:50.800]  摩西再次向當代的百姓重申十誡
[00:00:50.800 --> 00:00:54.600]  講到十誡大家都聽過,有電影
[00:00:54.600 --> 00:00:56.400]  十誡可能大家會覺得
[00:00:56.400 --> 00:01:01.200]  十條誡命,這麼多誡命,很負面,很多要求
[00:01:01.200 --> 00:01:03.600]  就好像我們今天一聽到醫生說
[00:01:03.600 --> 00:01:05.800]  你要戒糖,戒鹽,戒肥
[00:01:05.800 --> 00:01:07.200]  你就很不喜歡看醫生
[00:01:07.200 --> 00:01:11.400]  但其實十誡不是
[00:01:11.400 --> 00:01:14.800]  一些所謂的誡命或律法,很多要求
[00:01:14.800 --> 00:01:16.800]  如果有要求一定有刑罰
[00:01:16.800 --> 00:01:18.200]  要講清楚
[00:01:18.200 --> 00:01:22.000]  你不做這件事會得到什麼結果
[00:01:22.000 --> 00:01:23.800]  這就是叫做律法
[00:01:24.400 --> 00:01:27.000]  但你發覺十誡不是律法
[00:01:27.000 --> 00:01:28.800]  十誡講得清楚一點
[00:01:28.800 --> 00:01:32.400]  就是神親自對他的子民
[00:01:32.400 --> 00:01:36.400]  十句說話,十句心聲
[00:01:36.400 --> 00:01:38.800]  帶出他對子民的要求
[00:01:38.800 --> 00:01:42.400]  是神跟他子民的納約
[00:01:42.400 --> 00:01:49.200]  可以說是神對他子民一個測試標準
[00:01:49.200 --> 00:01:52.400]  百姓你遵守,你就達標
[00:01:52.400 --> 00:01:54.000]  你不遵守
[00:01:54.400 --> 00:01:58.200]  你就是一個毀約,不愛神的群體
[00:01:58.200 --> 00:02:01.000]  可以說十誡成為
[00:02:01.000 --> 00:02:03.200]  未來二十一章至二十三章
[00:02:03.200 --> 00:02:06.600]  二十三章一個很重要的基礎和指引
[00:02:06.600 --> 00:02:10.800]  甚至成為日後摩西律法一個很重要的基礎和原則
[00:02:10.800 --> 00:02:16.800]  十誡是為了神跟以色列民的關係
[00:02:16.800 --> 00:02:19.600]  提供了一個方向和指引
[00:02:19.600 --> 00:02:24.200]  特別以色列民處身一個多神的環境
[00:02:24.400 --> 00:02:28.000]  無論埃及或將會去到的迦林地
[00:02:28.000 --> 00:02:29.800]  是一個很複雜的環境
[00:02:29.800 --> 00:02:33.000]  是一個多神多偶像的地方
[00:02:33.000 --> 00:02:36.400]  所以遵守十誡不是為了積功德
[00:02:36.400 --> 00:02:40.000]  而是要保持和上帝獨一的關係
[00:02:40.000 --> 00:02:43.000]  上帝告訴百姓
[00:02:43.000 --> 00:02:44.800]  你們是蒙恩的一群
[00:02:44.800 --> 00:02:47.400]  你們透過十誡的指引
[00:02:47.400 --> 00:02:50.000]  去保持我和你們的關係
[00:02:50.000 --> 00:02:54.200]  十誡是否只是以色列民呢?
[00:02:54.400 --> 00:02:55.400]  你們出埃及
[00:02:55.400 --> 00:02:57.200]  神的指引給你們
[00:02:57.200 --> 00:02:59.800]  與我們今天二十一世紀的基督徒有甚麼關係呢?
[00:02:59.800 --> 00:03:02.400]  甚至有些人覺得十誡和我們沒有關係
[00:03:02.400 --> 00:03:03.600]  我們是新約時代
[00:03:03.600 --> 00:03:05.400]  我們在耶穌基督裏面有自由
[00:03:05.400 --> 00:03:06.600]  有恩典
[00:03:06.600 --> 00:03:07.800]  不需要理會十誡
[00:03:07.800 --> 00:03:09.000]  是否這樣呢?
[00:03:09.000 --> 00:03:11.400]  正如十誡的精神
[00:03:11.400 --> 00:03:14.400]  十誡是上帝十句的心聲
[00:03:14.400 --> 00:03:18.600]  是和他一群很親密的子民的一個心聲
[00:03:18.600 --> 00:03:22.000]  某程度來說我們在基督裏面
[00:03:22.800 --> 00:03:24.400]  我們已經成為神的子民
[00:03:24.400 --> 00:03:26.800]  我們和祂有一個同樣
[00:03:26.800 --> 00:03:29.600]  一個專一獨有的關係
[00:03:29.600 --> 00:03:31.400]  是不信耶穌是沒有的
[00:03:31.400 --> 00:03:35.600]  我們和上帝是有父子的關係
[00:03:35.600 --> 00:03:38.200]  是很親密的
[00:03:38.200 --> 00:03:42.600]  可以說十誡是提供了我們和神
[00:03:42.600 --> 00:03:44.000]  和人
[00:03:44.000 --> 00:03:46.800]  包括和自己的一個關係的提醒
[00:03:46.800 --> 00:03:51.200]  可以說是我們基督徒信仰的一個根基
[00:03:52.200 --> 00:03:53.800]  所以我們都要留意
[00:03:53.800 --> 00:03:56.400]  另一天子主許可
[00:03:56.400 --> 00:03:59.000]  我會和大家一起思想十誡
[00:03:59.000 --> 00:04:03.000]  今早先和大家一起思想頭兩誡
[00:04:03.000 --> 00:04:05.600]  我們一起讀一至六節好嗎?
[00:04:05.600 --> 00:04:08.400]  我們跟著螢幕一起重讀一至六節
[00:04:08.400 --> 00:04:09.200]  預備起
[00:04:09.200 --> 00:04:12.600]  夫者一切的話說
[00:04:12.600 --> 00:04:15.000]  我是耶和華你的神
[00:04:15.000 --> 00:04:19.200]  曾將你從埃及地圍爐之家領出來
[00:04:19.200 --> 00:04:21.000]  除了我以外
[00:04:21.200 --> 00:04:22.800]  你不可有別的神
[00:04:22.800 --> 00:04:26.000]  不可為自己雕刻偶像
[00:04:26.000 --> 00:04:28.400]  也不可做什麼形象
[00:04:28.400 --> 00:04:33.200]  彷彿上天下地和地底下水中的白麥
[00:04:33.200 --> 00:04:35.800]  不可跪拜那些像
[00:04:35.800 --> 00:04:37.800]  也不可侍奉他們
[00:04:37.800 --> 00:04:42.000]  因為我耶和華你的神是忌邪的神
[00:04:42.000 --> 00:04:45.200]  恨我的我必懲罰他們的罪
[00:04:45.200 --> 00:04:48.600]  自父及子直到三四代
[00:04:49.000 --> 00:04:51.200]  愛我守我誡命的
[00:04:51.200 --> 00:04:55.600]  我必向他們施懲害直到千代
[00:04:55.600 --> 00:04:59.200]  頭兩節可以說是整個十誡
[00:04:59.200 --> 00:05:02.000]  因為十誡是第三節才開始的
[00:05:02.000 --> 00:05:05.400]  頭兩節其實是十誡的一個引言
[00:05:05.400 --> 00:05:07.600]  說出神的本性
[00:05:07.600 --> 00:05:11.600]  和祂對子民所曾經做過恩典的作為
[00:05:11.600 --> 00:05:14.000]  帶領他們離開埃及
[00:05:14.000 --> 00:05:16.800]  以至十誡的頒佈
[00:05:17.600 --> 00:05:20.000]  是一個必須有的權
[00:05:20.000 --> 00:05:23.000]  擁有權柄必須有的吩咐
[00:05:23.000 --> 00:05:27.600]  其實神有什麼重要說話要說呢?
[00:05:27.600 --> 00:05:31.800]  神很希望首先告訴你
[00:05:31.800 --> 00:05:34.400]  祂和百姓和祂的子民
[00:05:34.400 --> 00:05:36.000]  有著一個獨一
[00:05:36.000 --> 00:05:38.600]  獨有專一的關係
[00:05:38.600 --> 00:05:40.800]  是其他民族沒有的
[00:05:40.800 --> 00:05:45.000]  只有以色列民和神有這份關係
[00:05:45.600 --> 00:05:48.400]  我們再讀一次,二至三節,好嗎?
[00:05:48.400 --> 00:05:49.400]  預備起
[00:05:49.400 --> 00:05:52.800]  「我是耶和華,你的神
[00:05:52.800 --> 00:05:56.800]  曾將你從埃及地維勞之家領出來
[00:05:56.800 --> 00:06:00.400]  除了我以外,你不可有別的神」
[00:06:00.400 --> 00:06:05.200]  我想讀呂鎮忠譯本有一個翻譯
[00:06:05.200 --> 00:06:11.000]  「我永恆主乃是你的上帝
[00:06:11.400 --> 00:06:15.800]  曾把你從埃及地從維勞之家領出來」
[00:06:15.800 --> 00:06:19.800]  他將耶和華形容為一個永恆的主
[00:06:19.800 --> 00:06:20.800]  是對的
[00:06:20.800 --> 00:06:22.800]  其實耶和華是什麼意思呢?
[00:06:22.800 --> 00:06:26.800]  耶和華就是以色列人所知道的那位瓦威
[00:06:26.800 --> 00:06:29.000]  就是自有永有的那位
[00:06:29.000 --> 00:06:31.200]  祂是以色列民的主宰
[00:06:31.200 --> 00:06:34.800]  祂是那位與百姓納約的神
[00:06:34.800 --> 00:06:36.800]  不僅如此
[00:06:37.400 --> 00:06:41.600]  耶和華上帝與子民有著很親密的關係
[00:06:41.600 --> 00:06:45.400]  既有分別,但同時又很親密
[00:06:45.400 --> 00:06:48.600]  就像我們與父親有尊卑之分
[00:06:48.600 --> 00:06:52.200]  但同時我們可以站在父親的肩膀上
[00:06:52.200 --> 00:06:55.000]  坐在他的膝蓋上,如此親密
[00:06:55.000 --> 00:06:56.800]  我們與上帝就是如此
[00:06:56.800 --> 00:06:58.800]  正如約伯說
[00:06:58.800 --> 00:07:00.600]  「在我壯年的時候
[00:07:00.600 --> 00:07:04.800]  神親密的情誼臨到我的帳篷中」
[00:07:05.200 --> 00:07:09.200]  兄弟姐妹,這是不是你對上帝已經有的認識呢?
[00:07:09.200 --> 00:07:13.600]  祂是那位創造的主,永恆的主,自有永有的
[00:07:13.600 --> 00:07:16.600]  我們與祂有很大的分別
[00:07:16.600 --> 00:07:20.000]  但同時祂亦與我們很親密
[00:07:20.000 --> 00:07:22.400]  祂是與我們納約的那位神
[00:07:22.400 --> 00:07:25.800]  祂說是你的神,很有意思
[00:07:25.800 --> 00:07:29.400]  神說不是那個民族的神
[00:07:29.400 --> 00:07:30.800]  不是那個群體的神
[00:07:30.800 --> 00:07:32.200]  是你的神
[00:07:32.800 --> 00:07:35.600]  竟如此,聖經第二節說
[00:07:35.600 --> 00:07:40.800]  「除我以外,你再沒有別神」
[00:07:40.800 --> 00:07:42.400]  第三節說
[00:07:42.400 --> 00:07:45.200]  「除我以外,你再沒有別神」
[00:07:45.200 --> 00:07:46.600]  甚麼是「除我以外」呢?
[00:07:46.600 --> 00:07:48.000]  其實正確意思是
[00:07:48.000 --> 00:07:51.600]  在我的面前,你不可有其他神
[00:07:51.600 --> 00:07:59.000]  當你看看前面,為甚麼除我以外就沒有別神呢?
[00:07:59.400 --> 00:08:04.200]  因為我們與上帝有獨一的關係
[00:08:04.200 --> 00:08:07.600]  在我的面前,你沒有其他神
[00:08:07.600 --> 00:08:12.800]  意思是有神的臨在,不可有其他偶像的存在
[00:08:12.800 --> 00:08:17.000]  因為以色列所處身的多神
[00:08:17.000 --> 00:08:21.800]  甚至有一個大神,底下有很多不同的神
[00:08:21.800 --> 00:08:23.400]  分管不同的範疇
[00:08:23.400 --> 00:08:25.600]  跟我們中國的傳統神官一樣
[00:08:26.800 --> 00:08:29.400]  一個負責火,一個負責水
[00:08:29.400 --> 00:08:32.400]  一個負責財,一個負責壽
[00:08:32.400 --> 00:08:33.800]  有很多神明
[00:08:33.800 --> 00:08:36.800]  甚至在當時的神官當中
