
[00:00:00.000 --> 00:00:02.580]  我們啟示錄第一講
[00:00:02.580 --> 00:00:05.960]  焦點就是集中在耶穌基督的身上
[00:00:05.960 --> 00:00:08.880]  是耶穌基督的啟示
[00:00:08.880 --> 00:00:11.240]  今天第二講
[00:00:11.240 --> 00:00:13.500]  焦點是放在
[00:00:13.500 --> 00:00:16.100]  耶穌基督的訓示
[00:00:16.100 --> 00:00:18.080]  就是祂對祂的教會
[00:00:18.080 --> 00:00:19.900]  所講的說話
[00:00:19.900 --> 00:00:24.200]  當主日我被聖靈感動
[00:00:24.200 --> 00:00:28.640]  聽見在我後面有大聲音如吹號說
[00:00:29.140 --> 00:00:30.940]  你所看見的
[00:00:30.940 --> 00:00:33.420]  當寫在書上
[00:00:33.420 --> 00:00:35.440]  達與以弗所
[00:00:35.440 --> 00:00:37.220]  是美那別加摩
[00:00:37.220 --> 00:00:38.660]  推也推拉
[00:00:38.660 --> 00:00:40.940]  撒狄飛拉鐵飛
[00:00:40.940 --> 00:00:42.440]  魯底加
[00:00:42.440 --> 00:00:44.060]  七個教會
[00:00:44.060 --> 00:00:45.140]  大家都知道
[00:00:45.140 --> 00:00:46.540]  這七個教會
[00:00:46.540 --> 00:00:51.620]  就是在土耳其西部境內的那一帶
[00:00:51.620 --> 00:00:54.020]  七封信
[00:00:54.020 --> 00:00:58.060]  在啟示錄第二章第三章記載了
[00:00:58.620 --> 00:01:02.340]  今天我們的心智很大
[00:01:02.340 --> 00:01:03.980]  我們一口氣
[00:01:03.980 --> 00:01:05.700]  將七封信
[00:01:05.700 --> 00:01:07.020]  講完它
[00:01:07.020 --> 00:01:08.180]  行不行
[00:01:08.180 --> 00:01:10.260]  如果你能夠看到聖經
[00:01:10.260 --> 00:01:11.660]  你都可以跟著
[00:01:11.660 --> 00:01:14.900]  第二第三章的經文一路來聽
[00:01:14.900 --> 00:01:17.300]  第一個我要
[00:01:17.300 --> 00:01:19.460]  跟大家思想的
[00:01:19.460 --> 00:01:21.300]  是最重要的
[00:01:21.300 --> 00:01:22.820]  也是我們講題
[00:01:22.820 --> 00:01:24.500]  凡有以的
[00:01:24.500 --> 00:01:26.300]  那你懂得反駁下去了
[00:01:27.620 --> 00:01:29.020]  凡有以的
[00:01:29.020 --> 00:01:33.620]  這裡有七次出現這句話
