
[00:00:00.000 --> 00:00:04.280]  神所欣喜的詩詩爲一切的百姓征戰。
[00:00:04.280 --> 00:00:09.000]  在過去的日子裏面只看到了一個圖畫,就是有男的詩詩。
[00:00:09.000 --> 00:00:16.280]  在第四章的裏面看到一個女的詩詩,也是一個女的先知。
[00:00:16.280 --> 00:00:19.000]  那爲什麼神要特別的記載這個女性?
[00:00:19.000 --> 00:00:23.880]  後來在四章十八節有記載另外一個女性叫做雅依。
[00:00:23.880 --> 00:00:26.640]  當時給我們聯想了一個圖畫,
[00:00:26.640 --> 00:00:36.760]  那圖畫就是弟兄爲什麼不在這個征戰當中成爲主要的人物?
[00:00:36.760 --> 00:00:41.160]  想象一下,當上帝的榮耀要在地上彰顯的時候,
[00:00:41.160 --> 00:00:49.760]  弟兄們只站在第二線接受這一個的家長,這一個的免疫。
[00:00:49.760 --> 00:00:52.440]  你想上帝會高興嗎?
[00:00:52.440 --> 00:00:54.680]  你的答案是什麼?
[00:00:54.680 --> 00:01:01.520]  很難回答,給大家一個簡單的一個比喻。
[00:01:01.520 --> 00:01:05.640]  大家曉得中國的非人叫劉翔嗎?
[00:01:05.640 --> 00:01:13.640]  劉翔有一次在富商在出去,應該是在法國,
[00:01:13.640 --> 00:01:20.840]  跟着一個非洲版國的一個的冠軍一起在競賽。
[00:01:20.840 --> 00:01:24.480]  到最後的時候,讓大家有興趣看一下,
[00:01:24.480 --> 00:01:28.640]  在當中同時候走過這個終點,
[00:01:28.640 --> 00:01:35.960]  只差了當中的大概是幾百分之一秒。
[00:01:35.960 --> 00:01:43.640]  那麼他征戰的結束以後,記者訪問他的時候,他的心情如何?
[00:01:43.640 --> 00:01:46.920]  若是比我來說,我就覺得我已經很滿足了,
[00:01:46.920 --> 00:01:50.080]  亞軍還好了,OK,還有冠軍,差一點,
[00:01:50.080 --> 00:01:54.320]  但是對他來說,他沒有辦法接受。
[00:01:54.320 --> 00:01:59.080]  因爲他受傷服處理以後,希望是爲中國人爭氣,
[00:01:59.080 --> 00:02:02.360]  所以希望排的是排到冠軍,
[00:02:02.360 --> 00:02:12.320]  站在這個領獎的掌材當中是播送這個國家的格鍋,
[00:02:12.320 --> 00:02:15.840]  要不是非洲某一個國家的格鍋。
[00:02:15.840 --> 00:02:21.160]  大家曉得在中國裏面還有另外一個女運動員叫做李娜嗎?
[00:02:21.160 --> 00:02:22.920]  李娜,知道嗎?
[00:02:22.920 --> 00:02:32.320]  李娜有一次只是沒有拿到冠軍,拿到亞軍,
[00:02:32.320 --> 00:02:39.240]  然後在賽後衛視在訪問她的時候,問她的感覺怎麼樣?
[00:02:39.240 --> 00:02:48.600]  她連哭了五分鐘,她拿第二名已經很好了,沒有拿到。
[00:02:48.600 --> 00:02:53.400]  一開頭的時候就開始檢討自己的時候就一直在哭。
[00:02:53.400 --> 00:02:56.320]  原來爲什麼?原來她有一個原因的,原因就是說,
[00:02:56.320 --> 00:03:02.680]  我希望拿這個冠軍作爲我以後結婚送給我的男朋友的禮物。
[00:03:02.680 --> 00:03:10.200]  原來她就想得很周詳,就把最好的禮物送給她的男朋友。
[00:03:10.200 --> 00:03:15.680]  今天同時間神在地上常常做很大的工作,
[00:03:15.680 --> 00:03:22.400]  是讓我們這些信主的兒女們能夠清楚明白祂的心意。
[00:03:22.400 --> 00:03:30.040]  在神彰顯榮耀的時候,只是女性站在第一位,得着這個賞賜,
[00:03:30.040 --> 00:03:37.200]  男的卻站在邊邊,很沒有意思的來說,
[00:03:37.200 --> 00:03:45.520]  若是得到了可以,但是不需要冠軍,你覺得上帝的心情如何?
[00:03:45.520 --> 00:03:51.600]  在世事紀律裏面,前輩的世章給我們一種的悲傷。
[00:03:51.600 --> 00:03:54.360]  我上期大概有跟大家講過,
[00:03:54.360 --> 00:03:56.640]  就是在世事的時代,
[00:03:56.640 --> 00:04:02.080]  這些十二個資派當中有九個半資派進到這個應許之地,
[00:04:02.080 --> 00:04:08.280]  他們有爭取這個應許之地,卻沒有得勝。
[00:04:08.280 --> 00:04:14.920]  意思就是說,他們給神當中的一個最好的禮物就是,
[00:04:14.920 --> 00:04:20.200]  神已經把這個門爲他們打開,但是他們沒有得勝。
[00:04:20.200 --> 00:04:25.360]  仇敵沒有從這個渣男帝當中被趕去,
[00:04:25.360 --> 00:04:30.480]  他們只是零落地找到一些成功的例子。
[00:04:30.480 --> 00:04:31.800]  這個是一個悲哀。
[00:04:31.800 --> 00:04:36.960]  基督徒的生命自從耶穌在你的面前得勝以後,
[00:04:36.960 --> 00:04:43.360]  應該就是在你的生命當中,每一個環節都應該得勝。
[00:04:43.360 --> 00:04:49.960]  很可惜的,我們基督徒有些時候我們經歷的事情就是,
[00:04:49.960 --> 00:04:56.000]  有大部分的我們生活的經歷都要允許神的恩典來改變。
[00:04:56.000 --> 00:04:59.440]  我們甚至有些時候願意放下了職業,
[00:04:59.440 --> 00:05:03.280]  放下了我們的安詳的生活,我們願意爲主而活,
[00:05:03.280 --> 00:05:10.120]  但是我們不是傳輸的讓神在我們的生命當中當主權。
[00:05:10.120 --> 00:05:16.600]  這個在過去的世代到21世紀裏面,我們仍然看見這個情況。
[00:05:16.600 --> 00:05:18.280]  你覺得悲哀嗎?
[00:05:18.280 --> 00:05:23.360]  主耶穌能夠把死亡都得勝。
[00:05:23.360 --> 00:05:28.120]  羅馬書第八章裏面講到神的愛沒有一個勢力詮釋,
[00:05:28.120 --> 00:05:32.640]  能夠讓我們失去了神那一種不離不捨的愛,
[00:05:32.640 --> 00:05:38.400]  但是竟然在我們的生活當中沒有完全得到傳染的這種得勝。
[00:05:38.400 --> 00:05:41.040]  我覺得是一種悲哀。
[00:05:41.040 --> 00:05:45.880]  另外一種悲哀記載在十世紀的第二章第十節,
[00:05:45.880 --> 00:05:50.160]  上一代的鼠靈的穎獸一個一個的退場,
[00:05:50.160 --> 00:05:54.360]  這些都是拿金牌退場的,
[00:05:54.360 --> 00:05:57.480]  不是因爲他們不願意征戰。
[00:05:57.480 --> 00:06:02.720]  耶穌亞接受過摩西的吩咐在戰場的當中征戰,
[00:06:02.720 --> 00:06:06.720]  帶着信心贏過了這些耶利哥城,
[00:06:06.720 --> 00:06:12.560]  到最後的時候他仍然站立在神面前以信心爲主而活,
[00:06:12.560 --> 00:06:17.320]  跟他同去探扎蘭美地的探子扎勒。
[00:06:17.320 --> 00:06:23.600]  也是一樣,到八十五歲的時候仍然願意領這個上傳之地,
[00:06:23.600 --> 00:06:27.360]  甚至叫他的周邊的弟兄們,
[00:06:27.360 --> 00:06:31.680]  若是你在當中得勝,我就把我的女兒都嫁給你,都給你。
[00:06:31.680 --> 00:06:35.600]  你看看這兩個信心偉人在那個年代的當中,
[00:06:35.600 --> 00:06:39.400]  成爲多少人的這種的影響,
[00:06:39.400 --> 00:06:42.600]  成爲多少人當中的幫助。
[00:06:42.600 --> 00:06:44.640]  但是很可惜了,
[00:06:44.640 --> 00:06:52.600]  我們看到聖經記載這兩個的鼠靈的領袖離開了這個征戰的場所,
[00:06:52.600 --> 00:06:56.480]  在神的國度當中得着冠冕以後,
[00:06:56.480 --> 00:07:06.080]  在往下去的一個世代,卻沒有一個人能夠在當中以信心站立起來。
[00:07:06.080 --> 00:07:08.440]  你覺得可悲嗎?
[00:07:08.440 --> 00:07:11.400]  聖經的記載裏面非常的清楚,
[00:07:11.400 --> 00:07:17.280]  到這兩個領袖離開,這些的長老離開了以後,
[00:07:17.280 --> 00:07:20.840]  這些人清醒來不知道耶華,
[00:07:20.840 --> 00:07:24.440]  也不知道耶華爲以色列所行的事,
[00:07:24.440 --> 00:07:27.080]  你覺得可悲嗎?
[00:07:27.080 --> 00:07:29.280]  第三個可悲是什麼?
[00:07:29.280 --> 00:07:32.640]  就是人在這個邪惡的當中,
[00:07:32.640 --> 00:07:38.760]  週而復始地出現在同一個人類的舞臺的當中。
[00:07:38.760 --> 00:07:40.960]  若是大家要看世襲記就發覺到,
[00:07:40.960 --> 00:07:43.400]  世襲記當中走來走去是一個週期,
[00:07:43.400 --> 00:07:44.520]  一個週期是什麼?
[00:07:44.520 --> 00:07:48.920]  這些人不認識神,不敬畏神,又行耶華眼中看我惡的事,
[00:07:48.920 --> 00:07:53.920]  然後在當中神就把他們放在這個仇敵的手中,
[00:07:53.920 --> 00:07:56.400]  然後到他們要復仇神的時候,
[00:07:56.400 --> 00:08:01.800]  神又回頭來就把他心繫四師來幫助他們。
[00:08:01.800 --> 00:08:03.600]  好了,走過這個週期以後怎麼樣?
[00:08:03.600 --> 00:08:07.320]  你覺得這些人應該會學到很好的教訓,
[00:08:07.320 --> 00:08:11.040]  他屬於生命應該有一個很好的改變嗎?
[00:08:11.040 --> 00:08:12.120]  不是,
[00:08:12.120 --> 00:08:15.640]  發覺到人類的舞臺的歷史當中,
[00:08:15.640 --> 00:08:20.600]  人類好像從來沒有從第一個功課當中學會,
[00:08:20.600 --> 00:08:23.440]  走來走去同一個的現實,
[00:08:23.440 --> 00:08:25.560]  在座當中可能沒有一些人,
[00:08:25.560 --> 00:08:27.840]  曾經家裏面有一些人在賭博的,
[00:08:27.840 --> 00:08:30.320]  我就曾經輔導過一些人,
[00:08:30.320 --> 00:08:34.560]  賭博的人他的生活當中就是一個循環性的,
[00:08:34.560 --> 00:08:37.040]  你說神沒有感動他,神有感動他,
[00:08:37.040 --> 00:08:38.840]  你說我有悔改,我有悔改,
[00:08:38.840 --> 00:08:41.480]  但是過了另外一天,
[00:08:41.480 --> 00:08:42.560]  我不要講什麼地方,
[00:08:42.560 --> 00:08:46.680]  在斯多克里面就有一個華人開設的賭場,
[00:08:46.680 --> 00:08:50.040]  我沒有去過人家告訴我,
[00:08:50.040 --> 00:08:53.240]  你知道多少人在那當中說,
[00:08:53.240 --> 00:08:54.760]  我下一次不去了,
[00:08:54.760 --> 00:08:56.000]  結果我下一次又進去,
[00:08:56.000 --> 00:08:56.920]  下一次又進去,
[00:08:56.920 --> 00:08:58.080]  下一次又進去,
[00:08:58.080 --> 00:09:03.000]  人類的舞臺當中好像顯然出來的同一個情況是什麼?
[00:09:03.000 --> 00:09:05.800]  就是人從來沒有學會過第一個功課,
[00:09:05.800 --> 00:09:07.040]  這個功課就是說,
[00:09:07.040 --> 00:09:08.360]  神要你得勝了,
[00:09:08.360 --> 00:09:10.680]  從今以後你不再犯罪,
[00:09:10.680 --> 00:09:13.000]  從今以後靠着聖靈得勝,
[00:09:13.000 --> 00:09:15.600]  從今以後順服在神的旨意當中,
[00:09:15.600 --> 00:09:18.000]  從今以後不要拜金牛,
[00:09:18.000 --> 00:09:21.800]  從今以後不要拜物質、偶像跟詮釋,
[00:09:21.800 --> 00:09:24.120]  但是人走來走去,
[00:09:24.120 --> 00:09:28.560]  沒有辦法走出來,
[00:09:28.560 --> 00:09:31.320]  你知道走這個道路當中,
[00:09:31.320 --> 00:09:35.160]  給我們看見了兩個神對我們的這一種的回應,
[00:09:35.160 --> 00:09:39.960]  第一個回應是神很誠實不變的對我們,
[00:09:39.960 --> 00:09:46.720]  那一種每天每天走回去離坑的,
[00:09:46.720 --> 00:09:53.240]  這個道路當中的人來。
[00:09:53.240 --> 00:09:57.720]  我前兩個禮拜有機會去開會,
[00:09:57.720 --> 00:10:00.960]  我今天也是因爲開會所以晚來,
[00:10:00.960 --> 00:10:03.720]  那當中有一個姊妹五年前,
[00:10:03.720 --> 00:10:05.800]  我剛來教會的時候,
[00:10:05.800 --> 00:10:14.160]  她就來我的辦公室跟我說教會的事情,
[00:10:14.160 --> 00:10:15.080]  那我都忘記了,
[00:10:15.080 --> 00:10:18.320]  因爲每次開會很多人來來往往,
[00:10:18.320 --> 00:10:24.760]  前兩個禮拜她又來我的辦公室,
[00:10:24.760 --> 00:10:27.480]  那談完了以後她就跟我講了一句話,
[00:10:27.480 --> 00:10:31.760]  我覺得對我來說是很大的鼓勵,
[00:10:31.760 --> 00:10:35.400]  她說牧師你記得你第一次跟我在這個,
[00:10:35.400 --> 00:10:36.840]  那個時候我的辦公室還在,
[00:10:36.840 --> 00:10:39.200]  不是在那邊是舊友的辦公室,
[00:10:39.200 --> 00:10:43.920]  她說你知道你當天你開始跟我談到,
[00:10:43.920 --> 00:10:46.120]  這個教會服侍事情的時候你做了些什麼,
[00:10:46.120 --> 00:10:49.800]  我說我統統忘記,
