
[00:00:00.000 --> 00:00:04.000]  好,弟兄姊妹平安,我們再一次低頭祈禱
[00:00:04.000 --> 00:00:08.000]  天父我們多謝你給我們看到昔日
[00:00:08.000 --> 00:00:14.000]  菲律賓教會和保羅之間他們那種在主裏面彼此配搭
[00:00:14.000 --> 00:00:20.000]  彼此是互相來到去在走天路上面互相扶持
[00:00:20.000 --> 00:00:26.000]  亦都是互相來到成為對方的鼓勵和力量的一種好美好的關係
[00:00:26.000 --> 00:00:28.000]  今天我們在福音的侍功上面
[00:00:28.000 --> 00:00:30.000]  教會我們每一個的弟兄姊妹
[00:00:30.000 --> 00:00:34.000]  我們都是學習在這種關係當中彼此配搭的時候
[00:00:34.000 --> 00:00:38.000]  願神亦都在我們中間大大地得著我們
[00:00:38.000 --> 00:00:41.000]  好似保羅說上上我們可以大大地喜樂
[00:00:41.000 --> 00:00:44.000]  亦都在主裏面使神得到榮耀
[00:00:44.000 --> 00:00:46.000]  我們這樣禱告鳳仁書幾多個名祈求
[00:00:46.000 --> 00:00:48.000]  是,阿門
[00:00:48.000 --> 00:00:54.000]  好,今天就到菲律賓書第四章第十至到第二十二字
[00:00:54.000 --> 00:00:56.000]  剛才讀的時候你就知道
[00:00:56.000 --> 00:00:59.000]  其實就是菲律賓書最後的一段
[00:00:59.000 --> 00:01:03.000]  都是一個菲律賓書的一個很好的結束
[00:01:03.000 --> 00:01:05.000]  在這個結束的時候
[00:01:05.000 --> 00:01:08.000]  一開始的時候保羅就
[00:01:08.000 --> 00:01:12.000]  他首先他提到他和菲律賓人的關係
[00:01:12.000 --> 00:01:14.000]  他說我靠主大大地喜樂
[00:01:14.000 --> 00:01:16.000]  因為你們思念我的心如今又發生了
[00:01:16.000 --> 00:01:18.000]  你們鄉內就思念我
[00:01:18.000 --> 00:01:20.000]  只是沒得機會
[00:01:20.000 --> 00:01:23.000]  接著在第十五和十六節他都說
[00:01:23.000 --> 00:01:26.000]  菲律賓人,你們也知道我初傳福音
[00:01:26.000 --> 00:01:28.000]  尼尼瑪奇頓的時候
[00:01:28.000 --> 00:01:30.000]  順道受受的事
[00:01:30.000 --> 00:01:32.000]  除了你們以外
[00:01:32.000 --> 00:01:34.000]  並沒有別的教會供給我
[00:01:34.000 --> 00:01:36.000]  就是在帖撒羅尼加
[00:01:36.000 --> 00:01:38.000]  你們也是一次兩次打發人
[00:01:38.000 --> 00:01:40.000]  供給我的需用
[00:01:40.000 --> 00:01:42.000]  這裏當然你可以看到
[00:01:42.000 --> 00:01:44.000]  是一個實際上面的情況
[00:01:44.000 --> 00:01:47.000]  就是保羅作為一個傳道人
[00:01:47.000 --> 00:01:50.000]  實在他都有很多生活上面的需要
[00:01:50.000 --> 00:01:53.000]  特別是他當時來説是坐監
[00:01:53.000 --> 00:01:55.000]  在當時來説坐監就不同現在坐監
[00:01:55.000 --> 00:01:58.000]  現在坐監就不理你有沒有錢
[00:01:58.000 --> 00:02:00.000]  有沒有人供給的
[00:02:00.000 --> 00:02:02.000]  其實基本上你都有飯吃
[00:02:02.000 --> 00:02:04.000]  不會餓到你
[00:02:04.000 --> 00:02:06.000]  甚至乎
[00:02:06.000 --> 00:02:09.000]  即是現在坐監都有少少事做
[00:02:09.000 --> 00:02:12.000]  有少少零用錢你可以賺得到
[00:02:12.000 --> 00:02:14.000]  但是在保羅時代
[00:02:14.000 --> 00:02:16.000]  那些人坐監就沒有
[00:02:16.000 --> 00:02:18.000]  是要靠外面
[00:02:18.000 --> 00:02:20.000]  外面的人來到
[00:02:20.000 --> 00:02:22.000]  將我們需要的東西帶給他
[00:02:22.000 --> 00:02:24.000]  可能如果不夠衣服穿
[00:02:24.000 --> 00:02:26.000]  很冷的
[00:02:26.000 --> 00:02:28.000]  那沒有的
[00:02:28.000 --> 00:02:30.000]  即是在現在的美國
[00:02:30.000 --> 00:02:32.000]  或者一些先進國家的監獄
[00:02:32.000 --> 00:02:34.000]  當然就不會
[00:02:34.000 --> 00:02:36.000]  讓你在監獄裏面冷死
[00:02:36.000 --> 00:02:38.000]  但是在保羅時代
[00:02:38.000 --> 00:02:40.000]  就會有的
[00:02:40.000 --> 00:02:42.000]  所以外面的人就帶衣服給他穿
[00:02:42.000 --> 00:02:44.000]  或者
[00:02:44.000 --> 00:02:46.000]  吃得不夠的
[00:02:46.000 --> 00:02:48.000]  可能在監獄裏
[00:02:48.000 --> 00:02:50.000]  就會有需要的東西
[00:02:50.000 --> 00:02:52.000]  食物可能有些人帶給他
[00:02:52.000 --> 00:02:54.000]  或者是有其他需要
[00:02:54.000 --> 00:02:56.000]  就帶給他
[00:02:56.000 --> 00:02:58.000]  甚至乎有些肉粥
[00:02:58.000 --> 00:03:00.000]  可能扣起了保羅的
[00:03:00.000 --> 00:03:02.000]  供應的時候
[00:03:02.000 --> 00:03:04.000]  可能那些
[00:03:04.000 --> 00:03:06.000]  特別
[00:03:06.000 --> 00:03:08.000]  他的供應特別少了的時候
[00:03:08.000 --> 00:03:10.000]  外面的大兄姊妹或者
[00:03:10.000 --> 00:03:12.000]  外面的朋友就要去供應他
[00:03:12.000 --> 00:03:14.000]  所以你看到其實保羅
[00:03:14.000 --> 00:03:16.000]  在坐牢的時候
[00:03:16.000 --> 00:03:18.000]  其實是一個非常大的需要
[00:03:18.000 --> 00:03:20.000]  而肥合肥的教會
[00:03:20.000 --> 00:03:22.000]  正正就是做了這個
[00:03:22.000 --> 00:03:24.000]  在好像雪中送炭
[00:03:24.000 --> 00:03:26.000]  的情況之下
[00:03:26.000 --> 00:03:28.000]  來幫助保羅
[00:03:28.000 --> 00:03:30.000]  你看到這個關係
[00:03:30.000 --> 00:03:32.000]  是非常漂亮非常美
[00:03:32.000 --> 00:03:34.000]  通常來講
[00:03:34.000 --> 00:03:36.000]  一些
[00:03:36.000 --> 00:03:38.000]  人都很容易
[00:03:38.000 --> 00:03:40.000]  見到有
[00:03:40.000 --> 00:03:42.000]  很
[00:03:42.000 --> 00:03:44.000]  開心慶祝的事
[00:03:44.000 --> 00:03:46.000]  大家都很高興走過去
[00:03:46.000 --> 00:03:48.000]  這個叫做
[00:03:48.000 --> 00:03:50.000]  這個叫做
[00:03:50.000 --> 00:03:52.000]  錦上添花
[00:03:52.000 --> 00:03:54.000]  而事實上真的
[00:03:54.000 --> 00:03:56.000]  你看到人開心的時候
[00:03:56.000 --> 00:03:58.000]  你都感受到
[00:03:58.000 --> 00:04:00.000]  那種開心的氣氛
[00:04:00.000 --> 00:04:02.000]  你很容易被吸引走過去
[00:04:02.000 --> 00:04:04.000]  但你看到一個人
[00:04:04.000 --> 00:04:06.000]  經常都有
[00:04:06.000 --> 00:04:08.000]  很多需要
[00:04:08.000 --> 00:04:10.000]  很多
[00:04:10.000 --> 00:04:12.000]  缺乏的時候
[00:04:12.000 --> 00:04:14.000]  可能
[00:04:14.000 --> 00:04:16.000]  你都有一點距離
[00:04:16.000 --> 00:04:18.000]  這個叫做
[00:04:18.000 --> 00:04:20.000]  雪中送炭的情況就比較少
[00:04:20.000 --> 00:04:22.000]  通常錦上添花的情況
[00:04:22.000 --> 00:04:24.000]  通常都會比較多
[00:04:24.000 --> 00:04:26.000]  而
[00:04:26.000 --> 00:04:28.000]  這個都是實際的情況
[00:04:28.000 --> 00:04:30.000]  在保羅來講
[00:04:30.000 --> 00:04:32.000]  保羅當然他有認識很多其他教會
[00:04:32.000 --> 00:04:34.000]  但你看到其實
[00:04:34.000 --> 00:04:36.000]  不是那麼多教會
[00:04:36.000 --> 00:04:38.000]  真正的是供給保羅
[00:04:38.000 --> 00:04:40.000]  可能他做
[00:04:40.000 --> 00:04:42.000]  侍奉很成功的時候
[00:04:42.000 --> 00:04:44.000]  有些大教會都會支持一下他
[00:04:44.000 --> 00:04:46.000]  哥羅西
[00:04:46.000 --> 00:04:48.000]  不是哥羅西哥倫多
[00:04:48.000 --> 00:04:50.000]  都會支持一下他
[00:04:50.000 --> 00:04:52.000]  但現在去到坐監
[00:04:52.000 --> 00:04:54.000]  這樣的情況之下
[00:04:54.000 --> 00:04:56.000]  你就看到
[00:04:56.000 --> 00:04:58.000]  菲勒比的教會
[00:04:58.000 --> 00:05:00.000]  反而是支持他
[00:05:00.000 --> 00:05:02.000]  菲勒比不是一些很富裕的教會
[00:05:02.000 --> 00:05:04.000]  不是一些大城市的教會
[00:05:04.000 --> 00:05:06.000]  他都算是那些
[00:05:06.000 --> 00:05:08.000]  二三線城市
[00:05:08.000 --> 00:05:10.000]  又沒有去到
[00:05:10.000 --> 00:05:12.000]  很窮鄉僻壤的
[00:05:12.000 --> 00:05:14.000]  但肯定就不是那些
[00:05:14.000 --> 00:05:16.000]  大城市
[00:05:16.000 --> 00:05:18.000]  以現在來講紐約
[00:05:18.000 --> 00:05:20.000]  倫敦 東京
[00:05:20.000 --> 00:05:22.000]  絕對不是這些教會
[00:05:22.000 --> 00:05:24.000]  不是二忽所
[00:05:24.000 --> 00:05:26.000]  哥倫多 羅馬
[00:05:26.000 --> 00:05:28.000]  不是這些大城市
[00:05:28.000 --> 00:05:30.000]  但這一班的菲勒比信徒
[00:05:30.000 --> 00:05:32.000]  就
[00:05:32.000 --> 00:05:34.000]  經常都顧念
[00:05:34.000 --> 00:05:36.000]  保羅的需要
[00:05:36.000 --> 00:05:38.000]  在當時都講過
[00:05:38.000 --> 00:05:40.000]  在實際物質上的供應
[00:05:40.000 --> 00:05:42.000]  保羅是實際有需要
[00:05:42.000 --> 00:05:44.000]  但其實
[00:05:44.000 --> 00:05:46.000]  我相信這裡
[00:05:46.000 --> 00:05:48.000]  都講到一種關係
[00:05:48.000 --> 00:05:50.000]  就是侍奉者的需要
[00:05:50.000 --> 00:05:52.000]  其實有時候特別在現在
[00:05:52.000 --> 00:05:54.000]  未必是單是停留於物質方面
[00:05:54.000 --> 00:05:56.000]  而這裡保羅
[00:05:56.000 --> 00:05:58.000]  特別提到這件事
[00:05:58.000 --> 00:06:00.000]  他說我靠著主
[00:06:00.000 --> 00:06:02.000]  大大地起落
[00:06:02.000 --> 00:06:04.000]  你們思念我的心
[00:06:04.000 --> 00:06:06.000]  如今又發生了
