
[00:00:00.000 --> 00:00:04.000]  大家在機場有沒有見過這樣的一張牌
[00:00:04.000 --> 00:00:07.000]  Lost and found
[00:00:07.000 --> 00:00:10.000]  失去與尋回
[00:00:10.000 --> 00:00:14.000]  你有沒有試過坐飛機不見了行李
[00:00:14.000 --> 00:00:16.000]  師母就試過一次
[00:00:16.000 --> 00:00:18.000]  她不見了的原因
[00:00:18.000 --> 00:00:22.000]  就因為有人可能她的行李是和她一模一樣
[00:00:22.000 --> 00:00:24.000]  就認錯了她的行李
[00:00:24.000 --> 00:00:26.000]  這樣就拿了回家
[00:00:26.000 --> 00:00:29.000]  當時都頗徬徨的
[00:00:29.000 --> 00:00:35.000]  但是到那個行李又送回家的時候
[00:00:35.000 --> 00:00:39.000]  那種找回那種的開心
[00:00:39.000 --> 00:00:42.000]  都是一個很好的經歷
[00:00:42.000 --> 00:00:45.000]  路加福音十五章
[00:00:45.000 --> 00:00:51.000]  就記載了三個失去與尋回的比喻
[00:00:51.000 --> 00:00:56.000]  是耶穌這一位大師是精心設計的
[00:00:56.000 --> 00:01:03.000]  我知道大家當中可能很多人都很熟悉路加福音十五章
[00:01:03.000 --> 00:01:07.000]  特別是很熟悉浪子的比喻
[00:01:07.000 --> 00:01:13.000]  但我盼望你仍然能夠是用心去聽
[00:01:13.000 --> 00:01:16.000]  用心去思考
[00:01:16.000 --> 00:01:22.000]  讓上帝的說話是進入你的生命裏面
[00:01:22.000 --> 00:01:25.000]  我們一起低頭祈禱
[00:01:25.000 --> 00:01:32.000]  聖靈求你引導我們明白天父的心腸
[00:01:32.000 --> 00:01:35.000]  明白天父對我們的愛
[00:01:35.000 --> 00:01:40.000]  給我們的恩典是永不止息的
[00:01:40.000 --> 00:01:44.000]  我們恭敬將以下的時間交上
[00:01:44.000 --> 00:01:48.000]  求聖靈引導我們每一個人的心
[00:01:48.000 --> 00:01:50.000]  掌管我們每一個人的心
[00:01:50.000 --> 00:01:55.000]  讓我們不是單單在頭腦上我們明白真理
[00:01:55.000 --> 00:02:01.000]  我們真的能夠在我們的生活當中去活出真理
[00:02:01.000 --> 00:02:04.000]  求你幫助我們聽我們的祈禱
[00:02:04.000 --> 00:02:07.000]  奉耶穌基督聖命祈求
[00:02:07.000 --> 00:02:11.000]  你剛才讀開路加福音十五章
[00:02:11.000 --> 00:02:14.000]  你打開了你都可以繼續的
[00:02:14.000 --> 00:02:16.000]  一路看著
[00:02:16.000 --> 00:02:19.000]  上一次我說過
[00:02:19.000 --> 00:02:22.000]  如果要明白一個比喻
[00:02:22.000 --> 00:02:26.000]  我們就要明白它的背景
[00:02:26.000 --> 00:02:30.000]  明白故事的內容
[00:02:30.000 --> 00:02:38.000]  和明白這個比喻所教導的核心的真理
[00:02:38.000 --> 00:02:46.000]  我們先看看路加福音十五章那三個比喻的背景是怎樣
[00:02:46.000 --> 00:02:50.000]  背景在第一和第二節就寫了出來
[00:02:50.000 --> 00:02:52.000]  請大家一起讀出
[00:02:52.000 --> 00:03:11.000]  當時有兩批人聽耶穌講道
[00:03:11.000 --> 00:03:15.000]  一批就是稅吏和罪人
[00:03:15.000 --> 00:03:20.000]  另外一批就是法利賽人和文士
[00:03:20.000 --> 00:03:29.000]  你猜猜耶穌講浪子的比喻主要的對象是哪一班的人
[00:03:29.000 --> 00:03:33.000]  可能有人就認為浪子
[00:03:33.000 --> 00:03:36.000]  浪子他犯了罪
[00:03:36.000 --> 00:03:40.000]  他悔改回到父親那裡
[00:03:40.000 --> 00:03:47.000]  所以這個比喻主要的對象就是那一班的稅吏和罪人
[00:03:47.000 --> 00:03:50.000]  是不是真的這樣
[00:03:50.000 --> 00:03:52.000]  經文告訴我們
[00:03:52.000 --> 00:03:56.000]  法利賽人和文士是私下議論
[00:03:56.000 --> 00:04:00.000]  為什麼耶穌這個人去接待罪人
[00:04:00.000 --> 00:04:02.000]  又和他們吃飯
[00:04:02.000 --> 00:04:07.000]  耶穌當然明白他們心裡在想什麼
[00:04:07.000 --> 00:04:13.000]  耶穌就是想回應法利賽人和文士心裡所想的東西
[00:04:13.000 --> 00:04:17.000]  所以祂就講了這幾個比喻
[00:04:17.000 --> 00:04:23.000]  所以主要的對象其實是法利賽人和文士
[00:04:23.000 --> 00:04:26.000]  讓我們詳細看看這三個比喻
[00:04:26.000 --> 00:04:30.000]  第一個比喻就是失羊的比喻
[00:04:30.000 --> 00:04:32.000]  大家都很熟悉的
[00:04:32.000 --> 00:04:37.000]  如果有一個人有一百隻羊不見了
[00:04:37.000 --> 00:04:40.000]  他一定是會丟下那九十九隻
[00:04:40.000 --> 00:04:45.000]  然後盡力的去找失去的那隻羊
[00:04:45.000 --> 00:04:46.000]  找到之後
[00:04:46.000 --> 00:04:51.000]  他就會歡歡喜喜的揹那隻失去的羊在肩上
[00:04:51.000 --> 00:04:57.000]  回去然後和他的鄰居一同歡喜快樂
[00:04:57.000 --> 00:05:03.000]  當時在場聽耶穌講道的那些男士
[00:05:03.000 --> 00:05:07.000]  我相信他們一定是明白這個比喻
[00:05:07.000 --> 00:05:13.000]  因為他們大部分都是以牧羊為生
[00:05:13.000 --> 00:05:16.000]  這個比喻的核心信息是什麼呢?
[00:05:16.000 --> 00:05:17.000]  耶穌不用我們猜
[00:05:17.000 --> 00:05:20.000]  祂在第七節就已經講了出來
[00:05:20.000 --> 00:05:22.000]  請大家一起讀出
[00:05:27.000 --> 00:05:31.000]  神賜給那些罪人悔改
[00:05:31.000 --> 00:05:36.000]  教他們何謂罪人悔改
[00:05:36.000 --> 00:05:43.000]  那個核心信息是在講罪人悔改
[00:05:43.000 --> 00:05:45.000]  第二個比喻
[00:05:45.000 --> 00:05:48.000]  和合本就叫它做失錢的比喻
[00:05:48.000 --> 00:05:53.000]  新譯本就叫它做失銀幣的比喻
[00:05:53.000 --> 00:05:57.000]  我們看英文譯本就是The Parable of the Lost Coin
[00:05:57.000 --> 00:06:00.000]  所以我就是用失銀幣的比喻
[00:06:00.000 --> 00:06:03.000]  這個比喻大家都熟悉的
[00:06:03.000 --> 00:06:06.000]  有一個婦人她有十個銀幣
[00:06:06.000 --> 00:06:08.000]  不見了一個
[00:06:08.000 --> 00:06:12.000]  於是她又點燈又掃屋通屋地找
[00:06:12.000 --> 00:06:14.000]  直到找到為止
[00:06:14.000 --> 00:06:15.000]  找到之後
[00:06:15.000 --> 00:06:22.000]  她就很開心地請她的鄰居一同歡喜
[00:06:22.000 --> 00:06:28.000]  我們現代人就比較難明白這個比喻
[00:06:28.000 --> 00:06:30.000]  不見了一個銀幣而已
[00:06:30.000 --> 00:06:33.000]  有什麼大件事
[00:06:33.000 --> 00:06:35.000]  有些解經家就說
[00:06:35.000 --> 00:06:40.000]  可能當時那個銀幣的價值是很高的
[00:06:40.000 --> 00:06:44.000]  有些說可能這個是一個寡婦
[00:06:44.000 --> 00:06:46.000]  她生活很困難
[00:06:46.000 --> 00:06:48.000]  所以她不見了一個銀幣
[00:06:48.000 --> 00:06:53.000]  她就會盡她一切的方法去找
[00:06:53.000 --> 00:06:57.000]  我不認同這些的說法
[00:06:57.000 --> 00:07:00.000]  我看了不同的識經書
[00:07:00.000 --> 00:07:05.000]  就知道原來根據當時猶太人的習俗
[00:07:05.000 --> 00:07:08.000]  太太在結婚的時候
[00:07:08.000 --> 00:07:12.000]  丈夫就會送一串鏈給她
[00:07:12.000 --> 00:07:19.000]  而這串鏈就是由十個銀幣串在一起
[00:07:19.000 --> 00:07:21.000]  而太太收到之後
[00:07:21.000 --> 00:07:27.000]  她就會戴在頭上或者戴在頸上
[00:07:27.000 --> 00:07:31.000]  如果不見了一個
[00:07:31.000 --> 00:07:35.000]  你想想是很大件事
[00:07:35.000 --> 00:07:39.000]  因為這個就等於現在的結婚戒指
[00:07:39.000 --> 00:07:41.000]  如果你不見了結婚戒指
[00:07:41.000 --> 00:07:45.000]  請問你會不會盡一切的方法去找呢?
[00:07:45.000 --> 00:07:50.000]  這一串的十個銀幣的鏈
[00:07:50.000 --> 00:07:53.000]  不單止有金錢的價值
[00:07:53.000 --> 00:07:56.000]  更加是有紀念的價值
[00:07:56.000 --> 00:07:59.000]  更加是有感情的價值
[00:07:59.000 --> 00:08:05.000]  所以其實是對當時猶太人的婦女來說
[00:08:05.000 --> 00:08:07.000]  是無價寶
[00:08:07.000 --> 00:08:10.000]  難怪這個婦人不見了一個
[00:08:10.000 --> 00:08:12.000]  鏈變了不完整
