
[00:00:00.000 --> 00:00:04.000]  有一本書叫做《世未人生一百篇》
[00:00:04.000 --> 00:00:06.380]  其中有一篇文章開頭這樣寫
[00:00:06.380 --> 00:00:09.040]  它說很多人很聰明
[00:00:09.040 --> 00:00:12.080]  但會突然間做了一件蠢事
[00:00:12.080 --> 00:00:14.320]  並且用他所有的聰明
[00:00:14.320 --> 00:00:17.780]  去證明這件蠢事是對的
[00:00:17.780 --> 00:00:19.660]  有很多人讀很多書
[00:00:19.660 --> 00:00:21.960]  知識很廣泊
[00:00:21.960 --> 00:00:25.160]  講大道理的時候頭頭是道
[00:00:25.160 --> 00:00:28.760]  但是卻因為一些生活的小事
[00:00:28.760 --> 00:00:31.200]  對一些人際的關係
[00:00:31.200 --> 00:00:33.100]  就像老鼠拉龜
[00:00:33.100 --> 00:00:35.440]  沒有定賣手
[00:00:35.440 --> 00:00:37.140]  有些人很聰明
[00:00:37.140 --> 00:00:38.600]  賺很多錢
[00:00:38.600 --> 00:00:40.980]  但是卻是被一些沒什麼見識的人
[00:00:40.980 --> 00:00:43.520]  騙了他們一大筆錢
[00:00:43.520 --> 00:00:46.080]  有很多人一世英明
[00:00:46.080 --> 00:00:50.060]  但是卻無端端做了一件沒什麼必要的事
[00:00:50.060 --> 00:00:54.220]  令他們英明腐朱流水
[00:00:54.220 --> 00:00:57.860]  所以這篇文章最後這樣寫
[00:00:57.860 --> 00:01:02.300]  它說對於人生知識、聰明
[00:01:02.300 --> 00:01:07.540]  甚至是際遇、時運當然重要
[00:01:07.540 --> 00:01:11.840]  但是人生最需要的不是這些
[00:01:11.840 --> 00:01:14.040]  而是智慧
[00:01:14.040 --> 00:01:17.620]  這個智慧究竟是什麼智慧呢?
[00:01:17.620 --> 00:01:18.820]  在《約旋亞記》裡面
[00:01:18.820 --> 00:01:22.020]  約旋亞帶領整個以色列民族
[00:01:22.020 --> 00:01:24.420]  克服一次又一次的困難
[00:01:24.420 --> 00:01:27.520]  突破一個又一個的障礙
[00:01:27.520 --> 00:01:28.860]  所向披靡
[00:01:28.860 --> 00:01:30.500]  戰無不勝
[00:01:30.500 --> 00:01:31.320]  我們一起看看
[00:01:31.320 --> 00:01:35.140]  約旋亞如何總結這次一次又一次的突破
[00:01:35.140 --> 00:01:36.740]  這個突破的人生
[00:01:36.740 --> 00:01:39.740]  約旋亞記23章9至10節
[00:01:39.740 --> 00:01:40.700]  等待我們一起讀
[00:01:40.700 --> 00:01:41.900]  1、2、3
[00:01:41.900 --> 00:01:45.840]  因為耶和華已經把又大又強的國民
[00:01:45.840 --> 00:01:48.620]  從你們面前趕出
[00:01:48.620 --> 00:01:50.240]  直到今日
[00:01:50.240 --> 00:01:53.780]  沒有一人在你面前站立得住
[00:01:53.780 --> 00:01:56.360]  你們一人必追趕千人
[00:01:56.360 --> 00:01:58.260]  因耶和華你們的神
[00:01:58.260 --> 00:02:00.260]  照他所認許的
[00:02:00.260 --> 00:02:02.620]  為你們爭治
[00:02:02.620 --> 00:02:04.600]  黃色的字
[00:02:04.600 --> 00:02:08.800]  沒有一人在你們面前站立得住
[00:02:08.800 --> 00:02:11.100]  用回我們今天的處境來講
[00:02:11.100 --> 00:02:12.600]  它是說
[00:02:12.600 --> 00:02:17.040]  你人生必定會遇到艱難、困難的
[00:02:17.040 --> 00:02:21.180]  但是這些艱難會迎刃而解
[00:02:21.180 --> 00:02:23.980]  你們一人必追趕千人
[00:02:23.980 --> 00:02:26.420]  用回我們今天的處境就說
[00:02:26.420 --> 00:02:28.760]  可能是一個客觀形勢
[00:02:28.760 --> 00:02:32.820]  你的情況惡劣到好像以寡敵眾一樣
[00:02:32.820 --> 00:02:33.920]  但是
[00:02:33.920 --> 00:02:36.020]  你們必定可以
[00:02:36.020 --> 00:02:38.600]  在最艱難、惡劣的環境裡面
[00:02:38.600 --> 00:02:40.160]  反敗為勝
[00:02:40.160 --> 00:02:42.400]  為什麼會有這些事情發生?
[00:02:42.400 --> 00:02:43.500]  因為藍色的字
[00:02:43.500 --> 00:02:46.900]  神為你們爭戰
[00:02:46.900 --> 00:02:49.500]  約旋亞這麼多年跟從神
[00:02:49.500 --> 00:02:54.640]  究竟他累積了什麼人生的智慧呢?
[00:02:54.640 --> 00:02:56.780]  在約旋亞的第二十三章
[00:02:56.780 --> 00:03:01.480]  當約旋亞知道自己快要走到人生的盡頭
[00:03:01.480 --> 00:03:05.060]  於是他召集所有的領袖來到他面前
[00:03:05.060 --> 00:03:07.620]  跟他分享這些的智慧
[00:03:07.620 --> 00:03:10.860]  他很希望這些的智慧可以承傳下去
[00:03:10.860 --> 00:03:12.260]  可能大家一邊聽的時候
[00:03:12.260 --> 00:03:13.740]  可能有些人會說
[00:03:13.740 --> 00:03:15.640]  我又不是組長
[00:03:15.640 --> 00:03:17.300]  我又不是助理區目
[00:03:17.300 --> 00:03:19.040]  我又不是教會領袖
[00:03:19.040 --> 00:03:20.160]  這些關我什麼事呢?
[00:03:20.160 --> 00:03:21.740]  他在說領袖嘛
[00:03:21.740 --> 00:03:23.300]  頂多是關你的事
[00:03:23.300 --> 00:03:25.040]  領袖的定義是什麼呢?
[00:03:25.040 --> 00:03:26.580]  領袖的定義是
[00:03:26.580 --> 00:03:29.380]  任何可以影響人的人
[00:03:29.380 --> 00:03:30.740]  包括在你的工作
[00:03:30.740 --> 00:03:32.040]  包括在你的家庭
[00:03:32.040 --> 00:03:34.340]  包括在你的生活圈子的不同範疇
[00:03:34.340 --> 00:03:35.880]  你都可以影響人
[00:03:35.880 --> 00:03:38.380]  記住耶穌在馬蹄的呼應呼叫我們
[00:03:38.380 --> 00:03:39.920]  「造鹽造光」
[00:03:39.920 --> 00:03:41.420]  造鹽造光是什麼意思?
[00:03:41.420 --> 00:03:42.420]  影響人
[00:03:42.420 --> 00:03:43.900]  所以頂多今天的信息
[00:03:43.900 --> 00:03:47.220]  是絕對跟你和我有關係
[00:03:47.220 --> 00:03:48.920]  約旋亞這麼久
[00:03:48.920 --> 00:03:52.380]  他突破人生所累積來的經驗
[00:03:52.380 --> 00:03:53.940]  累積來的智慧
[00:03:53.940 --> 00:03:54.880]  究竟是什麼呢?
[00:03:54.880 --> 00:03:56.300]  分為兩方面
[00:03:56.300 --> 00:03:57.740]  第一方面
[00:03:57.740 --> 00:04:01.100]  不被這個世界同化
[00:04:01.100 --> 00:04:03.380]  我們一起看約旋亞的二十三章
[00:04:03.380 --> 00:04:04.640]  七節、八節
[00:04:04.640 --> 00:04:05.380]  第一節我們一起讀
[00:04:05.380 --> 00:04:06.640]  1、2、3
[00:04:06.640 --> 00:04:12.440]  「不可與你們中間所剩下的這些國民參擇
[00:04:12.440 --> 00:04:14.040]  他們的神
[00:04:14.040 --> 00:04:16.040]  你們不可提他的命
[00:04:16.040 --> 00:04:18.080]  不可指著他起誓
[00:04:18.080 --> 00:04:20.580]  也不可侍奉叩拜
[00:04:20.580 --> 00:04:24.380]  只要照著你們到今日所行的
[00:04:24.380 --> 00:04:27.580]  專靠耶和華你們的神」
[00:04:27.580 --> 00:04:29.780]  黃色的字「參擇」
[00:04:29.780 --> 00:04:34.280]  參擇原文就是走進去那群人那裡
[00:04:34.280 --> 00:04:35.580]  哪一群人呢?
[00:04:35.580 --> 00:04:38.880]  就是加南地的居民
[00:04:38.880 --> 00:04:40.980]  走進去這群人
[00:04:40.980 --> 00:04:44.480]  其實就等於跟他們的交往
[00:04:44.480 --> 00:04:45.980]  跟他們通婚
[00:04:45.980 --> 00:04:48.280]  神說你一定不可以這樣做
[00:04:48.280 --> 00:04:49.280]  為什麼呢?
[00:04:49.280 --> 00:04:52.380]  因為當時的加南地居民
[00:04:52.380 --> 00:04:56.380]  是充滿邪惡的宗教祭祀
[00:04:56.380 --> 00:04:58.980]  充滿邪惡的風俗習慣
[00:04:58.980 --> 00:05:01.280]  如果以色列人跟他們交往
[00:05:01.280 --> 00:05:07.280]  他們慢慢漸漸地被他們的價值觀影響
[00:05:07.280 --> 00:05:12.280]  然後以色列人慢慢轉向跟從他們的價值觀
[00:05:12.280 --> 00:05:16.180]  慢慢這群人就變成他們一樣
[00:05:16.180 --> 00:05:17.480]  「專靠」黃色的字
