
[00:00:00.000 --> 00:00:02.000]  (主席)各位電影姊妹,早安
[00:00:02.000 --> 00:00:07.000]  (主席)今天選的詩篇,不是我選的,是鏡明哥選的
[00:00:07.000 --> 00:00:09.500]  (主席)就是詩篇73篇
[00:00:09.500 --> 00:00:14.300]  (主席)就講一點點這個詩人的背景
[00:00:14.300 --> 00:00:16.600]  (主席)然後再讀,好嗎?
[00:00:16.600 --> 00:00:21.100]  (主席)題目就是不滿背後的激情
[00:00:21.100 --> 00:00:23.400]  (主席)看不看得到圖畫?
[00:00:23.400 --> 00:00:25.900]  (主席)像不像我們的人際關係?
[00:00:25.900 --> 00:00:29.100]  (主席)特別在親密關係裡面,是不是?
[00:00:29.600 --> 00:00:30.600]  (主席)好像很生氣
[00:00:30.600 --> 00:00:35.800]  (主席)但其實是心裡想擁抱他,是不是?
[00:00:35.800 --> 00:00:38.800]  (主席)詩人叫做阿薩
[00:00:38.800 --> 00:00:45.300]  (主席)他在150篇的詩篇裡面,佔有13篇
[00:00:45.300 --> 00:00:48.300]  (主席)73篇是今天講的
[00:00:48.300 --> 00:00:52.300]  (主席)而到83篇,是連續11篇
[00:00:52.300 --> 00:00:56.800]  (主席)相信都是被露的時候的作品
[00:00:56.800 --> 00:00:58.800]  (主席)他是尼比人
[00:00:59.800 --> 00:01:01.300]  (主席)是詩班長
[00:01:01.300 --> 00:01:05.300]  (主席)就是我們敬拜隊的領導人
[00:01:05.300 --> 00:01:09.300]  (主席)他在大衛王朝的時候也是大令詩歌班
[00:01:09.300 --> 00:01:10.800]  (主席)大令頌領袖
[00:01:10.800 --> 00:01:13.800]  (主席)頌伯勝是歌頌讚美主
[00:01:13.800 --> 00:01:17.300]  (主席)相信是被露時期的作品
[00:01:17.300 --> 00:01:20.300]  (主席)所以等一下會看到整個的內容
[00:01:20.300 --> 00:01:24.300]  (主席)是在形容他自己在被露的時候
[00:01:24.300 --> 00:01:29.300]  (主席)那種艱苦、痛苦、見到的不滿、那種掙扎
[00:01:29.800 --> 00:01:31.800]  (主席)大家在讀的時候,你就會知道
[00:01:31.800 --> 00:01:36.800]  (主席)又看到他如何轉化在主教裏面
[00:01:36.800 --> 00:01:38.300]  (主席)然後有一個改變
[00:01:38.300 --> 00:01:41.800]  (主席)好,我們一起來讀這篇詩篇
[00:01:41.800 --> 00:01:45.300]  (主席)73篇,一至二十八節
[00:01:45.300 --> 00:01:48.300]  (主席)我們一起大聲慢慢讀,預備請
[00:01:48.300 --> 00:01:53.300]  (主席)神實在因待以色列那些清心的人
[00:01:53.300 --> 00:01:57.300]  (主席)至於我,我的腳幾乎失閃
[00:01:57.800 --> 00:01:59.800]  (主席)我的腳險些滑跌
[00:01:59.800 --> 00:02:03.800]  (主席)我見惡人和狂傲人享平安
[00:02:03.800 --> 00:02:06.300]  (主席)就心懷不平
[00:02:06.300 --> 00:02:10.300]  (主席)他們死的時候沒有疼痛
[00:02:10.300 --> 00:02:13.800]  (主席)他們的力氣卻也壯實
[00:02:13.800 --> 00:02:16.800]  (主席)他們不像別人受苦
[00:02:16.800 --> 00:02:19.800]  (主席)也不像別人遭災
[00:02:19.800 --> 00:02:24.800]  (主席)所以驕傲如鏈子帶在他們的項上
[00:02:25.300 --> 00:02:29.800]  (主席)強暴像衣裳遮住他們的身體
[00:02:29.800 --> 00:02:33.300]  (主席)所以神的民歸到這裏
[00:02:33.300 --> 00:02:37.300]  (主席)喝盡了滿腑的苦水
[00:02:37.300 --> 00:02:40.800]  (主席)他們說神怎能曉得
[00:02:40.800 --> 00:02:43.800]  (主席)至高者豈有知識呢
[00:02:43.800 --> 00:02:46.800]  (主席)看啊,這就是惡人
[00:02:46.800 --> 00:02:49.800]  (主席)他們既是常享安逸
[00:02:49.800 --> 00:02:52.300]  (主席)才褒貶加憎
[00:02:52.800 --> 00:02:56.300]  (主席)我實在徒然潔淨了我的心
[00:02:56.300 --> 00:02:59.300]  (主席)徒然洗手表明無辜
[00:02:59.300 --> 00:03:02.300]  (主席)因為我終日遭災難
[00:03:02.300 --> 00:03:05.300]  (主席)每早晨受懲治
[00:03:05.300 --> 00:03:08.300]  (主席)我若說我要這樣講
[00:03:08.300 --> 00:03:12.800]  (主席)這就是以奸詐代理的眾子
[00:03:12.800 --> 00:03:16.300]  (主席)我思索怎能明白這事
[00:03:16.300 --> 00:03:18.800]  (主席)眼看實是為難
[00:03:18.800 --> 00:03:21.800]  (主席)等我盡了神的聖所
[00:03:22.300 --> 00:03:24.300]  (主席)思想他們的結局
[00:03:24.300 --> 00:03:28.300]  (主席)你實在把他們安在滑地
[00:03:28.300 --> 00:03:31.800]  (主席)使他們凋在沉淪之中
[00:03:31.800 --> 00:03:36.800]  (主席)他們轉眼之間成了何等的慌亂
[00:03:36.800 --> 00:03:39.800]  (主席)他們被驚恐滅盡了
[00:03:39.800 --> 00:03:43.300]  (主席)人睡醒了,怎樣看夢
[00:03:43.300 --> 00:03:45.800]  (主席)主啊,你醒了
[00:03:45.800 --> 00:03:49.800]  (主席)也必照樣輕看他們的影像
[00:03:50.300 --> 00:03:54.800]  (主席)因而我心裡發酸,肺腑被刺
[00:03:54.800 --> 00:03:57.800]  (主席)我這樣愚昧無知
[00:03:57.800 --> 00:04:00.800]  (主席)在你面前如畜類一般
[00:04:00.800 --> 00:04:03.800]  (主席)然而我常與你同在
[00:04:03.800 --> 00:04:06.800]  (主席)你參著我的右手
[00:04:06.800 --> 00:04:10.800]  (主席)你要以你的訓言引導我
[00:04:10.800 --> 00:04:13.800]  (主席)以後必接我到榮耀裡
[00:04:13.800 --> 00:04:17.800]  (主席)除你以外,在天上我有誰呢?
[00:04:18.300 --> 00:04:22.800]  (主席)除你以外,在地上也沒有所愛無的
[00:04:22.800 --> 00:04:26.800]  (主席)我的肉體和我的心腸雖殘
[00:04:26.800 --> 00:04:29.800]  (主席)但神是我心裡的力量
[00:04:29.800 --> 00:04:33.800]  (主席)又是我的福分,直到永遠
[00:04:33.800 --> 00:04:36.800]  (主席)遠離你的,必要死亡
[00:04:36.800 --> 00:04:41.800]  (主席)凡離棄你行邪淫的,都要滅絕了
[00:04:41.800 --> 00:04:45.800]  (主席)但我親近神,是與我有益
[00:04:46.300 --> 00:04:49.800]  (主席)我以主耶和華為我的避難所
[00:04:49.800 --> 00:04:54.800]  (主席)好叫我述說你一切的作為
[00:04:54.800 --> 00:04:59.800]  (主席)我近期搬了屋
[00:04:59.800 --> 00:05:04.800]  (主席)從土瓜灣搬到北角
[00:05:04.800 --> 00:05:08.800]  (主席)不知道的,會突然吧
[00:05:08.800 --> 00:05:10.800]  (主席)我住在這裡也覺得很突然
[00:05:10.800 --> 00:05:12.800]  (主席)為什麼會搬到北角
[00:05:12.800 --> 00:05:14.800]  (主席)我在香港幾十年
[00:05:15.300 --> 00:05:21.800]  (主席)六十年以上都沒住過港島
[00:05:21.800 --> 00:05:24.800]  (主席)所以都住在九龍區
[00:05:24.800 --> 00:05:29.800]  (主席)現在住了一個月,很多不適應
[00:05:29.800 --> 00:05:35.800]  (主席)回家後,那裡沒地方放東西
[00:05:35.800 --> 00:05:40.800]  (主席)箱子、櫃子仍然在地上
[00:05:40.800 --> 00:05:43.800]  (主席)走路都要跨欄
[00:05:44.300 --> 00:05:45.800]  (主席)這是真的,不是開玩笑
[00:05:45.800 --> 00:05:49.800]  (主席)洗澡時,水很慢
[00:05:49.800 --> 00:05:54.800]  (主席)水壓,以前那裡很厲害,很舒服
[00:05:54.800 --> 00:05:56.800]  (主席)很多不適應
[00:05:56.800 --> 00:06:00.800]  (主席)有一次我早上7點多下樓
[00:06:00.800 --> 00:06:03.800]  (主席)我依然都不知道,走十多步
[00:06:03.800 --> 00:06:05.800]  (主席)原來旁邊是垃圾站
[00:06:05.800 --> 00:06:07.800]  (主席)在那裡倒垃圾
[00:06:07.800 --> 00:06:10.800]  (主席)那麼多人,那麼多味道
[00:06:10.800 --> 00:06:12.800]  (主席)雖然很接近地鐵站
[00:06:13.300 --> 00:06:14.800]  (主席)但原來很多人
[00:06:14.800 --> 00:06:19.800]  (主席)一走半條街,走到英皇道
[00:06:19.800 --> 00:06:21.800]  (主席)嘩,很多人
[00:06:21.800 --> 00:06:24.800]  (主席)比土瓜灣還多
[00:06:24.800 --> 00:06:27.800]  (主席)心裡覺得很不自在
[00:06:27.800 --> 00:06:29.800]  (主席)有點不滿
[00:06:29.800 --> 00:06:31.800]  (主席)有時留在家裡
[00:06:31.800 --> 00:06:34.800]  (主席)我們有個窗對著
[00:06:34.800 --> 00:06:38.800]  (主席)很遠很遠,對著英皇道的店鋪
[00:06:38.800 --> 00:06:42.800]  (主席)然後10點鐘,又在那裡賣東西
[00:06:43.300 --> 00:06:45.800]  (主席)大家有沒有走過深水埗?
[00:06:45.800 --> 00:06:47.800]  (主席)來啊,來啊,去看啊
[00:06:47.800 --> 00:06:49.800]  (主席)大家舉手要不要啊
[00:06:49.800 --> 00:06:51.800]  (主席)這些是什麼,這些來的
[00:06:51.800 --> 00:06:53.800]  (主席)你等一等,說完之後給你的那些
[00:06:53.800 --> 00:06:55.800]  (主席)嘩,又10點鐘
[00:06:55.800 --> 00:06:57.800]  (主席)聽到午餐的時候,停一停
[00:06:57.800 --> 00:07:00.800]  (主席)然後2點鐘又在那裡廣播
[00:07:00.800 --> 00:07:02.800]  (主席)真是每天都是這樣的
[00:07:02.800 --> 00:07:06.800]  (主席)聲音好像慢慢,像詩歌聲飄過來
[00:07:06.800 --> 00:07:08.800]  (主席)唉呀,真是
[00:07:08.800 --> 00:07:10.800]  (主席)嘩,很不滿啊
[00:07:10.800 --> 00:07:12.800]  (主席)為什麼會這樣
[00:07:13.300 --> 00:07:17.800]  (主席)還有就是,原來我的社區是很舊的
[00:07:17.800 --> 00:07:20.800]  (主席)很舊的,近街市的,很舊的
