
[00:00:00.000 --> 00:00:02.400]  各位電影姊妹早安
[00:00:02.400 --> 00:00:04.540]  大家好嗎
[00:00:04.540 --> 00:00:05.840]  我都很好
[00:00:05.840 --> 00:00:09.040]  很高興再一次在這裡見到電影姊妹
[00:00:09.040 --> 00:00:12.920]  今天我們繼續哥林多前書的訊息分享
[00:00:12.920 --> 00:00:18.320]  今天的題目是牧師,我可不可以
[00:00:18.320 --> 00:00:20.620]  有沒有看過這套電影
[00:00:20.620 --> 00:00:22.560]  有,有沒有看過
[00:00:22.560 --> 00:00:26.160]  有,有,沒有
[00:00:26.160 --> 00:00:28.760]  之前也有人問牧師
[00:00:28.760 --> 00:00:32.140]  這套電影有其他宗教信仰成份
[00:00:32.140 --> 00:00:33.740]  我們是基督徒
[00:00:33.740 --> 00:00:36.800]  我們可不可以看
[00:00:36.800 --> 00:00:39.480]  可不可以
[00:00:39.480 --> 00:00:42.480]  有些人組隊去看
[00:00:42.480 --> 00:00:46.040]  可不可以
[00:00:46.040 --> 00:00:49.020]  過往那麼多年我在拍師十幾年
[00:00:49.020 --> 00:00:50.380]  也有電影姊妹問
[00:00:50.380 --> 00:00:51.820]  牧師
[00:00:51.820 --> 00:00:55.960]  我們可不可以去賭場吃自助餐
[00:00:55.960 --> 00:00:59.600]  Casino有兩個西餐廳的自助餐好吃
[00:00:59.600 --> 00:01:02.860]  但我不是說那兩個西餐廳的自助餐
[00:01:02.860 --> 00:01:08.360]  是指賭場賭錢裡面的自助餐
[00:01:08.360 --> 00:01:12.400]  可不可以
[00:01:12.400 --> 00:01:14.240]  牧師
[00:01:14.240 --> 00:01:16.700]  我可不可以做這件事,我是基督徒
[00:01:16.700 --> 00:01:21.780]  牧師,我是基督徒,可不可以做這件事
[00:01:21.780 --> 00:01:26.220]  很多在我做牧師的歷程裡經常有人問我
[00:01:26.220 --> 00:01:29.560]  我是基督徒,我可不可以做這件事,我可不可以做那件事
[00:01:29.560 --> 00:01:31.760]  今天求神幫助我們
[00:01:31.760 --> 00:01:33.760]  從一個福音的角度
[00:01:33.760 --> 00:01:35.860]  開我們的眼去看看
[00:01:35.860 --> 00:01:37.860]  看看神的心意
[00:01:37.860 --> 00:01:41.400]  今天我們教會,我們在社會裡
[00:01:41.400 --> 00:01:44.700]  我們怎樣真真正正的活出這個信仰來
[00:01:44.700 --> 00:01:49.380]  我們一起祈禱
[00:01:49.380 --> 00:01:51.180]  親愛的天父上帝
[00:01:51.180 --> 00:01:55.180]  今天求祢直著祢自己的說話
[00:01:55.180 --> 00:01:59.080]  前書當時哥倫多教會的情況
[00:01:59.080 --> 00:02:01.920]  祢怎樣直著使徒保羅教導他們
[00:02:01.920 --> 00:02:04.060]  今天同樣教導我們
[00:02:04.060 --> 00:02:07.720]  叫我們也能夠醒悟過來
[00:02:07.720 --> 00:02:12.100]  我們今天是耶穌基督的門徒
[00:02:12.100 --> 00:02:14.800]  我們怎樣能夠在這個世界裡面
[00:02:14.800 --> 00:02:17.660]  在這個混亂的世界當中
[00:02:17.660 --> 00:02:21.540]  去持守我們的信仰,去生活,去為祢作見證
[00:02:21.540 --> 00:02:23.340]  求天父祢幫助我們
[00:02:23.340 --> 00:02:24.840]  大靈也在這段時間
[00:02:24.840 --> 00:02:28.240]  禱告奉耶穌基督聖名求,阿門
[00:02:28.240 --> 00:02:31.280]  所以第一我們看這段經文
[00:02:31.280 --> 00:02:33.720]  我看到有不同的群體
[00:02:33.720 --> 00:02:37.320]  第一班的群體
[00:02:37.320 --> 00:02:40.860]  他們說我真的接受不了
[00:02:40.860 --> 00:02:43.260]  接受不了是什麼
[00:02:43.260 --> 00:02:47.620]  在當時哥倫多教會的處境裡面
[00:02:47.620 --> 00:02:53.140]  哥倫多教會是保羅建立之後
[00:02:53.140 --> 00:02:58.300]  教會陸陸續續有很多不同的人信耶穌
[00:02:58.300 --> 00:03:00.380]  有很多是外邦的
[00:03:00.380 --> 00:03:02.540]  外邦的意思不是猶太人
[00:03:02.540 --> 00:03:06.620]  是外邦的人開始轉教
[00:03:06.620 --> 00:03:10.020]  開始相信耶穌基督
[00:03:10.020 --> 00:03:12.020]  這是他們的背景
[00:03:12.020 --> 00:03:14.680]  但是在他們未信耶穌之前
[00:03:14.680 --> 00:03:17.220]  他們是拜偶像的
[00:03:17.220 --> 00:03:21.420]  所以他們有很多外邦拜偶像的概念
[00:03:21.420 --> 00:03:25.560]  在他們腦裡很多年根深蒂固
[00:03:25.560 --> 00:03:27.200]  不是那麼容易改變
[00:03:27.200 --> 00:03:32.400]  所以你看到在哥倫多這個城市
[00:03:32.400 --> 00:03:34.540]  也有一個很特別的地方
[00:03:34.540 --> 00:03:36.540]  是一個很發達很興旺
[00:03:36.540 --> 00:03:39.280]  不單是一個商業中心
[00:03:39.280 --> 00:03:43.380]  也有很多外邦的宗教
[00:03:43.380 --> 00:03:45.080]  拜偶像的風氣
[00:03:45.080 --> 00:03:47.320]  在這裡是很厲害的
[00:03:47.320 --> 00:03:51.760]  按統計在哥倫多城這個地方
[00:03:51.760 --> 00:03:56.520]  超過60多個的偶像是去拜的
[00:03:56.520 --> 00:03:59.900]  城裡面有很多希臘羅馬的神廟
[00:03:59.900 --> 00:04:03.900]  在這些廟裡面進行很多祭祀的活動
[00:04:03.900 --> 00:04:06.440]  所以你想想
[00:04:06.440 --> 00:04:09.140]  哥倫多城這麼興旺
[00:04:09.140 --> 00:04:11.340]  他們外邦敬拜
[00:04:11.340 --> 00:04:14.680]  拜其他的偶像也這麼興旺
[00:04:14.680 --> 00:04:16.740]  當然不少得外邦敬拜裡面
[00:04:16.740 --> 00:04:21.380]  有很多拜過其他偶像的祭品
[00:04:21.380 --> 00:04:25.420]  如果我們中國人是拜祖先
[00:04:25.420 --> 00:04:28.460]  拜其他偶像的燒肉
[00:04:28.460 --> 00:04:32.220]  很多不同的肉和祭品
[00:04:32.220 --> 00:04:33.460]  拜過的
[00:04:33.460 --> 00:04:34.900]  那怎麼辦
[00:04:34.900 --> 00:04:36.540]  拜完之後就扔掉嗎
[00:04:36.540 --> 00:04:38.100]  不是的
[00:04:38.100 --> 00:04:39.640]  吃掉它
[00:04:39.640 --> 00:04:42.600]  第一就是在廟裡面吃
[00:04:42.600 --> 00:04:43.800]  開餐吃
[00:04:43.800 --> 00:04:48.640]  第二就是那些肉會拿去市場裡面
[00:04:48.640 --> 00:04:51.140]  外面的市場裡面賣那些肉
[00:04:51.140 --> 00:04:52.980]  所以你去那些市場買肉
[00:04:52.980 --> 00:04:58.080]  就有機會買到那些拜偶像的肉
[00:04:58.080 --> 00:05:00.020]  不止這樣
[00:05:00.020 --> 00:05:01.860]  原來有一個新發現
[00:05:01.860 --> 00:05:05.560]  以前哥倫多城那些外邦廟
[00:05:05.560 --> 00:05:07.860]  不止是拜祭
[00:05:07.860 --> 00:05:11.000]  原來它也是一個超級市場
[00:05:11.000 --> 00:05:12.540]  裡面也會賣肉
[00:05:12.540 --> 00:05:17.700]  拜完之後那些肉就像一個市場來買肉
[00:05:17.700 --> 00:05:19.680]  不止是來買肉
[00:05:19.680 --> 00:05:22.740]  那些廟也是一個球室
[00:05:22.740 --> 00:05:24.780]  你們可以去那些廟裡面
[00:05:24.780 --> 00:05:28.420]  有很多不同的宴會擺酒
[00:05:28.420 --> 00:05:30.980]  或者以前那些不同的行業
[00:05:30.980 --> 00:05:33.380]  都會在那裡有很多社交活動
[00:05:33.380 --> 00:05:35.160]  所以就有很多的人
[00:05:35.160 --> 00:05:36.860]  甚至有些基督徒
[00:05:36.860 --> 00:05:38.700]  他們都會去那些廟裡面
[00:05:38.700 --> 00:05:42.400]  參與這些活動
[00:05:42.400 --> 00:05:44.640]  背景就是這樣
[00:05:44.640 --> 00:05:48.300]  問題出現在哪裡呢
[00:05:48.300 --> 00:05:51.380]  問題就是出現在
[00:05:51.380 --> 00:05:53.880]  當時哥倫多教會裡面
[00:05:53.880 --> 00:05:55.880]  這一幫外邦的信徒
[00:05:55.880 --> 00:05:58.220]  他們有拜偶像的背景
[00:05:58.220 --> 00:06:01.220]  他們以前這麼多年都是拜偶像的
[00:06:01.220 --> 00:06:03.280]  當他們信了耶穌之後
[00:06:03.280 --> 00:06:04.460]  他們又覺得
[00:06:04.460 --> 00:06:08.360]  這些拜過偶像的食物
[00:06:08.360 --> 00:06:11.100]  真的令他們很困擾
[00:06:11.100 --> 00:06:12.500]  為什麼呢
[00:06:12.500 --> 00:06:15.000]  因為他們覺得這些食物
[00:06:15.000 --> 00:06:17.140]  是不潔淨的
[00:06:17.140 --> 00:06:19.240]  不是說它衛不衛生
[00:06:19.240 --> 00:06:20.900]  而是在宗教上
