
[00:00:00.000 --> 00:00:04.500]  這是耶穌在病之駕以前
[00:00:04.500 --> 00:00:09.000]  他在山上跟這個門徒說的話
[00:00:09.000 --> 00:00:10.500]  當門徒問道
[00:00:10.500 --> 00:00:13.500]  當這個墨師的時候
[00:00:13.500 --> 00:00:15.500]  你回到降臨的時候
[00:00:15.500 --> 00:00:17.000]  有什麼預兆
[00:00:17.000 --> 00:00:19.000]  那麼耶穌在這一章裡頭
[00:00:19.000 --> 00:00:21.500]  就講到很多的預兆
[00:00:21.500 --> 00:00:22.500]  我們要注意到
[00:00:22.500 --> 00:00:26.000]  耶穌講到這預兆的時候
[00:00:26.000 --> 00:00:28.500]  祂不是先講別的
[00:00:28.500 --> 00:00:31.000]  祂乃是先說到
[00:00:31.000 --> 00:00:33.000]  有這個假先知
[00:00:33.000 --> 00:00:35.000]  有假基督要起來
[00:00:35.000 --> 00:00:38.000]  要彌活世上的人
[00:00:38.000 --> 00:00:39.000]  所以這個是
[00:00:39.000 --> 00:00:42.000]  你這個放在這個
[00:00:42.000 --> 00:00:45.000]  這些預兆的最最前面
[00:00:45.000 --> 00:00:46.500]  這也是我們今天
[00:00:46.500 --> 00:00:50.000]  基督徒所面臨的問題
[00:00:50.000 --> 00:00:52.000]  當聖經給我們看到
[00:00:52.000 --> 00:00:54.000]  在墨師的時候
[00:00:54.000 --> 00:00:58.000]  必然有很多的異端要起來
[00:00:58.000 --> 00:00:59.500]  那異端是什麼呢
[00:00:59.500 --> 00:01:01.500]  異端不是異教
[00:01:01.500 --> 00:01:03.500]  比如這個其他的宗教
[00:01:03.500 --> 00:01:04.500]  什麼佛教
[00:01:04.500 --> 00:01:05.500]  道教
[00:01:05.500 --> 00:01:06.500]  伊斯蘭教
[00:01:06.500 --> 00:01:09.000]  這些是別的宗教
[00:01:09.000 --> 00:01:11.500]  他們就是叫異教
[00:01:11.500 --> 00:01:12.500]  那異端呢
[00:01:12.500 --> 00:01:16.000]  那是他借用這個教會
[00:01:16.000 --> 00:01:18.500]  借用耶穌基督的名字
[00:01:18.500 --> 00:01:22.000]  來說一些跟這個真道
[00:01:22.000 --> 00:01:24.500]  完全相反的教訓
[00:01:24.500 --> 00:01:28.000]  他們打的是基督教的旗號
[00:01:28.000 --> 00:01:29.500]  但是做的事情
[00:01:29.500 --> 00:01:32.500]  卻不是符合聖經的真理
[00:01:32.500 --> 00:01:33.500]  那這樣的話
[00:01:33.500 --> 00:01:35.000]  叫做異端
[00:01:35.000 --> 00:01:37.000]  你碰到異端的時候
[00:01:37.000 --> 00:01:39.000]  他跟你說什麼話
[00:01:39.000 --> 00:01:40.500]  你說我是基督徒
[00:01:40.500 --> 00:01:43.500]  他說我也是基督徒啊
[00:01:43.500 --> 00:01:45.500]  其實你下面再談下去
[00:01:45.500 --> 00:01:48.000]  就發現他所講的跟聖經
[00:01:48.000 --> 00:01:49.500]  跟我們所相信的
[00:01:49.500 --> 00:01:51.500]  要差別的很多
[00:01:51.500 --> 00:01:53.500]  那這就是異端
[00:01:53.500 --> 00:01:55.500]  所以我們基督徒呢
[00:01:55.500 --> 00:01:59.500]  都需要注意這個事情
[00:01:59.500 --> 00:02:02.500]  那應該有些分別
[00:02:02.500 --> 00:02:05.500]  我們現在要看到呢
[00:02:05.500 --> 00:02:07.500]  在這個目前
[00:02:07.500 --> 00:02:09.500]  我們所遇到的
[00:02:09.500 --> 00:02:11.500]  比較主要的
[00:02:11.500 --> 00:02:12.500]  在西方
[00:02:12.500 --> 00:02:15.500]  或者在我們加拿大這塊地方
[00:02:15.500 --> 00:02:17.500]  我就在今天提出來
[00:02:17.500 --> 00:02:19.500]  有三個比較主要的
[00:02:19.500 --> 00:02:21.500]  一個就是摩門教
[00:02:21.500 --> 00:02:27.500]  叫做耶穌基督默示聖徒教會
[00:02:27.500 --> 00:02:28.500]  很長的名字
[00:02:28.500 --> 00:02:31.500]  你看見他也是叫教會
[00:02:31.500 --> 00:02:33.500]  還是叫聖徒教會
[00:02:33.500 --> 00:02:36.500]  那麼這個是摩門教
[00:02:36.500 --> 00:02:38.500]  還有第二個呢
[00:02:38.500 --> 00:02:40.500]  就是耶華見證人
[00:02:40.500 --> 00:02:42.500]  你看見他們在街上
[00:02:42.500 --> 00:02:43.500]  在發書
[00:02:43.500 --> 00:02:45.500]  在發傳單
[00:02:45.500 --> 00:02:47.500]  到你家裡來
[00:02:47.500 --> 00:02:49.500]  給你要傳道
[00:02:49.500 --> 00:02:52.500]  那這個是耶華見證人
[00:02:52.500 --> 00:02:53.500]  第三個呢
[00:02:53.500 --> 00:02:56.500]  是在中國所比較主要的
[00:02:56.500 --> 00:02:59.500]  就是東方閃電
[00:02:59.500 --> 00:03:00.500]  雖然看起來
[00:03:00.500 --> 00:03:03.500]  這個在中國有的事情
[00:03:03.500 --> 00:03:05.500]  但是呢現在看到
[00:03:05.500 --> 00:03:07.500]  這個東方閃電呢
[00:03:07.500 --> 00:03:12.500]  已經是傳到這個北美洲
[00:03:12.500 --> 00:03:13.500]  傳到其他的地方
[00:03:13.500 --> 00:03:16.500]  歐洲亞洲各個地方
[00:03:16.500 --> 00:03:18.500]  都有他們人的活動
[00:03:18.500 --> 00:03:20.500]  而且這個聲勢
[00:03:20.500 --> 00:03:22.500]  還是比較豪大
[00:03:22.500 --> 00:03:24.500]  我就看到在溫哥華
[00:03:24.500 --> 00:03:26.500]  這個週報
[00:03:26.500 --> 00:03:28.500]  就是溫哥華週報
[00:03:28.500 --> 00:03:31.500]  上面有的時候
[00:03:31.500 --> 00:03:33.500]  有半本的
[00:03:33.500 --> 00:03:35.500]  半版的這個位置
[00:03:35.500 --> 00:03:37.500]  就是登他們的文章
[00:03:37.500 --> 00:03:40.500]  全能神的這個畫
[00:03:40.500 --> 00:03:42.500]  所以你看見
[00:03:42.500 --> 00:03:44.500]  這個是一個很大的事情
[00:03:44.500 --> 00:03:47.500]  登一個半本的
[00:03:47.500 --> 00:03:49.500]  這樣一個篇幅的話
[00:03:49.500 --> 00:03:51.500]  也得花了不少錢
[00:03:51.500 --> 00:03:54.500]  而且他還有人在做這個工作
[00:03:54.500 --> 00:03:57.500]  這個是東方閃電
[00:03:57.500 --> 00:04:01.500]  現在也是傳到國外來
[00:04:01.500 --> 00:04:03.500]  那我們看看這三個
[00:04:03.500 --> 00:04:05.500]  我們今天不能夠
[00:04:05.500 --> 00:04:08.500]  把它們詳細的讀來認識
[00:04:08.500 --> 00:04:09.500]  讀來分析
[00:04:09.500 --> 00:04:11.500]  我們就簡主要的
[00:04:11.500 --> 00:04:13.500]  我們今天的重點呢
[00:04:13.500 --> 00:04:14.500]  就是要看看
[00:04:14.500 --> 00:04:15.500]  這些異端
[00:04:15.500 --> 00:04:18.500]  到底它有什麼共同的特點
[00:04:18.500 --> 00:04:19.500]  這樣的話
[00:04:19.500 --> 00:04:21.500]  我們如果能夠認識
[00:04:21.500 --> 00:04:23.500]  異端的共同的特點
[00:04:23.500 --> 00:04:24.500]  那這樣呢
[00:04:24.500 --> 00:04:26.500]  我們對這個分辨異端呢
[00:04:26.500 --> 00:04:29.500]  就是比較有些根據了
[00:04:29.500 --> 00:04:30.500]  第一個呢
[00:04:30.500 --> 00:04:34.500]  我們要看的就是摩門教
[00:04:34.500 --> 00:04:37.500]  摩門教是怎麼樣產生的
[00:04:37.500 --> 00:04:40.500]  大概在一百多年以前
[00:04:40.500 --> 00:04:42.500]  在美國那個地方
[00:04:42.500 --> 00:04:46.500]  有個這個Joseph Smith
[00:04:46.500 --> 00:04:48.500]  就是施月社
[00:04:48.500 --> 00:04:51.500]  人家中文把它翻成施月社
[00:04:51.500 --> 00:04:54.500]  他呢在小的時候呢
[00:04:54.500 --> 00:04:57.500]  也去參加這個教會
[00:04:57.500 --> 00:04:58.500]  但是呢
[00:04:58.500 --> 00:05:00.500]  覺得很受到這個困擾
[00:05:00.500 --> 00:05:01.500]  他不明白
[00:05:01.500 --> 00:05:05.500]  到底他們教會講的是什麼
[00:05:05.500 --> 00:05:06.500]  他說呢
[00:05:06.500 --> 00:05:07.500]  他自己說的
[00:05:07.500 --> 00:05:14.500]  他突然之間有兩個神的使者
[00:05:14.500 --> 00:05:16.500]  就向他顯見
[00:05:16.500 --> 00:05:18.500]  跟他說話
[00:05:18.500 --> 00:05:20.500]  這個使者說呢
[00:05:20.500 --> 00:05:23.500]  我叫做姆羅尼
[00:05:23.500 --> 00:05:26.500]  我的父親是摩門
[00:05:26.500 --> 00:05:27.500]  這個摩門
[00:05:27.500 --> 00:05:30.500]  他說他是他父親的名字
[00:05:30.500 --> 00:05:32.500]  他說他父親有一篇著作
[00:05:32.500 --> 00:05:35.500]  是寫在一個金的片子上面
[00:05:35.500 --> 00:05:37.500]  金片上面
[00:05:37.500 --> 00:05:38.500]  有一些話
[00:05:38.500 --> 00:05:39.500]  那後來
[00:05:39.500 --> 00:05:43.500]  那麼這個Joseph Smith呢
[00:05:43.500 --> 00:05:44.500]  就是說
[00:05:44.500 --> 00:05:47.500]  他就根據這樣的使者
[00:05:47.500 --> 00:05:49.500]  神的使者對他說的話
[00:05:49.500 --> 00:05:54.500]  他就去埋那個金片的地方
[00:05:54.500 --> 00:05:55.500]  把它挖出來
[00:05:55.500 --> 00:05:56.500]  看見有個箱子
[00:05:56.500 --> 00:05:58.500]  箱子裡頭有這個金片
[00:05:58.500 --> 00:06:00.500]  上面有文字的記載
[00:06:00.500 --> 00:06:01.500]  然後呢
[00:06:01.500 --> 00:06:02.500]  有一副眼鏡
[00:06:02.500 --> 00:06:03.500]  戴了眼鏡以後
[00:06:03.500 --> 00:06:07.500]  就會看見金片上所說的什麼話
[00:06:07.500 --> 00:06:09.500]  那麼他就拿到這以後呢
[00:06:09.500 --> 00:06:11.500]  就發起
[00:06:11.500 --> 00:06:16.500]  就弄的傳摩門的教訓
[00:06:16.500 --> 00:06:18.500]  摩門教的教訓
[00:06:18.500 --> 00:06:22.500]  但是因為這個Joseph Smith這個人呢
[00:06:22.500 --> 00:06:23.500]  年輕人呢
[00:06:23.500 --> 00:06:25.500]  他不務正業
[00:06:25.500 --> 00:06:27.500]  他就搞了一些邪術
[00:06:27.500 --> 00:06:34.500]  去做一些不正當的事情
[00:06:34.500 --> 00:06:36.500]  結果呢
[00:06:36.500 --> 00:06:39.500]  這個報紙上就揭發了
[00:06:39.500 --> 00:06:44.500]  當地的報紙就揭發他的不正的事情
[00:06:44.500 --> 00:06:46.500]  揭發以後呢
[00:06:46.500 --> 00:06:48.500]  他就領了一些群眾
[00:06:48.500 --> 00:06:50.500]  他的信徒
[00:06:50.500 --> 00:06:54.500]  就去把這個報社給搗毀了
[00:06:54.500 --> 00:06:56.500]  把它破壞了
[00:06:56.500 --> 00:07:00.500]  破壞以後又把這個房子給燒了
[00:07:00.500 --> 00:07:01.500]  這樣的話
