
[00:00:00.000 --> 00:00:04.440]  我們一起祈求有神所賜的平安
[00:00:04.440 --> 00:00:07.520]  不知道現在大家平不平安呢?
[00:00:07.520 --> 00:00:09.600]  在今天開始講道支詩
[00:00:09.600 --> 00:00:12.320]  我想先跟大家讀一篇詩篇
[00:00:12.320 --> 00:00:13.960]  沒有打point point的
[00:00:13.960 --> 00:00:16.480]  因為我們教會的聖經都是新的
[00:00:16.480 --> 00:00:18.240]  請你打開它
[00:00:18.240 --> 00:00:20.680]  詩篇130篇
[00:00:20.680 --> 00:00:24.480]  標題寫著求助的祈禱
[00:00:24.480 --> 00:00:28.560]  最近我發覺很多教會人士都開始說
[00:00:28.560 --> 00:00:31.200]  我們祈禱吧
[00:00:31.200 --> 00:00:32.800]  祈求香港平安
[00:00:32.800 --> 00:00:34.160]  祈禱和睦
[00:00:34.160 --> 00:00:38.200]  但是看看私人怎樣祈禱好不好?
[00:00:38.200 --> 00:00:39.240]  打開你的聖經
[00:00:39.240 --> 00:00:41.200]  詩篇130篇
[00:00:41.200 --> 00:00:44.320]  我們一起讀第一節到第八節
[00:00:44.320 --> 00:00:46.240]  完了之後我們會祈禱
[00:00:46.240 --> 00:00:48.720]  看看怎樣祈禱好不好?
[00:00:48.720 --> 00:00:50.440]  詩篇130篇
[00:00:50.440 --> 00:00:51.720]  這個神的說話我們一起讀
[00:00:51.720 --> 00:00:52.640]  預備起
[00:00:52.640 --> 00:00:53.840]  耶和華
[00:00:53.840 --> 00:00:56.280]  我從心處求告你
[00:00:56.280 --> 00:00:57.160]  主啊
[00:00:57.160 --> 00:00:59.520]  求你聽我的聲音
[00:00:59.520 --> 00:01:02.920]  求你則以聽我懇求的聲音
[00:01:02.920 --> 00:01:04.480]  耶和華啊
[00:01:04.480 --> 00:01:07.360]  你若救賊罪孽
[00:01:07.360 --> 00:01:08.280]  主啊
[00:01:08.280 --> 00:01:10.880]  誰能站得住呢?
[00:01:10.880 --> 00:01:13.880]  但在你有赦免之恩
[00:01:13.880 --> 00:01:16.040]  要叫人敬畏你
[00:01:16.040 --> 00:01:18.320]  我等候耶和華
[00:01:18.320 --> 00:01:20.120]  我的心等候
[00:01:20.120 --> 00:01:22.360]  我也仰望他的華
[00:01:22.360 --> 00:01:24.560]  我的心等候主
[00:01:24.560 --> 00:01:30.800]  勝於守夜的等候天亮
[00:01:30.800 --> 00:01:31.840]  以色列啊
[00:01:31.840 --> 00:01:34.440]  你當仰望耶和華
[00:01:34.440 --> 00:01:36.840]  因耶和華有慈愛
[00:01:36.840 --> 00:01:38.960]  有豐盛的救恩
[00:01:38.960 --> 00:01:41.320]  他必救贖以色列
[00:01:41.320 --> 00:01:44.480]  脫離一切的罪孽
[00:01:44.480 --> 00:01:47.200]  我心裡所提的是
[00:01:47.200 --> 00:01:53.160]  神要救我們脫離一切的罪孽
[00:01:53.160 --> 00:01:55.760]  人的禱告在神的面前
[00:01:55.760 --> 00:01:57.880]  無論你求什麼都好
[00:01:57.880 --> 00:01:59.240]  去不去到那裡
[00:01:59.240 --> 00:02:00.440]  毋毋應搵
[00:02:00.440 --> 00:02:02.240]  基於一個條件
[00:02:02.240 --> 00:02:07.720]  就是你的罪得到赦免了嗎?
[00:02:07.720 --> 00:02:10.960]  你說我沒有行差踏錯
[00:02:10.960 --> 00:02:12.480]  你沒有行差踏錯
[00:02:12.480 --> 00:02:14.720]  你就不需要這個救恩
[00:02:14.720 --> 00:02:16.080]  你不行差踏錯
[00:02:16.080 --> 00:02:18.240]  你不需要這個恩典
[00:02:18.240 --> 00:02:26.200]  恩典、救恩只是給那些肯承認自己有罪的人
[00:02:26.200 --> 00:02:28.240]  無論你信得住多少年
[00:02:28.240 --> 00:02:31.040]  無論你坐著聽或者站著說
[00:02:31.040 --> 00:02:32.840]  耶和華啊
[00:02:32.840 --> 00:02:36.600]  你若果救賊罪孽
[00:02:36.600 --> 00:02:40.080]  就是耶和華跟你現在計一計數
[00:02:40.080 --> 00:02:42.640]  誰可以站得住
[00:02:42.640 --> 00:02:45.400]  我想你都坐不下了
[00:02:45.400 --> 00:02:47.440]  所以今時今日
[00:02:47.440 --> 00:02:51.520]  我們懇求的是上帝的憐憫和恩典
[00:02:51.520 --> 00:02:53.200]  在這個禱告裡面
[00:02:53.200 --> 00:02:55.400]  第二次會
[00:02:55.400 --> 00:02:57.800]  不要忽略
[00:02:57.800 --> 00:03:01.920]  上帝的慈悲、憐憫和信心
[00:03:01.920 --> 00:03:07.040]  因為神如果按照祂的本性裡面
[00:03:07.040 --> 00:03:09.360]  其中一部分
[00:03:09.360 --> 00:03:11.200]  按祂的公義行事
[00:03:11.200 --> 00:03:12.400]  一定是審判
[00:03:12.400 --> 00:03:13.600]  一有審判
[00:03:13.600 --> 00:03:17.160]  沒有一個人在審判台前
[00:03:17.160 --> 00:03:20.680]  不靠恩典、不靠憐憫
[00:03:20.680 --> 00:03:24.160]  是可以濫過的
[00:03:24.160 --> 00:03:26.120]  聖經這樣記載,一會兒跟大家提
[00:03:26.120 --> 00:03:27.920]  所以這個時候我想請大家
[00:03:27.920 --> 00:03:29.840]  在這個時刻一同禱告
[00:03:29.840 --> 00:03:32.360]  你不需要為香港社會禱告
[00:03:32.360 --> 00:03:34.280]  你為自己禱告
[00:03:34.280 --> 00:03:39.920]  如果你現在心思意念頭腦中間有很多煩惱的事
[00:03:39.920 --> 00:03:41.240]  扔不扔下?
[00:03:41.240 --> 00:03:42.480]  扔不下
[00:03:42.480 --> 00:03:44.160]  這樣來敬拜神
[00:03:44.160 --> 00:03:46.600]  你是以別的代替耶和華
[00:03:46.600 --> 00:03:48.000]  詩篇16篇說
[00:03:48.000 --> 00:03:51.000]  他的受苦一定增加
[00:03:51.000 --> 00:03:55.320]  剛才詩班唱出來的「平安有無」
[00:03:55.320 --> 00:03:58.000]  這個「平安有無」不是祂沒有給你
[00:03:58.000 --> 00:04:00.680]  而是你願不願意開心去接受
[00:04:00.680 --> 00:04:02.000]  這個接受條件就是
[00:04:02.000 --> 00:04:05.000]  你要懇求祂的憐憫
[00:04:05.000 --> 00:04:08.200]  讓祂赦罪的恩典臨到你
[00:04:08.200 --> 00:04:09.920]  你沒有了這個罪
[00:04:09.920 --> 00:04:11.880]  祂被稱為義
[00:04:11.880 --> 00:04:17.680]  你才可以能夠用心靈與神相交
[00:04:17.680 --> 00:04:21.520]  否則
[00:04:21.520 --> 00:04:25.520]  你在這個時刻裏面
[00:04:25.520 --> 00:04:28.160]  或者你看到很多東西、很多資訊
[00:04:28.160 --> 00:04:29.440]  頭腦中間在想
[00:04:29.440 --> 00:04:31.840]  為甚麼會這樣?
[00:04:31.840 --> 00:04:33.400]  豈有此理
[00:04:33.400 --> 00:04:35.360]  這些東西在裏面充斥著的時候
[00:04:35.360 --> 00:04:37.320]  你要在神面前敬拜?
[00:04:37.320 --> 00:04:38.760]  你怎麼可以用心靈
[00:04:38.760 --> 00:04:40.760]  按照真理去敬拜祂?
[00:04:40.760 --> 00:04:45.280]  所以這個時候在我們每一個基督徒
[00:04:45.280 --> 00:04:46.680]  傳道人
[00:04:46.680 --> 00:04:48.640]  認罪、悔改
[00:04:48.640 --> 00:04:51.040]  去面見這個神
[00:04:51.040 --> 00:04:52.120]  不要忘記
[00:04:52.120 --> 00:04:52.840]  見到的時候
[00:04:52.840 --> 00:04:54.280]  見到神的榮耀
[00:04:54.280 --> 00:04:57.400]  就說「禍災,我滅亡了」
[00:04:57.400 --> 00:05:01.560]  因為我住在咀唇不潔淨的民中
[00:05:01.560 --> 00:05:03.520]  我咀唇不潔淨
[00:05:03.520 --> 00:05:05.600]  「禍災,我們滅亡了」
[00:05:05.600 --> 00:05:07.520]  如果我們不悔改認罪
[00:05:07.520 --> 00:05:10.920]  誠使會傾覆
[00:05:10.920 --> 00:05:12.680]  你們未成系的例子
[00:05:12.680 --> 00:05:14.200]  所多瑪雅莫系的例子
[00:05:14.200 --> 00:05:16.160]  聖經都記載了
[00:05:16.160 --> 00:05:17.960]  能夠被拯救的
[00:05:17.960 --> 00:05:20.360]  就是從罪惡裏面拯救出來
[00:05:20.360 --> 00:05:21.880]  所以我們每個人低頭祈禱
[00:05:21.880 --> 00:05:24.520]  求神接住聖靈幫助我們
[00:05:24.520 --> 00:05:26.040]  真理的聖靈來了
[00:05:26.040 --> 00:05:30.200]  是要我們為罪、為義、為審判
[00:05:30.200 --> 00:05:34.080]  自己責備自己
[00:05:34.080 --> 00:05:36.240]  從來聖經沒有告訴你
[00:05:36.240 --> 00:05:39.600]  聖靈感動你會指出必然的罪
[00:05:39.600 --> 00:05:41.360]  聖靈感動你只要告訴你
[00:05:41.360 --> 00:05:43.320]  你有沒有罪
[00:05:43.320 --> 00:05:44.920]  如果你沒有
[00:05:44.920 --> 00:05:46.520]  我為你很慶幸
[00:05:46.520 --> 00:05:48.440]  因為你不需要救恩
[00:05:48.440 --> 00:05:49.560]  如果你有的話
[00:05:49.560 --> 00:05:51.240]  在這個時候求主憐憫
[00:05:51.240 --> 00:05:52.960]  讓我們今天這段時間裏面
