
[00:00:00.000 --> 00:00:03.120]  我感恩今天有機會跟大家分享
[00:00:03.120 --> 00:00:07.840]  大家如果有留意牧師經常說
[00:00:07.840 --> 00:00:09.960]  中國人神很看顧中國人
[00:00:09.960 --> 00:00:10.960]  為什麼?
[00:00:10.960 --> 00:00:12.960]  因為中國人有兩個新年
[00:00:12.960 --> 00:00:15.800]  可以有兩次的立志機會
[00:00:15.800 --> 00:00:17.600]  新曆新年
[00:00:17.600 --> 00:00:19.100]  立志不成功
[00:00:19.100 --> 00:00:23.040]  隔多一會又有舊曆新年可以再度立志
[00:00:23.040 --> 00:00:25.320]  不過我有另一個看法
[00:00:25.320 --> 00:00:27.320]  神對中國人很好
[00:00:27.840 --> 00:00:30.720]  因為給中國人有兩次修勞的機會
[00:00:30.720 --> 00:00:32.240]  大家很開心
[00:00:32.240 --> 00:00:35.400]  多上幾天班就快快樂樂地修勞
[00:00:35.400 --> 00:00:40.280]  去年聖誕前有機會在台上完成了
[00:00:40.280 --> 00:00:43.400]  整年馬可福音的分享
[00:00:43.400 --> 00:00:46.160]  然後很開心地修勞過聖誕
[00:00:46.160 --> 00:00:48.160]  過了幾個星期來到今天
[00:00:48.160 --> 00:00:49.760]  說完這兩堂課
[00:00:49.760 --> 00:00:53.120]  又很開心地修勞過新年
[00:00:53.120 --> 00:00:56.160]  所以還有一個報告大家要留意
[00:00:56.160 --> 00:00:59.760]  下個星期這一堂崇拜仍然有繼續
[00:00:59.760 --> 00:01:02.040]  如果你想分期錄回來就不要了
[00:01:02.040 --> 00:01:04.960]  星期六年初一整個教會是休息的
[00:01:04.960 --> 00:01:09.560]  而星期日我們只剩下兩堂崇拜
[00:01:09.560 --> 00:01:12.760]  是九點鐘和這一堂十點半
[00:01:12.760 --> 00:01:15.160]  所以鼓勵大家
[00:01:15.160 --> 00:01:16.680]  要不就回九點
[00:01:16.680 --> 00:01:18.320]  要不就早點回來
[00:01:18.320 --> 00:01:21.680]  否則十點半的崇拜
[00:01:21.680 --> 00:01:24.640]  我認住都會爆棚
[00:01:24.640 --> 00:01:26.360]  希望大家入到場
[00:01:26.360 --> 00:01:31.440]  當然整個教會無論所有看到轉播的地方
[00:01:31.440 --> 00:01:33.040]  我們都會開給大家
[00:01:33.040 --> 00:01:36.360]  因為下個年初二的時間
[00:01:36.360 --> 00:01:38.640]  十二點鐘的崇拜是取消了
[00:01:38.640 --> 00:01:43.240]  有關其他教會在過年期間的祈禱會
[00:01:43.240 --> 00:01:46.600]  少年崇拜不同的聚會的詳情
[00:01:46.600 --> 00:01:48.600]  大家留意這個長刊
[00:01:48.600 --> 00:01:54.840]  我入到今日的分享裏面首先繼續感謝主
[00:01:54.840 --> 00:01:58.160]  因為今年銅鑼灣的目者
[00:01:58.160 --> 00:02:00.520]  我們開始了一個新的書卷
[00:02:00.520 --> 00:02:02.520]  就是羅馬書的分享
[00:02:02.520 --> 00:02:07.200]  在我來說覺得這卷書很艱深很難明白
[00:02:07.200 --> 00:02:12.120]  但是就越釘越預備就越精彩
[00:02:12.120 --> 00:02:13.520]  而且很感恩
[00:02:13.520 --> 00:02:15.200]  就是因為有挑戰
[00:02:15.200 --> 00:02:18.480]  所以一班目者更加是一班同路人
[00:02:18.480 --> 00:02:20.800]  我們定期會聚在一起
[00:02:20.800 --> 00:02:23.800]  我們一起祈禱一起分享
[00:02:23.800 --> 00:02:28.120]  我們會彼此勉勵彼此代禱彼此學習
[00:02:28.120 --> 00:02:32.360]  而且亦都有目者發起在我們周二的祖禱會
[00:02:32.360 --> 00:02:34.120]  周三的祈禱會
[00:02:34.120 --> 00:02:38.600]  每個月都圍著那個月要講道的目者祈禱
[00:02:38.600 --> 00:02:42.680]  好像很大的力量去支持著
[00:02:42.680 --> 00:02:44.400]  在整個預備的過程當中
[00:02:44.400 --> 00:02:46.400]  已經很經歷到神的同在
[00:02:46.400 --> 00:02:49.280]  亦都很經歷到弟兄姊妹的支持
[00:02:49.280 --> 00:02:55.560]  感覺到信心能力好像打高了一點點
[00:02:55.560 --> 00:02:57.160]  其實打高了很多
[00:02:57.160 --> 00:02:58.760]  自己信心少
[00:02:58.760 --> 00:03:02.440]  所以在最後最近那幾個星期
[00:03:02.440 --> 00:03:04.560]  何牧師和其他的目者
[00:03:04.560 --> 00:03:07.360]  已經開始了羅馬書第一章
[00:03:07.360 --> 00:03:10.360]  已經完成了羅馬書第一章的分享
[00:03:10.360 --> 00:03:12.080]  而這個週末
[00:03:12.080 --> 00:03:16.160]  昨天和今天我們踏入羅馬書的第二章
[00:03:16.160 --> 00:03:19.760]  是第二章的第一節至第十六節
[00:03:19.760 --> 00:03:21.760]  我今天給到他的題目
[00:03:21.760 --> 00:03:25.200]  就是「公義神,不偏待人」
[00:03:25.200 --> 00:03:29.000]  請大家和喜立在我們去分享訊息
[00:03:29.000 --> 00:03:30.560]  去聽神的話之前
[00:03:30.560 --> 00:03:32.000]  預備一首詩歌
[00:03:32.000 --> 00:03:32.720]  我們進入
[00:03:32.720 --> 00:03:35.680]  我們預備我們的心進入到神的話語當中
[00:03:35.680 --> 00:03:37.040]  是的,我們的主耶穌
[00:03:37.040 --> 00:03:41.800]  祢就是那個權柄、公義、能力、聖潔的主
[00:03:41.800 --> 00:03:44.200]  主,祢在我們當中彰顯的時候
[00:03:44.200 --> 00:03:45.720]  祢要我們效法祢
[00:03:45.720 --> 00:03:48.920]  要我們行出公義、行出聖潔
[00:03:48.920 --> 00:03:50.280]  在我們的生命裡面
[00:03:50.280 --> 00:03:52.920]  因為主祢要與我們同在
[00:03:52.920 --> 00:03:54.120]  祢親自來到
[00:03:54.120 --> 00:03:55.720]  祢去清潔我們的心
[00:03:55.720 --> 00:03:57.040]  光強我們的心
[00:03:57.040 --> 00:03:58.840]  因為祢要安然的
[00:03:58.840 --> 00:04:02.040]  住在我們每一個屬祢的人的生命裡面
[00:04:02.040 --> 00:04:04.120]  在我們的心裡面
[00:04:04.120 --> 00:04:05.400]  祢安然居住
[00:04:05.400 --> 00:04:07.720]  主求祢親自閲立我們的敬拜
[00:04:07.720 --> 00:04:11.000]  祢的話語也直達到我們心靈的深處
[00:04:11.000 --> 00:04:12.760]  和我們每一個去說話
[00:04:12.760 --> 00:04:14.360]  主,我們多謝祢讚美祢
[00:04:14.360 --> 00:04:17.400]  聽我們祈禱,奉耶穌基督聖名祈求
[00:04:17.400 --> 00:04:18.280]  Amen
[00:04:44.360 --> 00:04:47.360]  字幕由 Amara.org 社群提供
[00:05:14.360 --> 00:05:17.360]  字幕由 Amara.org 社群提供
[00:05:44.360 --> 00:05:47.360]  字幕由 Amara.org 社群提供
[00:06:14.360 --> 00:06:17.360]  字幕由 Amara.org 社群提供
[00:06:44.360 --> 00:06:47.360]  字幕由 Amara.org 社群提供
[00:07:14.360 --> 00:07:17.360]  字幕由 Amara.org 社群提供
[00:07:44.360 --> 00:07:47.360]  字幕由 Amara.org 社群提供
[00:08:14.360 --> 00:08:17.360]  字幕由 Amara.org 社群提供
[00:08:44.360 --> 00:08:47.360]  字幕由 Amara.org 社群提供
[00:09:14.360 --> 00:09:17.360]  論斷弟兄是神所不喜悅,神所厭憎惡
[00:09:17.360 --> 00:09:20.360]  論斷弟兄是神所不喜悅,神所厭憎惡
[00:09:20.360 --> 00:09:23.360]  論斷弟兄是神所不喜悅,神所厭憎惡
[00:09:23.360 --> 00:09:26.360]  論斷弟兄是神所不喜悅,神所厭憎惡
[00:09:26.360 --> 00:09:29.360]  論斷弟兄是神所不喜悅,神所厭憎惡
[00:09:29.360 --> 00:09:32.360]  論斷弟兄是神所不喜悅,神所厭憎惡
[00:09:32.360 --> 00:09:35.360]  論斷弟兄是神所不喜悅,神所厭憎惡
[00:09:35.360 --> 00:09:38.360]  論斷弟兄是神所不喜悅,神所厭憎惡
[00:09:38.360 --> 00:09:41.360]  論斷弟兄是神所不喜悅,神所厭憎惡
[00:09:41.360 --> 00:09:44.360]  論斷弟兄是神所厭憎惡
[00:09:44.360 --> 00:09:47.360]  論斷弟兄是神所厭憎惡
[00:09:47.360 --> 00:09:50.360]  論斷弟兄是神所厭憎惡
[00:09:50.360 --> 00:09:53.360]  論斷弟兄是神所厭憎惡
[00:09:53.360 --> 00:09:56.360]  論斷弟兄是神所厭憎惡
[00:09:56.360 --> 00:09:59.360]  論斷弟兄是神所厭憎惡
[00:09:59.360 --> 00:10:02.360]  論斷弟兄是神所厭憎惡
[00:10:02.360 --> 00:10:05.360]  論斷弟兄是神所厭憎惡
[00:10:05.360 --> 00:10:08.360]  論斷弟兄是神所厭憎惡
[00:10:08.360 --> 00:10:11.360]  論斷弟兄是神所厭憎惡
[00:10:11.360 --> 00:10:14.360]  論斷弟兄是神所厭憎惡
[00:10:14.360 --> 00:10:17.360]  論斷弟兄是神所厭憎惡
[00:10:17.360 --> 00:10:20.360]  論斷弟兄是神所厭憎惡
[00:10:20.360 --> 00:10:23.360]  論斷弟兄是神所厭憎惡
[00:10:23.360 --> 00:10:26.360]  論斷弟兄是神所厭憎惡
[00:10:26.360 --> 00:10:29.360]  論斷弟兄是神所厭憎惡
[00:10:29.360 --> 00:10:32.360]  論斷弟兄是神所厭憎惡
[00:10:32.360 --> 00:10:35.360]  論斷弟兄是神所厭憎惡
[00:10:35.360 --> 00:10:38.360]  論斷弟兄是神所厭憎惡
[00:10:38.360 --> 00:10:41.360]  論斷弟兄是神所厭憎惡
[00:10:41.360 --> 00:10:44.360]  論斷弟兄是神所厭憎惡
[00:10:44.360 --> 00:10:47.360]  論斷弟兄是神所厭憎惡
[00:10:47.360 --> 00:10:50.360]  論斷弟兄是神所厭憎惡
[00:10:50.360 --> 00:10:53.360]  論斷弟兄是神所厭憎惡
[00:10:53.360 --> 00:10:56.360]  論斷弟兄是神所厭憎惡
[00:10:56.360 --> 00:10:59.360]  論斷弟兄是神所厭憎惡
[00:10:59.360 --> 00:11:02.360]  論斷弟兄是神所厭憎惡
[00:11:02.360 --> 00:11:05.360]  論斷弟兄是神所厭憎惡
[00:11:05.360 --> 00:11:08.360]  論斷弟兄是神所厭憎惡
[00:11:08.360 --> 00:11:11.360]  論斷弟兄是神所厭憎惡
[00:11:11.360 --> 00:11:14.360]  論斷弟兄是神所厭憎惡
[00:11:14.360 --> 00:11:17.360]  論斷弟兄是神所厭憎惡
