
[00:00:00.000 --> 00:00:04.000]  各位體驗者們平安、舊約仍然說話
[00:00:04.000 --> 00:00:06.000]  你知不知道在聖經裏面
[00:00:06.000 --> 00:00:09.000]  神是很重視人的生命
[00:00:09.000 --> 00:00:13.000]  因爲生命是由神賜給我們的
[00:00:13.000 --> 00:00:15.000]  由我們出母胎
[00:00:15.000 --> 00:00:18.000]  甚至是母親懷胎的時候
[00:00:18.000 --> 00:00:21.000]  神已經認識我們
[00:00:21.000 --> 00:00:24.000]  祂將生命氣息賜給我們
[00:00:24.000 --> 00:00:26.000]  所以在十戒裏面
[00:00:26.000 --> 00:00:32.000]  下半部那五戒是指我們和人之間的關係
[00:00:32.000 --> 00:00:36.000]  而第十戒就說不可殺人
[00:00:36.000 --> 00:00:40.000]  這一條戒命其實最主要表達的
[00:00:40.000 --> 00:00:43.000]  就是我們生命的神聖
[00:00:43.000 --> 00:00:47.000]  我們應該尊重生命
[00:00:47.000 --> 00:00:49.000]  當你殺人的時候
[00:00:49.000 --> 00:00:52.000]  在你心裏面很憎恨的人
[00:00:52.000 --> 00:00:56.000]  憎恨到一個極點
[00:00:56.000 --> 00:00:58.000]  所以你要拿出一些武器
[00:00:58.000 --> 00:01:01.000]  將他殺了一樣
[00:01:01.000 --> 00:01:05.000]  連人的生命你都去取去
[00:01:05.000 --> 00:01:08.000]  這是一件很斗膽的事
[00:01:08.000 --> 00:01:12.000]  因爲生命是由天上的神賜給我們
[00:01:12.000 --> 00:01:14.000]  你有什麼資格
[00:01:14.000 --> 00:01:15.000]  你有什麼權利
[00:01:15.000 --> 00:01:18.000]  竟然奪取別人的性命
[00:01:18.000 --> 00:01:20.000]  所以在舊約裏面
[00:01:20.000 --> 00:01:26.000]  很強調如果你殺人就必須要償命
[00:01:26.000 --> 00:01:29.000]  以命還命
[00:01:29.000 --> 00:01:31.000]  以牙還牙
[00:01:31.000 --> 00:01:36.000]  但是其實這個戒命更重要的
[00:01:36.000 --> 00:01:40.000]  就叫我們心裏面不要有仇恨
[00:01:40.000 --> 00:01:43.000]  所以耶穌在登山譜訓
[00:01:43.000 --> 00:01:47.000]  《馬太福音》第五章裏他怎麼說
[00:01:47.000 --> 00:01:52.000]  他說如果你恨人
[00:01:52.000 --> 00:01:54.000]  你就是殺人
[00:01:54.000 --> 00:01:57.000]  心裏面你有仇恨
[00:01:57.000 --> 00:01:59.000]  這個人真的很差
[00:01:59.000 --> 00:02:03.000]  我很恨他恨他恨他恨到一個極點
[00:02:03.000 --> 00:02:06.000]  甚至耶穌更加擴闊
[00:02:06.000 --> 00:02:09.000]  他說如果你罵人
[00:02:09.000 --> 00:02:11.000]  你罵人是拉加
[00:02:11.000 --> 00:02:14.000]  拉加這個是雅蘭文
[00:02:14.000 --> 00:02:17.000]  或者你罵人是摩利
[00:02:17.000 --> 00:02:19.000]  這個是希臘文
[00:02:19.000 --> 00:02:23.000]  到底拉加和摩利是什麼意思
[00:02:23.000 --> 00:02:25.000]  有些翻譯就說
[00:02:25.000 --> 00:02:29.000]  比如你說人是笨蛋廢物
[00:02:29.000 --> 00:02:33.000]  你沒用你這麼蠢
[00:02:33.000 --> 00:02:36.000]  有時候我們都會嫌別人慢
[00:02:36.000 --> 00:02:38.000]  我們就罵人蠢
[00:02:38.000 --> 00:02:40.000]  你真的很笨
[00:02:40.000 --> 00:02:44.000]  原來心裏面有一種輕視別人
[00:02:44.000 --> 00:02:46.000]  看不起別人
[00:02:46.000 --> 00:02:49.000]  所以求神真的幫助我們
[00:02:49.000 --> 00:02:52.000]  原來我們需要對別人很尊重
[00:02:52.000 --> 00:02:54.000]  沒錯可能他手腳慢
[00:02:54.000 --> 00:02:57.000]  他做事沒有你那麼幹淨凌落
[00:02:57.000 --> 00:02:59.000]  他沒有你那麼快催
[00:02:59.000 --> 00:03:02.000]  你就容忍一下體諒一下
[00:03:02.000 --> 00:03:04.000]  有時候特別香港人
[00:03:04.000 --> 00:03:06.000]  喫東西很急
[00:03:06.000 --> 00:03:08.000]  去到餐廳叫東西
[00:03:08.000 --> 00:03:11.000]  好像你一下單就要立刻要那碟東西上來
[00:03:11.000 --> 00:03:13.000]  如果那個夥計慢點
[00:03:13.000 --> 00:03:16.000]  你就罵又嫌三嫌四
[00:03:16.000 --> 00:03:18.000]  有很多時候
[00:03:18.000 --> 00:03:21.000]  我們是心裏面的傲慢
[00:03:21.000 --> 00:03:23.000]  有時候是我們心裏面
[00:03:23.000 --> 00:03:25.000]  發出一種怨恨
[00:03:25.000 --> 00:03:27.000]  一種憎恨
[00:03:27.000 --> 00:03:29.000]  所以求神憐憫我們
[00:03:29.000 --> 00:03:32.000]  這條界面有很多人說
[00:03:32.000 --> 00:03:35.000]  我怎麼會犯我怎麼會殺人
[00:03:35.000 --> 00:03:38.000]  今天我很想繼續和大家思想
[00:03:38.000 --> 00:03:41.000]  不單止殺人
[00:03:41.000 --> 00:03:43.000]  自殺又怎樣呢
[00:03:43.000 --> 00:03:45.000]  沒錯今天是一個
[00:03:45.000 --> 00:03:48.000]  很多人都患了抑鬱症的時候
[00:03:48.000 --> 00:03:50.000]  我自己也曾經有幾年
[00:03:50.000 --> 00:03:52.000]  我是患了抑鬱症
[00:03:52.000 --> 00:03:55.000]  需要喫藥需要看醫生
[00:03:55.000 --> 00:03:58.000]  抑鬱是令很多人
[00:03:58.000 --> 00:04:00.000]  陷在一個低沉
[00:04:00.000 --> 00:04:03.000]  depression很低落的裏面
[00:04:03.000 --> 00:04:05.000]  睡覺又睡不着
[00:04:05.000 --> 00:04:07.000]  白天又沒有精神
[00:04:07.000 --> 00:04:09.000]  浮浮蕩蕩
[00:04:09.000 --> 00:04:11.000]  因此有些人就想着
[00:04:11.000 --> 00:04:15.000]  不如我結束自己的生命
[00:04:15.000 --> 00:04:18.000]  這個是好不好的一個思想
[00:04:18.000 --> 00:04:20.000]  千萬不要說
[00:04:20.000 --> 00:04:22.000]  我要結束自己的生命
[00:04:22.000 --> 00:04:24.000]  我們是誰
[00:04:24.000 --> 00:04:26.000]  我們只不過是受造者
[00:04:26.000 --> 00:04:31.000]  生命是掌權於天父的手中
[00:04:31.000 --> 00:04:34.000]  神什麼時候要我們回去
[00:04:34.000 --> 00:04:36.000]  我們就回到祂的懷中
[00:04:36.000 --> 00:04:41.000]  不可以我去了結自己的生命
[00:04:41.000 --> 00:04:44.000]  在聖經裏面有一個很明顯的例子
[00:04:44.000 --> 00:04:47.000]  就是賣耶穌的猶大
[00:04:47.000 --> 00:04:51.000]  當他去到祭司長那裏
[00:04:51.000 --> 00:04:53.000]  好像要追究
[00:04:53.000 --> 00:04:57.000]  他想還那30兩銀子給他們
[00:04:57.000 --> 00:04:59.000]  誰知道他們不要
[00:04:59.000 --> 00:05:05.000]  於是猶大就出去吊頸自殺
[00:05:05.000 --> 00:05:09.000]  這是他落到一個很低沉的地步
[00:05:09.000 --> 00:05:11.000]  他做的一個行動
[00:05:11.000 --> 00:05:16.000]  所以自殺是千萬不要有這樣的念頭
[00:05:16.000 --> 00:05:19.000]  我們很需要鼓勵人
[00:05:19.000 --> 00:05:20.000]  關心人
[00:05:20.000 --> 00:05:22.000]  去提拔人
[00:05:22.000 --> 00:05:25.000]  將人從一個低落裏面
[00:05:25.000 --> 00:05:26.000]  我們陪伴他
[00:05:26.000 --> 00:05:30.000]  幫助他協助他走出來
[00:05:30.000 --> 00:05:33.000]  另外還有一個很嚴重的問題
[00:05:33.000 --> 00:05:36.000]  就是墮胎
[00:05:36.000 --> 00:05:38.000]  可不可以墮胎呢
[00:05:38.000 --> 00:05:40.000]  爲什麼會墮胎呢
[00:05:40.000 --> 00:05:42.000]  就因爲我們覺得那個胎兒
[00:05:42.000 --> 00:05:44.000]  好像不是生命一樣
[00:05:44.000 --> 00:05:47.000]  在聖經裏面很清楚說
[00:05:47.000 --> 00:05:51.000]  在詩篇71篇第6節說
[00:05:51.000 --> 00:05:58.000]  我從出母胎就被你揀選
