
[00:00:00.000 --> 00:00:02.220]  歷史告訴我們
[00:00:02.220 --> 00:00:04.100]  亞歷山大大帝
[00:00:04.100 --> 00:00:07.360]  他的軍隊所到之處是所向無敵
[00:00:07.360 --> 00:00:11.440]  有一次在公元前的334年
[00:00:11.440 --> 00:00:14.020]  他是帶領著四萬的軍隊
[00:00:14.020 --> 00:00:16.620]  是向東面來擴張他的勢力
[00:00:16.620 --> 00:00:20.180]  接著他就向北面來進軍
[00:00:20.180 --> 00:00:23.060]  去到小亞細亞的西北
[00:00:23.060 --> 00:00:26.020]  有一個城叫做南普薩庫斯城
[00:00:26.020 --> 00:00:28.340]  這個城是非常富有
[00:00:28.340 --> 00:00:31.320]  但是他們也是敵對希臘
[00:00:31.320 --> 00:00:32.960]  敵對亞歷山大帝
[00:00:32.960 --> 00:00:35.200]  所以亞歷山大帝是很憤怒
[00:00:35.200 --> 00:00:38.280]  他說我要將這個城議為平地
[00:00:38.280 --> 00:00:41.840]  在那個城裡面是住了一個人
[00:00:41.840 --> 00:00:44.760]  這個人叫做阿拿克西美尼
[00:00:44.760 --> 00:00:46.800]  這個人是一個智者
[00:00:46.800 --> 00:00:48.600]  他還是一個歷史學家
[00:00:48.600 --> 00:00:50.440]  最難得的
[00:00:50.440 --> 00:00:52.880]  他還是亞歷山大帝的好朋友
[00:00:52.880 --> 00:00:55.880]  也是亞歷山大帝爸爸
[00:00:55.880 --> 00:00:58.720]  馬其頓王腓力二世的好朋友
[00:00:58.720 --> 00:01:01.200]  所以理所當然
[00:01:01.200 --> 00:01:04.320]  這個城當然就是找他來做說客
[00:01:04.320 --> 00:01:06.880]  希望說服亞歷山大帝
[00:01:06.880 --> 00:01:09.160]  不會毀滅他們的城
[00:01:09.160 --> 00:01:13.440]  當這個人來到亞歷山大帝面前的時候
[00:01:13.440 --> 00:01:15.200]  亞歷山大帝跟他說
[00:01:15.200 --> 00:01:17.760]  他說我已經知道了你的來意
[00:01:17.760 --> 00:01:19.960]  你還是不要白費心機了
[00:01:19.960 --> 00:01:22.040]  因為我已經發誓
[00:01:22.040 --> 00:01:26.560]  我是絕對不會答應你向我的要求
[00:01:26.560 --> 00:01:28.760]  這個人拿克說
[00:01:28.760 --> 00:01:30.240]  可惜而已
[00:01:30.240 --> 00:01:32.720]  他說其實我的來意
[00:01:32.720 --> 00:01:36.480]  就是要你毀滅南普薩庫斯城
[00:01:36.480 --> 00:01:38.120]  很可惜
[00:01:38.120 --> 00:01:40.040]  你說你已經發誓
[00:01:40.040 --> 00:01:42.400]  不會照著我的要求來做
[00:01:42.400 --> 00:01:45.880]  也就是說你不會毀滅這個城
[00:01:45.880 --> 00:01:49.280]  亞歷山大帝知道自己是中計了
[00:01:49.280 --> 00:01:51.280]  但是這個一代的梟雄
[00:01:51.280 --> 00:01:52.600]  既然一言既出
[00:01:52.600 --> 00:01:53.840]  事馬難追
[00:01:53.840 --> 00:01:56.160]  所以他遵守了他的諾言
[00:01:56.160 --> 00:01:58.160]  他是沒有毀滅這個城
[00:01:58.160 --> 00:02:00.560]  我們看到
[00:02:00.560 --> 00:02:03.640]  俗世的智慧都已經這麼重要了
[00:02:03.640 --> 00:02:06.280]  何況是從神而來的智慧
[00:02:06.280 --> 00:02:08.960]  我們接著一共有十二個星期
[00:02:08.960 --> 00:02:10.960]  我們會說針研的智慧
[00:02:10.960 --> 00:02:13.160]  這些智慧都是從神而來
[00:02:13.160 --> 00:02:14.720]  我們知道
[00:02:14.720 --> 00:02:17.840]  今年全教會三堂
[00:02:17.840 --> 00:02:19.720]  我們都會說兩部書
[00:02:19.720 --> 00:02:22.320]  就是《針研》和《已忽所書》
[00:02:22.320 --> 00:02:24.480]  《針研》裡面的教導
[00:02:24.480 --> 00:02:26.960]  真的非常非常有智慧
[00:02:26.960 --> 00:02:30.080]  無論我們面對什麼問題
[00:02:30.080 --> 00:02:32.640]  《針研》都好像是有個答案給我們
[00:02:32.640 --> 00:02:36.240]  而且這些答案都是永遠不會過時
[00:02:36.240 --> 00:02:39.160]  因為神的話語是永遠長存
[00:02:39.160 --> 00:02:43.320]  我們看看《針研》的大綱
[00:02:43.320 --> 00:02:46.440]  《針研》的大綱可以分開有四個部分
[00:02:46.440 --> 00:02:49.120]  第一個部分是一至九章
[00:02:49.120 --> 00:02:50.760]  是教學論
[00:02:50.760 --> 00:02:54.280]  是所羅門王教子的一些教導
[00:02:54.280 --> 00:02:56.640]  大部分都是有關聖結
[00:02:56.640 --> 00:02:59.800]  第二個部分是《針研》的十章
[00:02:59.800 --> 00:03:03.040]  至到二十二章十六節
[00:03:03.040 --> 00:03:05.480]  是所羅門王的《針研》
[00:03:05.480 --> 00:03:08.160]  這個是勸戒世人的《針研》
[00:03:08.160 --> 00:03:10.160]  而第三個部分
[00:03:10.160 --> 00:03:14.240]  是二十二章十七到二十四章三十四
[00:03:14.240 --> 00:03:16.080]  是智者論
[00:03:16.080 --> 00:03:19.200]  智者論就是一些生活的提醒
[00:03:19.200 --> 00:03:20.800]  一些生活的提示
[00:03:20.800 --> 00:03:23.560]  寫作的日期不是很確定
[00:03:23.560 --> 00:03:27.160]  但是相信是所羅門王登基之前
[00:03:27.160 --> 00:03:29.160]  他寫下來
[00:03:29.160 --> 00:03:31.160]  而第四個部分
[00:03:31.160 --> 00:03:34.000]  是二十五章至到二十九章
[00:03:34.000 --> 00:03:35.480]  二十五章一節
[00:03:35.480 --> 00:03:36.760]  經文告訴我們
[00:03:36.760 --> 00:03:40.360]  是希西伽找人來編輯的
[00:03:40.360 --> 00:03:41.400]  收集的
[00:03:41.400 --> 00:03:43.680]  找什麼人來收集
[00:03:43.680 --> 00:03:46.680]  有解經家說是以賽亞先知
[00:03:46.680 --> 00:03:48.680]  可能是尼迦先知
[00:03:48.680 --> 00:03:51.280]  也都可能是荷西亞先知
[00:03:51.280 --> 00:03:56.000]  這些《針研》成書的日期
[00:03:56.000 --> 00:03:57.280]  第四個部分
[00:03:57.280 --> 00:03:59.920]  是公元前的七八十五年
[00:03:59.920 --> 00:04:02.480]  至到六八十六年
[00:04:02.480 --> 00:04:06.000]  這個就是《針研》主要的四個部分
[00:04:06.000 --> 00:04:08.960]  但是還有兩章的經文是附錄
[00:04:08.960 --> 00:04:12.040]  這兩章的經文都有作者
[00:04:12.040 --> 00:04:17.640]  三十章的作者是雅基的兒子阿古爾
[00:04:17.640 --> 00:04:19.920]  有人說阿基是大衛王
[00:04:19.920 --> 00:04:23.120]  所以阿古爾其實就是所羅門王
[00:04:23.120 --> 00:04:25.440]  這個是無從稽考
[00:04:25.440 --> 00:04:28.000]  我們沒有辦法可以證明得到
[00:04:28.000 --> 00:04:32.840]  其實阿古爾這個名字的意思就是收集
[00:04:32.840 --> 00:04:37.960]  所以三十章也可以說是收集回來的《針研》
[00:04:37.960 --> 00:04:40.400]  而三十一章的作者
[00:04:40.400 --> 00:04:42.840]  就是利姆爾勒
[00:04:42.840 --> 00:04:46.520]  利姆爾勒有人也都說是所羅門王的筆名
[00:04:46.520 --> 00:04:48.760]  這個也是無從稽考
[00:04:48.760 --> 00:04:54.080]  但是利姆爾勒這個名字的意思就是奉獻
[00:04:54.080 --> 00:04:57.640]  這個就是《針研》的大綱
[00:04:57.640 --> 00:04:59.800]  究竟《針研》是說什麼的呢?
[00:04:59.800 --> 00:05:03.000]  裡面的教導可以分開有三類
[00:05:03.000 --> 00:05:06.080]  第一類是一般的智慧的教導
[00:05:06.080 --> 00:05:10.160]  第二類是父母給子女的教導
[00:05:10.160 --> 00:05:13.720]  而第三類就是在皇宮裡面的智慧
[00:05:13.720 --> 00:05:17.560]  是要訓練那些年輕的領袖
[00:05:17.560 --> 00:05:21.760]  祭司我們知道是要來教導律法
[00:05:21.760 --> 00:05:26.280]  我們知道先知是要傳達神的話語
[00:05:26.280 --> 00:05:27.800]  那智者呢?
[00:05:27.800 --> 00:05:29.800]  在《針研》的一章六節
[00:05:29.800 --> 00:05:34.520]  說智者是要使人明白《針研》和庇譽
[00:05:34.520 --> 00:05:38.400]  懂得智慧人的言辭和謎語
[00:05:38.400 --> 00:05:42.960]  《針研》不是一些很膚淺的外在的教導
[00:05:42.960 --> 00:05:46.640]  《針研》是一個人透過與神的關係
[00:05:46.640 --> 00:05:53.760]  能夠從他的內心流露出來的一些道德和倫理的質素
[00:05:53.760 --> 00:05:56.280]  這個就是《針研》
[00:05:56.280 --> 00:06:03.520]  其實《針研》是由一個人的禱告開始
[00:06:03.520 --> 00:06:07.920]  神答應了這個人的禱告所形成的結果
[00:06:07.920 --> 00:06:10.720]  這個人就是所羅門王
[00:06:10.720 --> 00:06:15.440]  這件事是記載在《獵王紀》上的第三章
[00:06:15.440 --> 00:06:16.880]  三章五節
[00:06:16.880 --> 00:06:20.600]  說神在欺騙的夜間的夢中
[00:06:20.600 --> 00:06:24.560]  來向所羅門王顯現
[00:06:24.560 --> 00:06:28.360]  問他如果我要賜給你任何的東西
[00:06:28.360 --> 00:06:30.000]  你會求什麼?
[00:06:30.000 --> 00:06:32.480]  你求什麼我都會賜給你
[00:06:32.480 --> 00:06:36.280]  如果神跟我們說我們求什麼祂都會賜給我們
[00:06:36.280 --> 00:06:38.160]  你想一下我們會求什麼?
[00:06:38.160 --> 00:06:43.760]  會不會說種馬標、種綠合彩、要金山銀山
[00:06:43.760 --> 00:06:45.280]  有人說不要
[00:06:45.280 --> 00:06:48.960]  變一個阿拉丁神燈出來更好
[00:06:48.960 --> 00:06:52.000]  因為一個阿拉丁神燈每有事相求
[00:06:52.000 --> 00:06:53.840]  你就可以去戳戳它
[00:06:53.840 --> 00:06:55.240]  這樣就有一個Genie出來
[00:06:55.240 --> 00:06:57.240]  用完可以再用
[00:06:57.240 --> 00:07:02.480]  也有人說在這個疫情的時候最好就是要廁紙了
[00:07:02.480 --> 00:07:04.680]  有人說廁紙比黃金還要貴
[00:07:04.680 --> 00:07:06.400]  我不知道是不是
[00:07:06.400 --> 00:07:09.800]  但是當我們有了真言的智慧
[00:07:09.800 --> 00:07:12.760]  真的可以說黃金都變成廁紙
[00:07:12.760 --> 00:07:16.560]  因為神的話語真的很寶貴
[00:07:16.560 --> 00:07:21.040]  我們看看所羅門王怎樣回答耶和華
[00:07:21.040 --> 00:07:24.840]  在獵王紀上的三章八至九節
[00:07:24.840 --> 00:07:29.560]  所羅門王說你的僕人住在你所揀選的民當中
[00:07:29.560 --> 00:07:32.360]  你所揀選的民有很多很多
[00:07:32.360 --> 00:07:35.600]  他說我要求要有智慧
[00:07:35.600 --> 00:07:39.840]  能夠判斷、能夠辨別是非
[00:07:39.840 --> 00:07:43.800]  這個就是所羅門王所要求得到
[00:07:43.800 --> 00:07:46.480]  所羅門王當時只不過是二十歲
[00:07:46.480 --> 00:07:48.920]  他登基了沒有多久
[00:07:48.920 --> 00:07:50.760]  但是他所求得到的
[00:07:50.760 --> 00:07:56.120]  就是有智慧來管理這個以色列人
