
[00:00:00.000 --> 00:00:04.800]  今天講到的經文是馬可.福音第十一章一至十一節
[00:00:04.800 --> 00:00:10.960]  講到的題目是君臨城下 俯首稱臣
[00:00:10.960 --> 00:00:13.640]  如果你當中有一些中文好的弟兄姊妹
[00:00:13.640 --> 00:00:16.280]  可能馬上會舉手示意
[00:00:16.280 --> 00:00:20.600]  跟林牧師說 林牧師你好像用錯了字
[00:00:20.600 --> 00:00:24.120]  君臨城下的君應該是軍隊的君
[00:00:24.120 --> 00:00:27.080]  而不是君王的君
[00:00:27.080 --> 00:00:29.800]  說真的我的中文不是那麼好的
[00:00:29.800 --> 00:00:33.840]  不過我是專登用君王的君
[00:00:33.840 --> 00:00:36.680]  因為現在我們講的故事是
[00:00:36.680 --> 00:00:39.840]  講到主耶穌基督是君王
[00:00:39.840 --> 00:00:43.800]  來到聖城耶路撒冷的面前
[00:00:43.800 --> 00:00:47.200]  不過你剛才的提醒也是沒錯
[00:00:47.200 --> 00:00:50.880]  因為當我們細心研讀今天的故事的時候
[00:00:50.880 --> 00:00:54.120]  我們會發現就是因為猶太人當日
[00:00:54.120 --> 00:00:59.240]  沒有在主耶穌基督的面前俯首稱臣
[00:00:59.240 --> 00:01:02.760]  他們拒絕了耶穌基督
[00:01:02.760 --> 00:01:04.920]  於是導致上帝的審判
[00:01:04.920 --> 00:01:09.640]  最後會傾倒在聖城耶路撒冷那裡
[00:01:09.640 --> 00:01:11.680]  在公元七十年
[00:01:11.680 --> 00:01:14.440]  你知道羅馬的軍隊圍城
[00:01:14.440 --> 00:01:17.160]  真是君臨城下
[00:01:17.160 --> 00:01:18.520]  耶路撒冷淪陷
[00:01:18.520 --> 00:01:19.720]  聖殿被毀
[00:01:19.720 --> 00:01:22.160]  今天你去以色列的時候
[00:01:22.160 --> 00:01:25.880]  你見到的只剩下一個哭牆
[00:01:25.880 --> 00:01:27.800]  而這段聖經的高潮
[00:01:27.800 --> 00:01:30.560]  不是上帝憤怒的審判
[00:01:30.560 --> 00:01:35.200]  而是基督十字架救贖的承傳
[00:01:35.200 --> 00:01:38.480]  今天下午我想邀請你跟我一起看這段
[00:01:38.480 --> 00:01:42.600]  非常奇妙的福音故事
[00:01:42.600 --> 00:01:47.000]  我們先從《馬克福音》第十章的結尾開始看
[00:01:47.000 --> 00:01:49.200]  《馬克福音》第十章第四十六節這樣說
[00:01:49.200 --> 00:01:51.000]  他們到了耶利哥
[00:01:51.000 --> 00:01:52.960]  離開耶利哥的時候
[00:01:52.960 --> 00:01:58.200]  有一個討飯的盲人巴底邁坐在路旁
[00:01:58.200 --> 00:01:59.920]  我之前經常在這裡說
[00:01:59.920 --> 00:02:03.240]  《馬克福音》好像一個長篇的連續劇
[00:02:03.240 --> 00:02:04.440]  聖經告訴我們
[00:02:04.440 --> 00:02:08.360]  這個長篇的連續劇可以分為上卷和下卷
[00:02:08.360 --> 00:02:11.320]  上卷是《馬克福音》第一章至第十章
[00:02:11.320 --> 00:02:15.320]  下卷是《馬克福音》第十一章至第十六章
[00:02:15.320 --> 00:02:17.800]  而核子巴底邁的故事
[00:02:17.800 --> 00:02:20.960]  剛剛好是上卷和下卷的中間
[00:02:20.960 --> 00:02:23.160]  他成為了一個很特別的橋樑
[00:02:23.160 --> 00:02:27.240]  將我們從上卷帶到下卷
[00:02:27.240 --> 00:02:30.600]  這是我們上個星期所讀的故事
[00:02:30.600 --> 00:02:33.560]  這個巴底邁雖然是眼盲
[00:02:33.560 --> 00:02:37.120]  但是他的心卻非常之明亮
[00:02:37.120 --> 00:02:39.320]  他來到耶穌的庚前
[00:02:39.320 --> 00:02:40.520]  他大哭
[00:02:40.520 --> 00:02:44.360]  他說「大衛之子耶穌可憐我」
[00:02:44.360 --> 00:02:46.880]  「大衛之子!大衛之子!」
[00:02:46.880 --> 00:02:48.880]  耶穌是誰?
[00:02:48.880 --> 00:02:51.000]  耶穌是大衛之子
[00:02:51.000 --> 00:02:53.480]  耶穌是憐憫的救主
[00:02:53.480 --> 00:02:56.600]  耶穌是上帝認祂的君王
[00:02:56.600 --> 00:02:58.200]  我想你記住這一點,好嗎?
[00:02:58.200 --> 00:03:00.720]  如果有人問你耶穌是誰
[00:03:00.720 --> 00:03:03.120]  你要記得其中一個很重要的答案
[00:03:03.120 --> 00:03:05.480]  耶穌是大衛之子
[00:03:05.480 --> 00:03:09.080]  耶穌是認祂的君王
[00:03:09.080 --> 00:03:11.280]  巴底邁的信心呼求
[00:03:11.280 --> 00:03:13.680]  獲得了耶穌的認同
[00:03:13.680 --> 00:03:15.400]  耶穌說叫他過來
[00:03:15.400 --> 00:03:19.280]  巴底邁就放下了他的外衣
[00:03:19.280 --> 00:03:22.320]  他的外衣是他保暖的被蓋
[00:03:22.320 --> 00:03:24.960]  他的外衣是他謀生的工具
[00:03:24.960 --> 00:03:27.880]  他的外衣是他唯一的財產
[00:03:27.880 --> 00:03:32.640]  而這個盒子竟然會高高興興放下他的一切
[00:03:32.640 --> 00:03:34.720]  來到耶穌的面前
[00:03:34.720 --> 00:03:35.920]  耶穌問他
[00:03:35.920 --> 00:03:38.840]  「你要我為你做甚麼?」
[00:03:38.840 --> 00:03:42.360]  巴底邁的回應是「我要看見」
[00:03:42.360 --> 00:03:44.440]  他要的不是神蹟
[00:03:44.440 --> 00:03:47.120]  他要的是要跟隨耶穌
[00:03:47.120 --> 00:03:50.080]  耶穌回答他「你的信救了你」
[00:03:50.080 --> 00:03:54.080]  於是第十章第五十二節
[00:03:54.080 --> 00:03:56.320]  「盲人立刻看得見
[00:03:56.320 --> 00:04:00.000]  就在路上跟隨了耶穌」
[00:04:00.000 --> 00:04:02.560]  這是一個何等奇妙的故事
[00:04:02.560 --> 00:04:05.960]  這個故事帶我們從馬克福音第十章
[00:04:05.960 --> 00:04:08.520]  進入馬克福音第十一章
[00:04:08.520 --> 00:04:15.960]  我們進入耶穌在世上最後一個星期的生命
[00:04:15.960 --> 00:04:18.080]  馬克福音第十一章第一節這樣說
[00:04:18.080 --> 00:04:20.680]  「耶穌和門徒快到耶路撒冷
[00:04:20.680 --> 00:04:25.400]  來到白髮基和白大尼
[00:04:25.400 --> 00:04:28.000]  再鑒冷山那裡」
[00:04:28.000 --> 00:04:29.120]  在這一節之前
[00:04:29.120 --> 00:04:32.000]  耶穌的門徒還在耶利哥
[00:04:32.000 --> 00:04:34.200]  如果你記得上個星期我那篇講到
[00:04:34.200 --> 00:04:36.080]  我說耶利哥距離耶路撒冷
[00:04:36.080 --> 00:04:38.960]  大概有十五英里的路程
[00:04:38.960 --> 00:04:40.680]  當然在這十五英里裡面
[00:04:40.680 --> 00:04:44.800]  他們也要爬千米的高山
[00:04:44.800 --> 00:04:47.560]  很不容易他們來到白大尼
[00:04:47.560 --> 00:04:50.240]  很不容易他們來到白髮基
