
[00:00:00.000 --> 00:00:15.000]  早晨,感謝主,我們可以在中之主日,一同去試圖訓經,去思念上帝有什麼說話跟我們說
[00:00:15.000 --> 00:00:21.000]  試圖訓經大家都背過很多次了,每個月都會一次
[00:00:21.000 --> 00:00:26.000]  今季我們的主題是"苦困環繞,如此我信"
[00:00:26.000 --> 00:00:36.000]  上星期你們都聽過唐主任講解試圖訓經,我們這一季是很想更深去體會我們信些什麼
[00:00:36.000 --> 00:00:42.000]  基督徒究竟信些什麼,特別在苦困環繞的時候
[00:00:42.000 --> 00:00:48.000]  試圖訓經,大家不陌生,三段式的說話
[00:00:48.000 --> 00:00:57.000]  我信上帝全能的父,我信我主耶穌基督,最後一段就是我信聖靈
[00:00:57.000 --> 00:01:06.000]  試圖訓經是基督徒頭幾個世紀教父們奠定很重要的信仰核心
[00:01:06.000 --> 00:01:09.000]  很強調基督徒所相信的是什麼
[00:01:09.000 --> 00:01:18.000]  今天我們會集中講第二段的開始,我特別綠色字highlight了的地方
[00:01:18.000 --> 00:01:25.000]  你見到耶穌基督特別在歷史上與馬利亞和本雕比拉多
[00:01:25.000 --> 00:01:35.000]  一個是生祂的母親,一個是令祂踏上死刑的總督
[00:01:35.000 --> 00:01:43.000]  所以在這一段的說話來說,我們今天會分三個部分跟大家說
[00:01:43.000 --> 00:01:49.000]  在本雕比拉多手下對我們的提醒
[00:01:49.000 --> 00:01:56.000]  上帝介入歷史很明顯無論是童貞女馬利亞或者是本雕比拉多
[00:01:56.000 --> 00:02:02.000]  特別比拉多在猶太人的歷史文獻上有記載這個名字
[00:02:02.000 --> 00:02:09.000]  也是羅馬當時的凱撒去委派他作爲猶太地的首長
[00:02:09.000 --> 00:02:13.000]  這個特區的首長,這個總督就是比拉多
[00:02:13.000 --> 00:02:19.000]  緊扣歷史是使徒信經很刻意地去做出來的
[00:02:19.000 --> 00:02:24.000]  上帝介入人間明顯的證據也透過使徒信經
[00:02:24.000 --> 00:02:29.000]  讓我們見到原來上帝真是在歷史中掌管的
[00:02:29.000 --> 00:02:36.000]  所以基督教信仰ABC一定會知道上帝是歷史的主
[00:02:36.000 --> 00:02:40.000]  所以作爲基督徒的你和我,我們一定要聞聞歷史
[00:02:40.000 --> 00:02:45.000]  因爲關乎耶穌的生和耶穌的死
[00:02:45.000 --> 00:02:48.000]  上星期我們聽到說童女馬利亞所生
[00:02:48.000 --> 00:02:57.000]  今天我們特別會放多一些時間說在本雕比拉多手下受難和麪對死亡的事實
[00:02:57.000 --> 00:03:03.000]  比拉多是當時羅馬帝國下游大地的總督
[00:03:03.000 --> 00:03:13.000]  在羅馬殖民地遊大地做了差不多十一年的總督
[00:03:13.000 --> 00:03:18.000]  看回地圖,之前我們有講過地圖
[00:03:18.000 --> 00:03:23.000]  特別是主席和我們的經文說了很多名字
[00:03:23.000 --> 00:03:30.000]  簡單來說你會見到在巴勒斯坦的地圖
[00:03:30.000 --> 00:03:36.000]  希律是分封王掌管加利利的地方
[00:03:36.000 --> 00:03:44.000]  肥力是另一個分封王掌管約旦河東岸的地方
[00:03:44.000 --> 00:03:52.000]  比拉多是羅馬特別委派他掌管猶太這個地方
[00:03:52.000 --> 00:03:57.000]  當時的背景是比拉多掌管這個地方
[00:03:57.000 --> 00:04:02.000]  而耶穌剛好在這個時候進入耶路撒冷城
[00:04:02.000 --> 00:04:06.000]  本雕比拉多當時是遊大地特區的首長
[00:04:06.000 --> 00:04:09.000]  有權有power
[00:04:09.000 --> 00:04:15.000]  對任何疑犯和訴訟他可以有最終的裁決
[00:04:15.000 --> 00:04:17.000]  今天我們沒有看經文
[00:04:17.000 --> 00:04:24.000]  路加福音22章上文講什麼呢?就是耶穌在猶太議會面前受審
[00:04:24.000 --> 00:04:35.000]  當時長老、祭司長和民士指控耶穌說他是尼采亞
[00:04:35.000 --> 00:04:42.000]  說他搞亂猶大這個地方,甚至影響整個羅馬帝國
[00:04:42.000 --> 00:04:45.000]  當然他們不能判這個人死刑
[00:04:45.000 --> 00:04:55.000]  因爲23章他們只能希望遊大這個地方最高的首長可以去仲裁
[00:04:55.000 --> 00:05:00.000]  所以他們透過23章進一步去指控耶穌
[00:05:00.000 --> 00:05:05.000]  比拉多面對審訊他因爲有最終的裁決權
[00:05:05.000 --> 00:05:12.000]  等下看第二點的時候你會知道他會作出一個裁決
[00:05:12.000 --> 00:05:17.000]  但是對基督徒來說我們怎麼敏銳歷史呢?
[00:05:17.000 --> 00:05:19.000]  其實你和我信主到現在
[00:05:19.000 --> 00:05:25.000]  其實我們都有很敏銳耶穌基督在地上所作的事
[00:05:25.000 --> 00:05:28.000]  所成就的救恩
[00:05:28.000 --> 00:05:34.000]  耶穌的言說,耶穌的身體力行也都成爲我們的榜樣
[00:05:34.000 --> 00:05:41.000]  我們根據他的另一個仕途約翰一書記載
[00:05:41.000 --> 00:05:44.000]  論到起初原有生命之道
[00:05:44.000 --> 00:05:53.000]  這幫當時的門徒就會把我們所聽見所看見親眼看過親手摸過的去作見證
[00:05:53.000 --> 00:05:54.000]  去見證什麼?
[00:05:54.000 --> 00:05:59.000]  見證原來永遠的生命說的是耶穌基督
[00:05:59.000 --> 00:06:03.000]  原來就是同父同在的
[00:06:03.000 --> 00:06:09.000]  現在我們就把這個永遠的生命耶穌基督傳揚給初期教會的人聽
[00:06:09.000 --> 00:06:13.000]  上帝就是這個光在他裏面毫無黑暗
[00:06:13.000 --> 00:06:18.000]  所以約翰和當時的受衆就很想把這個信息
[00:06:18.000 --> 00:06:23.000]  耶穌基督是生命之道傳揚給那個時代的人聽
[00:06:23.000 --> 00:06:29.000]  所以早期教會的信徒其實很拿捏歷史發生過什麼事
[00:06:29.000 --> 00:06:32.000]  同女瑪利亞生了耶穌
[00:06:32.000 --> 00:06:36.000]  後來真的好像聖經的預言
[00:06:36.000 --> 00:06:39.000]  耶穌是會面對受死
[00:06:39.000 --> 00:06:41.000]  面對埋葬之後復活
[00:06:41.000 --> 00:06:44.000]  丁姐妹我們要敏銳歷史
[00:06:44.000 --> 00:06:51.000]  因爲上帝的確在祂的子民當中去成就祂的旨意
[00:06:51.000 --> 00:06:55.000]  還會用一些非基督徒去成就祂的旨意
[00:06:55.000 --> 00:06:57.000]  如果大家有印象
[00:06:57.000 --> 00:07:02.000]  在古時以色列人要亡國
[00:07:02.000 --> 00:07:07.000]  亡國之後他們真的過了七十年可以回到故土
[00:07:07.000 --> 00:07:09.000]  回到巴勒斯坦
[00:07:09.000 --> 00:07:12.000]  當時上帝就用一個非祂的子民
[00:07:12.000 --> 00:07:17.000]  波斯古列王去成就祂的心意
[00:07:17.000 --> 00:07:21.000]  令到以色列民可以圓了庇佬的日子
[00:07:21.000 --> 00:07:24.000]  可以回到他們以色列的地方
[00:07:24.000 --> 00:07:31.000]  在歷史之中上帝是用基督徒和用非信徒去成就祂的旨意
[00:07:31.000 --> 00:07:37.000]  舊俗的歷史透過耶穌我們清楚不過
[00:07:37.000 --> 00:07:39.000]  丁姐妹信仰不是抽象的
[00:07:39.000 --> 00:07:43.000]  信仰不會和我們的切身處境無關的
[00:07:43.000 --> 00:07:47.000]  坦白說你今天在香港聽的信息
[00:07:47.000 --> 00:07:50.000]  一定和在北美聽的信息不同
[00:07:50.000 --> 00:07:52.000]  你今天如果在兵荒馬亂的地方
[00:07:52.000 --> 00:07:53.000]  你聽的信息
[00:07:53.000 --> 00:07:55.000]  你在烏克蘭聽的信息
[00:07:55.000 --> 00:07:59.000]  一定不應該和香港聽的信息一樣的
[00:07:59.000 --> 00:08:01.000]  因爲上帝介入歷史
[00:08:01.000 --> 00:08:05.000]  正正就是上帝會透過歷史之中
[00:08:05.000 --> 00:08:08.000]  去彰顯祂的啓示
[00:08:08.000 --> 00:08:09.000]  祂的大愛
[00:08:09.000 --> 00:08:12.000]  祂要人明白如何行事爲人
[00:08:12.000 --> 00:08:16.000]  昔日彼拉多所身處的時期作爲總督
[00:08:16.000 --> 00:08:19.000]  上帝就在鋪排這段歷史
[00:08:19.000 --> 00:08:24.000]  讓我們看到耶穌如何面對死亡
[00:08:24.000 --> 00:08:26.000]  第二點我想說的就是
[00:08:26.000 --> 00:08:31.000]  恩主在歷史之中經歷苦難
[00:08:31.000 --> 00:08:36.000]  我和你都不是無關重要
[00:08:36.000 --> 00:08:40.000]  原來我和你都是身處在苦難當中
[00:08:40.000 --> 00:08:42.000]  我們看回聖經怎麼說
[00:08:42.000 --> 00:08:44.000]  在彼拉多手下受難
[00:08:44.000 --> 00:08:47.000]  是說耶穌自己受苦
[00:08:47.000 --> 00:08:51.000]  指導的是主耶穌遭受不公平的指控
[00:08:51.000 --> 00:08:54.000]  審訊和判刑
[00:08:54.000 --> 00:08:56.000]  特別是《老家福音》
[00:08:56.000 --> 00:08:58.000]  剛纔我們聽主席讀得很清楚
[00:08:58.000 --> 00:09:00.000]  這25節經文
[00:09:00.000 --> 00:09:03.000]  很簡單先說說指控
[00:09:03.000 --> 00:09:05.000]  有他人宗教領袖的指控
[00:09:05.000 --> 00:09:07.000]  基本上是兩點
[00:09:07.000 --> 00:09:10.000]  第二和第五節他們這麼說
[00:09:10.000 --> 00:09:13.000]  我們查出這個人
[00:09:13.000 --> 00:09:16.000]  這個拿撒冷耶穌迷惑我們的同胞
[00:09:16.000 --> 00:09:19.000]  阻止大家納粹比海撒
[00:09:19.000 --> 00:09:21.000]  當時羅馬的君王
[00:09:21.000 --> 00:09:26.000]  某程度上當然是砌耶穌生豬肉
[00:09:26.000 --> 00:09:29.000]  他自稱是尼塞亞是受高者
[00:09:29.000 --> 00:09:30.000]  是猶太人的王
[00:09:30.000 --> 00:09:31.000]  我們不同意
[00:09:31.000 --> 00:09:35.000]  第五節進一步說耶穌
[00:09:35.000 --> 00:09:39.000]  在不同的地方煽動民衆
[00:09:39.000 --> 00:09:41.000]  從加利利北邊的地方
[00:09:41.000 --> 00:09:43.000]  去到現在南邊的猶大
[00:09:43.000 --> 00:09:45.000]  都是這樣做
[00:09:45.000 --> 00:09:51.000]  比拉多收到這個指控
[00:09:51.000 --> 00:09:53.000]  作爲領袖作爲特區的首長
[00:09:53.000 --> 00:09:55.000]  他一定要做事
[00:09:55.000 --> 00:09:59.000]  所以他就查問向耶穌查問
[00:09:59.000 --> 00:10:01.000]  《老家福音》特別好地方
[00:10:01.000 --> 00:10:03.000]  今天我們聽經文
[00:10:03.000 --> 00:10:06.000]  比拉多多次說到耶穌是無辜的
