
[00:00:00.000 --> 00:00:03.460]  讓姐妹們平安,各位母親節快樂!
[00:00:03.460 --> 00:00:07.080]  我們的母親在哪兒呢?
[00:00:07.080 --> 00:00:14.540]  感謝主啊,很感謝各位母親的愛和你們的付出
[00:00:14.540 --> 00:00:18.980]  真的要給你們一個榮譽,再次拍手!
[00:00:18.980 --> 00:00:24.060]  謝謝每一個母親在我們當中,我們一起敬拜主
[00:00:24.060 --> 00:00:26.120]  我們一起有祈禱
[00:00:26.700 --> 00:00:30.820]  主耶穌,感謝祢,祢叫我們今天,有很多母親在我們當中
[00:00:30.820 --> 00:00:37.200]  母親在我們當中,也展現了耶穌的愛,也在我們當中
[00:00:37.200 --> 00:00:41.420]  耶穌,感謝祢,今天我們要分享祢的愛
[00:00:41.420 --> 00:00:47.880]  主啊,我們今天求祢也給我們一個屬靈的感官
[00:00:47.880 --> 00:00:51.940]  很真實的去遇見,更深去遇見祢
[00:00:53.040 --> 00:00:56.780]  感受到祢的愛,就在我們心靈深處的當中
[00:00:56.780 --> 00:01:04.640]  主啊,使用祢的屎女,釋放祢的話語
[00:01:04.640 --> 00:01:14.220]  願我們今天,坐在這裏聽,在台上說,也蒙你的愛去灌滿,蒙你賜福
[00:01:14.220 --> 00:01:18.640]  多謝耶穌,奉主耶穌基督,明求,阿們
[00:01:18.840 --> 00:01:23.180]  好了,今天的講題是「打開恩寵的門」
[00:01:23.180 --> 00:01:29.280]  這個「恩寵」,很想跟大家提一提,怎樣去「恩寵」
[00:01:29.280 --> 00:01:33.960]  「恩寵」原來英文是grace,我們經常說「恩典」,是嗎?
[00:01:33.960 --> 00:01:35.240]  神的恩典
[00:01:35.240 --> 00:01:40.500]  咦,又有一個詞語叫「恩寵」出現,有沒有聽過?
[00:01:40.500 --> 00:01:48.460]  「恩寵」,這個中文,都是比較豐富一點的,那個「恩寵」的「寵」字
[00:01:48.860 --> 00:01:51.660]  「恩典」啊,「恩典」啊,「寵」字是怎樣?
[00:01:51.660 --> 00:01:53.800]  是「寵愛」,是嗎?
[00:01:53.800 --> 00:02:05.300]  是一種「寵恨」,很寶貴的,在施予「恩寵」者裏面,我們是寶貴的
[00:02:05.300 --> 00:02:08.380]  是被愛的,是很大的愛
[00:02:08.380 --> 00:02:12.780]  而這個「恩寵」原來在上帝裏面,是白白地給我們的
[00:02:12.780 --> 00:02:18.080]  是一份免費的禮物,有上帝的「恩典」,有上帝的「憐憫」
[00:02:18.420 --> 00:02:23.020]  是白白地送給我們的禮物,一份「恩寵」
[00:02:23.020 --> 00:02:25.560]  大家想不想要更多?
[00:02:25.560 --> 00:02:31.880]  今天很想和大家透過我們剛才讀的經文
[00:02:31.880 --> 00:02:38.880]  我們剛才讀的經文是《路加福音》一章46節55節,都很熟悉,是嗎?
[00:02:38.880 --> 00:02:46.660]  我們一般都會說這段經文叫做「尊主眾」,或者是「瑪利亞眾」
[00:02:46.940 --> 00:02:52.880]  我今天會統一地稱這段經文為「尊主眾」
[00:02:52.880 --> 00:03:02.000]  尊主眾是頗特別的,一首詩歌,一首頌歌,是讚美的
[00:03:02.000 --> 00:03:09.960]  又好像一首帶著祈禱的詩歌,又好像詩篇的感覺
[00:03:09.960 --> 00:03:16.340]  在敬拜當中又祈禱,我們經常說「敬拜禱告可否分開?」
[00:03:17.780 --> 00:03:23.300]  可以分開,但是是連在一起的,敬拜禱告是連在一起的
[00:03:23.300 --> 00:03:27.580]  所以今天我們去唱詩歌,我們不只是唱詩歌
[00:03:27.580 --> 00:03:35.380]  是讓我們的心靈去到上帝的寶座面前去敬拜祂,要尊崇祂
[00:03:35.380 --> 00:03:40.940]  將我們心中的禱告呈現給祂,在敬拜當中,是嗎?
[00:03:41.180 --> 00:03:47.740]  所以我們的舉手,不是對空氣舉手,不知道在做甚麼,舉甚麼手,這樣不舒服
[00:03:47.740 --> 00:03:51.740]  其實是對著神的信心去投靠
[00:03:51.740 --> 00:03:58.540]  將雙手打開時,大家試試舉好雙手,試試,有沒有不習慣舉手的,試試
[00:03:58.540 --> 00:04:03.460]  閉上眼睛,將你的信心全部投靠給神
[00:04:03.460 --> 00:04:06.860]  很棒,這個信心的仰望
[00:04:07.260 --> 00:04:13.860]  瑪莉亞是有這份信心的仰望,她的頌歌是帶著這份信心的仰望
[00:04:13.860 --> 00:04:18.780]  大家看看,為甚麼瑪莉亞會有這份信心的仰望呢?
[00:04:18.780 --> 00:04:21.060]  當時她發生了甚麼事呢?
[00:04:21.060 --> 00:04:27.580]  我們看福音書告訴你,瑪莉亞她就來代駕了
[00:04:27.580 --> 00:04:30.180]  一個代駕的小姑娘
[00:04:30.180 --> 00:04:35.380]  而在當時的耶穌時代的代駕姑娘,大概多少歲呢?
[00:04:35.620 --> 00:04:38.980]  是一個年青人,是一個青少年
[00:04:38.980 --> 00:04:45.980]  十二至十五歲是很普遍的嫁娶年歲
[00:04:45.980 --> 00:04:56.940]  我在讀神學時,看過最早的文獻,有說過關於醫學上
[00:04:57.500 --> 00:05:07.380]  那些文獻曾經有說過,十四歲的女孩子已經發育完整,可以做媽媽
[00:05:07.380 --> 00:05:09.940]  當時後來的人是這樣相信的
[00:05:09.940 --> 00:05:15.620]  所以,瑪莉亞當時應該是差不多的年歲
[00:05:15.620 --> 00:05:23.860]  十多歲的女孩子,她要做代駕姑娘
[00:05:23.860 --> 00:05:30.020]  更加收到一個消息,就是天使有一天去到她的面前跟她說
[00:05:30.020 --> 00:05:39.660]  「你是蒙大恩啊!你是蒙大恩的女子!你不要害怕!你蒙恩啊!你會懷孕啊!」
[00:05:39.660 --> 00:05:43.700]  嘩!這個消息是否令人震撼呢?
[00:05:44.580 --> 00:05:54.780]  現在世界上的思想是所謂的開放,但基督徒也會尊重婚姻
[00:05:54.780 --> 00:06:00.540]  婚前的性關係,我們仍然是謹守,因為我們尊重婚姻
[00:06:00.540 --> 00:06:05.020]  因為有婚前亦有婚後,所以體重婚姻
[00:06:05.020 --> 00:06:10.060]  但現在世代也無所謂,次序也不要緊
[00:06:11.740 --> 00:06:16.180]  如果未婚懷孕,現在這個年代也相當接受
[00:06:16.180 --> 00:06:23.220]  但如果是耶穌時代,未婚懷孕會怎樣呢?
[00:06:23.220 --> 00:06:25.500]  可能會面對一些私刑
[00:06:25.500 --> 00:06:32.020]  中國人的古代,看電視,但我未見過豬籠
[00:06:32.020 --> 00:06:37.660]  會浸豬籠的,如果一個女子不忠不貞潔會怎樣呢?
[00:06:37.660 --> 00:06:39.860]  被人拿去浸豬籠
[00:06:40.260 --> 00:06:47.260]  當時的私刑就是用石頭打她,也要面對這些私刑
[00:06:47.260 --> 00:06:52.060]  怎樣去面對女孩子呢?
[00:06:52.060 --> 00:07:00.380]  我們看回剛才的經文,是,出來了,請讓我出來
[00:07:00.380 --> 00:07:02.740]  就是這裏,它是未出的
[00:07:02.740 --> 00:07:07.620]  瑪利亞和天使回應,是未出的,怎會有這樣的事?
[00:07:10.820 --> 00:07:16.340]  她是一個童女,童貞女,怎可能會懷孕呢?
[00:07:16.340 --> 00:07:24.220]  天使說,聖靈要臨到她身上,至高者的能力去任避她
[00:07:24.220 --> 00:07:28.060]  並且可以讓她懷胎生子
[00:07:28.060 --> 00:07:36.140]  她生的這個嬰兒,是一個聖者,必稱為神的兒子
[00:07:36.140 --> 00:07:37.740]  我們知道是耶穌,是嗎?
[00:07:38.700 --> 00:07:45.580]  而當時天使更加對她說,她的親戚是伊麗莎白
[00:07:45.580 --> 00:07:48.940]  她可能是她的表姐,或是唐家姐
[00:07:48.940 --> 00:07:52.220]  聖經沒有說得很清楚的關係,可能是Cousin
[00:07:52.220 --> 00:07:57.700]  在她年老時,已經懷胎了,她年紀大了,已經不能生子
[00:07:57.700 --> 00:08:01.660]  但現在她懷孕了,已經有六個月了
[00:08:01.660 --> 00:08:06.860]  這樣對瑪利亞說,有甚麼不可能呢?
[00:08:07.620 --> 00:08:13.020]  在猶太人的信仰當中,她很熟悉舊約
[00:08:13.020 --> 00:08:18.020]  舊約,聖經有沒有記載,不可能生子的,有生子的事跡?
[00:08:18.020 --> 00:08:19.620]  有!
[00:08:19.620 --> 00:08:22.340]  阿巴拉康的老婆撒拉,是嗎?
[00:08:22.340 --> 00:08:25.660]  聖經說明了,她絕了經,是嗎?
[00:08:25.660 --> 00:08:29.540]  絕了經,怎可能會懷孕呢?
[00:08:29.540 --> 00:08:32.420]  神真的給她信心考驗
[00:08:33.460 --> 00:08:39.820]  聽到都會笑,所以撒拉笑是人性的表現,聽到都會有膽笑
[00:08:39.820 --> 00:08:42.980]  真的生了,是誰呢?
[00:08:42.980 --> 00:08:44.220]  以撒
[00:08:44.220 --> 00:08:45.620]  是!
[00:08:45.620 --> 00:08:51.780]  以致以色列文不斷地伸揚眾多,是嗎?
[00:08:51.780 --> 00:08:55.140]  遍滿全地,比海沙更多的後代
[00:08:55.140 --> 00:08:57.860]  就是因著這份信心,因著神跡
[00:08:58.980 --> 00:09:03.540]  來衍生神跡,神的心意在當中
[00:09:03.540 --> 00:09:06.820]  所以,伊麗莎白懷孕不出奇
[00:09:06.820 --> 00:09:11.500]  童貞女懷孕這一刻更加不得了
[00:09:11.500 --> 00:09:21.340]  三十七節說,因為出於神的話是沒有一句不帶能力的
[00:09:21.340 --> 00:09:25.220]  我們相信,原來神的說話是帶著權柄
[00:09:25.220 --> 00:09:26.780]  帶著能力
[00:09:27.220 --> 00:09:30.220]  這個能力是帶著創造的能力
[00:09:30.220 --> 00:09:35.900]  因為我們相信,我們的神,我們的主,是創造生命的主
[00:09:35.900 --> 00:09:39.660]  一切生命的源頭都在祂的裏面
[00:09:39.660 --> 00:09:43.100]  因為神的說話是創造的
[00:09:43.100 --> 00:09:44.820]  在創世紀告訴我們
[00:09:44.820 --> 00:09:48.380]  神說,要有光,就有甚麼?
[00:09:48.380 --> 00:09:50.300]  就是光
[00:09:50.300 --> 00:09:54.820]  神的說話是大有權力,大有權柄能力
[00:09:55.220 --> 00:10:00.340]  所以,出於神的說話,是沒有一件事不能成就
[00:10:00.340 --> 00:10:04.140]  這件事成就在瑪利亞身上
[00:10:04.140 --> 00:10:09.300]  在聖經裏面,我們見到兩個創造的神蹟
[00:10:09.300 --> 00:10:15.620]  一個不可能生育的高齡產婦
[00:10:15.620 --> 00:10:17.380]  有懷孕
[00:10:17.380 --> 00:10:23.380]  然後一個不可能和貞女都沒有人的結合
[00:10:23.740 --> 00:10:25.580]  接著有懷孕的事件
[00:10:25.580 --> 00:10:28.860]  是不可能的,因為神的說話是帶著能力
[00:10:28.860 --> 00:10:31.820]  祂說有就有,命立就立
[00:10:31.820 --> 00:10:36.500]  然後,瑪利亞聽到天使這樣說之後,她怎樣了?
[00:10:36.500 --> 00:10:39.100]  第38節,我們一起讀,好嗎?
[00:10:39.100 --> 00:10:39.740]  1,2,3
[00:10:39.740 --> 00:10:42.740]  瑪利亞說,我是主的屎女
[00:10:42.740 --> 00:10:47.060]  情緣照理的話,成就在我身上
[00:10:49.660 --> 00:10:54.220]  對,瑪利亞和天使說,她是主的屎女
[00:10:54.220 --> 00:10:59.660]  即是她願意接受這份禮物,邀請
[00:10:59.660 --> 00:11:03.340]  她要服侍
[00:11:03.340 --> 00:11:08.740]  她這個謙卑,馴服,情緣
[00:11:08.740 --> 00:11:11.580]  就是帶著馴服
[00:11:11.580 --> 00:11:17.180]  今天,我們講一個講題,是「打開恩重的門」
[00:11:18.340 --> 00:11:21.060]  很想大家去領受三條鑰匙
[00:11:21.060 --> 00:11:25.540]  這三條鑰匙,我們為何要拿著鑰匙呢?
[00:11:25.540 --> 00:11:29.140]  因為我們要走在神的法則之內
[00:11:29.140 --> 00:11:33.740]  我們才可以領受到神的恩寵
[00:11:33.740 --> 00:11:38.580]  第一條鑰匙去領受,在瑪利亞這件事中,我們看到
[00:11:38.580 --> 00:11:40.620]  馴服
[00:11:40.620 --> 00:11:45.420]  打開恩寵的門,第一條鑰匙
[00:11:45.620 --> 00:11:48.660]  很想大家一起去領受,我自己也是
[00:11:48.660 --> 00:11:50.180]  馴服
[00:11:50.180 --> 00:11:53.580]  馴服是信心的轉移
[00:11:53.580 --> 00:11:59.780]  是突破我們眼前看到的環境和狀況
[00:11:59.780 --> 00:12:02.100]  一份信心
[00:12:02.100 --> 00:12:05.380]  覺得不像樣了,不可能了
[00:12:05.380 --> 00:12:08.980]  神說,你要馴服,就馴服吧
[00:12:08.980 --> 00:12:10.620]  你要做,就做吧
[00:12:10.620 --> 00:12:13.420]  就去回應神,拿著鑰匙,馴服
[00:12:14.460 --> 00:12:17.140]  神的恩寵就要在當中
[00:12:17.140 --> 00:12:18.740]  要我們去經歷
[00:12:18.740 --> 00:12:22.860]  神真的包底
[00:12:22.860 --> 00:12:25.700]  瑪利亞有沒有被石頭打死
[00:12:25.700 --> 00:12:28.340]  有沒有所謂的浸豬籠事件
[00:12:28.340 --> 00:12:29.460]  為甚麼?
[00:12:29.460 --> 00:12:31.420]  因為約瑟承認了頭
[00:12:31.420 --> 00:12:33.980]  是嗎?
[00:12:33.980 --> 00:12:35.900]  約瑟承認了頭
[00:12:35.900 --> 00:12:37.820]  那就可以了
[00:12:37.820 --> 00:12:40.780]  約瑟沒有做任何事
