
[00:00:00.000 --> 00:00:05.000]  在天上滿有恩惠,滿有慈愛的上帝,
[00:00:05.000 --> 00:00:10.000]  主祢不單給我們,領受祢給我們的救恩,
[00:00:10.000 --> 00:00:15.000]  祢不斷不斷將祢的慈愛向我們傾注,
[00:00:15.000 --> 00:00:20.000]  祢就是聖靈將祢的大愛傾注在我們的生命中,
[00:00:20.000 --> 00:00:24.000]  讓我們知道神祢就是愛,
[00:00:24.000 --> 00:00:29.000]  祢給我們在生活的艱難裡面,反而更深刻的體驗,
[00:00:29.000 --> 00:00:33.000]  祢是那位又信實又慈愛的上帝。
[00:00:33.000 --> 00:00:36.000]  主,我們今天可以同心合意地說,
[00:00:36.000 --> 00:00:40.000]  我們成為了何等樣的人,完全是祢恩典才成。
[00:00:40.000 --> 00:00:45.000]  我們教會成為何等樣的教會,完全是祢恩典才成。
[00:00:45.000 --> 00:00:48.000]  我們沒有任何可誇的地方,
[00:00:48.000 --> 00:00:51.000]  只是誇主耶穌祢奇妙的救恩,
[00:00:51.000 --> 00:00:54.000]  和祢所成就的工作。
[00:00:54.000 --> 00:00:58.000]  主,我們很願意祢的教會更能夠全心全意,
[00:00:58.000 --> 00:01:01.000]  高舉祢的十字架,
[00:01:01.000 --> 00:01:05.000]  因為唯獨祢配得一切的尊榮。
[00:01:05.000 --> 00:01:08.000]  主,我們在祢所賜的恩典當中,
[00:01:08.000 --> 00:01:12.000]  我們心裡面快樂,也都很願意在前面的日子,
[00:01:12.000 --> 00:01:17.000]  去更深切的來愛祢,去服侍祢。
[00:01:17.000 --> 00:01:19.000]  主,我們今天到祢的面前,
[00:01:19.000 --> 00:01:22.000]  我們將我們自己再次交託,
[00:01:22.000 --> 00:01:24.000]  我們放膽向主求,
[00:01:24.000 --> 00:01:28.000]  求主按著祢權能的恩典,
[00:01:28.000 --> 00:01:32.000]  祢恩上加恩,賜福祢的教會,
[00:01:32.000 --> 00:01:36.000]  讓祢的教會在領受恩典之餘,
[00:01:36.000 --> 00:01:38.000]  能夠可以延伸出去,
[00:01:38.000 --> 00:01:42.000]  以致祢的地上的,祢所愛的眾人,
[00:01:42.000 --> 00:01:45.000]  能夠同樣蒙恩。
[00:01:45.000 --> 00:01:46.000]  我們感謝祢,
[00:01:46.000 --> 00:01:49.000]  如今我們打開聖經書上主的說話,
[00:01:49.000 --> 00:01:53.000]  求主聖靈再次指教我們,
[00:01:53.000 --> 00:01:58.000]  我們祈禱奉耶穌基督,聖名求,阿們。
[00:01:58.000 --> 00:02:02.000]  我們揭開聖經,哥倫多後書第八章,
[00:02:02.000 --> 00:02:08.000]  我們一起思想有三位弟兄他們熱心侍奉主的見證,
[00:02:08.000 --> 00:02:13.000]  大家會知道我們今季的主題是「雲彩見證」,
[00:02:13.000 --> 00:02:16.000]  六十週年的時候,我們會說很多前輩,
[00:02:16.000 --> 00:02:20.000]  很多先賢,他們帶給我們的祝福,
[00:02:20.000 --> 00:02:25.000]  我們都很感謝神,因為有很多的生命曾經祝福我們,
[00:02:25.000 --> 00:02:28.000]  我記得我自己在青年的時期,
[00:02:28.000 --> 00:02:32.000]  我想回到我的成長,一個很重要的原因,
[00:02:32.000 --> 00:02:36.000]  是因為看傳記,我看很多傳記,
[00:02:36.000 --> 00:02:40.000]  很多人他們的人生的經歷,他們的成長,
[00:02:40.000 --> 00:02:42.000]  很多很鼓勵我的心,
[00:02:42.000 --> 00:02:47.000]  我都勉勵自己要追求成長,
[00:02:47.000 --> 00:02:50.000]  當我們得到別人的幫助的時候,
[00:02:50.000 --> 00:02:52.000]  我估計我們都不會停在那裡,
[00:02:52.000 --> 00:02:57.000]  也都希望自己都能夠成為別人的榜樣,
[00:02:57.000 --> 00:03:01.000]  我上星期在「目正心聲」提及榜樣的事情,
[00:03:01.000 --> 00:03:07.000]  我們有時候都會說,這個時候真是一代不如一代了,
[00:03:07.000 --> 00:03:09.000]  但是我們有時候想深一層,
[00:03:09.000 --> 00:03:13.000]  下一代不如我們,假設真是這樣,
[00:03:13.000 --> 00:03:19.000]  原因可能是我們不能夠將榜樣帶給他們,
[00:03:19.000 --> 00:03:22.000]  所以我們盼望自己能夠得到別人的鼓勵,
[00:03:22.000 --> 00:03:25.000]  也都希望自己能夠成為身邊的人,
[00:03:25.000 --> 00:03:27.000]  還有下一代的鼓勵,
[00:03:27.000 --> 00:03:33.000]  以致神的恩典能夠透過我們,能夠臨到別人,
[00:03:33.000 --> 00:03:35.000]  所以這段時間我們看運彩的見證,
[00:03:35.000 --> 00:03:37.000]  我們思想很多不同的人的故事,
[00:03:37.000 --> 00:03:41.000]  在當中一起去仰望神自己的工作,
[00:03:41.000 --> 00:03:43.000]  在今天所提到的三位人物,
[00:03:43.000 --> 00:03:45.000]  第一位大家看聖經的時候,
[00:03:45.000 --> 00:03:49.000]  就看到第八章十六節,這位提多,
[00:03:49.000 --> 00:03:51.000]  多謝神,我們看和合本,
[00:03:51.000 --> 00:03:54.000]  多謝神感動提多的心,
[00:03:54.000 --> 00:03:58.000]  叫他待你們殷勤像我一樣。
[00:03:58.000 --> 00:04:01.000]  聖經提到這位人物提多,
[00:04:01.000 --> 00:04:04.000]  他很殷勤或者說很熱情,
[00:04:04.000 --> 00:04:06.000]  待哥倫多教會的弟兄姊妹,
[00:04:06.000 --> 00:04:10.000]  愛護他們不單單在責任上,
[00:04:10.000 --> 00:04:13.000]  而是很真實從心裏面,
[00:04:13.000 --> 00:04:16.000]  很熱誠地愛護弟兄姊妹,
[00:04:16.000 --> 00:04:19.000]  大家可能都會很體會到,
[00:04:19.000 --> 00:04:23.000]  熱情和冷淡可以有很大分別的,
[00:04:23.000 --> 00:04:26.000]  我不知道你們有沒有去過那些餐廳,
[00:04:26.000 --> 00:04:30.000]  進去不知道那間餐廳有什麼可以點呢?
[00:04:30.000 --> 00:04:32.000]  想著想著不知道怎麼辦,
[00:04:32.000 --> 00:04:34.000]  有個侍應走過來,
[00:04:34.000 --> 00:04:37.000]  你就問他你們有什麼吃的?
[00:04:37.000 --> 00:04:40.000]  侍應描一描你,
[00:04:40.000 --> 00:04:42.000]  然後扔個菜牌給你,
[00:04:42.000 --> 00:04:43.000]  自己看吧,
[00:04:43.000 --> 00:04:46.000]  然後你想問他已經走了,
[00:04:46.000 --> 00:04:48.000]  你會覺得很冷淡,
[00:04:48.000 --> 00:04:52.000]  沒有人去特別留意你的需要,
[00:04:52.000 --> 00:04:55.000]  我記得有一次去過在美國一個地方,
[00:04:55.000 --> 00:04:57.000]  去到一間唐人餐館,
[00:04:57.000 --> 00:04:58.000]  當地唐人不算多,
[00:04:58.000 --> 00:05:02.000]  進去的時候我和太太坐下想點些菜,
[00:05:02.000 --> 00:05:04.000]  剛剛有一個會廣東話的走過來,
[00:05:04.000 --> 00:05:06.000]  問我們哪裡來的,
[00:05:06.000 --> 00:05:09.000]  很熱情地跟我們招呼,
[00:05:09.000 --> 00:05:13.000]  然後我就跟他說不如叫這個菜吧,
[00:05:13.000 --> 00:05:15.000]  我看著他,
[00:05:15.000 --> 00:05:17.000]  他兩個眉頭一皺,
[00:05:17.000 --> 00:05:19.000]  然後靜悄悄地在我耳邊說,
[00:05:19.000 --> 00:05:24.000]  這些外國人才吃的,
[00:05:24.000 --> 00:05:26.000]  中國人不吃這些的,
[00:05:26.000 --> 00:05:29.000]  你不適合吃的,
[00:05:29.000 --> 00:05:31.000]  然後一直告訴我們,
[00:05:31.000 --> 00:05:32.000]  其實哪些呢?
[00:05:32.000 --> 00:05:35.000]  這裡那些才是中國的,
[00:05:35.000 --> 00:05:37.000]  他後來介紹一些好的菜式,
[00:05:37.000 --> 00:05:39.000]  我們點了之後,
[00:05:39.000 --> 00:05:41.000]  整個過程他很照顧我們,
[00:05:41.000 --> 00:05:42.000]  走過來問,
[00:05:42.000 --> 00:05:43.000]  怎麼樣?還沒有嗎?
[00:05:43.000 --> 00:05:45.000]  我幫你吹一下廚房,
[00:05:45.000 --> 00:05:46.000]  然後來到的時候,
[00:05:46.000 --> 00:05:48.000]  怎麼樣?適不適合吃?
[00:05:48.000 --> 00:05:51.000]  然後一直這樣來招呼我們,
[00:05:51.000 --> 00:05:52.000]  離開之後感覺很開心,
[00:05:52.000 --> 00:05:56.000]  因為享受一頓很美味的中國餐,
[00:05:56.000 --> 00:06:01.000]  熱情和冷淡是可以很大分別的,
[00:06:01.000 --> 00:06:03.000]  你可以感受到一個人,
[00:06:03.000 --> 00:06:06.000]  很想去侍奉的時候,
[00:06:06.000 --> 00:06:07.000]  是因為無可奈何,
[00:06:07.000 --> 00:06:10.000]  責任上要做而有的侍奉,
[00:06:10.000 --> 00:06:12.000]  還是他會多走幾步,
[00:06:12.000 --> 00:06:15.000]  很想去侍奉神,
[00:06:15.000 --> 00:06:18.000]  很想去幫助你。
[00:06:18.000 --> 00:06:20.000]  剛才提到一位提當,
[00:06:20.000 --> 00:06:23.000]  他得到神的感動,
[00:06:23.000 --> 00:06:26.000]  不只是他自己的性情,
[00:06:26.000 --> 00:06:28.000]  是神感動他的心,
[00:06:28.000 --> 00:06:31.000]  以至他代弟兄姊妹很殷勤,
[00:06:31.000 --> 00:06:34.000]  他的感動是從神而來的,
[00:06:34.000 --> 00:06:37.000]  是神不斷的感動,
[00:06:37.000 --> 00:06:39.000]  其實感動原來的文字,
[00:06:39.000 --> 00:06:42.000]  是一個不斷感動的含義,
[00:06:42.000 --> 00:06:43.000]  星期五、六,
[00:06:43.000 --> 00:06:46.000]  如果你來到教會的堂慶報道會,
[00:06:46.000 --> 00:06:48.000]  我想你會心被感染,
[00:06:48.000 --> 00:06:49.000]  因為你見到很多弟兄姊妹,
[00:06:49.000 --> 00:06:52.000]  帶很多親友來到,
[00:06:52.000 --> 00:06:55.000]  坐滿正堂、副堂、課室,
[00:06:55.000 --> 00:06:58.000]  當你看到他們帶來的朋友,
[00:06:58.000 --> 00:07:01.000]  趕到台上的時候,
[00:07:01.000 --> 00:07:03.000]  你的心會很感動,
[00:07:03.000 --> 00:07:05.000]  你會感覺很開心,
[00:07:05.000 --> 00:07:08.000]  因為很多人歸向上帝。
[00:07:08.000 --> 00:07:10.000]  神有時候透過某些事情,
[00:07:10.000 --> 00:07:12.000]  感動我們的心,
[00:07:12.000 --> 00:07:15.000]  叫我們殷勤去侍奉祂,
[00:07:15.000 --> 00:07:17.000]  而祂是會這樣做,
[00:07:17.000 --> 00:07:21.000]  因為祂願意我們一路跟隨,
[00:07:21.000 --> 00:07:23.000]  弟兄姊妹去祈禱,
[00:07:23.000 --> 00:07:27.000]  求神將感動賜給你,
[00:07:27.000 --> 00:07:29.000]  不要讓自己侍奉神的心,
[00:07:29.000 --> 00:07:32.000]  一步步冷淡了,
[00:07:32.000 --> 00:07:36.000]  求祂繼續的感動你。
[00:07:36.000 --> 00:07:38.000]  另一位我們再看,
[00:07:38.000 --> 00:07:39.000]  在第十八節說到,
[00:07:39.000 --> 00:07:44.000]  「我們還打發一位兄弟和他同去,
[00:07:44.000 --> 00:07:48.000]  這人在福音上得了宗教會的稱讚。」
[00:07:48.000 --> 00:07:50.000]  這裡提到另一位弟兄,
[00:07:50.000 --> 00:07:54.000]  他是馬其頓教會或宗教會
[00:07:54.000 --> 00:07:56.000]  一起所稱讚的,
[00:07:56.000 --> 00:07:59.000]  很明顯在他們中間的領袖,
[00:07:59.000 --> 00:08:01.000]  他得到大家所讚賞,
