
[00:00:00.000 --> 00:00:04.000]  第四類
[00:00:04.000 --> 00:00:07.000]  各位親愛的弟兄姊妹平安
[00:00:07.000 --> 00:00:10.000]  聽道的人可以分為四類
[00:00:10.000 --> 00:00:11.000]  第一類
[00:00:11.000 --> 00:00:13.000]  當你說道的時候
[00:00:13.000 --> 00:00:15.000]  他已經睡著了
[00:00:15.000 --> 00:00:16.000]  或者關了手機
[00:00:16.000 --> 00:00:18.000]  他完全沒有興趣去聽
[00:00:18.000 --> 00:00:20.000]  第二類的人
[00:00:20.000 --> 00:00:22.000]  他好像聽得進
[00:00:22.000 --> 00:00:24.000]  但其實是完全
[00:00:24.000 --> 00:00:27.000]  玩不到他行養的地方
[00:00:27.000 --> 00:00:28.000]  第三類
[00:00:28.000 --> 00:00:30.000]  這類的人好像不斷點頭
[00:00:30.000 --> 00:00:32.000]  好像明白你說什麼
[00:00:32.000 --> 00:00:34.000]  但是其實他沒有力量
[00:00:34.000 --> 00:00:36.000]  去實踐出來
[00:00:36.000 --> 00:00:38.000]  第四類的人
[00:00:38.000 --> 00:00:39.000]  就是他聽
[00:00:39.000 --> 00:00:40.000]  他明白
[00:00:40.000 --> 00:00:42.000]  受感動
[00:00:42.000 --> 00:00:44.000]  又在生活裡面
[00:00:44.000 --> 00:00:46.000]  來實行出來
[00:00:46.000 --> 00:00:48.000]  在第四世紀的時候
[00:00:48.000 --> 00:00:50.000]  有一個很出名的
[00:00:50.000 --> 00:00:52.000]  神學家和哲學家
[00:00:52.000 --> 00:00:54.000]  就是奧古斯丁
[00:00:54.000 --> 00:00:57.000]  其實他是在非洲那裡
[00:00:57.000 --> 00:00:59.000]  但是他年輕的時候
[00:00:59.000 --> 00:01:02.000]  他爸爸就送他去歐洲
[00:01:02.000 --> 00:01:04.000]  去米蘭那裡
[00:01:04.000 --> 00:01:07.000]  很希望他能夠去學習
[00:01:07.000 --> 00:01:10.000]  成為一個很出色的人
[00:01:10.000 --> 00:01:13.000]  於是奧古斯丁就去到米蘭
[00:01:13.000 --> 00:01:16.000]  跟隨一些哲學家
[00:01:16.000 --> 00:01:17.000]  去學習
[00:01:17.000 --> 00:01:20.000]  他媽媽叫Monica
[00:01:20.000 --> 00:01:23.000]  是一位很虔誠的基督徒
[00:01:23.000 --> 00:01:26.000]  他就送了一本聖經
[00:01:26.000 --> 00:01:27.000]  給奧古斯丁
[00:01:27.000 --> 00:01:31.000]  希望他能夠打開聖經來看
[00:01:31.000 --> 00:01:34.000]  奧古斯丁也曾經打開過聖經
[00:01:34.000 --> 00:01:36.000]  但是他完全沒有興趣
[00:01:36.000 --> 00:01:38.000]  看不進去
[00:01:38.000 --> 00:01:41.000]  直到當他的生活
[00:01:41.000 --> 00:01:43.000]  開始很糜爛
[00:01:43.000 --> 00:01:46.000]  他過著一個很荒蕩的生活
[00:01:46.000 --> 00:01:47.000]  有一天
[00:01:47.000 --> 00:01:50.000]  當他在公園裡面
[00:01:50.000 --> 00:01:52.000]  突然間他聽到一個聲音說
[00:01:52.000 --> 00:01:54.000]  拿起來讀
[00:01:54.000 --> 00:01:55.000]  拿起來讀
[00:01:55.000 --> 00:01:57.000]  他心裡面就知道
[00:01:57.000 --> 00:01:59.000]  我應該拿什麼來讀
[00:01:59.000 --> 00:02:01.000]  他回到家裡
[00:02:01.000 --> 00:02:04.000]  馬上把那本聖經拿出來讀
[00:02:04.000 --> 00:02:07.000]  他隨手揭開聖經
[00:02:07.000 --> 00:02:08.000]  誰知道一打開
[00:02:08.000 --> 00:02:12.000]  就是羅馬書第十三章
[00:02:12.000 --> 00:02:15.000]  十一到十四章
[00:02:15.000 --> 00:02:17.000]  原來這幾節聖經
[00:02:17.000 --> 00:02:20.000]  實在是非常之重要
[00:02:20.000 --> 00:02:21.000]  就在那個時候
[00:02:21.000 --> 00:02:25.000]  當他讀這幾節聖經的時候
[00:02:25.000 --> 00:02:29.000]  神一令就進入他的心裡面
[00:02:29.000 --> 00:02:30.000]  提醒他
[00:02:30.000 --> 00:02:33.000]  擦亮他的眼睛
[00:02:33.000 --> 00:02:34.000]  他看見
[00:02:34.000 --> 00:02:36.000]  原來自己是過著一個
[00:02:36.000 --> 00:02:39.000]  很放縱情慾
[00:02:39.000 --> 00:02:43.000]  放浪形骸的生活
[00:02:43.000 --> 00:02:45.000]  於是他就起的時候
[00:02:45.000 --> 00:02:47.000]  扭轉過來
[00:02:47.000 --> 00:02:50.000]  悔改歸向耶穌
[00:02:50.000 --> 00:02:52.000]  結果他後來寫了
[00:02:52.000 --> 00:02:55.000]  很出名的一本書
[00:02:55.000 --> 00:02:57.000]  就是《懺悔羅》
[00:02:57.000 --> 00:03:00.000]  將他過去那種流浪的生活
[00:03:00.000 --> 00:03:01.000]  怎麼改變
[00:03:01.000 --> 00:03:04.000]  就完全的表達出來
[00:03:04.000 --> 00:03:07.000]  原來羅馬書十三章
[00:03:07.000 --> 00:03:09.000]  十一到十四節
[00:03:09.000 --> 00:03:12.000]  起碼給我們有四個
[00:03:12.000 --> 00:03:14.000]  很重要的提醒
[00:03:14.000 --> 00:03:16.000]  第一個的提醒
[00:03:16.000 --> 00:03:18.000]  就在第十一節
[00:03:18.000 --> 00:03:20.000]  他說現在就要
[00:03:20.000 --> 00:03:23.000]  趁早睡醒的時候
[00:03:23.000 --> 00:03:25.000]  你不要再睡覺了
[00:03:25.000 --> 00:03:27.000]  要醒過來
[00:03:27.000 --> 00:03:29.000]  你要開你的眼睛
[00:03:29.000 --> 00:03:32.000]  看看今天是一個什麼的時代
[00:03:32.000 --> 00:03:34.000]  我也很想提醒各位
[00:03:34.000 --> 00:03:35.000]  原來我們今天
[00:03:35.000 --> 00:03:38.000]  實在是很需要警醒
[00:03:38.000 --> 00:03:39.000]  睡覺的時候
[00:03:39.000 --> 00:03:41.000]  我們什麼都不管
[00:03:41.000 --> 00:03:42.000]  閉上眼睛
[00:03:42.000 --> 00:03:44.000]  躺在床上就睡著了
[00:03:44.000 --> 00:03:45.000]  但原來警醒
[00:03:45.000 --> 00:03:48.000]  就叫我們要很警惕
[00:03:48.000 --> 00:03:49.000]  很醒目
[00:03:49.000 --> 00:03:52.000]  了解一下今天的情勢
[00:03:52.000 --> 00:03:54.000]  看看耶穌回來的日子
[00:03:54.000 --> 00:03:57.000]  是不是已經很近了
[00:03:57.000 --> 00:03:59.000]  保羅在這裡怎麼說呢
[00:03:59.000 --> 00:04:00.000]  他說再者
[00:04:00.000 --> 00:04:02.000]  我們要知道
[00:04:02.000 --> 00:04:06.000]  現今就是趁早睡醒的時候
[00:04:06.000 --> 00:04:08.000]  因為我們得救
[00:04:08.000 --> 00:04:11.000]  現今比初信的時候
[00:04:11.000 --> 00:04:14.000]  更加近了
[00:04:14.000 --> 00:04:16.000]  所以我們第一
[00:04:16.000 --> 00:04:18.000]  就要警醒
[00:04:18.000 --> 00:04:21.000]  好像一個守望的人
[00:04:21.000 --> 00:04:23.000]  當他暫光
[00:04:23.000 --> 00:04:26.000]  晚上看守夜間的時候
[00:04:26.000 --> 00:04:28.000]  他不敢睡覺
[00:04:28.000 --> 00:04:30.000]  因為不知道敵人什麼時候來
[00:04:30.000 --> 00:04:32.000]  他要很提醒自己
[00:04:32.000 --> 00:04:33.000]  我要醒
[00:04:33.000 --> 00:04:34.000]  我要打醒精神
[00:04:34.000 --> 00:04:36.000]  我要四處看看
[00:04:36.000 --> 00:04:38.000]  看看有沒有探子來到
[00:04:38.000 --> 00:04:40.000]  看看有沒有敵人入侵
[00:04:40.000 --> 00:04:45.000]  所以他隨時警醒守望等候
[00:04:45.000 --> 00:04:46.000]  原來今天
[00:04:46.000 --> 00:04:49.000]  我們都需要警醒
[00:04:49.000 --> 00:04:52.000]  第二件就在第十二節
[00:04:52.000 --> 00:04:54.000]  保羅又怎麼說呢
[00:04:54.000 --> 00:04:56.000]  他說黑夜與深
[00:04:56.000 --> 00:04:58.000]  白晝將近
[00:04:58.000 --> 00:05:03.000]  我們還要脫去那些暗會的行為
[00:05:03.000 --> 00:05:08.000]  是帶上光明的兵器
[00:05:08.000 --> 00:05:10.000]  第二方面保羅提醒我們
[00:05:10.000 --> 00:05:14.000]  他說我們要帶上兵器
[00:05:14.000 --> 00:05:16.000]  帶兵器是什麼意思
[00:05:16.000 --> 00:05:18.000]  我們是去打仗
[00:05:18.000 --> 00:05:19.000]  你知不知道
[00:05:19.000 --> 00:05:24.000]  今天是一個最後末日戰爭的時候
[00:05:24.000 --> 00:05:27.000]  我們要打一場屬靈的爭戰
[00:05:27.000 --> 00:05:30.000]  所以我們需要穿上全副軍裝
[00:05:30.000 --> 00:05:33.000]  好像《以忽所書》第五章提醒我們
[00:05:33.000 --> 00:05:36.000]  我們要穿上全副的軍裝
[00:05:36.000 --> 00:05:38.000]  隨時守候
[00:05:38.000 --> 00:05:40.000]  隨時警醒
[00:05:40.000 --> 00:05:42.000]  保羅說你要打仗
[00:05:42.000 --> 00:05:45.000]  有兩件事你要去做
[00:05:45.000 --> 00:05:46.000]  第一
